
[00:00:00.000 --> 00:00:05.240]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.240 --> 00:00:09.920]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.920 --> 00:00:14.760]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.760 --> 00:00:18.180]   ♪ These are a few of my favorite things ♪
[00:00:18.180 --> 00:00:24.900]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.900 --> 00:00:27.360]   Ralphs. Fresh for everyone.
[00:00:27.360 --> 00:00:30.360]   ♪
[00:00:30.360 --> 00:00:33.100]   Today on Radical Personal Finance, it's live Q&A.
[00:00:33.100 --> 00:00:49.100]   ♪
[00:00:49.100 --> 00:00:53.100]   Welcome to Radical Personal Finance, the show dedicated to providing you with the knowledge, skills, insight,
[00:00:53.100 --> 00:00:56.100]   and encouragement you need to live a rich and meaningful life now,
[00:00:56.100 --> 00:00:59.600]   while building a plan for financial freedom in 10 years or less.
[00:00:59.600 --> 00:01:02.600]   Did you know that my wife and I talked a long time
[00:01:02.600 --> 00:01:05.600]   whether I should say 10 years or less because it's grammatically incorrect?
[00:01:05.600 --> 00:01:11.100]   And I hate the fact that it's grammatically incorrect, but hey, it sounds better than 10 years or fewer.
[00:01:11.100 --> 00:01:13.600]   So whether it's fewer or less, I am here to serve.
[00:01:13.600 --> 00:01:21.100]   ♪
[00:01:21.100 --> 00:01:25.100]   I tried it out on here one time. I was like, "Hey, here's the new tagline for this show."
[00:01:25.100 --> 00:01:28.100]   Live a better life. Hold on. I completely forgot it.
[00:01:28.100 --> 00:01:31.100]   In 10 years or fewer, we went over it again and again.
[00:01:31.100 --> 00:01:35.100]   10 years or fewer, and even though that's correct, we both decided it didn't quite have the same ring to it.
[00:01:35.100 --> 00:01:40.100]   Today we do live Q&A. That means that we have a phone number, and I go to the phone calls,
[00:01:40.100 --> 00:01:43.100]   and I say hello, and I answer your questions.
[00:01:43.100 --> 00:01:48.100]   Basically, it's like a live radio show. You get it about an hour after I record it and publish it.
[00:01:48.100 --> 00:01:53.100]   We're doing a special series of shows here at the end of 2018.
[00:01:53.100 --> 00:01:56.100]   Recording a special series of live Q&A shows.
[00:01:56.100 --> 00:01:58.100]   These shows are still available to you.
[00:01:58.100 --> 00:02:05.100]   They will be each day from Monday, December 17th, all the way up through Friday, December 21.
[00:02:05.100 --> 00:02:09.100]   Each day at noon Eastern time, if you'd like to get on a live Q&A show, jump in and call.
