
[00:00:00.000 --> 00:00:03.240]   [silence]
[00:00:03.240 --> 00:00:05.720]   One of the really bad effects of alcohol,
[00:00:05.720 --> 00:00:08.340]   but that's extremely well-documented,
[00:00:08.340 --> 00:00:10.960]   is the fact that alcohol,
[00:00:10.960 --> 00:00:13.720]   because of this toxicity of acetyl aldehyde
[00:00:13.720 --> 00:00:17.200]   and related pathways, can alter DNA methylation.
[00:00:17.200 --> 00:00:18.960]   It can alter gene expression.
[00:00:18.960 --> 00:00:21.380]   That can mean many things in different tissues,
[00:00:21.380 --> 00:00:26.380]   but it is associated with a significant increase
[00:00:26.380 --> 00:00:29.160]   in cancer risk, in particular, breast cancer,
[00:00:29.160 --> 00:00:31.720]   and in particular, because breast tissue
[00:00:31.720 --> 00:00:33.240]   is present in both males and females,
[00:00:33.240 --> 00:00:36.100]   but in women, it's especially vulnerable
[00:00:36.100 --> 00:00:38.560]   to some of the DNA methylation changes.
[00:00:38.560 --> 00:00:40.820]   Well, breast cancer in women
[00:00:40.820 --> 00:00:42.580]   has a relationship to alcohol intake,
[00:00:42.580 --> 00:00:44.040]   and alcohol intake has a relationship
[00:00:44.040 --> 00:00:45.820]   to breast cancer in women.
[00:00:45.820 --> 00:00:50.160]   In fact, there has been proposed to be
[00:00:50.160 --> 00:00:53.860]   anywhere from four to 13% increase
[00:00:53.860 --> 00:00:55.820]   in risk of breast cancer
[00:00:55.820 --> 00:00:58.640]   for every 10 grams of alcohol consumed.
[00:00:58.640 --> 00:00:59.880]   How much is 10 grams?
[00:00:59.880 --> 00:01:01.480]   Well, there we need to think a little bit
[00:01:01.480 --> 00:01:03.360]   about the variation in the amount of alcohol
[00:01:03.360 --> 00:01:05.000]   in different drinks across the world.
[00:01:05.000 --> 00:01:06.880]   Different countries serve different sized drinks
[00:01:06.880 --> 00:01:08.440]   and have different concentrations of alcohol
[00:01:08.440 --> 00:01:09.440]   in those drinks.
[00:01:09.440 --> 00:01:11.720]   So without going down too much of a rabbit hole
[00:01:11.720 --> 00:01:14.560]   and just giving you some good rules of thumb to work with,
[00:01:14.560 --> 00:01:17.760]   there've been studies of the percentage of alcohol
[00:01:17.760 --> 00:01:18.840]   included in different drinks
[00:01:18.840 --> 00:01:20.180]   and the sizes of different drinks
[00:01:20.180 --> 00:01:21.360]   that are served in different countries,
[00:01:21.360 --> 00:01:25.480]   and here's a kind of a patchwork of those findings.
[00:01:25.480 --> 00:01:29.980]   In Japan, one beer, one glass of wine,
