
[00:00:00.000 --> 00:00:02.240]   (upbeat music)
[00:00:02.240 --> 00:00:05.080]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.080 --> 00:00:07.720]   a show about upgrading your life, money, and travel.
[00:00:07.720 --> 00:00:08.880]   I'm your host, Chris Hutchins,
[00:00:08.880 --> 00:00:11.200]   and joining me today is entrepreneur, author,
[00:00:11.200 --> 00:00:13.020]   and friend, Noah Kagan.
[00:00:13.020 --> 00:00:15.840]   If you don't know Noah, he runs a company called AppSumo,
[00:00:15.840 --> 00:00:18.160]   which is actually the seventh million dollar business
[00:00:18.160 --> 00:00:20.520]   he's started, and he adamantly believes
[00:00:20.520 --> 00:00:22.240]   that anyone that puts their mind to it
[00:00:22.240 --> 00:00:24.200]   can launch a million dollar business.
[00:00:24.200 --> 00:00:27.000]   But not just that, he thinks you can do it in a weekend,
[00:00:27.000 --> 00:00:30.180]   and is gonna lay out the framework for us today.
[00:00:30.180 --> 00:00:31.720]   That's not to say you all need to plan
[00:00:31.720 --> 00:00:33.260]   on quitting your jobs right now,
[00:00:33.260 --> 00:00:35.360]   but it is such an incredible time in the world
[00:00:35.360 --> 00:00:37.600]   for entrepreneurship, and even if it's just
[00:00:37.600 --> 00:00:39.480]   a new side hustle you might wanna start,
[00:00:39.480 --> 00:00:42.120]   I feel like the opportunities are endless.
[00:00:42.120 --> 00:00:45.440]   So today we're gonna cover what idea you might wanna start,
[00:00:45.440 --> 00:00:48.240]   how to get over some of the things that might hold you back,
[00:00:48.240 --> 00:00:50.360]   all the steps you actually need to follow
[00:00:50.360 --> 00:00:52.800]   to launch a business in 48 hours,
[00:00:52.800 --> 00:00:54.840]   how to apply these lessons to an existing job,
[00:00:54.840 --> 00:00:57.160]   even if you're not ready to be an entrepreneur yet,
[00:00:57.160 --> 00:00:58.500]   and a lot more.
[00:00:58.500 --> 00:01:00.360]   I am so excited for this conversation,
[00:01:00.360 --> 00:01:03.700]   and honestly I wish I would've had it a few decades ago.
[00:01:03.700 --> 00:01:05.820]   So let's jump in right after this.
[00:01:05.820 --> 00:01:09.160]   There is nothing I love more than learning
[00:01:09.160 --> 00:01:12.240]   that something I enjoy is actually so good for you,
[00:01:12.240 --> 00:01:15.080]   and nothing showcases that better than Pu-erh tea.
[00:01:15.080 --> 00:01:16.640]   It has so many health benefits,
[00:01:16.640 --> 00:01:19.440]   and I think one of the best and easiest ways to consume it
[00:01:19.440 --> 00:01:21.960]   is from our sponsor today, Peak Tea.
[00:01:21.960 --> 00:01:24.520]   Peak's Pu-erh teas are all cold extracted
[00:01:24.520 --> 00:01:26.600]   using only wild harvested leaves
[00:01:26.600 --> 00:01:29.360]   from 250 year old tea trees,
[00:01:29.360 --> 00:01:32.560]   rich in minerals, theraflavins, and catechins.
[00:01:32.560 --> 00:01:34.960]   Then everything is triple toxin screened
[00:01:34.960 --> 00:01:36.680]   for pesticides, heavy minerals,
[00:01:36.680 --> 00:01:39.520]   and toxic mold commonly found in plants.
[00:01:39.520 --> 00:01:42.840]   And Peak's products are so easy and zero prep
[00:01:42.840 --> 00:01:45.300]   because they're all in pre-measured quantities
[00:01:45.300 --> 00:01:48.160]   that dissolve in cold or hot water in seconds,
[00:01:48.160 --> 00:01:50.280]   and are so travel friendly.
[00:01:50.280 --> 00:01:51.840]   They have so many products,
[00:01:51.840 --> 00:01:54.840]   but lately I've been alternating between the green Pu-erh
[00:01:54.840 --> 00:01:56.400]   for mental clarity and energy,
[00:01:56.400 --> 00:01:57.800]   and the black Pu-erh,
[00:01:57.800 --> 00:02:00.620]   which helps kickstart digestion and metabolism
[00:02:00.620 --> 00:02:03.400]   with a rich earthy flavor that is so good,
[00:02:03.400 --> 00:02:05.920]   and probably one of my favorite things to drink.
[00:02:05.920 --> 00:02:07.200]   And if you need another reason,
[00:02:07.200 --> 00:02:09.640]   search for all the amazing research-backed benefits
[00:02:09.640 --> 00:02:11.880]   of polyphenols for your gut microbiome,
[00:02:11.880 --> 00:02:13.520]   heart, blood sugar, and more,
[00:02:13.520 --> 00:02:16.240]   and then be happy that Pu-erh is more concentrated
[00:02:16.240 --> 00:02:19.040]   in polyphenols than all other teas in the world.
[00:02:19.040 --> 00:02:20.680]   But you don't even have to take my word
[00:02:20.680 --> 00:02:23.760]   or do any research because Peak offers free US shipping,
[00:02:23.760 --> 00:02:26.600]   free returns, and a money-backed guarantee.
[00:02:26.600 --> 00:02:27.760]   And for a limited time,
[00:02:27.760 --> 00:02:31.140]   you can get up to 15% off and a free quiver
[00:02:31.140 --> 00:02:33.240]   with 12 tea samples at my link
[00:02:33.240 --> 00:02:36.060]   at allthehacks.com/peak.
[00:02:36.060 --> 00:02:38.240]   That's P-I-Q-U-E.
[00:02:38.240 --> 00:02:42.120]   So check them out today at allthehacks.com/peak.
[00:02:42.120 --> 00:02:43.780]   P-I-Q-U-E.
[00:02:43.780 --> 00:02:47.720]   Noah, thanks for being here.
[00:02:47.720 --> 00:02:49.320]   - Chris, thank you for having me.
[00:02:49.320 --> 00:02:51.160]   - So from the title of the book,
[00:02:51.160 --> 00:02:52.960]   it seems you might think that starting a company
[00:02:52.960 --> 00:02:54.680]   is the best way to build wealth.
[00:02:54.680 --> 00:02:55.720]   Is that true?
[00:02:55.720 --> 00:02:57.280]   Did you always think that, if it is?
[00:02:57.280 --> 00:02:58.400]   - Coming in hot.
[00:02:58.400 --> 00:02:59.220]   I love it.
[00:02:59.220 --> 00:03:00.480]   Let's just look at data.
[00:03:00.480 --> 00:03:02.760]   So do you put your money in the stock market at all?
[00:03:02.760 --> 00:03:03.580]   - I do.
[00:03:03.580 --> 00:03:06.440]   - Yeah, like a great return on the S&P 500 is like 10%.
[00:03:06.440 --> 00:03:07.280]   - Wow.
[00:03:07.280 --> 00:03:09.920]   Yeah, if I could lock in 10%, boy, would I be happy.
[00:03:09.920 --> 00:03:10.920]   - If you could do that, right?
[00:03:10.920 --> 00:03:12.320]   But if you look at the data since 1900,
[00:03:12.320 --> 00:03:14.800]   that's what you get at around 10 to 12% a year.
[00:03:14.800 --> 00:03:17.040]   Then if you look at housing, maybe it appreciates,
[00:03:17.040 --> 00:03:18.320]   but generally a house, give or take,
[00:03:18.320 --> 00:03:20.280]   will do 5% to 7% return.
[00:03:20.280 --> 00:03:21.600]   Now, I'll just give you an example.
[00:03:21.600 --> 00:03:23.840]   With AppSumo, I put in $50 to start it,
[00:03:23.840 --> 00:03:25.540]   and last year I made $3.3 million.
[00:03:25.540 --> 00:03:29.680]   And I'm not saying that everyone can do that within a year,
[00:03:29.680 --> 00:03:31.760]   but over some time, the returns and upside
[00:03:31.760 --> 00:03:33.440]   of entrepreneurship are unlimited,
[00:03:33.440 --> 00:03:36.320]   while a lot of the costs are much smaller.
[00:03:36.320 --> 00:03:38.240]   And so, it's kind of maybe something I've thought about
[00:03:38.240 --> 00:03:39.080]   for a lot of people.
[00:03:39.080 --> 00:03:41.360]   It's like, you can work your butt trying to get clean
[00:03:41.360 --> 00:03:44.880]   an attic, and then literally my house yesterday flooded,
[00:03:44.880 --> 00:03:46.760]   a real estate house I have,
[00:03:46.760 --> 00:03:48.760]   or you can just start your own business.
[00:03:48.760 --> 00:03:50.640]   There's different problems, but at least the upside
[00:03:50.640 --> 00:03:53.280]   and the influence of it are much higher.
[00:03:53.280 --> 00:03:54.280]   - Did you always think of it this way?
[00:03:54.280 --> 00:03:57.440]   I think you and I both share a similar background.
[00:03:57.440 --> 00:04:01.400]   Early careers all in startup land in Silicon Valley
[00:04:01.400 --> 00:04:03.160]   seemed like building tech companies
[00:04:03.160 --> 00:04:04.280]   is the way you make money,
[00:04:04.280 --> 00:04:06.580]   and then we probably had other friends that made money,
[00:04:06.580 --> 00:04:07.600]   and then we're like, whoa, whoa, whoa,
[00:04:07.600 --> 00:04:09.500]   maybe the way money is real estate.
[00:04:09.500 --> 00:04:10.840]   Maybe real estate is how we make money.
[00:04:10.840 --> 00:04:13.040]   I keep hearing that this is the best thing ever.
[00:04:13.040 --> 00:04:16.840]   I have both FOMO about not buying more real estate
[00:04:16.840 --> 00:04:19.640]   and deep satisfaction only owning my house.
[00:04:19.640 --> 00:04:22.600]   - My next book is called "Rich Dad, Poor Dad, and Stepdad."
[00:04:22.600 --> 00:04:26.080]   And (laughs) it's like there's another dad
[00:04:26.080 --> 00:04:27.980]   that no one ever talked about that was just like,
[00:04:27.980 --> 00:04:30.000]   I don't know why these guys are working so hard.
[00:04:30.000 --> 00:04:31.920]   I think what's interesting, we talked before
[00:04:31.920 --> 00:04:33.860]   about my YouTube channel.
[00:04:33.860 --> 00:04:35.560]   One of the coolest things is that there's so many
[00:04:35.560 --> 00:04:36.920]   different ways of getting rich.
[00:04:36.920 --> 00:04:39.120]   And when you grew up, I grew up a few miles from Apple.
[00:04:39.120 --> 00:04:41.760]   My father sold copiers, and my stepfather
[00:04:41.760 --> 00:04:43.440]   was a computer programmer.
[00:04:43.440 --> 00:04:46.520]   And I thought that's just the way to have money.
