
[00:00:00.000 --> 00:00:21.920]   Who here is building agents? Leave your hand up if you built like 10 plus agents. Anyone here built
[00:00:21.920 --> 00:00:27.600]   like a hundred agents? All right, we got a few. Awesome. I love it. So I think a lot of us have
[00:00:27.600 --> 00:00:32.720]   been on this journey of building agents. And what happened with me was, you know, I decided
[00:00:32.720 --> 00:00:36.400]   I wanted to build an agent. We figured out what we wanted it to do. We want to move fast.
[00:00:36.400 --> 00:00:39.960]   We're developers, so we use libraries. We don't write everything from scratch. And you
[00:00:39.960 --> 00:00:43.800]   get it to like 70, 80%. It's enough to get the CEO excited and get six more people added
[00:00:43.800 --> 00:00:49.400]   to your team. But then you kind of realize that 70, 80% isn't quite good enough. And that
[00:00:49.400 --> 00:00:54.820]   if you want to get past that 70, 80% quality bar, you're seven layers deep in a call stack
[00:00:54.820 --> 00:00:57.820]   trying to reverse engineer. How does this prompt get built? Or how do these tools get
[00:00:57.820 --> 00:01:01.440]   passed in? Where does this all come from? And if you're like me, you eventually just throw
[00:01:01.440 --> 00:01:06.200]   it all away and start from scratch. Or you may even find out that this is not a good problem
[00:01:06.200 --> 00:01:11.140]   for agents. I remember one of the first agents that I tried to build was a DevOps agent. I
[00:01:11.140 --> 00:01:15.060]   was like, here's my make file. You can run make commands. Go build the project. Couldn't
[00:01:15.060 --> 00:01:18.320]   figure it out. Did all the things in the wrong order. I'm like, cool, let's fix the prompt.
[00:01:18.320 --> 00:01:22.780]   And over the next two hours, I had more and more detail about what everything was and every
[00:01:22.780 --> 00:01:26.320]   single step until I got to the point where I was like, this is the exact order to run
[00:01:26.320 --> 00:01:30.380]   the build steps. It was a cool exercise. But at the end of it, I was like, you know, I could
[00:01:30.380 --> 00:01:36.260]   have written the bash script to do this in about 90 seconds. Not every problem needs an agent.
[00:01:36.260 --> 00:01:41.560]   And so I've been on this journey. I think a lot of you have been on similar journeys.
[00:01:41.560 --> 00:01:45.660]   And what happened was is I went and talked in trying to help people build better, more
[00:01:45.660 --> 00:01:53.180]   reliable agents. I talked to 100 plus founders, builders, engineers. And I sort of noticed patterns.
[00:01:53.180 --> 00:01:58.640]   One was that most production agents weren't that agentic at all. They were mostly just software.
