
[00:00:00.000 --> 00:00:05.960]   Sam Altman tweeted that writing a really great prompt for a chatbot persona is an amazingly
[00:00:05.960 --> 00:00:10.940]   high leverage skill and an early example of programming in a little bit of natural language.
[00:00:10.940 --> 00:00:16.560]   This video is about proving that that's correct with these game-changing prompts. I was genuinely
[00:00:16.560 --> 00:00:21.000]   mind-blown by a lot of these prompts so let me know in the comments which one is your favorite.
[00:00:21.000 --> 00:00:27.480]   Let's start with asking Bing to be your personal free interview coach for the exact position that
[00:00:27.480 --> 00:00:32.380]   you're applying for. I picked a job almost at random and then pressed the Bing button in the
[00:00:32.380 --> 00:00:38.760]   Edge browser. It opened up Bing chat. I then gave it this prompt. You will ask me interview questions
[00:00:38.760 --> 00:00:45.140]   for the position detailed on this page. Notice I did not specify the job I just said detailed on
[00:00:45.140 --> 00:00:50.760]   this page. Bing understood the job. I want you to only reply as the interviewer. Do not write all
[00:00:50.760 --> 00:00:55.660]   the conversation at once. Ask me the questions and wait for my answers. Do not write explanations
[00:00:55.660 --> 00:00:57.460]   and ask me the questions once.
[00:00:57.460 --> 00:01:03.280]   I will reply one by one waiting for my answers. This prompt was inspired by a GitHub post link in the description.
[00:01:03.280 --> 00:01:10.720]   And look what Bing does. It reads the page. It understands the job description and then it starts
[00:01:10.720 --> 00:01:16.120]   asking me relevant questions. It even gets into character. Please answer my questions as best as
[00:01:16.120 --> 00:01:20.800]   you can. Question one: Why do you want to work for us? And if you just thought these were going to be
[00:01:20.800 --> 00:01:25.840]   generic questions, no. It says thank you for your answer. What are some of the benefits and challenges
[00:01:25.840 --> 00:01:27.440]   of implementing robotics and engineering?
[00:01:27.440 --> 00:01:31.040]   I would like to know what you think about the job. I would like to know what you think about the job.
[00:01:31.040 --> 00:01:36.480]   This is part of what I would do in this job. People pay hundreds and thousands of dollars
[00:01:36.480 --> 00:01:42.400]   for interview coaches. But you could practice with Bing for free. You could even ask it to grade your
[00:01:42.400 --> 00:01:48.400]   answer. Furthermore, you could paste your CV and say my skills are listed below. Write out all the
[00:01:48.400 --> 00:01:53.440]   reasons I would be appropriate for the position listed on this page. And Bing understands what you
[00:01:53.440 --> 00:01:57.420]   mean and gives you the reasons why you might be a good fit. I would like to know what you think about
[00:01:57.420 --> 00:02:01.900]   the job. I think Bing might just be the ultimate job finding assistant.
[00:02:01.900 --> 00:02:07.820]   The next game changing prompt involves asking Bing to improve its suggestions. Imagine you wanted to
[00:02:07.820 --> 00:02:12.620]   create a YouTube channel and you ask it: Find 10 original names for a YouTube channel on the
[00:02:12.620 --> 00:02:16.700]   intersection of AI and politics. And I know what you're thinking. This is an easy prompt. Anyone
[00:02:16.700 --> 00:02:21.020]   could have come up with this. How is this game changing? But look at how bland the answers are.
[00:02:21.020 --> 00:02:27.260]   AI and democracy, AI politics, the future of politics with AI. They're okay but so bland. But you
[00:02:27.260 --> 00:02:32.700]   can ask Bing to research how best to name things and to improve its suggestions based on that
[00:02:32.700 --> 00:02:38.460]   research. Check this out. This particular prompt was inspired by Ethan Mollick and I wrote: Now use
[00:02:38.460 --> 00:02:44.220]   the Igor naming guide to come up with better names and tell me why they're better. This guide advises
[00:02:44.220 --> 00:02:49.500]   you to create evocative names that convey a rich meaning and emotion without being literal or
[00:02:49.500 --> 00:02:55.980]   generic. It suggests inventive, descriptive, evocative names. And based on this suggestion, look at the
[00:02:55.980 --> 00:03:02.940]   new names. I think they're brilliant. Spark, Ethos, Paradox, Influent, Polaris. I think Polaris is
[00:03:02.940 --> 00:03:08.140]   particularly impressive. It says: A name that suggests guidance, direction and leadership
