
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.640]   Welcome to the Bogleheads Chapter Series.
[00:00:06.640 --> 00:00:08.360]   This episode was jointly hosted
[00:00:08.360 --> 00:00:10.280]   by the Pre and Early Retirement
[00:00:10.280 --> 00:00:12.200]   and Retired Life Stage Chapters
[00:00:12.200 --> 00:00:15.440]   and recorded November 10th, 2021.
[00:00:15.440 --> 00:00:17.880]   It features Jill Steinberg, PhD,
[00:00:17.880 --> 00:00:19.840]   a licensed clinical psychologist
[00:00:19.840 --> 00:00:22.500]   and emeritus professor at San Jose State University.
[00:00:22.500 --> 00:00:26.120]   Her topic is titled Successful Retirement
[00:00:26.120 --> 00:00:28.160]   or Retiring or Rewiring
[00:00:28.160 --> 00:00:30.780]   and addresses non-financial aspects of retirement.
[00:00:30.780 --> 00:00:32.800]   Bogleheads are investors
[00:00:32.800 --> 00:00:35.120]   who follow John Bogle's investing philosophy
[00:00:35.120 --> 00:00:37.560]   for attaining financial independence.
[00:00:37.560 --> 00:00:40.000]   This recording is for informational purposes only
[00:00:40.000 --> 00:00:41.060]   and should not be construed
[00:00:41.060 --> 00:00:42.880]   as personalized investment advice.
[00:00:42.880 --> 00:00:51.640]   It is my pleasure to introduce tonight's speaker,
[00:00:51.640 --> 00:00:54.040]   Jill Steinberg, PhD.
[00:00:54.040 --> 00:00:56.960]   Jill's an emeritus professor at San Jose State University
[00:00:56.960 --> 00:00:59.480]   and a licensed clinical psychologist.
[00:00:59.480 --> 00:01:01.800]   She has published research, taught classes
[00:01:01.800 --> 00:01:04.320]   and given presentations on successful retirement
[00:01:04.320 --> 00:01:07.360]   to universities and professional organizations.
[00:01:07.360 --> 00:01:09.160]   Our interviewer tonight is Gauri,
[00:01:09.160 --> 00:01:10.460]   who is one of the co-coordinators
[00:01:10.460 --> 00:01:13.160]   of the Bogleheads Starting Out Life Stage Chapter
[00:01:13.160 --> 00:01:14.220]   and also the coordinator
[00:01:14.220 --> 00:01:16.280]   of the New York City Bogleheads Chapter.
[00:01:16.280 --> 00:01:25.820]   Okay, there we go.
[00:01:26.660 --> 00:01:29.100]   Okay, we're already recording, right?
[00:01:29.100 --> 00:01:32.900]   So Gauri, I think we're ready to turn it over to you.
[00:01:32.900 --> 00:01:34.340]   - Fantastic, thanks so much, Carol.
[00:01:34.340 --> 00:01:37.820]   And thanks to the broader team for helping set this up.
[00:01:37.820 --> 00:01:40.780]   It's really phenomenal how the Bogleheads community
[00:01:40.780 --> 00:01:45.780]   helps so many others in the community and within itself.
[00:01:45.780 --> 00:01:48.900]   And that's a great segue to have Jill here.
[00:01:48.900 --> 00:01:50.540]   It's such an honor and privilege.
[00:01:50.540 --> 00:01:55.540]   Your work is so, I think, beyond the normal Boglehead theme.
[00:01:55.860 --> 00:01:59.180]   That I think this audience will get a lot out
[00:01:59.180 --> 00:02:01.660]   of what you're about to cover.
[00:02:01.660 --> 00:02:05.820]   So, so many questions were submitted via the RSVPs.
[00:02:05.820 --> 00:02:08.760]   So I'm gonna start, as Carol mentioned,
[00:02:08.760 --> 00:02:10.700]   with how they were chosen.
[00:02:10.700 --> 00:02:14.180]   The first question is, I'm 10 months retired
[00:02:14.180 --> 00:02:16.980]   and doing what I've always wanted, which is reading more
[00:02:16.980 --> 00:02:20.060]   and spending all my time with my wonderful wife.
[00:02:20.060 --> 00:02:22.420]   We're introverts and don't get out much.
[00:02:22.420 --> 00:02:25.860]   Should I expect to need a purpose at some point?
[00:02:25.860 --> 00:02:27.580]   And the purpose is in quotes.
[00:02:27.580 --> 00:02:32.060]   - Okay, so if you'll let me, Gauri,
[00:02:32.060 --> 00:02:34.900]   I'd like to just answer this first question
[00:02:34.900 --> 00:02:38.340]   a little bit longer, so the audience can get an idea
[00:02:38.340 --> 00:02:40.540]   of the kind of information I know
[00:02:40.540 --> 00:02:43.600]   and how I think about a question.
[00:02:43.600 --> 00:02:47.700]   And I'm gonna, you'll see, I don't give advice.
[00:02:47.700 --> 00:02:52.700]   I give the research information that addresses the question
[00:02:52.700 --> 00:02:57.900]   so that the person can be as informed as they can be
[00:02:57.900 --> 00:03:01.420]   in thinking it through decisions they wanna make.
[00:03:01.420 --> 00:03:03.820]   And because I don't know any of you.
[00:03:03.820 --> 00:03:05.420]   If I knew you and knew you well,
[00:03:05.420 --> 00:03:09.700]   then I feel like I could tailor my information more to you.
[00:03:09.700 --> 00:03:11.580]   So maybe that'll happen later.
[00:03:11.580 --> 00:03:13.720]   But for right now, let me address it.
[00:03:13.720 --> 00:03:18.720]   So it sounds like not a very complicated question.
[00:03:18.720 --> 00:03:23.720]   It was very clear and thoughtful to the point,
[00:03:23.720 --> 00:03:26.200]   and it's actually very complicated.
[00:03:26.200 --> 00:03:28.560]   So I'm gonna tell you some of the dimensions
[00:03:28.560 --> 00:03:30.640]   that I look at when I think about it.
[00:03:30.640 --> 00:03:35.640]   So the person's been retired and happily at home, reading.
[00:03:35.640 --> 00:03:38.160]   Will they need a purpose?
[00:03:38.160 --> 00:03:40.440]   First of all, let me congratulate them.
[00:03:40.440 --> 00:03:43.280]   The fact that they're home and they have a partner
[00:03:43.280 --> 00:03:46.480]   that they like being with, that's remarkable.
[00:03:46.480 --> 00:03:48.680]   And if you look at the literature,
[00:03:48.680 --> 00:03:52.080]   there's the longest term study on happiness
[00:03:52.080 --> 00:03:54.220]   is the Harvard study.
