
[00:00:00.040 --> 00:00:07.020]  oncé just over
[00:11:10.820 --> 00:11:10.820]   The price tag might be $400,000, or you might look down and say, how much does it cost for me to lease one?
[00:11:10.820 --> 00:11:10.820]   The price tag might be $400,000, or you might look down and say, how much does it cost for me to lease one?
[00:11:10.820 --> 00:11:10.820]   The price tag might be $400,000, or you might look down and say, how much does it cost for me to lease one?
[00:11:10.820 --> 00:11:10.820]   The price tag might be $400,000, or you might look down and say, how much does it cost for me to lease one?
[00:11:10.840 --> 00:11:40.840]   I wanted to be a bagger on the back, but not the top case.
[00:11:40.840 --> 00:11:40.840]   I wanted to be a bagger on the back, but not the top case.
[00:11:40.840 --> 00:11:40.840]   I wanted to be a bagger on the back, but not the top case.
[00:11:40.840 --> 00:11:40.840]   I wanted to be a bagger on the back, but not the top case.
[00:11:40.840 --> 00:11:40.840]   I wanted to be a bagger on the back, but not the top case.
[00:11:40.840 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.860 --> 00:12:10.860]   I wanted to be a bagger on the back, but not the top case.
[00:12:10.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:12:40.880]   I wanted to be a bagger on the back, but not the top case.
[00:12:40.880 --> 00:13:10.900]  , I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.900 --> 00:13:10.900]   I wanted to be a bagger on the back, but not the top case.
[00:13:10.920 --> 00:13:40.920]   You can always get more money.
[00:13:40.920 --> 00:13:40.920]   You can always create more money.
[00:13:40.920 --> 00:13:40.920]   You can almost always earn more money.
[00:13:40.920 --> 00:13:40.920]   So money is the ultimate renewable resource.
[00:13:40.920 --> 00:13:40.920]   But there's one other resource that is the ultimate non-renewable resource,
[00:13:40.920 --> 00:13:40.920]   and that is time.
[00:13:40.920 --> 00:13:40.920]   Time is the ultimate non-renewable resource.
[00:13:40.920 --> 00:13:40.920]   And time is usually what's involved in our second area of cost, which is
[00:13:40.920 --> 00:13:40.920]   time is the ultimate non-renewable resource.
[00:13:40.920 --> 00:13:40.920]   And time is usually what's involved in our second area of cost, which is
[00:13:40.920 --> 00:13:40.920]   time is the ultimate non-renewable resource.
[00:13:40.920 --> 00:13:40.920]   And time is usually what's involved in our second area of cost, which is
[00:13:40.920 --> 00:13:40.920]   time is the ultimate non-renewable resource.
[00:13:40.920 --> 00:13:40.920]   And time is usually what's involved in our second area of cost, which is
[00:13:40.920 --> 00:13:40.920]   time is the ultimate non-renewable resource.
[00:13:40.920 --> 00:14:10.940]   in order for you to pursue or to achieve this goal.
[00:14:10.940 --> 00:14:10.940]   What will you be giving up?
[00:14:10.940 --> 00:14:10.940]   Now these opportunity costs are a little bit harder to quantify, but they are no less real simply because they're harder to quantify. The fact that there are a lot of opportunities that are available to you, and you can get a little bit of money from the government, and you can get a little bit of money from the government, and you can get a little bit of money from the government, and you can get a little bit of money from the government, and you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:10.940 --> 00:14:10.940]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:10.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.960 --> 00:14:40.960]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:14:40.980 --> 00:15:10.980]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government, and you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:10.980 --> 00:15:10.980]   And you can get a little bit of money from the government.
[00:15:11.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:15:41.000]   And you can get a little bit of money from the government.
[00:15:41.000 --> 00:16:11.020]   I'm going to make a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   I'm going to make a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   I'm going to make a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.020 --> 00:16:11.020]   And I'm going to get a little bit of money from the government.
[00:16:11.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.040 --> 00:16:41.040]   I'm going to get a little bit of money from the government.
[00:16:41.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:11.060]   I'm going to get a little bit of money from the government.
[00:17:11.060 --> 00:17:41.080]  ,
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.080 --> 00:17:41.080]   I'm going to get a little bit of money from the government.
[00:17:41.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:11.100]   I'm going to get a little bit of money from the government.
[00:18:11.100 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.120 --> 00:18:41.120]   I'm going to get a little bit of money from the government.
[00:18:41.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.140 --> 00:19:11.140]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:11.180 --> 00:19:41.160]  ,
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.160 --> 00:19:41.160]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:19:41.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.180 --> 00:20:11.180]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:11.220 --> 00:20:41.200]  , you might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:41.200 --> 00:20:41.200]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:41.200 --> 00:20:41.200]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:41.200 --> 00:20:41.200]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:41.200 --> 00:20:41.200]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:41.200 --> 00:20:41.200]   You might recognize that if you can accumulate $10,000, you'll be in the top half of the
[00:20:41.240 --> 00:21:11.220]   sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.220 --> 00:21:11.220]   Sycophantic, you'll be in the top half of the
[00:21:11.260 --> 00:21:41.240]  ,
[00:21:41.240 --> 00:21:41.240]   Sincerely, you will be in the top half of the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the the
