
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.880]   - You're listening to Let's Talk Jobs,
[00:00:08.880 --> 00:00:12.160]   where we give you practical insights into jobs and careers.
[00:00:12.160 --> 00:00:14.920]   I'm Tim Chen, and today, we're talking about
[00:00:14.920 --> 00:00:17.800]   how to be a social content marketer.
[00:00:17.800 --> 00:00:21.260]   Now, it goes without saying, knowing who your audience is,
[00:00:21.260 --> 00:00:22.720]   knowing what they're looking for,
[00:00:22.720 --> 00:00:25.820]   and then authoring content that they'll actually read
[00:00:25.820 --> 00:00:27.600]   is really, really difficult.
[00:00:27.600 --> 00:00:30.360]   And there's a reason why we aren't all influencers
[00:00:30.360 --> 00:00:32.080]   with hundreds of thousands of followers
[00:00:32.080 --> 00:00:33.600]   that read our content.
[00:00:33.600 --> 00:00:34.920]   I'm certainly not one of them,
[00:00:34.920 --> 00:00:37.000]   and it's not due to lack of effort.
[00:00:37.000 --> 00:00:38.900]   So today, we're going to talk to someone
[00:00:38.900 --> 00:00:40.640]   who has achieved this.
[00:00:40.640 --> 00:00:42.420]   We'll be joined by Paul Patron,
[00:00:42.420 --> 00:00:44.880]   a senior content marketing manager at LinkedIn,
[00:00:44.880 --> 00:00:46.800]   and he runs LinkedIn Sales Solutions'
[00:00:46.800 --> 00:00:50.220]   owned channel strategy, where he's the blog editor
[00:00:50.220 --> 00:00:51.720]   and owner of social content
[00:00:51.720 --> 00:00:53.880]   and the recently launched newsletter.
[00:00:53.880 --> 00:00:56.980]   Altogether, this reaches over 400,000 people monthly.
[00:00:57.820 --> 00:01:00.380]   In this video, he's going to give us practical insights
[00:01:00.380 --> 00:01:03.700]   into topics like the importance of immediate payoff
[00:01:03.700 --> 00:01:06.580]   for the reader, examples of blogs that did
[00:01:06.580 --> 00:01:08.740]   and did not perform well,
[00:01:08.740 --> 00:01:10.760]   and then he'll talk about his own career journey
[00:01:10.760 --> 00:01:14.000]   and how he discovered a passion for writing.
[00:01:14.000 --> 00:01:15.760]   All right, let's get started.
[00:01:15.760 --> 00:01:17.740]   Joining us today to talk about content marketing
[00:01:17.740 --> 00:01:18.720]   is Paul Patron.
[00:01:18.720 --> 00:01:20.300]   How you doing, Paul?
[00:01:20.300 --> 00:01:21.140]   - I'm doing great.
[00:01:21.140 --> 00:01:22.020]   Thanks for having me, Tim.
[00:01:22.020 --> 00:01:23.300]   - Dude, I'm so glad you're here today.
[00:01:23.300 --> 00:01:24.340]   You know, I've worked with you.
[00:01:24.340 --> 00:01:26.940]   I've really admired how you do content marketing.
[00:01:26.940 --> 00:01:29.260]   So can you tell us a little bit about your role today
[00:01:29.260 --> 00:01:31.780]   and how long you've been doing it?
[00:01:31.780 --> 00:01:32.780]   - Sure.
[00:01:32.780 --> 00:01:37.300]   So right now, I currently lead our blog and social efforts
[00:01:37.300 --> 00:01:39.940]   for LinkedIn Sales Solutions,
[00:01:39.940 --> 00:01:42.420]   which is roughly a $1.2 billion business,
[00:01:42.420 --> 00:01:44.660]   primarily selling Sales Navigator.
[00:01:44.660 --> 00:01:48.460]   And I've bounced around a few different roles at LinkedIn,
[00:01:48.460 --> 00:01:49.980]   primarily content marketing,
[00:01:49.980 --> 00:01:52.580]   although I've done some product marketing too.
[00:01:52.580 --> 00:01:54.960]   And I've been at LinkedIn for eight years.
[00:01:54.960 --> 00:01:56.860]   So a little bit about my job now.
[00:01:56.860 --> 00:01:59.260]   Basically, my job is to build an audience
[00:01:59.260 --> 00:02:00.540]   of sales professionals.
[00:02:00.540 --> 00:02:04.420]   And I do that through our blog and social channels.
[00:02:04.420 --> 00:02:06.860]   We wanna connect with sales professionals.
[00:02:06.860 --> 00:02:08.940]   We wanna keep them engaged.
[00:02:08.940 --> 00:02:12.380]   We wanna build this community of existing customers
[00:02:12.380 --> 00:02:16.140]   and people who are prospective customers as well,
[00:02:16.140 --> 00:02:18.940]   and keep them coming back and wanting to learn more
[00:02:18.940 --> 00:02:23.940]   about sales best practices, how to sell more effectively.
