
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:09.000]   Today is the 41st anniversary of Roe v. Wade.
[00:00:09.000 --> 00:00:14.000]   Pastor John, what would you like to say to those who continue laboring in the pro-life movement today?
[00:00:14.000 --> 00:00:22.000]   Well, first of all, let's not grow weary in this battle, this battle for life in the womb.
[00:00:22.000 --> 00:00:24.000]   Let's pray for strength.
[00:00:24.000 --> 00:00:29.000]   And if you aren't weary because you're not in the battle, open your eyes to what's happening.
[00:00:29.000 --> 00:00:34.000]   The Bible talks about the situation so clearly in Proverbs 24 11.
[00:00:34.000 --> 00:00:37.000]   Rescue those who are being taken away to death.
[00:00:37.000 --> 00:00:41.000]   Hold back those who are stumbling to the slaughter.
[00:00:41.000 --> 00:00:45.000]   If you say, "Behold, we did not know this."
[00:00:45.000 --> 00:00:48.000]   I'm still reading Proverbs 24 12.
[00:00:48.000 --> 00:00:50.000]   If you say, "Behold, we did not know this."
[00:00:50.000 --> 00:00:53.000]   Does not he who weighs the heart perceive it?
[00:00:53.000 --> 00:00:56.000]   Does not he who keeps watch over your soul know it?
[00:00:56.000 --> 00:01:01.000]   Will he not repay according to your works?
[00:01:01.000 --> 00:01:08.000]   And then Job protested in his innocence when they were accusing him of being heartless.
[00:01:08.000 --> 00:01:12.000]   He said, "I treated my servants fairly."
[00:01:12.000 --> 00:01:17.000]   And one of the reasons he gave for why he treated them fairly was Job 31 15.
[00:01:17.000 --> 00:01:27.000]   Did not he who made me in the womb also make him and did not one fashion us in the womb?
[00:01:27.000 --> 00:01:36.000]   So Job is saying, already in the womb, two valuable human beings were being fashioned.
[00:01:36.000 --> 00:01:39.000]   So God did indeed make us in the womb.
[00:01:39.000 --> 00:01:41.000]   Psalm 139 13.
[00:01:41.000 --> 00:01:43.000]   For you formed my inward parts.
[00:01:43.000 --> 00:01:46.000]   You knitted me together in my mother's womb.
[00:01:46.000 --> 00:01:47.000]   This is God's room.
[00:01:47.000 --> 00:01:49.000]   This is God's workplace.
[00:01:49.000 --> 00:01:58.000]   We have no business intruding there to destroy what he is doing in making persons in that womb.
[00:01:58.000 --> 00:02:13.000]   One of the most moving illustrations recently of why killing the unborn is a heinous sin is that I saw John Enzer on a YouTube post
