
[00:00:00.000 --> 00:00:02.480]   (upbeat music)
[00:00:02.480 --> 00:00:05.480]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.480 --> 00:00:08.400]   a show about upgrading your life, money, and travel.
[00:00:08.400 --> 00:00:09.480]   I'm your host, Chris Hutchins,
[00:00:09.480 --> 00:00:12.120]   and it's been a while since I did a solo mailbag episode,
[00:00:12.120 --> 00:00:13.640]   and that's long overdue,
[00:00:13.640 --> 00:00:15.320]   but I am so excited for this one
[00:00:15.320 --> 00:00:17.480]   because I think the timing will be so helpful
[00:00:17.480 --> 00:00:20.960]   for anyone who has upcoming travel these holidays,
[00:00:20.960 --> 00:00:23.280]   because I'm gonna cover everything you need to know
[00:00:23.280 --> 00:00:25.300]   when things go wrong with your travel.
[00:00:25.300 --> 00:00:27.760]   That means delays, cancellations, missed flights,
[00:00:27.760 --> 00:00:30.000]   sold out hotels and rental cars,
[00:00:30.000 --> 00:00:33.140]   some preventative measures you should take, and a lot more.
[00:00:33.140 --> 00:00:35.560]   I'm also gonna cover a few other travel topics,
[00:00:35.560 --> 00:00:37.760]   including some recent news and deals,
[00:00:37.760 --> 00:00:40.780]   tips for earning companion pass for two years,
[00:00:40.780 --> 00:00:44.560]   a card that earns three X points on everything for a year,
[00:00:44.560 --> 00:00:46.080]   and a lot more.
[00:00:46.080 --> 00:00:47.720]   But before we jump in,
[00:00:47.720 --> 00:00:50.080]   I wanna share that our annual listener survey
[00:00:50.080 --> 00:00:54.400]   is live as of today at allthehacks.com/survey,
[00:00:54.400 --> 00:00:56.040]   where it's linked in the show notes,
[00:00:56.040 --> 00:00:58.520]   and it would absolutely mean the world to me
[00:00:58.520 --> 00:01:00.800]   if you could spend a few minutes to take it.
[00:01:00.800 --> 00:01:03.120]   Your feedback is one of the major ways
[00:01:03.120 --> 00:01:06.440]   I'm gonna decide how we focus all of our time and energy
[00:01:06.440 --> 00:01:08.480]   with all the hacks next year.
[00:01:08.480 --> 00:01:10.920]   However, I wanna give you a little more incentive
[00:01:10.920 --> 00:01:14.040]   to help out, so we have three incredible giveaways
[00:01:14.040 --> 00:01:15.340]   for this year's survey.
[00:01:15.340 --> 00:01:17.800]   First, we have a $100 gift card to Viore,
[00:01:17.800 --> 00:01:19.720]   a long-time partner of the show,
[00:01:19.720 --> 00:01:23.440]   and currently at least 50% of my weekly wardrobe,
[00:01:23.440 --> 00:01:25.480]   thanks to them having the most comfortable
[00:01:25.480 --> 00:01:27.400]   performance apparel in the world.
[00:01:27.400 --> 00:01:30.120]   Seriously, I'm wearing it almost every single day,
[00:01:30.120 --> 00:01:31.540]   and if you can't wait for the giveaway,
[00:01:31.540 --> 00:01:36.200]   go to allthehacks.com/viore to get 20% off your order.
[00:01:36.200 --> 00:01:39.400]   Next, we have a free Any Day, Every Day cookware set.
[00:01:39.400 --> 00:01:40.920]   And if you're not familiar with Any Day,
[00:01:40.920 --> 00:01:43.120]   go back and listen to episode 122,
[00:01:43.120 --> 00:01:45.840]   where Chef David Chang and I talked about Any Day,
[00:01:45.840 --> 00:01:48.840]   and how it's completely changed our home cooking game
[00:01:48.840 --> 00:01:51.200]   by unlocking the power of the microwave.
[00:01:51.200 --> 00:01:54.940]   We use our Any Day cookware almost every single day,
[00:01:54.940 --> 00:01:56.020]   so if you wanna check them out,
[00:01:56.020 --> 00:01:58.600]   you can go to allthehacks.com/anyday
[00:01:58.600 --> 00:02:00.800]   and get 15% off your purchase.
[00:02:00.800 --> 00:02:02.880]   Finally, for me and Amy at All The Hacks,
[00:02:02.880 --> 00:02:05.600]   we're giving away a round-trip economy class certificate
[00:02:05.600 --> 00:02:09.000]   on United, valid for travel to or from the US,
[00:02:09.000 --> 00:02:12.360]   excluding Hawaii, valid for travel to and from
[00:02:12.360 --> 00:02:15.560]   the 48 United States, Alaska, Canada, Caribbean,
[00:02:15.560 --> 00:02:17.500]   Mexico, and Central America.
[00:02:17.500 --> 00:02:20.800]   So I really hope someone takes an epic adventure with that.
[00:02:20.800 --> 00:02:23.080]   Please consider taking a few minutes
[00:02:23.080 --> 00:02:26.600]   to take the survey this week at allthehacks.com/survey.
[00:02:26.600 --> 00:02:28.120]   I would really appreciate it,
[00:02:28.120 --> 00:02:31.320]   and we'll be emailing the giveaway winners in a few weeks.
[00:02:31.320 --> 00:02:33.280]   Okay, there is so much good stuff
[00:02:33.280 --> 00:02:34.880]   to cover in today's episode,
[00:02:34.880 --> 00:02:36.980]   so let's jump in right after this.
[00:02:36.980 --> 00:02:40.200]   Oh, and one more thing, I got 20 free download codes
[00:02:40.200 --> 00:02:41.500]   for the new movie, "Dumb Money,"
[00:02:41.500 --> 00:02:43.920]   which I'm gonna talk about in the outro of today's episode,
[00:02:43.920 --> 00:02:45.320]   so keep listening for that.
[00:02:45.320 --> 00:02:49.240]   The holidays are rapidly approaching,
[00:02:49.240 --> 00:02:52.800]   and Trade is here to help you nail gift-giving this year.
[00:02:52.800 --> 00:02:55.640]   Trade is the gift of better coffee at home.
[00:02:55.640 --> 00:02:58.680]   From subscriptions to limited edition gift boxes,
[00:02:58.680 --> 00:03:00.840]   there's something for everyone in your life,
[00:03:00.840 --> 00:03:03.320]   and I'm excited to be partnering with them today.
[00:03:03.320 --> 00:03:05.580]   I know so many people who love Trade,
[00:03:05.580 --> 00:03:08.600]   but if you're not familiar, Trade is a subscription service
[00:03:08.600 --> 00:03:11.400]   that sources the best coffee across the country
[00:03:11.400 --> 00:03:13.240]   and brings it to your doorstep.
[00:03:13.240 --> 00:03:16.340]   They've built relationships with more than 50 local roasters
[00:03:16.340 --> 00:03:17.800]   so you can enjoy their craft
[00:03:17.800 --> 00:03:19.800]   from the comfort of your own home.
[00:03:19.800 --> 00:03:22.560]   There's multiple ways to experience coffee with Trade,
[00:03:22.560 --> 00:03:23.840]   sign up for a subscription
[00:03:23.840 --> 00:03:26.200]   or try one of their starter packs today.
[00:03:26.200 --> 00:03:29.280]   And if you're on the fence, take it from my wife, Amy.
[00:03:29.280 --> 00:03:30.520]   - I love Trade coffee.
[00:03:30.520 --> 00:03:31.840]   I think it's so good.
[00:03:31.840 --> 00:03:33.440]   It's something I look forward to waking up to
[00:03:33.440 --> 00:03:34.700]   every single morning
[00:03:34.700 --> 00:03:37.560]   because I'm able to have the perfect cup of coffee,
[00:03:37.560 --> 00:03:39.500]   specifically the way I like it,
[00:03:39.500 --> 00:03:41.720]   without ever having to leave my house.
[00:03:41.720 --> 00:03:44.280]   And recently, I got a bag of Huck coffee beans
[00:03:44.280 --> 00:03:46.820]   from Colorado, which is my home state.
[00:03:46.820 --> 00:03:49.520]   I loved it so much that for my dad's birthday,
[00:03:49.520 --> 00:03:52.080]   I gifted him a subscription to Trade Coffee,
[00:03:52.080 --> 00:03:54.400]   and now he's just as obsessed as I am.
[00:03:54.400 --> 00:03:56.520]   - Give the gift of better coffee at home,
[00:03:56.520 --> 00:03:58.620]   buy yourself a Trade subscription
[00:03:58.620 --> 00:04:00.680]   and enjoy your first bag free.
[00:04:00.680 --> 00:04:03.720]   Or send one of Trade's holiday gift boxes to a loved one
[00:04:03.720 --> 00:04:06.300]   and enjoy free shipping for a limited time.
[00:04:06.300 --> 00:04:10.700]   Visit allthehacks.com/trade to get brewing.
[00:04:10.700 --> 00:04:14.000]   That's allthehacks.com/trade,
[00:04:14.000 --> 00:04:16.800]   allthehacks.com/trade.
[00:04:16.800 --> 00:04:21.600]   Okay, so I wanted to do this episode
[00:04:21.600 --> 00:04:23.920]   because well, first, so many of you have emailed
[00:04:23.920 --> 00:04:25.500]   asking questions about this topic,
[00:04:25.500 --> 00:04:28.720]   but also because there's a lot of holiday travel coming up
[00:04:28.720 --> 00:04:31.200]   and I really wanna make sure you all are prepared,
[00:04:31.200 --> 00:04:33.920]   but this information isn't just holiday specific.
[00:04:33.920 --> 00:04:35.940]   So it should be helpful to anyone
[00:04:35.940 --> 00:04:38.000]   who has plans to travel in the future,
[00:04:38.000 --> 00:04:40.880]   which I hope is just about everyone listening.
[00:04:40.880 --> 00:04:43.680]   So let's start with a couple general tips.
[00:04:43.680 --> 00:04:47.840]   First, keep in mind whenever you're in a tricky situation,
[00:04:47.840 --> 00:04:50.680]   three Ps, patient, polite, and persistent.
[00:04:50.680 --> 00:04:52.960]   Whoever you're dealing with is probably dealing
[00:04:52.960 --> 00:04:56.400]   with tons of passengers problems or other guests problems
[00:04:56.400 --> 00:04:59.100]   and might only have limited information for you.
[00:04:59.100 --> 00:05:00.940]   So using things like please and thank you
