
[00:00:00.000 --> 00:00:02.080]   (upbeat music)
[00:00:02.080 --> 00:00:06.160]   I'm Cal Newport, and this is Deep Questions,
[00:00:06.160 --> 00:00:08.280]   episode 198.
[00:00:08.280 --> 00:00:15.360]   I'm here as always in the Deep Work HQ,
[00:00:15.360 --> 00:00:18.160]   joined by my producer, Jesse.
[00:00:18.160 --> 00:00:22.840]   Jesse, 198, 200's kind of sneaking up on us.
[00:00:22.840 --> 00:00:24.160]   - Yeah, two away, two weeks.
[00:00:24.160 --> 00:00:25.320]   - Yeah, I didn't really think about it.
[00:00:25.320 --> 00:00:27.660]   For whatever reason, working on the script for today,
[00:00:27.660 --> 00:00:29.420]   I was like, wow, we're almost there.
[00:00:29.420 --> 00:00:30.840]   I mean, I assume it's probably too late
[00:00:30.840 --> 00:00:34.160]   for us to plan something special.
[00:00:34.160 --> 00:00:36.200]   We didn't really get our act together on that.
[00:00:36.200 --> 00:00:37.600]   - South Africa trip?
[00:00:37.600 --> 00:00:41.160]   - We may be a little bit late for two weeks from now
[00:00:41.160 --> 00:00:42.440]   to be recording South Africa.
[00:00:42.440 --> 00:00:44.740]   Maybe though we can get you out on the sidewalk
[00:00:44.740 --> 00:00:46.920]   in front of the Republic Restaurant here in Tacoma Park
[00:00:46.920 --> 00:00:49.440]   with one of those flippy signs.
[00:00:49.440 --> 00:00:50.360]   - Yeah. - You spin.
[00:00:50.360 --> 00:00:51.200]   - That's a good idea.
[00:00:51.200 --> 00:00:52.760]   - Free podcast show, free podcast show.
[00:00:52.760 --> 00:00:55.120]   We can get a little audience together.
[00:00:55.120 --> 00:00:58.040]   Can have like six confused parents.
[00:00:59.320 --> 00:01:01.720]   On the way to the playground with their toddlers,
[00:01:01.720 --> 00:01:03.380]   just standing around looking upset
[00:01:03.380 --> 00:01:04.720]   in the background in the HQ.
[00:01:04.720 --> 00:01:07.140]   That's gonna be our 200th anniversary.
[00:01:07.140 --> 00:01:10.300]   I'll tell you, here's the best venue in town.
[00:01:10.300 --> 00:01:11.260]   I've done a lot of stuff in DC.
[00:01:11.260 --> 00:01:13.260]   I would say the best venue in town for something,
[00:01:13.260 --> 00:01:17.880]   if you're gonna do a big live show, is Sixten Eye.
[00:01:17.880 --> 00:01:20.180]   You know the Sixten Eye Synagogue?
[00:01:20.180 --> 00:01:21.020]   - No.
[00:01:21.020 --> 00:01:22.460]   - So it's at Sixten Eye in DC.
[00:01:22.460 --> 00:01:24.900]   It's a historic synagogue, but they have this,
[00:01:24.900 --> 00:01:26.540]   it's a fantastic performing space.
[00:01:26.540 --> 00:01:28.820]   And all of these famous music acts have come through
[00:01:28.820 --> 00:01:30.940]   and comedy acts have come through.
[00:01:30.940 --> 00:01:33.540]   This was the old school where they would actually
[00:01:33.540 --> 00:01:36.380]   build rooms for the acoustics.
[00:01:36.380 --> 00:01:38.340]   And so the acoustics in this room,
[00:01:38.340 --> 00:01:41.540]   this giant synagogue room, are just perfect.
[00:01:41.540 --> 00:01:42.700]   And it's a cool looking room
[00:01:42.700 --> 00:01:44.340]   and they do a lot of performances there.
[00:01:44.340 --> 00:01:47.620]   And I got a chance to perform there a couple years ago.
[00:01:47.620 --> 00:01:49.500]   It was the Minimalist, you know those guys?
[00:01:49.500 --> 00:01:51.800]   - Yeah. - Yeah, they were in town.
[00:01:51.800 --> 00:01:53.000]   They were doing a tour.
[00:01:53.000 --> 00:01:54.060]   So they used to do these tours
[00:01:54.060 --> 00:01:58.440]   where they do their podcast live in different cities.
[00:01:58.440 --> 00:02:02.180]   And they came to DC and Joshua got real sick,
[00:02:02.180 --> 00:02:03.780]   like hospital sick, you know,
[00:02:03.780 --> 00:02:07.300]   just like caught something and was not doing well.
[00:02:07.300 --> 00:02:09.020]   You know, they're huggers.
[00:02:09.020 --> 00:02:09.860]   That's their thing.
[00:02:09.860 --> 00:02:11.900]   Like they hug everyone they meet in the audience afterwards.
[00:02:11.900 --> 00:02:15.700]   So, you know, you get all sorts of god awful bugs, you know?
[00:02:15.700 --> 00:02:17.140]   I mean, forget monkey pox,
[00:02:17.140 --> 00:02:20.780]   he probably had crocodile pox or something like that.
[00:02:20.780 --> 00:02:23.060]   So they were down a man and Ryan was like,
[00:02:23.060 --> 00:02:24.100]   can you take his place?
[00:02:24.100 --> 00:02:27.660]   Like just, you can pretend to be Joshua for an episode.
[00:02:27.660 --> 00:02:29.300]   And they were doing it at 6 and I.
[00:02:29.300 --> 00:02:31.500]   So I got out my black t-shirt,
[00:02:31.500 --> 00:02:32.900]   'cause if you're gonna do the Minimalist,
[00:02:32.900 --> 00:02:34.260]   you have to be wearing a black t-shirt.
[00:02:34.260 --> 00:02:35.460]   And we had a great show.
[00:02:35.460 --> 00:02:39.240]   Anyways, I just remember my one night filling in
[00:02:39.240 --> 00:02:42.980]   for Joshua Fields Milburn, enjoying the venue.
[00:02:42.980 --> 00:02:45.140]   - How did it go? - It was good.
[00:02:45.140 --> 00:02:46.500]   Yeah, they do a good show.
[00:02:46.500 --> 00:02:48.280]   They have a musical act.
[00:02:48.280 --> 00:02:49.900]   I mean, they get it down to a science.
[00:02:49.900 --> 00:02:51.900]   I'll tell you, you wanna grow a show,
[00:02:51.900 --> 00:02:55.180]   you wanna grow your audience,
[00:02:55.180 --> 00:02:57.340]   you gotta work and those guys work.
[00:02:57.340 --> 00:03:01.320]   They have done multiple US tours where they do every state.
[00:03:01.320 --> 00:03:03.460]   Like that's how they grew the podcast.
[00:03:03.460 --> 00:03:04.300]   At some point, they're like,
[00:03:04.300 --> 00:03:06.540]   we're just gonna go to every single state
[00:03:06.540 --> 00:03:07.380]   and do a performance.
[00:03:07.380 --> 00:03:08.380]   And they did that like twice.
[00:03:08.380 --> 00:03:10.780]   And then when they had that documentary that's on Netflix,
[00:03:10.780 --> 00:03:14.660]   they toured movie theaters in every single state,
[00:03:14.660 --> 00:03:16.680]   bringing in their crowds, premiering it.
[00:03:16.680 --> 00:03:18.540]   And they did that before Netflix bought it.
[00:03:18.540 --> 00:03:21.220]   That's what built up the energy
[00:03:21.220 --> 00:03:22.380]   that led Netflix to bought it.
[00:03:22.380 --> 00:03:25.460]   So these guys really are Minimalist.
[00:03:25.460 --> 00:03:27.940]   In a sense that they focus on what's important.
[00:03:27.940 --> 00:03:29.740]   Like, okay, we wanna grow our audience.
[00:03:29.740 --> 00:03:32.500]   And they give it their full laser like attention,
[00:03:32.500 --> 00:03:34.220]   which actually is a good lesson about minimalism.
[00:03:34.220 --> 00:03:36.980]   Like this is the idea for my book, "Digital Minimalism."
[00:03:36.980 --> 00:03:38.940]   It's not about not doing things.
[00:03:38.940 --> 00:03:40.820]   It's not about taking away things
[00:03:40.820 --> 00:03:42.060]   for the sake of taking things away.
[00:03:42.060 --> 00:03:43.860]   It's about focusing on a small number of things
