
[00:00:00.000 --> 00:00:05.000]   American 11, American 11, how do you hear the center?
[00:00:05.000 --> 00:00:10.000]   We have some planes, just stay quiet and you'll be okay. We're turning to the airport.
[00:00:10.000 --> 00:00:13.000]   And who's trying to call me here?
[00:00:13.000 --> 00:00:23.000]   Nobody move. Everything will be okay. If you try to make any moves, you'll injure yourself and the airplane. Just stay quiet.
[00:00:26.000 --> 00:00:33.000]   20 years ago today at 8.14 a.m. American Airlines Flight 11 was hijacked.
[00:00:33.000 --> 00:00:38.000]   And with it began a nightmare no one will forget to live through it.
[00:00:38.000 --> 00:00:47.000]   I was roofing my house that Tuesday morning, radio on, when national broadcasters broke in to announce one of the Trade Center towers in New York City was on fire.
[00:00:47.000 --> 00:00:55.000]   The cause was maybe a bomb. Other rumors said it was an accidental plane crash, although doubtful on such a clear day.
[00:00:55.000 --> 00:00:58.000]   We now know it was Flight 11.
[00:00:58.000 --> 00:01:03.000]   20 minutes later Tower 2 was hit by Flight 175 and all doubt was removed.
[00:01:03.000 --> 00:01:06.000]   America was under attack.
[00:01:06.000 --> 00:01:10.000]   I remember the FAA grounding all flights immediately.
[00:01:10.000 --> 00:01:18.000]   I remember the roll call as the flight paths of the last 20 commercial jets or so in the air were anxiously narrated on radio.
[00:01:18.000 --> 00:01:24.000]   I remember hearing fighter jets were scrambled to the sky if needed to shoot down hijacked jets.
[00:01:24.000 --> 00:01:34.000]   I remember looking up into the atmosphere for confirmation of what was unfolding 1,200 miles away and finding a clear sky emptied of jets and condensation trails.
[00:01:34.000 --> 00:01:38.000]   I remember finding my way to a television in time to watch the towers fall.
[00:01:38.000 --> 00:01:41.000]   I remember street level recordings emerging.
[00:01:41.000 --> 00:01:44.000]   The sound of glass raining down on concrete.
[00:01:44.000 --> 00:01:51.000]   The sight of people fleeing from gray clouds of dust and copy paper pouring between buildings.
[00:01:51.000 --> 00:01:59.000]   I remember seeing the Pentagon on fire, evidence of a third attack, and unconfirmed reports of a fourth flight crashed into a field somewhere.
[00:01:59.000 --> 00:02:02.000]   I remember people pulled from rubble piles.
[00:02:02.000 --> 00:02:06.000]   I remember footage of jubilation and celebration in foreign places.
[00:02:06.000 --> 00:02:11.000]   I remember Air Force One flying the President to the military base 16 miles from me.
[00:02:11.000 --> 00:02:16.000]   The shock of that day remains fresh 20 years later.
[00:02:16.000 --> 00:02:23.000]   Meanwhile in Minneapolis, as the news broke on Tuesday morning, Pastor John gathered his pastoral team into a conference room.
[00:02:23.000 --> 00:02:26.000]   They pulled out a radio and put it in the middle of the table.
[00:02:26.000 --> 00:02:32.000]   "We listened and turned it off and prayed and listened and prayed," recalled Piper.
[00:02:32.000 --> 00:02:36.000]   The pastors interceded for about an hour total, mingled with radio updates.
[00:02:36.000 --> 00:02:48.000]   They asked God to pour out his mercy for wisdom in the mouths of Christian spokesmen who will be called upon to say something and for a widespread awakening from banal pursuits.
[00:02:48.000 --> 00:02:52.000]   Then the pastors gathered the staff and planned out the week.
[00:02:52.000 --> 00:02:57.000]   A 7 p.m. prayer gathering would be held that evening at Bethlehem Baptist Church.
[00:02:57.000 --> 00:03:05.000]   It was announced on local radio stations under the title, "A Service of Sorrow, Self-Humbling, and Steady Hope in Our Savior and King Jesus Christ."
[00:03:05.000 --> 00:03:08.000]   It was an evening for mourning and prayer.
[00:03:08.000 --> 00:03:10.000]   200 attended.
[00:03:10.000 --> 00:03:16.000]   The following morning, Pastor John was called on to be one of the Christians who would speak into the tragedy.
[00:03:16.000 --> 00:03:19.000]   For him, on KTIS, a local radio station.
[00:03:19.000 --> 00:03:23.000]   "Where was God?" on 9/11.
[00:03:23.000 --> 00:03:28.000]   There for about 40 minutes, he spoke wisdom into the shock and the sorrow.
[00:03:28.000 --> 00:03:33.000]   We want to share the recording with you today on Ask Pastor John on this 20th anniversary.
[00:03:33.000 --> 00:03:38.000]   The interview covers the importance of grieving and creating space for sorrow.
[00:03:38.000 --> 00:03:41.000]   Yet a sorrow under God's all sovereignty.
[00:03:41.000 --> 00:03:45.000]   Pastor John explains why 9/11 was a call for national humbling.
[00:03:45.000 --> 00:03:47.000]   A wake-up call.
[00:03:47.000 --> 00:03:51.000]   God was shaking the foundations of America and calling sinners to come to Christ.
[00:03:51.000 --> 00:03:57.000]   A global call not just for Americans, but also for Palestinians, Saudis, and Afghans.
[00:03:57.000 --> 00:04:04.000]   In the interview, Pastor John goes deep, explaining how God can, in his sovereign, overarching providence of the world,
[00:04:04.000 --> 00:04:07.000]   ordain that something be permitted or caused.
[00:04:07.000 --> 00:04:10.000]   Even a massive sin, like 9/11.
[00:04:10.000 --> 00:04:15.000]   And yet disapprove of the very thing he has permitted or ordained.
[00:04:15.000 --> 00:04:19.000]   The cross of Jesus Christ exemplified this truth because, says Piper,
[00:04:19.000 --> 00:04:27.000]   "I don't think New York, the hijacking, the terrorism, was a greater sin than the killing of the Son of God.
[00:04:27.000 --> 00:04:35.000]   The killing of the Son of God was more horrific, more terrible, more wicked, more horrible than what we've just seen.
[00:04:35.000 --> 00:04:39.000]   And yet God planned it."
[00:04:39.000 --> 00:04:46.000]   The tragedy of 9/11 foregrounds God's orchestrating providence, human sin, and the magnitude of the world's daily suffering.
[00:04:46.000 --> 00:04:49.000]   It reminds us that Satan is alive and active.
[00:04:49.000 --> 00:04:53.000]   And it gives parents an opportunity to explain that ultimately, God has billions of purposes,
[00:04:53.000 --> 00:04:59.000]   doing an uncountable number of good things in lives through a tragedy at this scale.
[00:04:59.000 --> 00:05:03.000]   The whole interview remains instructive two decades later.
[00:05:03.000 --> 00:05:10.000]   "God was so merciful to me and helped me," Piper later wrote, reflecting on his studio visit.
[00:05:10.000 --> 00:05:14.000]   "I was tired and tense and aching with so many emotions.
[00:05:14.000 --> 00:05:22.000]   I think I said what God wanted said, 'What a kind God in misery and gladness.'"
[00:05:22.000 --> 00:05:25.000]   The 40-minute interview has not to date appeared on the website.
[00:05:25.000 --> 00:05:32.000]   Until now, here's John Piper the morning after 9/11 on KTIS, a local FM radio station in Minneapolis,
[00:05:32.000 --> 00:05:36.000]   being interviewed by hosts John Engen and by Chuck Knapp.
[00:05:36.000 --> 00:05:38.000]   And you'll hear Chuck's voice first.
[00:05:38.000 --> 00:05:40.000]   Here now is the interview.
[00:05:40.000 --> 00:05:44.000]   Would you bring us before the Lord in prayer and lead us?
[00:05:44.000 --> 00:05:46.000]   I'd love to.
[00:05:46.000 --> 00:05:52.000]   Father, make us a sensitive, compassionate, grieving, weeping people.
[00:05:52.000 --> 00:05:57.000]   There's so many who are wired not to be able to cry.
[00:05:57.000 --> 00:06:01.000]   There were so many all day long that if they'd given themselves one opportunity,
[00:06:01.000 --> 00:06:06.000]   would have wept like a baby, and they just held it back and held it back.
[00:06:06.000 --> 00:06:10.000]   And so I pray for the capacities to grieve.
[00:06:10.000 --> 00:06:16.000]   Christians need to grieve better than we do, so help us to do that, I pray.
[00:06:16.000 --> 00:06:22.000]   And then I pray for a great self-humbling in my heart and the heart of my church.
[00:06:22.000 --> 00:06:25.000]   Lord, guard us from anger.
[00:06:25.000 --> 00:06:29.000]   The anger of man does not work the righteousness of God.
[00:06:29.000 --> 00:06:32.000]   Be slow to speak, slow to anger.
[00:06:32.000 --> 00:06:36.000]   Look to yourselves. Oh God, I pray that I would look to my own sin
[00:06:36.000 --> 00:06:43.000]   and my own bitterness, my own unforgiveness, my own disregard for God,
[00:06:43.000 --> 00:06:49.000]   my own indifference to your things that should bring judgment upon me.
[00:06:49.000 --> 00:06:57.000]   So grant the church and the country to be humbled before you, our great sovereign King.
[00:06:57.000 --> 00:07:03.000]   And then, Lord, I pray for hope to abound. Hope in our Savior and King, Jesus Christ.
[00:07:03.000 --> 00:07:13.000]   No hope in horses or chariots or the CIA or the government or the military, but hope in you.
[00:07:13.000 --> 00:07:21.000]   Some hope in horses, some hope in chariots, but we hope in the name of the Lord our God.
[00:07:21.000 --> 00:07:25.000]   Build that hope into our land, build that hope into our churches.
[00:07:25.000 --> 00:07:33.000]   You've gotten our attention, and now, oh God, I pray that we would yield to your grace and your power
[00:07:33.000 --> 00:07:40.000]   and live for Christ, make you the center of our lives and not ourselves and not our business and not our vacations.
[00:07:40.000 --> 00:07:44.000]   And then, Lord, make us a sacrificial serving people ready to lay down our lives
[00:07:44.000 --> 00:07:49.000]   to get the gospel to the unreached people and the unreached peoples around the world.
[00:07:49.000 --> 00:07:55.000]   Oh, Lord, set our priorities straight, I pray, in Jesus' name, amen.
[00:07:55.000 --> 00:08:02.000]   We are visiting with Dr. John Piper this morning, and it's a blessing to have you with us,
[00:08:02.000 --> 00:08:11.000]   author of many, many books and pastor for the sheep and the lost and just a Fuller graduate.
[00:08:11.000 --> 00:08:15.000]   There's so many things we could say, but I'm just so thankful that you were here in town
[00:08:15.000 --> 00:08:24.000]   and able to come and lead us in a time in that whole healing process that needs to occur.
[00:08:24.000 --> 00:08:34.000]   I saw pictures on television yesterday of young children in Israel, but in the Arab sections that were cheering.
[00:08:34.000 --> 00:08:37.000]   And there were adults there likewise.
[00:08:37.000 --> 00:08:50.000]   And one can't help but become upset on many levels seeing that image across the television screen of the world.
[00:08:50.000 --> 00:08:54.000]   And anger is certainly one of those, frustration.
[00:08:54.000 --> 00:09:00.000]   But as I look and as I listen to you talking about humbling ourselves,
[00:09:00.000 --> 00:09:06.000]   so much of what the world sees of Americans is anything but humble.
[00:09:06.000 --> 00:09:18.000]   And I think that that feeds, gives them fuel for what they return to us, that anger that they feel toward us.
[00:09:18.000 --> 00:09:28.000]   And so that your message in that part about humbling ourselves really hits me in the heart as I think about that in particular.
[00:09:28.000 --> 00:09:33.000]   I think one of the missing ingredients,
[00:09:33.000 --> 00:09:38.000]   I mean it's the main missing ingredient that makes that difficult for people
[00:09:38.000 --> 00:09:43.000]   is because God doesn't have the place that he needs to have in their lives.
[00:09:43.000 --> 00:09:48.000]   I mean the Bible's message of humility is not a horizontal message mainly.
[00:09:48.000 --> 00:09:51.000]   It's not humble yourself under terrorists.
[00:09:51.000 --> 00:09:55.000]   It's humble yourself under the mighty hand of God.
[00:09:55.000 --> 00:10:02.000]   If God doesn't look mighty in your life, if he isn't central and supreme and glorious,
[00:10:02.000 --> 00:10:06.000]   humility is going to be a very artificial thing in your life.
[00:10:06.000 --> 00:10:14.000]   And if he's there in his proper central supreme place, humility will come naturally.
[00:10:14.000 --> 00:10:18.000]   You know, somebody said to me out in the hall that Ann Graham Lotz said,
[00:10:18.000 --> 00:10:21.000]   "God's got our attention now."
[00:10:21.000 --> 00:10:26.000]   Or sometimes God withholds his protection so that things can happen to wake us up.
[00:10:26.000 --> 00:10:28.000]   And I think that's very, very true.
[00:10:28.000 --> 00:10:34.000]   And if you ask, "Well, what's the attention that he wants to communicate?"
[00:10:34.000 --> 00:10:38.000]   And we say, "Well, Jesus is calling us to repentance."
[00:10:38.000 --> 00:10:40.000]   You have to ask, "Well, what's repentance about?"
[00:10:40.000 --> 00:10:42.000]   And repentance is turning away from sin.
[00:10:42.000 --> 00:10:43.000]   And what's sin about?
[00:10:43.000 --> 00:10:48.000]   And sin is fundamentally about treason against God.
[00:10:48.000 --> 00:10:55.000]   But you can't even grasp the meaning of sin if God isn't viewed as worthy of infinite adoration
[00:10:55.000 --> 00:11:02.000]   and infinite delight and infinite allegiance and infinite love and infinite valuing,
[00:11:02.000 --> 00:11:05.000]   which he isn't for people in America.
[00:11:05.000 --> 00:11:11.000]   And so the responses that are appropriate are almost emotionally impossible for people
[00:11:11.000 --> 00:11:14.000]   because God is so foreign to their experience.
[00:11:14.000 --> 00:11:22.000]   One of the things that troubles me about these calamities is that God comes onto the agenda suddenly
[00:11:22.000 --> 00:11:29.000]   in people's lives, and where he finds himself is in the dock being accused.
[00:11:29.000 --> 00:11:30.000]   It's funny.
[00:11:30.000 --> 00:11:39.000]   Why don't we have a radio program or a big call-in thing to account for God's mercy
[00:11:39.000 --> 00:11:42.000]   every time the sun comes up on New York?
[00:11:42.000 --> 00:11:48.000]   Jesus said the sun comes up on the good and the bad, the rain falls on the just and the evil.
[00:11:48.000 --> 00:11:53.000]   This is an inexplicable grace to our land.
[00:11:53.000 --> 00:11:58.000]   Why don't we call God to account for treating wicked people so kindly?
[00:11:58.000 --> 00:12:03.000]   I heard you say this morning, Chuck, when I got up, that you wanted to focus on the cross.
[00:12:03.000 --> 00:12:05.000]   And I love that. I love that.
[00:12:05.000 --> 00:12:09.000]   And I said, "Oh, good. Good. If we focus on the cross, we'll be safe today."
[00:12:09.000 --> 00:12:16.000]   But the text that's most central about the cross in relation to this supremacy of God
[00:12:16.000 --> 00:12:24.000]   in all of our calamities is Romans 3, where it says, "We've all sinned and fallen short of the glory of God.
[00:12:24.000 --> 00:12:29.000]   We are justified by his grace as a gift through the redemption which is in Christ Jesus,
[00:12:29.000 --> 00:12:38.000]   whom God put forward as a demonstration of his righteousness because he had passed over former sins."
[00:12:38.000 --> 00:12:48.000]   Now, if you just think about that for a moment, what it's saying is, "God said I must sacrifice my son
[00:12:48.000 --> 00:12:57.000]   in order to vindicate my righteousness in view of how leniently I have treated sinners."
[00:12:57.000 --> 00:13:02.000]   Now, that's the gospel. That's the meaning of the cross that we want to make central here at KTIS.
[00:13:02.000 --> 00:13:09.000]   The cross is the moment and the means by which God vindicates his righteousness
[00:13:09.000 --> 00:13:14.000]   in the face of how unjust his mercy appears.
[00:13:14.000 --> 00:13:17.000]   What American worries about that?
[00:13:17.000 --> 00:13:23.000]   What American loses sleep over the injustice of God in the sun rising and people being spared?
[00:13:23.000 --> 00:13:28.000]   And when the stock market is climbing and when the interest rates are falling
[00:13:28.000 --> 00:13:35.000]   and when the commerce is flourishing, which one of us says, "How can God treat us this way? We're so bad."
[00:13:35.000 --> 00:13:37.000]   Who says that? Which is what we ought to say.
[00:13:37.000 --> 00:13:43.000]   Instead, when anybody gets their wills crossed or anybody endures pain,
[00:13:43.000 --> 00:13:47.000]   whether it's cancer or a plane crash, God gets called to account.
[00:13:47.000 --> 00:13:49.000]   There's something wrong here.
[00:13:49.000 --> 00:13:54.000]   And what's wrong is that he's simply not supreme, and therefore we don't understand sin,
[00:13:54.000 --> 00:14:00.000]   and therefore we don't understand the cross, and therefore our whole worldview is bent out of shape.
[00:14:00.000 --> 00:14:05.000]   So when others, like I've heard in the hallway out here, say, "He's got our attention,"
[00:14:05.000 --> 00:14:10.000]   I think he wants us to say, "I am God. I am God. I love people.
[00:14:10.000 --> 00:14:15.000]   If they would bow to me, I have put my son forward to forgive their sins
[00:14:15.000 --> 00:14:19.000]   and have them home with me forever and ever, but don't toy with me."
[00:14:19.000 --> 00:14:29.000]   People across the world see that of us, that we as an American people are not, for the most part, humble.
[00:14:29.000 --> 00:14:35.000]   Right, and yet they call us a Christian nation, and therefore Christianity gets made synonymous
[00:14:35.000 --> 00:14:41.000]   with all of America's music and all America's movies, with the great Satan.
[00:14:41.000 --> 00:14:46.000]   And I just want to, for one, on the air say, "I'm not speaking as an American.
[00:14:46.000 --> 00:14:52.000]   I am an alien and an exile on this planet. My citizenship is in heaven.
[00:14:52.000 --> 00:14:57.000]   I await a Savior who will come, who will transform this lowly body into a body like His.
[00:14:57.000 --> 00:15:04.000]   I'm a foreigner in America. I'm a foreigner in Palestine and Israel and Russia and Indonesia.
[00:15:04.000 --> 00:15:10.000]   I speak, I hope, for another king and another allegiance,
