
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:00:05.480 --> 00:00:14.480]   So this holiday season, they're celebrating hard-working small business owners with a chance to go to I Heart Radio Jingle Ball in Miami on December 16th.
[00:00:14.480 --> 00:00:19.000]   Nominate yourself or another small business owner for a chance to win a trip for two.
[00:00:19.000 --> 00:00:24.680]   Includes airfare, two-night hotel, tickets to the show, plus $1,000 in spending cash.
[00:00:24.680 --> 00:00:29.680]   For official rules and entry information, visit IHeartRadio.com/SmallBusiness.
[00:00:30.080 --> 00:00:34.280]   Today we do Friday Q&A and I've got at least four questions lined up.
[00:00:34.280 --> 00:00:43.600]   Number one, are the tax loss harvesting benefits touted widely by robo-advisors worth it?
[00:00:43.600 --> 00:00:49.240]   Number two, an email from a listener regarding how they hacked the child labor laws.
[00:00:49.240 --> 00:00:53.800]   Number three, what about the accredited investor system?
[00:00:53.800 --> 00:00:54.720]   What's up with that?
[00:00:54.720 --> 00:00:59.480]   And number four, is a 401(k) the most efficient way to build wealth?
[00:00:59.520 --> 00:01:15.520]   [MUSIC]
[00:01:15.520 --> 00:01:17.720]   Welcome to the Radical Personal Finance Podcast.
[00:01:17.720 --> 00:01:18.720]   My name is Joshua Sheets.
[00:01:18.720 --> 00:01:21.320]   This is episode 205 of the show.
[00:01:21.320 --> 00:01:22.960]   I think it's going to be a good one.
[00:01:22.960 --> 00:01:24.520]   We've got a little bit of technical stuff.
[00:01:24.520 --> 00:01:27.320]   Got some legislative stuff.
[00:01:27.680 --> 00:01:29.720]   And we've got some wealth building stuff.
[00:01:29.720 --> 00:01:31.720]   Does it get any better than that?
[00:01:31.720 --> 00:01:33.600]   I love answering these questions.
[00:01:33.600 --> 00:01:35.120]   These are all patron questions.
[00:01:35.120 --> 00:01:36.840]   Thank you to each of you who supports the show.
[00:01:36.840 --> 00:01:39.000]   And thank you for sending in your questions.
[00:01:39.000 --> 00:01:40.640]   I love doing this.
[00:01:40.640 --> 00:01:47.840]   [MUSIC]
[00:01:47.840 --> 00:01:51.200]   I'm going to kick it off today with a question on tax loss harvesting.
[00:01:51.200 --> 00:01:56.560]   This is a big deal these days and it has some benefits that are widely touted among various people,
[00:01:57.000 --> 00:02:00.840]   especially all over online as far as all the advertisements that you see.
[00:02:00.840 --> 00:02:01.840]   Here's the original question.
[00:02:01.840 --> 00:02:02.880]   It says, "Hey there, Joshua.
