
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:09.220]   Do our past sins work together for our future good?
[00:00:09.220 --> 00:00:11.340]   It's a question from two different listeners today.
[00:00:11.340 --> 00:00:12.680]   Tim is one of them.
[00:00:12.680 --> 00:00:13.920]   Dear Pastor John, hello.
[00:00:13.920 --> 00:00:15.800]   Paul writes in Romans 8.28,
[00:00:15.800 --> 00:00:18.700]   and we know that all things work together for good to them
[00:00:18.700 --> 00:00:20.960]   that love God to them who are the called
[00:00:20.960 --> 00:00:22.700]   according to his purpose.
[00:00:22.700 --> 00:00:26.360]   I know that all things includes the so-called bad things
[00:00:26.360 --> 00:00:29.040]   as well, like suffering and death.
[00:00:29.040 --> 00:00:32.000]   However, I'm confused as to whether the all things
[00:00:32.000 --> 00:00:36.600]   also includes my specific sins.
[00:00:36.600 --> 00:00:38.680]   A similar question came in to us from Cliff.
[00:00:38.680 --> 00:00:40.320]   Pastor John, can you explain something?
[00:00:40.320 --> 00:00:44.720]   Does the all in the all things of Romans 8.28 include my sin?
[00:00:44.720 --> 00:00:45.960]   I hate my sin.
[00:00:45.960 --> 00:00:47.920]   I long for the day I won't sin.
[00:00:47.920 --> 00:00:52.640]   But is my sin too working for an eternal good in me?
[00:00:52.640 --> 00:00:55.480]   Pastor John, how would you answer Tim and Cliff?
[00:00:55.480 --> 00:00:58.280]   - Well, before I answer directly,
[00:00:58.280 --> 00:00:59.840]   which I hope to do,
[00:00:59.840 --> 00:01:02.520]   let me lay down a biblical warning
[00:01:02.520 --> 00:01:07.520]   because Paul is very much aware of a danger
[00:01:07.520 --> 00:01:10.520]   in answering this question with a yes,
[00:01:10.520 --> 00:01:15.520]   namely that our sins can do work together
[00:01:15.520 --> 00:01:17.920]   for our eternal good.
[00:01:17.920 --> 00:01:22.240]   He sees a danger and he warns against it at least twice.
[00:01:22.240 --> 00:01:24.480]   So that's where I feel like I should start.
[00:01:24.480 --> 00:01:26.840]   So here's the first one, Romans 3.5.
[00:01:26.840 --> 00:01:30.360]   If our unrighteousness serves to show
[00:01:30.360 --> 00:01:32.400]   the righteousness of God,
[00:01:32.400 --> 00:01:33.400]   what should we say?
[00:01:33.400 --> 00:01:37.840]   That God is unrighteous to inflict wrath on us?
[00:01:37.840 --> 00:01:40.960]   By no means, for then how could God judge the world?
[00:01:40.960 --> 00:01:45.960]   But if through my lie, God's truth abounds to his glory,
[00:01:45.960 --> 00:01:51.400]   why am I still condemned as a sinner?
[00:01:51.400 --> 00:01:56.400]   And why not do evil that good may come
[00:01:56.660 --> 00:02:00.240]   as some people slanderously charge us with saying
[00:02:00.240 --> 00:02:02.240]   their condemnation is just?
[00:02:02.240 --> 00:02:07.240]   In other words, Paul is very aware of the danger
[00:02:07.240 --> 00:02:10.280]   that in answering this question,
[00:02:10.280 --> 00:02:13.880]   I might lead people to do,
[00:02:13.880 --> 00:02:15.120]   what here is the quote,
[00:02:15.120 --> 00:02:17.600]   do evil that good may come.
[00:02:17.600 --> 00:02:20.240]   And he says, and I say,
[00:02:20.240 --> 00:02:25.240]   anybody who infers that from anything I'm gonna say now,
[00:02:26.020 --> 00:02:27.960]   from me or from Paul,
[00:02:27.960 --> 00:02:30.580]   they're making a slanderous charge.
[00:02:30.580 --> 00:02:33.160]   I am never going to say,
[00:02:33.160 --> 00:02:35.800]   let's all do evil that good may come
[00:02:35.800 --> 00:02:38.920]   since he turns all of our evil for his glory
[00:02:38.920 --> 00:02:40.700]   and for our good.
[00:02:40.700 --> 00:02:42.140]   That's the first warning.
[00:02:42.140 --> 00:02:47.140]   Here's the second one from Romans 5.20-6.2.
[00:02:47.140 --> 00:02:51.000]   The law came in to increase the trespass,
[00:02:51.000 --> 00:02:53.360]   but where sin increased,
