
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:07.000]   Well today we talk about personal wealth.
[00:00:07.000 --> 00:00:11.000]   It's rather interesting that at the beginning of the book of Job, Job is a wealthy man.
[00:00:11.000 --> 00:00:17.000]   And at the end of the book of Job, Job is a wealthy man times two.
[00:00:17.000 --> 00:00:23.000]   So is it right to expect God to intend to double the wealth of all his children?
[00:00:23.000 --> 00:00:27.000]   That's the question today prompted by Job and sent to us by a listener.
[00:00:27.000 --> 00:00:31.000]   Pastor John, hello, my name is Genesis. I'm 23 years old and live in the Philippines.
[00:00:31.000 --> 00:00:36.000]   I do not believe prosperity preachers who claim God wants all Christians to be very wealthy.
[00:00:36.000 --> 00:00:43.000]   However, is it a sin to pray for God to give me enough money to enjoy a comfortable life?
[00:00:43.000 --> 00:00:49.000]   Or are we Christians meant to embrace and welcome only loss and suffering?
[00:00:49.000 --> 00:00:54.000]   Is there any place for praying for and seeking out greater degrees of material comfort?
[00:00:54.000 --> 00:01:01.000]   Is this only dangerous? Is there a safe way to pray that our modest net worth double over time?
[00:01:01.000 --> 00:01:05.000]   As I read scripture, I see that God intended to double Job's wealth in the end.
[00:01:05.000 --> 00:01:11.000]   You can see Job 42 10-17. Was that only for Job?
[00:01:11.000 --> 00:01:16.000]   Or does God welcome Christians to pray to this end today?
[00:01:16.000 --> 00:01:19.000]   I hear essentially three questions.
[00:01:19.000 --> 00:01:27.000]   One, is it right to pray that I have enough money to enjoy a comfortable life?
[00:01:27.000 --> 00:01:34.000]   Two, is the Christian meant to embrace only loss and suffering?
[00:01:34.000 --> 00:01:45.000]   Three, does God intend that the doubling of Job's resources be a model for us to pray toward?
[00:01:45.000 --> 00:01:52.000]   So let me try to shed biblical light on each of those questions in reverse order.
[00:01:52.000 --> 00:02:02.000]   One, does God intend that the doubling of Job's resources be a model for us to pray toward?
[00:02:02.000 --> 00:02:07.000]   If God did it for Job, does he want to do it for us?
[00:02:07.000 --> 00:02:15.000]   Now, that's the kind of question that we cannot answer in the same way for everybody.
[00:02:15.000 --> 00:02:27.000]   For example, I am absolutely certain it would be a sin for me to pray that my resources be doubled now.
[00:02:27.000 --> 00:02:33.000]   Because as an American living a comfortable middle-class lifestyle,
[00:02:33.000 --> 00:02:42.000]   I am by global standards vastly more wealthy than billions of poor people around the world.
[00:02:42.000 --> 00:02:50.000]   The burden on me in prayer should not be that I amass and lay up more treasures on earth,
[00:02:50.000 --> 00:02:57.000]   but that by giving and giving and giving away more and more and investing more and more in other people,
[00:02:57.000 --> 00:03:04.000]   I lay up treasures in heaven and that I use what I have for the greatest good of others
[00:03:04.000 --> 00:03:12.000]   and that I beware, beware, beware, because it is hard for the rich to get into heaven, Jesus said.
[00:03:12.000 --> 00:03:25.000]   However, if somebody is making one dollar a day, working as hard as he can to provide for his family,
[00:03:25.000 --> 00:03:36.000]   the doubling of one dollar would be two dollars, and he would still be poor, only less poor.
[00:03:36.000 --> 00:03:45.000]   So who could fault him for wanting and praying to be able to provide better for his family
[00:03:45.000 --> 00:03:51.000]   by doubling his resources from one dollar a day to two dollars a day?
[00:03:51.000 --> 00:03:58.000]   So you see, the question cannot be answered the same for everyone.
[00:03:58.000 --> 00:04:08.000]   But here's a crucial principle to keep in mind when we are using the Old Testament texts to justify pursuing wealth.
[00:04:08.000 --> 00:04:15.000]   Job was wealthy already. God doubled a wealthy man's wealth.
[00:04:15.000 --> 00:04:20.000]   So why not apply that to yourself, Piper?
[00:04:20.000 --> 00:04:28.000]   Here's the reason. God intended that the religion of the Old Testament, by and large,
[00:04:28.000 --> 00:04:37.000]   be a come-see religion, stressing prosperity as a witness to the world about God's faithfulness to Israel.
[00:04:37.000 --> 00:04:44.000]   So the Queen of Sheba came from the ends of the earth and her breath was taken away by the wealth and wisdom of Solomon.
[00:04:44.000 --> 00:04:54.000]   That's a come-see religion. But God intends that the religion of the New Testament be a go-tell,
[00:04:54.000 --> 00:05:04.000]   not a come-see, a go-tell religion, stressing simplicity and sacrifice and generosity to accomplish the mission
[00:05:04.000 --> 00:05:12.000]   to reach all the nations of the world and to show that our treasure is not in this world, but in Christ in heaven.
[00:05:12.000 --> 00:05:18.000]   He is our unsearchable riches, Ephesians 3, 8.
[00:05:18.000 --> 00:05:31.000]   When we read the New Testament, it is relentless in pushing us towards simplicity and economy for the sake of kingdom advance,
[00:05:31.000 --> 00:05:35.000]   away from luxury and affluence and finery.
[00:05:35.000 --> 00:05:41.000]   I have in front of me right now 24 passages of Scripture pushing us in that direction.
[00:05:41.000 --> 00:05:45.000]   I can't read them all. Let me just name a few.
[00:05:45.000 --> 00:05:54.000]   Luke 6, "Blessed are you, poor, yours is the kingdom of heaven. Woe to you, rich, you have received your consolation."
[00:05:54.000 --> 00:06:00.000]   Luke 8, 14, "People are choked by the cares and riches and the pleasures of life."
[00:06:00.000 --> 00:06:04.000]   Matthew 6, "Don't lay up for yourselves treasures on earth."
