
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.440]   A podcast listener named Nora writes in to ask this,
[00:00:07.440 --> 00:00:10.220]   "Pastor John, I am originally from Ghana
[00:00:10.220 --> 00:00:13.820]   "and currently living in Dubai, and I listen to APJ.
[00:00:13.820 --> 00:00:16.320]   "In most parts of Africa and even in Ghana,
[00:00:16.320 --> 00:00:17.960]   "the traditional marriage rite,
[00:00:17.960 --> 00:00:21.360]   "where the family formally acknowledges the marriage,
[00:00:21.360 --> 00:00:24.980]   "is held above the legal or church rites.
[00:00:24.980 --> 00:00:26.880]   "Is it okay for a Christian couple to decide
[00:00:26.880 --> 00:00:29.840]   "to not also have a church ceremony?
[00:00:29.840 --> 00:00:33.660]   "Does God recognize this as marriage if we don't?"
[00:00:33.660 --> 00:00:35.680]   What do you say, Pastor John?
[00:00:35.680 --> 00:00:40.080]   - I don't know the cultural tradition she's talking about,
[00:00:40.080 --> 00:00:44.940]   so it's dangerous for me to comment on with any specificity,
[00:00:44.940 --> 00:00:47.540]   but there are principles that might help.
[00:00:47.540 --> 00:00:51.800]   The same question has arisen here in the States.
[00:00:51.800 --> 00:00:55.120]   When I was in school 40 years ago,
[00:00:55.120 --> 00:00:56.660]   there were people who said,
[00:00:56.660 --> 00:00:59.100]   "Who needs a piece of paper marriage license?
[00:00:59.100 --> 00:01:00.240]   "Who needs a ring?
[00:01:00.240 --> 00:01:01.620]   "Who needs a ceremony?
[00:01:01.620 --> 00:01:04.560]   "God's the only one that matters, not man."
[00:01:04.560 --> 00:01:07.680]   And I suppose in every culture,
[00:01:07.680 --> 00:01:11.120]   there are forms and customs and traditions
[00:01:11.120 --> 00:01:14.960]   that have been developed to signify publicly
[00:01:14.960 --> 00:01:16.920]   who's married and who's not.
[00:01:16.920 --> 00:01:20.080]   So virtually all cultures, it seems to me,
[00:01:20.080 --> 00:01:22.880]   there may be some exceptions that I don't know about,
[00:01:22.880 --> 00:01:27.960]   virtually all cultures have thought it important
[00:01:27.960 --> 00:01:29.920]   for the functioning of the family life
[00:01:29.920 --> 00:01:31.600]   and the protection of women and children
[00:01:31.600 --> 00:01:35.160]   and the civic order and the social stability
[00:01:35.160 --> 00:01:39.760]   that there be public ways of confirming
[00:01:39.760 --> 00:01:42.200]   the difference between marriage
[00:01:42.200 --> 00:01:46.600]   and serial sexual liaisons that some people have.
[00:01:46.600 --> 00:01:51.840]   The Bible doesn't dictate what those cultural forms
[00:01:51.840 --> 00:01:55.220]   and customs and traditions are
[00:01:55.220 --> 00:01:58.940]   that establish public recognition
[00:01:58.940 --> 00:02:02.820]   that two people have entered a lifelong marriage covenant
[00:02:02.820 --> 00:02:05.180]   with each other before God.
[00:02:05.180 --> 00:02:07.700]   But it is assumed in the Bible
[00:02:07.700 --> 00:02:09.820]   that there is a public recognition
[00:02:09.820 --> 00:02:12.700]   of who is married and who is not.
[00:02:12.700 --> 00:02:14.780]   And it's not a merely private act,
[00:02:14.780 --> 00:02:16.260]   it's not private to the government,
[00:02:16.260 --> 00:02:19.820]   it's not private to the church, it's public.
