
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.520]   So improve the quality of your decisions
[00:00:07.520 --> 00:00:10.200]   as much as possible.
[00:00:10.200 --> 00:00:14.640]   Try to write things down that you're deciding about.
[00:00:14.640 --> 00:00:18.280]   Get other people, trusted advisors,
[00:00:18.280 --> 00:00:19.920]   particularly people who have different points of view
[00:00:19.920 --> 00:00:22.440]   with you are really important.
[00:00:22.440 --> 00:00:23.640]   Here's a really important one.
[00:00:23.640 --> 00:00:25.360]   You have to give permission.
[00:00:26.520 --> 00:00:31.520]   So when we're trying to seek information from other people,
[00:00:31.520 --> 00:00:33.760]   we think that permission is implied
[00:00:33.760 --> 00:00:35.560]   for them to say whatever to us,
[00:00:35.560 --> 00:00:38.780]   but we have to actually offer that permission
[00:00:38.780 --> 00:00:40.960]   and they have to be willing to give it to us.
[00:00:40.960 --> 00:00:45.400]   So I'm sure this has happened to you.
[00:00:45.400 --> 00:00:47.160]   You like fire someone
[00:00:47.160 --> 00:00:49.920]   or you break up with somebody or whatever.
[00:00:49.920 --> 00:00:52.040]   And as soon as you do that,
[00:00:52.040 --> 00:00:54.000]   you have a whole bunch of friends who say,
[00:00:54.000 --> 00:00:55.240]   "Oh, I'm so glad you did that.
[00:00:55.240 --> 00:00:58.400]   I thought you should have done that like six months ago."
[00:00:58.400 --> 00:01:00.440]   Has that one happened to you?
[00:01:00.440 --> 00:01:03.360]   - That one hasn't 'cause my wife and I started dating,
[00:01:03.360 --> 00:01:04.440]   oh gosh, 2004.
[00:01:04.440 --> 00:01:08.040]   So it's been a long time since I've had that conversation.
[00:01:08.040 --> 00:01:10.200]   I'm sure it has, but boy, has it been a while.
[00:01:10.200 --> 00:01:13.000]   - But like, or you fire someone or you quit your job
[00:01:13.000 --> 00:01:15.440]   or whatever. - Yeah, for sure.
[00:01:15.440 --> 00:01:16.280]   - And people say,
[00:01:16.280 --> 00:01:19.240]   "I bet you might've said it to somebody when they break up.
[00:01:19.240 --> 00:01:21.200]   Like, oh, I'm so happy 'cause really,
[00:01:21.200 --> 00:01:23.000]   wish you would've done that sooner."
[00:01:23.000 --> 00:01:27.040]   So this is like a really common thing that happens.
