
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.360]   - Welcome friends to this episode
[00:00:06.360 --> 00:00:09.040]   of the "Everyday Educator" podcast.
[00:00:09.040 --> 00:00:10.840]   I'm your host, Lisa Bailey,
[00:00:10.840 --> 00:00:14.400]   and I'm excited to spend some time with you today
[00:00:14.400 --> 00:00:18.040]   as we encourage one another, learn together,
[00:00:18.040 --> 00:00:21.000]   and ponder the delights and challenges
[00:00:21.000 --> 00:00:24.400]   that make homeschooling the adventure of a lifetime.
[00:00:24.400 --> 00:00:26.680]   Whether you're just considering
[00:00:26.680 --> 00:00:30.280]   this homeschooling possibility or deep into
[00:00:30.280 --> 00:00:33.180]   the daily delight of family learning,
[00:00:33.180 --> 00:00:37.460]   I believe you'll enjoy thinking along with us.
[00:00:37.460 --> 00:00:42.320]   But don't forget, although this online community is awesome,
[00:00:42.320 --> 00:00:47.320]   you'll find even closer support in a local CC community.
[00:00:47.320 --> 00:00:52.180]   So go to classicalconversations.com
[00:00:52.180 --> 00:00:56.940]   and find a community near you today.
[00:00:56.940 --> 00:00:59.980]   Well, listeners, I'm excited to say to you
[00:00:59.980 --> 00:01:04.980]   that it's almost time for community to start back.
[00:01:04.980 --> 00:01:08.540]   Actually, some of you who have challenged students
[00:01:08.540 --> 00:01:12.780]   may have begun community as early as this week.
[00:01:12.780 --> 00:01:15.980]   But those of us with foundations and essential students
[00:01:15.980 --> 00:01:20.220]   still at home enjoying the last long days of summer
[00:01:21.300 --> 00:01:24.820]   are looking ahead to what's coming.
[00:01:24.820 --> 00:01:27.020]   And all of us, I don't know,
[00:01:27.020 --> 00:01:30.460]   even though my kids are grown and gone
[00:01:30.460 --> 00:01:33.180]   and they're not waiting for me every morning
[00:01:33.180 --> 00:01:36.300]   at the school table looking at me expectantly,
[00:01:36.300 --> 00:01:38.740]   at this time of the year,
[00:01:38.740 --> 00:01:43.540]   my heart still turns toward the lessons of homeschooling.
[00:01:43.540 --> 00:01:48.540]   Now, not so much the lessons I'm getting ready to share
[00:01:48.620 --> 00:01:51.460]   as the lessons that I have learned.
[00:01:51.460 --> 00:01:55.700]   And I really believe that one of the biggest joys
[00:01:55.700 --> 00:01:58.680]   of my heart and my homeschooling journey
[00:01:58.680 --> 00:02:03.200]   has been sharing the lessons I've learned,
[00:02:03.200 --> 00:02:06.780]   oftentimes the hard way, with young moms and dads
[00:02:06.780 --> 00:02:10.580]   or people who are not as far along on the journey
[00:02:10.580 --> 00:02:12.060]   as I am now.
[00:02:12.060 --> 00:02:15.040]   And I've got one of my best CC buddies
[00:02:15.040 --> 00:02:19.580]   who's also maybe farther along on the journey than you are
[00:02:19.580 --> 00:02:21.760]   with me today for this podcast.
[00:02:21.760 --> 00:02:23.860]   Kelly, I'm so happy to have you.
[00:02:23.860 --> 00:02:26.620]   - Oh, Lisa, I am so excited to talk to you
[00:02:26.620 --> 00:02:28.580]   about these things today,
[00:02:28.580 --> 00:02:31.500]   because when we first had the conversation
[00:02:31.500 --> 00:02:33.580]   about this podcast, I thought,
[00:02:33.580 --> 00:02:35.940]   wait, looking in the rear view mirror
[00:02:35.940 --> 00:02:38.980]   to see where I've come from,
[00:02:38.980 --> 00:02:41.780]   I didn't realize I was that far down the road.
[00:02:42.000 --> 00:02:45.360]   But truly, we are, as a family,
[00:02:45.360 --> 00:02:49.800]   much closer to the end of our family's homeschool journey
[00:02:49.800 --> 00:02:53.160]   now than we were even just a couple of years ago.
[00:02:53.160 --> 00:02:56.880]   So I'm excited to talk about these things with you
[00:02:56.880 --> 00:02:58.840]   and with our listeners today, too.
[00:02:58.840 --> 00:03:01.600]   - Yeah, I think it is really encouraging.
[00:03:01.600 --> 00:03:05.000]   One of the things that I found most encouraging
[00:03:05.000 --> 00:03:08.880]   while we were homeschooling is knowing that I wasn't alone.
[00:03:08.880 --> 00:03:10.920]   I wasn't alone in my joys,
[00:03:10.920 --> 00:03:13.720]   and that made the joys more joyous,
[00:03:13.720 --> 00:03:16.780]   and I wasn't alone in my struggles,
[00:03:16.780 --> 00:03:20.940]   and that made my struggles doable, livable.
[00:03:20.940 --> 00:03:24.600]   And so Kelly and I, Kelly Wilt is with me today.
[00:03:24.600 --> 00:03:28.680]   She's one of our curriculum developers with CCMM.
[00:03:28.680 --> 00:03:35.800]   And we love to talk to and mentor younger moms and dads
[00:03:35.800 --> 00:03:37.640]   who are still on this journey.
[00:03:37.760 --> 00:03:41.880]   And so we really want to talk about lessons we've learned,
[00:03:41.880 --> 00:03:45.000]   lessons from the rear view mirror.
[00:03:45.000 --> 00:03:47.680]   I was telling Kelly just a little bit ago
[00:03:47.680 --> 00:03:52.400]   that I feel like I could be a great homeschool mom
[00:03:52.400 --> 00:03:54.280]   for my grandchildren, way better.
[00:03:54.280 --> 00:03:58.320]   I could do a way better job with my little grandson,
[00:03:58.320 --> 00:04:00.000]   who's just two years old,
[00:04:00.000 --> 00:04:02.020]   than I probably did with my girls
[00:04:02.020 --> 00:04:04.080]   when they were two years old,
[00:04:04.080 --> 00:04:07.000]   because there was a lot of stuff I stressed over
[00:04:07.000 --> 00:04:10.120]   and a lot of stuff I had not learned myself.
[00:04:10.120 --> 00:04:12.400]   The Lord was still molding me.
[00:04:12.400 --> 00:04:15.680]   I mean, He still is, but He was seriously molding me
[00:04:15.680 --> 00:04:18.560]   when my girls were two and four years old.
[00:04:18.560 --> 00:04:21.880]   And so I'm excited to talk to you,
[00:04:21.880 --> 00:04:26.880]   and I'm excited to just be real, raw, and honest
[00:04:26.880 --> 00:04:31.040]   with our listeners about what's been going on.
[00:04:31.040 --> 00:04:33.500]   I know, Kelly, that your homeschool
[00:04:33.500 --> 00:04:37.060]   is not all the way in the rear view mirror yet,
[00:04:37.060 --> 00:04:41.740]   but 2/3 of your journey is in the rear view mirror.
[00:04:41.740 --> 00:04:43.180]   So let me ask you this.
[00:04:43.180 --> 00:04:47.940]   Do you feel like an experienced driver
[00:04:47.940 --> 00:04:50.020]   on the road of homeschooling?
[00:04:50.020 --> 00:04:54.560]   - At moments, yes, and at moments, no.
[00:04:54.560 --> 00:04:59.500]   I love thinking about the rear view mirror,
[00:04:59.500 --> 00:05:01.220]   because now that we're close to the end,
[00:05:01.220 --> 00:05:03.540]   it's good to reflect.
[00:05:03.540 --> 00:05:09.540]   But it's also good to think about the part that's left
[00:05:09.540 --> 00:05:14.860]   and how to redeem those last moments to finish well
[00:05:14.860 --> 00:05:18.140]   based on what you've experienced.
[00:05:18.140 --> 00:05:22.340]   And you know, Lisa, I think the closer we get to the end,
[00:05:22.340 --> 00:05:27.340]   I, like you, think quite a bit about our earlier days
[00:05:27.340 --> 00:05:31.020]   when my children were young and what my thoughts were
[00:05:31.020 --> 00:05:35.300]   and what my hopes and my goals were for our family.
[00:05:35.300 --> 00:05:38.500]   And I just am so incredibly thankful
[00:05:38.500 --> 00:05:40.900]   for the experience that we've had,
[00:05:40.900 --> 00:05:43.540]   because as you've already alluded to,
[00:05:43.540 --> 00:05:47.820]   it was a refining time, continues to be a refining time
[00:05:47.820 --> 00:05:51.400]   for me, not only as a homeschooler,
[00:05:51.400 --> 00:05:54.900]   but as a parent, as a Christian,
[00:05:54.900 --> 00:05:58.940]   as a friend in so many roles in my life
[00:05:58.940 --> 00:06:01.740]   that I, at the beginning, had no idea
[00:06:01.740 --> 00:06:05.820]   would be so greatly affected by our homeschool experience.
[00:06:05.820 --> 00:06:09.260]   - It is a great truth that when we start off
[00:06:09.260 --> 00:06:10.820]   on the homeschool journey,
[00:06:10.820 --> 00:06:15.660]   we are doing it to be a blessing to our children.
[00:06:15.660 --> 00:06:20.660]   And we begin the journey thinking it is all about
[00:06:20.660 --> 00:06:23.760]   giving our children the best start in life
[00:06:23.760 --> 00:06:26.580]   and the right view of education
[00:06:26.580 --> 00:06:30.660]   and the closest relationship they can have
[00:06:30.660 --> 00:06:32.500]   with the Father God.
[00:06:32.500 --> 00:06:36.960]   And all of those things are true except for the all.
[00:06:36.960 --> 00:06:38.460]   It's not all about that.
[00:06:38.460 --> 00:06:39.780]   What you said is really true.
[00:06:39.780 --> 00:06:43.440]   Homeschooling is incredibly refining
[00:06:43.440 --> 00:06:47.340]   if we allow it to be for the parents.
[00:06:47.340 --> 00:06:51.460]   And I think lots of times I look back,
[00:06:51.460 --> 00:06:53.020]   and when I was a young mom,
[00:06:53.020 --> 00:06:57.460]   I thought I was the artist making something
[00:06:57.460 --> 00:07:01.040]   out of the clay that was my precious little girls.
[00:07:01.040 --> 00:07:07.140]   And now I realize I was a tool in the hands of the Lord
[00:07:07.140 --> 00:07:11.540]   who was the artist making something
[00:07:11.540 --> 00:07:13.900]   out of the clay of my dear little girls.
[00:07:13.900 --> 00:07:18.100]   And so I'm grateful that He used me
[00:07:18.100 --> 00:07:20.580]   to teach them and to love them
[00:07:20.580 --> 00:07:22.820]   and to make mistakes in front of them
[00:07:22.820 --> 00:07:24.900]   that hopefully they won't make.
[00:07:24.900 --> 00:07:28.420]   And a lot of mistakes that we learned from together.
[00:07:28.420 --> 00:07:30.740]   So we're gonna get to all of that.
[00:07:30.740 --> 00:07:34.460]   I want you, 'cause I feel like probably
[00:07:34.460 --> 00:07:36.980]   a lot of the moms and dads listening today
[00:07:36.980 --> 00:07:41.620]   are not as far along in the journey as we are.
[00:07:41.620 --> 00:07:45.700]   They are quite likely younger than both me and you,
[00:07:45.700 --> 00:07:47.620]   and you're greatly younger than me.
[00:07:47.620 --> 00:07:50.860]   But I want you to look back
[00:07:50.860 --> 00:07:54.940]   and describe yourself as a young homeschool mom
[00:07:54.940 --> 00:07:57.220]   when you were just starting out, okay?
[00:07:57.220 --> 00:07:58.780]   I'm gonna give you parameters.
[00:07:58.780 --> 00:08:02.300]   I want three adjectives to describe you.
[00:08:02.300 --> 00:08:06.540]   And I want you to also tell us what your goals were.
[00:08:06.540 --> 00:08:08.060]   - Okay, so let's see.
[00:08:08.060 --> 00:08:11.940]   In typical CC tradition, I will choose three adjectives
[00:08:11.940 --> 00:08:13.780]   that all begin with the letter C.
[00:08:13.780 --> 00:08:14.620]   - All right.
[00:08:14.620 --> 00:08:16.540]   - So let's see.
[00:08:16.540 --> 00:08:19.540]   I think my first adjective would be creative.
[00:08:19.540 --> 00:08:20.820]   - Right. - I wanted to do
[00:08:20.820 --> 00:08:25.820]   all the things and just be able to inspire my children.
[00:08:25.820 --> 00:08:28.580]   - Yes. - To love learning.
[00:08:28.580 --> 00:08:31.580]   Because in a former life before homeschooling,
[00:08:31.580 --> 00:08:34.780]   I was a public school kindergarten teacher.
[00:08:34.780 --> 00:08:38.540]   And so in my mind, I just had this extensive library
[00:08:38.540 --> 00:08:41.700]   of all the things that children should be doing,
[00:08:41.700 --> 00:08:44.820]   which it was a blessing and a curse.
[00:08:44.820 --> 00:08:47.620]   And we'll talk probably about that a little bit more later.
[00:08:47.620 --> 00:08:52.060]   But I think my second adjective would be committed.
[00:08:52.060 --> 00:08:56.860]   From the very beginning, I knew this was not going to be easy.
[00:08:56.860 --> 00:08:57.700]   I knew it wasn't.
[00:08:57.700 --> 00:09:01.100]   Now, did I have any idea the extent of difficulty?
[00:09:01.100 --> 00:09:04.980]   No, but I knew this was going to be a hard thing
[00:09:04.980 --> 00:09:07.220]   that we were choosing to do as a family.
[00:09:07.220 --> 00:09:10.220]   I knew it would be difficult for us at that time
[00:09:10.220 --> 00:09:12.780]   to choose to be a one-income family
[00:09:12.780 --> 00:09:14.700]   for the benefit of our children
[00:09:14.700 --> 00:09:17.380]   so that I could be home with them
[00:09:17.380 --> 00:09:19.740]   and not in a classroom teaching other children
[00:09:19.740 --> 00:09:20.580]   at that moment,
[00:09:20.580 --> 00:09:24.140]   because that was what we felt called to do.
[00:09:24.140 --> 00:09:27.940]   So we were, I was creative, I was committed,
