
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[00:00:02.000 --> 00:00:05.000]   Get an energy assist from SDG&E and save.
[00:00:05.000 --> 00:00:09.000]   You may qualify for an 18% discount.
[00:00:09.000 --> 00:00:15.000]   Visit sdge.com/fera to find out more.
[00:00:15.000 --> 00:00:20.000]   On the previous episode of Radical Personal Finance, I shared with you a story
[00:00:20.000 --> 00:00:26.000]   that I learned from a friend of mine who had recently traveled down to Mexico.
[00:00:26.000 --> 00:00:31.000]   And at the end of that episode, I shared the story about how the Mexican drug cartel
[00:00:31.000 --> 00:00:37.000]   had cultivated some inside contacts in the local bank.
[00:00:37.000 --> 00:00:41.000]   And in the local bank, they were able to find out the various account balances
[00:00:41.000 --> 00:00:43.000]   of the patrons of that bank.
[00:00:43.000 --> 00:00:48.000]   The cartel then used that information to know how much they should extort
[00:00:48.000 --> 00:00:54.000]   from their kidnapping victims when they would go and kidnap the family members
[00:00:54.000 --> 00:00:57.000]   of those particular people who worked there in the bank.
[00:00:57.000 --> 00:01:02.000]   If you were Joe Smith and they knew that Joe Smith has – Joe Smith is a bad name.
[00:01:02.000 --> 00:01:10.000]   If you were Juan Rodriguez and they found out that Juan Rodriguez has 30,000 pesos –
[00:01:10.000 --> 00:01:14.000]   I don't even know the exchange rate – $30,000 in their bank account,
[00:01:14.000 --> 00:01:18.000]   then they could come to you and they could kidnap you or kidnap your wife
[00:01:18.000 --> 00:01:22.000]   or kidnap your daughter and come and know that you could at least have the money
[00:01:22.000 --> 00:01:26.000]   to be able to withdraw $30,000 from your bank account to pay the ransom
[00:01:26.000 --> 00:01:28.000]   and get your family member back.
[00:01:28.000 --> 00:01:36.000]   Well, this leads me to the topic of today's show, and that is how important it is for you
[00:01:36.000 --> 00:01:43.000]   to keep control of your information security when dealing with your financial advisor.
[00:01:43.000 --> 00:01:47.000]   Frankly, in the years that I worked as a professional financial advisor,
[00:01:47.000 --> 00:01:52.000]   meeting with hundreds and hundreds of people, I was sometimes a little bit shocked
[00:01:52.000 --> 00:01:55.000]   at how much information people would give me.
[00:01:55.000 --> 00:01:59.000]   Not that I didn't appreciate it, and I have to say I want to be careful
[00:01:59.000 --> 00:02:06.000]   because it was a compliment to me when people would give me their information
[00:02:06.000 --> 00:02:08.000]   because for many it meant that they trust me.
[00:02:08.000 --> 00:02:10.000]   And I don't treat that trust lightly.
[00:02:10.000 --> 00:02:14.000]   At the end of the day, we've got to trust people oftentimes with information.
[00:02:14.000 --> 00:02:18.000]   You can't spend your whole life keeping everything to yourself.
[00:02:18.000 --> 00:02:22.000]   There is a place for trust, and there are people who I believe are trustworthy,
[00:02:22.000 --> 00:02:27.000]   and I believe that I am one of those people who is trustworthy.
[00:02:27.000 --> 00:02:30.000]   I'm extremely careful with people's information.
[00:02:30.000 --> 00:02:36.000]   I'm extremely – and have been even for years to never talk about how much money somebody has,
[00:02:36.000 --> 00:02:38.000]   never talk about how much money somebody makes.
[00:02:38.000 --> 00:02:42.000]   I'm very uncomfortable when anybody wants to talk to me about any financial question
[00:02:42.000 --> 00:02:43.000]   in a public space.
[00:02:43.000 --> 00:02:45.000]   I always refer that back to private.
[00:02:45.000 --> 00:02:48.000]   So it was always a compliment that people would give me information
[00:02:48.000 --> 00:02:51.000]   because they perceived me to be trustworthy.
[00:02:51.000 --> 00:02:55.000]   However, in my years as a financial advisor, I saw many people take actions
[00:02:55.000 --> 00:02:57.000]   that I don't think were a good idea.
[00:02:57.000 --> 00:03:01.000]   And here's the crux of today's show.
[00:03:01.000 --> 00:03:16.000]   You should not trust your financial advisor to keep all of your information private, secret, and secure.
[00:03:16.000 --> 00:03:23.000]   It is your job to keep your information private, secret, and secure.
[00:03:23.000 --> 00:03:24.000]   Now, I'm sorry.
[00:03:24.000 --> 00:03:28.000]   I do think that you should have that expectation.
[00:03:28.000 --> 00:03:30.000]   Sorry, I think you have the right to that expectation.
[00:03:30.000 --> 00:03:39.000]   It's a reasonable expectation for you to expect your financial advisor to keep your information private, secret, and secure.
[00:03:39.000 --> 00:03:44.000]   But unfortunately, it's naive for you to have that expectation.
[00:03:44.000 --> 00:03:47.000]   Let's talk about private.
