
[00:00:00.000 --> 00:00:03.000]   (upbeat music)
[00:00:03.000 --> 00:00:05.720]   - Welcome friends to this episode
[00:00:05.720 --> 00:00:08.520]   of the "Everyday Educator" podcast.
[00:00:08.520 --> 00:00:10.200]   I'm your host, Lisa Bailey,
[00:00:10.200 --> 00:00:13.520]   and I'm excited to spend some time with you today
[00:00:13.520 --> 00:00:16.760]   as we encourage one another, learn together,
[00:00:16.760 --> 00:00:19.600]   and ponder the delights and challenges
[00:00:19.600 --> 00:00:23.000]   that make homeschooling the adventure of a lifetime.
[00:00:23.000 --> 00:00:25.520]   Whether you're just considering
[00:00:25.520 --> 00:00:27.520]   this homeschooling possibility
[00:00:27.520 --> 00:00:31.760]   or deep into the daily delight of family learning,
[00:00:31.760 --> 00:00:35.200]   I believe you'll enjoy thinking along with us.
[00:00:35.200 --> 00:00:36.920]   But don't forget,
[00:00:36.920 --> 00:00:40.440]   although this online community is awesome,
[00:00:40.440 --> 00:00:45.440]   you'll find even closer support in a local CC community.
[00:00:45.440 --> 00:00:49.720]   So go to classicalconversations.com
[00:00:49.720 --> 00:00:54.400]   and find a community near you today.
[00:00:54.400 --> 00:00:57.400]   Well, listeners, I'm excited to talk to you today
[00:00:57.400 --> 00:01:02.120]   about a topic that grew dearer to my heart
[00:01:02.120 --> 00:01:05.640]   as my years of tutoring went on.
[00:01:05.640 --> 00:01:10.160]   We're gonna talk about the science fair project today,
[00:01:10.160 --> 00:01:14.000]   and I can remember when that was not
[00:01:14.000 --> 00:01:16.160]   my favorite topic of discussion.
[00:01:16.160 --> 00:01:20.240]   And I can remember the years of shepherding my own students
[00:01:20.240 --> 00:01:23.000]   through the process and sometimes loving it
[00:01:23.000 --> 00:01:26.880]   and sometimes ruining the day we ever got started with it.
[00:01:26.880 --> 00:01:30.240]   But I have a very encouraging guest,
[00:01:30.240 --> 00:01:33.240]   one who has lots of answers to share,
[00:01:33.240 --> 00:01:37.080]   and Emily Martin has come to be the guest today.
[00:01:37.080 --> 00:01:41.200]   Emily is the academic advisor
[00:01:41.200 --> 00:01:46.200]   who gives all manner of good counsel and advice
[00:01:46.200 --> 00:01:51.680]   to parents and directors for challenges A, B, and 1.
