
[00:00:00.000 --> 00:00:05.000]   Don't just dream about paradise, live it with Fiji Airways.
[00:00:05.000 --> 00:00:09.120]   Escape the ordinary with Fiji Airways Global Beat the Rush Sale.
[00:00:09.120 --> 00:00:14.040]   Immerse yourself in white sandy beaches or dive deep into coral reefs.
[00:00:14.040 --> 00:00:21.160]   Fiji Airways has flights to Nadi starting at just $748 for light and just $798 for value.
[00:00:21.160 --> 00:00:24.920]   Discover your tropical dreams at FijiAirways.com.
[00:00:24.920 --> 00:00:26.640]   That's FijiAirways.com.
[00:00:26.640 --> 00:00:28.160]   From here to happy.
[00:00:28.160 --> 00:00:29.800]   Flying direct with Fiji Airways.
[00:00:29.800 --> 00:00:50.800]   [Flight noise]
[00:00:50.800 --> 00:00:56.800]   Hi, I'm John Taylor Gatto and this is What You've Been Missing.
[00:00:56.800 --> 00:01:01.800]   [Pause]
[00:01:01.800 --> 00:01:05.800]   Nothing in the world can take the place of persistence.
[00:01:05.800 --> 00:01:07.800]   Talent will not.
[00:01:07.800 --> 00:01:11.800]   Nothing is more common than unsuccessful men with talent.
[00:01:11.800 --> 00:01:13.800]   Genius will not.
[00:01:13.800 --> 00:01:17.800]   Unrewarded genius is almost a proverb.
[00:01:17.800 --> 00:01:19.800]   Education will not.
[00:01:19.800 --> 00:01:23.800]   The world is full of educated derelicts.
[00:01:23.800 --> 00:01:28.800]   Persistence and determination alone are omnipotent.
[00:01:28.800 --> 00:01:36.800]   The slogan "Press on" has solved and always will solve the problems of the human race.
[00:01:36.800 --> 00:01:40.800]   Calvin Coolidge, 1933.
[00:01:40.800 --> 00:01:43.800]   Greetings and welcome. I'm your host and navigator, Richard Grove,
[00:01:43.800 --> 00:01:48.800]   and this is a very special interview episode of What You've Been Missing,
[00:01:48.800 --> 00:01:55.800]   featuring the gentle tone, scholarly insights, and wealth of wisdom that combines in the form of John Taylor Gatto,
[00:01:55.800 --> 00:02:01.800]   the legendary educator, author, and icon of liberty who offers a lifetime of perspectives
[00:02:01.800 --> 00:02:07.800]   on the origins, intentions, and destiny of the compulsory public school system.
[00:02:07.800 --> 00:02:11.800]   This five-hour journey represents a landmark in American history
[00:02:11.800 --> 00:02:19.800]   and was filmed over two days on July 4th weekend, 2011, in the Constitution State of Connecticut.
[00:02:19.800 --> 00:02:24.800]   This is a comprehensive interview session which not only memorializes John's life's work,
[00:02:24.800 --> 00:02:29.800]   but also embodies a return of our birthright as human beings.
[00:02:29.800 --> 00:02:35.800]   Truly an event which is relevant and relative to each and every one of us.
[00:02:35.800 --> 00:02:42.800]   This message applies to children and adults, parents and grandparents, students and teachers,
[00:02:42.800 --> 00:02:49.800]   administrators and politicians, blue collar, white collar, no collar,
[00:02:49.800 --> 00:02:52.800]   everyone who uses words and symbols to meet their needs,
[00:02:52.800 --> 00:02:58.800]   everyone who depends on accurate information to thrive and survive in this world.
[00:02:58.800 --> 00:03:02.800]   The purpose of this interview with John is to provide each and every individual
[00:03:02.800 --> 00:03:07.800]   with the essential facts which pertain to our survival here on Earth,
[00:03:07.800 --> 00:03:13.800]   both as individuals and as a species, and yet have been censored from our public schooling.
[00:03:13.800 --> 00:03:18.800]   The envisioned outcome would be for each and every human being to possess the knowledge
[00:03:18.800 --> 00:03:25.800]   and understanding which allows them to exercise intellectual self-defense and self-liberty,
[00:03:25.800 --> 00:03:30.800]   thereby succeeding in pursuing and attaining happiness.
[00:03:30.800 --> 00:03:35.800]   It's designed to be shared and studied by individuals and groups,
[00:03:35.800 --> 00:03:40.800]   to provide the evidence, organize the ideas and facilitate the constructive conversations
[00:03:40.800 --> 00:03:48.800]   and actions necessary to address the root causes of our ever-growing incoherence as human beings.
[00:03:48.800 --> 00:03:53.800]   Since this interview contains over 200 footnotes and references and discusses the content
[00:03:53.800 --> 00:03:58.800]   of more than 30 classic books essential to understanding life here on Earth,
[00:03:58.800 --> 00:04:03.800]   I warmly recommend that your first viewing be invested into just soaking in this information
[00:04:03.800 --> 00:04:08.800]   and consider it for yourself, and after thinking about it, to then view it again
[00:04:08.800 --> 00:04:12.800]   with the intent of looking up the references to embolden your understanding
[00:04:12.800 --> 00:04:17.800]   and clarify the focus of your new expanded perspectives.
[00:04:17.800 --> 00:04:23.800]   This interview session could be screened over five hours, five months, or five years,
[00:04:23.800 --> 00:04:29.800]   as it could take that long to consume the primary and secondary source materials referred to herein.
[00:04:29.800 --> 00:04:34.800]   Most importantly, what you get out of the Ultimate History Lesson will be in direct proportion
[00:04:34.800 --> 00:04:38.800]   to the amount of attention and focus that you can invest into it.
[00:04:38.800 --> 00:04:44.800]   As each hour of the interview progresses into another, you are literally crossing thresholds of discovery,
[00:04:44.800 --> 00:04:51.800]   and by hour five, the layers of these discoveries yield a truly inspiring realization.
[00:04:51.800 --> 00:04:56.800]   That being said, the conversation which forms the entirety of this interview
[00:04:56.800 --> 00:05:02.800]   is almost entirely composed of facts and references pointing toward a preponderance of evidence,
[00:05:02.800 --> 00:05:06.800]   which is, for the most part, unknown to the general public,
[00:05:06.800 --> 00:05:12.800]   and it has everything to do with the myriad of crises which face humanity,
[00:05:12.800 --> 00:05:18.800]   starting with our own incoherence and inability to problem-solve our way forward.
[00:05:18.800 --> 00:05:23.800]   We're not asking you to agree with us, nor to believe what we're saying.
[00:05:23.800 --> 00:05:27.800]   We're simply trying to provoke you into looking into these matters for yourself
[00:05:27.800 --> 00:05:35.800]   by providing you with an accurate map which leads to your own factual and substantial understanding of reality.
[00:05:35.800 --> 00:05:40.800]   For as Aristotle once wrote, "It is the mark of an educated mind
[00:05:40.800 --> 00:05:44.800]   to be able to entertain a thought without accepting it."
[00:05:44.800 --> 00:05:50.800]   Through these interview sessions with John, you're going to be introduced to a variety of historical personalities,
[00:05:50.800 --> 00:05:55.800]   and, we hope, curious to review the history which has led us to this point.
[00:05:55.800 --> 00:06:00.800]   And to that end, this is not about disproving or debunking what we've been taught,
[00:06:00.800 --> 00:06:08.800]   so much as it is a journey of discovery to discern reality and to discover our birthright as human beings,
[00:06:08.800 --> 00:06:14.800]   so that we might go forward in order to meet the challenges we all face here on this planet, together.
[00:06:14.800 --> 00:06:22.800]   This is truly something that corporate establishment media, public schools, and universities cannot afford to teach us.
[00:06:22.800 --> 00:06:27.800]   So without further ado, let us begin as they say, at the beginning.
[00:06:27.800 --> 00:06:33.800]   On December 15, 1935, John Taylor Gatto was born in western Pennsylvania
[00:06:33.800 --> 00:06:40.800]   in the coal mining and steel milling town of Monongahela, about 35 miles southeast of Pittsburgh.
[00:06:40.800 --> 00:06:46.800]   During his early school years, he spent a year at an elite Jesuit boarding school near Latrobe, Pennsylvania,
[00:06:46.800 --> 00:06:50.800]   where, as you'll soon hear, he learned to think dialectically
