
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:12.720]   - Welcome back to Ask the Compound.
[00:00:12.720 --> 00:00:13.840]   We always appreciate your emails.
[00:00:13.840 --> 00:00:15.560]   We appreciate everyone who's in the live chat.
[00:00:15.560 --> 00:00:17.360]   We appreciate all the YouTube comments.
[00:00:17.360 --> 00:00:20.720]   Remember our email here is askthecompoundshow@gmail.com.
[00:00:20.720 --> 00:00:22.760]   Today's show is sponsored by Rocket Money.
[00:00:22.760 --> 00:00:25.240]   I've actually gotten a few questions about my budgeting
[00:00:25.240 --> 00:00:28.240]   in recent months because I said I use a spreadsheet.
[00:00:28.240 --> 00:00:30.640]   And after I said that, Rocket Money reached out.
[00:00:30.640 --> 00:00:34.280]   I like Rocket Money because they actually
[00:00:34.280 --> 00:00:35.680]   find subscriptions you forgot about.
[00:00:35.680 --> 00:00:36.800]   'Cause I feel like subscriptions
[00:00:36.800 --> 00:00:37.720]   are a huge thing these days.
[00:00:37.720 --> 00:00:39.200]   Where you have a million of them, I do.
[00:00:39.200 --> 00:00:41.340]   I have one for every single streaming service.
[00:00:41.340 --> 00:00:44.600]   I have all these subscriptions to financial publications.
[00:00:44.600 --> 00:00:46.000]   There's probably a couple I'm paying extra for.
[00:00:46.000 --> 00:00:49.620]   So Rocket Money can actually find if you are doubling up.
[00:00:49.620 --> 00:00:51.480]   They can cancel a subscription for you.
[00:00:51.480 --> 00:00:53.400]   Or they can actually negotiate a price
[00:00:53.400 --> 00:00:55.160]   if they see a price increase.
[00:00:55.160 --> 00:00:57.840]   I usually go negotiate on my own behalf
[00:00:57.840 --> 00:00:58.920]   for my cable bill.
[00:00:58.920 --> 00:01:01.200]   I would love it to have Rocket Mortgage do it for me.
[00:01:01.200 --> 00:01:02.040]   Which is great.
[00:01:02.040 --> 00:01:03.080]   So it's a personal finance app
[00:01:03.080 --> 00:01:05.640]   that just finds and cancels these unwanted subscriptions.
[00:01:05.640 --> 00:01:07.000]   It monitors your spending.
[00:01:07.000 --> 00:01:08.200]   Helps you lower your bills.
[00:01:08.200 --> 00:01:09.040]   It's all in one place.
[00:01:09.040 --> 00:01:13.200]   So you can go to rocketmoney.com/atc
[00:01:13.200 --> 00:01:14.340]   to learn more for budgeting.
[00:01:14.340 --> 00:01:15.180]   And people have asked,
[00:01:15.180 --> 00:01:17.840]   how do I find a good budgeting tool?
[00:01:17.840 --> 00:01:18.920]   This is a good one.
[00:01:18.920 --> 00:01:20.360]   I haven't used a lot of these in my day.
[00:01:20.360 --> 00:01:21.740]   But I tried Rocket Money and I like it.
[00:01:21.740 --> 00:01:24.660]   So rocketmoney.com/atc.
[00:01:24.660 --> 00:01:25.500]   - Sounds cool.
[00:01:25.500 --> 00:01:27.720]   Yeah, I'm just glad that we got rid of the cable packages.
[00:01:27.720 --> 00:01:30.400]   You know, now I just have 18 payments every month
[00:01:30.400 --> 00:01:31.240]   that I have to make.
[00:01:31.240 --> 00:01:32.480]   - Exactly, you used to have one payment.
[00:01:32.480 --> 00:01:33.820]   Now that's the thing.
[00:01:33.820 --> 00:01:35.080]   People don't really know what they're spending.
[00:01:35.080 --> 00:01:37.280]   This is a way to do it and they can tell you.
[00:01:37.280 --> 00:01:38.800]   'Cause a lot of those prices have been going up.
[00:01:38.800 --> 00:01:40.840]   So you can say, oh wait, I signed up for that one
[00:01:40.840 --> 00:01:41.800]   'cause I was gonna use it for a month
[00:01:41.800 --> 00:01:44.440]   to watch Harry Potter or whatever it is.
[00:01:44.440 --> 00:01:45.440]   I should have canceled it.
[00:01:45.440 --> 00:01:46.280]   I didn't.
[00:01:46.280 --> 00:01:47.100]   It's still there.
[00:01:47.100 --> 00:01:48.120]   They'll alert you to that.
[00:01:48.120 --> 00:01:48.960]   - Yep.
[00:01:48.960 --> 00:01:50.640]   - Do a question. - Good call.
[00:01:50.640 --> 00:01:53.000]   Okay, up first today.
[00:01:53.000 --> 00:01:54.400]   We have new question here.
[00:01:54.400 --> 00:01:57.340]   With the possibility of interest rates dropping in a year or so,
[00:01:57.340 --> 00:01:59.720]   should a long-term investor looking for reasonable yield
[00:01:59.720 --> 00:02:02.800]   and capital gains be looking to buy bonds right now?
[00:02:02.800 --> 00:02:04.440]   If so, what would you look at?
[00:02:04.440 --> 00:02:05.280]   Thanks.
[00:02:05.280 --> 00:02:08.240]   - Not a new question in the slightest, I say.
[00:02:08.240 --> 00:02:10.480]   I think most investors don't really pay much attention
[00:02:10.480 --> 00:02:11.300]   to the bond market.
[00:02:11.300 --> 00:02:13.520]   I think for a long time, they didn't really have to.
[00:02:13.520 --> 00:02:15.080]   But I think the past few years,
[00:02:15.080 --> 00:02:16.520]   the bond market has been way more interesting
[00:02:16.520 --> 00:02:17.560]   than the stock market, right?
[00:02:17.560 --> 00:02:19.720]   We had a huge bear market last year in bonds.
[00:02:19.720 --> 00:02:23.440]   Bond yields got to their lowest levels in history in 2020.
[00:02:23.440 --> 00:02:25.120]   I wrote a few months ago about how T-bills
[00:02:25.120 --> 00:02:28.140]   were like the biggest no-brainer investment that there was.
[00:02:28.140 --> 00:02:29.540]   So John, throw up the first chart here.
[00:02:29.540 --> 00:02:31.500]   Do a chart on of the yield curve.
[00:02:31.500 --> 00:02:34.400]   This is as of April, 2023.
[00:02:34.400 --> 00:02:35.440]   You can see the low end.
[00:02:35.440 --> 00:02:39.020]   It was three to six months, we're yielding over 5%.
[00:02:39.020 --> 00:02:41.420]   And then if you go out 10, 20, 30 years,
[00:02:41.420 --> 00:02:44.100]   we're talking still well below 4%.
[00:02:44.100 --> 00:02:45.620]   And so T-bills to me were a no-brainer.
[00:02:45.620 --> 00:02:47.980]   Like whereas the Fed had been forcing
[00:02:47.980 --> 00:02:50.500]   fixed income investors way out on the risk curve
[00:02:50.500 --> 00:02:51.580]   since great financial crisis,
[00:02:51.580 --> 00:02:54.160]   now investors are being punished for duration
[00:02:54.160 --> 00:02:55.420]   in a rising rate environment.
[00:02:55.420 --> 00:02:57.420]   Plus short-term T-bills had a higher yield to boot.
[00:02:57.420 --> 00:02:59.160]   So you were getting lower volatility
[00:02:59.160 --> 00:03:01.080]   and a much higher yield.
[00:03:01.080 --> 00:03:02.260]   It made a lot of sense.
[00:03:02.260 --> 00:03:04.980]   And I still think T-bills look pretty darn attractive.
[00:03:04.980 --> 00:03:06.860]   You know, since they're still above 5%,
[00:03:06.860 --> 00:03:08.580]   pretty much 12 months and below.
[00:03:08.580 --> 00:03:12.100]   So if the Fed raises rates again, T-bill yields will rise.
[00:03:12.100 --> 00:03:14.140]   The thing is, the one risk you do have in T-bills
[00:03:14.140 --> 00:03:15.380]   is reinvestment risk.
[00:03:15.380 --> 00:03:17.340]   You can't lock in those 5% T-bill yields
[00:03:17.340 --> 00:03:19.060]   for more than a year right now, right?
[00:03:19.060 --> 00:03:20.620]   I even looked, I went to Marcus
[00:03:20.620 --> 00:03:23.240]   where I have my short-term online savings account.
[00:03:23.240 --> 00:03:26.300]   I looked at a five-year CD rate there this week.
[00:03:26.300 --> 00:03:27.140]   What do you think?
[00:03:27.140 --> 00:03:30.680]   For five years, how long can you lock it in for a CD, Duncan?
[00:03:30.680 --> 00:03:31.940]   - For five years?
[00:03:31.940 --> 00:03:32.980]   - Yeah, what kind of yield?
[00:03:32.980 --> 00:03:36.180]   - I mean, I would hope that it would be close to Treasuries.
[00:03:36.180 --> 00:03:38.500]   - That's like 3.8%.
[00:03:38.500 --> 00:03:39.340]   - Okay.
[00:03:39.340 --> 00:03:40.520]   - So not bad, but you can't get these five,
[00:03:40.520 --> 00:03:42.180]   five and a half percent yields and lock them in forever.
[00:03:42.180 --> 00:03:43.860]   And that's the same thing with T-bills.
[00:03:43.860 --> 00:03:46.500]   If we have a recession or if inflation keeps falling
[00:03:46.500 --> 00:03:48.180]   and the Fed decides to cut rates,
[00:03:48.180 --> 00:03:49.580]   eventually those T-bill yields are gonna go down
[00:03:49.580 --> 00:03:51.860]   and the reinvestment risk is what gets you there, right?
[00:03:51.860 --> 00:03:53.580]   So now look at the updated yield curve, John.
[00:03:53.580 --> 00:03:55.980]   Let's take a look at it now through this week.
[00:03:55.980 --> 00:03:57.340]   You can see those T-bill yields are still high
[00:03:57.340 --> 00:03:58.180]   and they've gone up a little bit,
[00:03:58.180 --> 00:04:00.700]   but the long end of the curve has come up more, right?
[00:04:00.700 --> 00:04:04.060]   One, two, three, five, seven, 10, 20, 30 years
[00:04:04.060 --> 00:04:06.060]   are all well above 4% now,
[00:04:06.060 --> 00:04:07.780]   way better than they were in April.
[00:04:07.780 --> 00:04:10.940]   That's meant for more pain for the bond world
[00:04:10.940 --> 00:04:12.820]   because rates have risen, so prices have fallen.
[00:04:12.820 --> 00:04:15.740]   But now you can earn, and you still get, again,
[00:04:15.740 --> 00:04:17.120]   a premium in the T-bills,
[00:04:17.120 --> 00:04:19.020]   but I think intermediate-term bonds
[00:04:19.020 --> 00:04:19.900]   are looking way more interesting
[00:04:19.900 --> 00:04:22.020]   from a combination of higher yields and falling inflation.
[00:04:22.020 --> 00:04:24.420]   I'm not a bond trader, but let's look at the case
[00:04:24.420 --> 00:04:25.940]   for adding some duration here.
[00:04:25.940 --> 00:04:27.780]   John, throw up my table here.
[00:04:27.780 --> 00:04:29.940]   So this is a table of the duration
[00:04:29.940 --> 00:04:32.300]   and average yield maturities for various bond ETFs.
[00:04:32.300 --> 00:04:35.300]   So one to three-year treasuries, yielding almost 5%.
[00:04:35.300 --> 00:04:36.900]   Duration is almost two years.
[00:04:36.900 --> 00:04:38.500]   Three to seven-year treasuries,
[00:04:38.500 --> 00:04:40.220]   little lower average yield maturity,
[00:04:40.220 --> 00:04:41.760]   about four years of duration.
[00:04:41.760 --> 00:04:44.820]   Seven to 10 years is seven years of duration.
[00:04:44.820 --> 00:04:47.300]   Then the ag, which is like a total bond index,
[00:04:47.300 --> 00:04:50.920]   is yielding about 5% at 6.2 years for duration.
[00:04:50.920 --> 00:04:53.460]   So just as a reminder,
[00:04:53.460 --> 00:04:56.180]   duration is just a measure of interest rate sensitivity
[00:04:56.180 --> 00:04:57.420]   to bond prices.
[00:04:57.420 --> 00:05:00.180]   So Duncan, if interest rates rise 1%
[00:05:00.180 --> 00:05:02.300]   and you have a duration of five years,
[00:05:02.300 --> 00:05:05.480]   your bond prices will go down 5%.
[00:05:05.480 --> 00:05:06.820]   - Right. - And the inverse is true.
[00:05:06.820 --> 00:05:10.020]   If rates fall 1%, your bond prices go up 5%.
[00:05:10.020 --> 00:05:12.980]   Now the thing is, when bond yields were 1%
[00:05:12.980 --> 00:05:14.300]   and rates went up 1%,
[00:05:14.300 --> 00:05:16.740]   you got dinged 5% for that duration,
[00:05:16.740 --> 00:05:19.140]   but your 1% yield barely gave you any cushion.
[00:05:19.140 --> 00:05:21.580]   Now, if you have a 5% yield,
[00:05:21.580 --> 00:05:23.620]   in a year, you're breaking even.
[00:05:23.620 --> 00:05:27.140]   So yes, it would sting if bond rates went up from here
[00:05:27.140 --> 00:05:28.300]   'cause the economy accelerated
[00:05:28.300 --> 00:05:31.540]   or the Fed kept raising rates or inflation stays high,
[00:05:31.540 --> 00:05:34.140]   but you have a much bigger margin of safety now
[00:05:34.140 --> 00:05:36.260]   in these intermediate-term bonds.
[00:05:36.260 --> 00:05:39.020]   And oh, by the way, if your rates rise 1% from here,
[00:05:39.020 --> 00:05:41.380]   now we're talking about 6% starting yields.
[00:05:41.380 --> 00:05:44.180]   So I think now that yields are higher,
[00:05:44.180 --> 00:05:46.340]   the break-even and margin of safety is much bigger,
[00:05:46.340 --> 00:05:48.940]   so bonds could have some short-term downside,
[00:05:48.940 --> 00:05:53.940]   but 90% to 95% of expected returns five and 10 years out
[00:05:53.940 --> 00:05:56.180]   for intermediate-term bonds comes from the starting yield.
[00:05:56.180 --> 00:05:57.500]   Whatever the starting yield is,
[00:05:57.500 --> 00:05:59.800]   plus or minus a little bit of wiggle room,
[00:05:59.800 --> 00:06:01.500]   that's gonna tell you your future return.
[00:06:01.500 --> 00:06:02.940]   So expected returns are way higher
[00:06:02.940 --> 00:06:04.540]   'cause we went through the pain of 2022
[00:06:04.540 --> 00:06:06.500]   in the bond bear market.
[00:06:06.500 --> 00:06:10.340]   So I actually think that you're in a much better place now,
[00:06:10.340 --> 00:06:12.780]   and if you want to hedge for recession risk
[00:06:12.780 --> 00:06:15.680]   or deflation risk or rates falling in the Fed cutting,
[00:06:15.680 --> 00:06:16.940]   intermediate-term bonds look pretty good.
[00:06:16.940 --> 00:06:18.780]   Another positive development is tip seal.
[00:06:18.780 --> 00:06:19.700]   John, throw this up there.
[00:06:19.700 --> 00:06:21.740]   This is Treasury Inflation Protected Securities.
[00:06:21.740 --> 00:06:23.420]   This is the 10-year.
[00:06:23.420 --> 00:06:25.340]   I was taught early in my career,
[00:06:25.340 --> 00:06:28.380]   anything in the 2% to 3% yield range for these,
[00:06:28.380 --> 00:06:31.540]   this is nominal yields, is a good development.
[00:06:31.540 --> 00:06:34.740]   And what this means is you're getting that yield
[00:06:34.740 --> 00:06:36.780]   plus the inflation kicker.
[00:06:36.780 --> 00:06:37.620]   So that's a pretty good deal.
[00:06:37.620 --> 00:06:41.020]   You can see in 2020, 2021, and 2022,
[00:06:41.020 --> 00:06:42.900]   it was negative nominal yields,
[00:06:42.900 --> 00:06:47.480]   meaning you were accepting yields that were less than 0%.
[00:06:47.480 --> 00:06:48.880]   All you were hoping for was inflation there.
[00:06:48.880 --> 00:06:50.720]   And those bonds got killed 'cause rates rose too.
[00:06:50.720 --> 00:06:53.720]   So I guess my thinking here is I don't pretend
[00:06:53.720 --> 00:06:55.840]   to have the ability to predict where rates are gonna go,
[00:06:55.840 --> 00:06:58.600]   but I don't think you need to bank on capital appreciation
[00:06:58.600 --> 00:06:59.880]   for bonds to do well here.
[00:06:59.880 --> 00:07:03.040]   If rates just stayed where they were at 4% or 5%,
[00:07:03.040 --> 00:07:04.880]   you're doing way better than you were
[00:07:04.880 --> 00:07:06.720]   over the last 15 to 20 years.
[00:07:06.720 --> 00:07:07.840]   So I think you have some options.
[00:07:07.840 --> 00:07:09.840]   If you're worried about rising rates or inflation,
[00:07:09.840 --> 00:07:11.080]   T-bill yields are still nice,
[00:07:11.080 --> 00:07:14.500]   and if rates rise more, they will rise too.
[00:07:14.500 --> 00:07:16.580]   If you're worried about deflation or recession
[00:07:16.580 --> 00:07:19.140]   or falling rates, intermediate-term bonds look good.
[00:07:19.140 --> 00:07:20.740]   You could go way out on the risk curve
[00:07:20.740 --> 00:07:21.820]   and do 20 or 30-year bonds,
[00:07:21.820 --> 00:07:25.020]   but that's too much volatility for my liking.
[00:07:25.020 --> 00:07:26.700]   And then if you're worried about purchasing power,
[00:07:26.700 --> 00:07:29.060]   you have TIPS, where you have yield
[00:07:29.060 --> 00:07:30.460]   plus the inflation kicker.
[00:07:30.460 --> 00:07:32.060]   So I don't know.
[00:07:32.060 --> 00:07:34.500]   I think if you're diversified in a fixed income space,
[00:07:34.500 --> 00:07:37.300]   your options haven't been better in, I don't know,
[00:07:37.300 --> 00:07:39.040]   20 years or so in this space.
[00:07:39.040 --> 00:07:39.880]   So I think you're pretty good.
[00:07:39.880 --> 00:07:42.880]   And you don't have to have yields fall to do well here.
[00:07:42.880 --> 00:07:44.300]   You just have to have rates stay where they are,
[00:07:44.300 --> 00:07:47.060]   and you're gonna be fine and clip those 5% coupons.
[00:07:47.060 --> 00:07:52.060]   - I used to buy that junk, JNK, I think was the ETF,
[00:07:52.060 --> 00:07:54.540]   because it had such a nice, juicy yield.
[00:07:54.540 --> 00:07:56.380]   What is that at these days, you think?
[00:07:56.380 --> 00:08:01.460]   - So that's 7% or 8%, I guess, something like that.
[00:08:01.460 --> 00:08:03.100]   But then you take away any default risk.
[00:08:03.100 --> 00:08:04.220]   We're talking mostly treasuries here.
[00:08:04.220 --> 00:08:06.300]   The ag is like 40% or 50% treasuries,
[00:08:06.300 --> 00:08:07.740]   so that's not all treasuries.
[00:08:07.740 --> 00:08:09.500]   They don't have any junk bonds in there.
[00:08:09.500 --> 00:08:11.960]   But based on your tolerance for risk,
[00:08:11.960 --> 00:08:13.280]   that doesn't really surprise me
[00:08:13.280 --> 00:08:14.720]   that you're into junk bonds.
[00:08:14.720 --> 00:08:16.180]   That's more like equity risk, though,
[00:08:16.180 --> 00:08:18.460]   when the excrement hits the fan.
[00:08:18.460 --> 00:08:21.600]   But yeah, no, I think you're in a much better position
[00:08:21.600 --> 00:08:24.100]   for fixed income in terms of having options now
[00:08:24.100 --> 00:08:25.660]   than you did before.
[00:08:25.660 --> 00:08:26.660]   - Right.
[00:08:26.660 --> 00:08:28.960]   Also, rest in peace, IBONs.
[00:08:28.960 --> 00:08:29.800]   Haven't heard anything about those in a long time.
[00:08:29.800 --> 00:08:31.980]   - Yeah, that was fun for like nine months.
[00:08:31.980 --> 00:08:32.820]   - Yeah.
[00:08:32.820 --> 00:08:34.900]   - Remember how many questions we got about that?
[00:08:34.900 --> 00:08:36.220]   - I know, that was like weekly.
[00:08:36.220 --> 00:08:38.060]   Every week we had IBON questions.
[00:08:38.060 --> 00:08:38.900]   - Now nothing.
[00:08:38.900 --> 00:08:40.060]   - Yep.
[00:08:40.060 --> 00:08:41.060]   So yeah, that was Roger.
[00:08:41.060 --> 00:08:43.480]   Up next, we have a question from David.
[00:08:43.480 --> 00:08:47.220]   First off, thank you for all that you do
