
[00:00:00.000 --> 00:00:03.000]   (upbeat music)
[00:00:03.000 --> 00:00:05.820]   - Welcome friends to this episode
[00:00:05.820 --> 00:00:08.540]   of the "Everyday Educator" podcast.
[00:00:08.540 --> 00:00:10.400]   I'm your host, Lisa Bailey,
[00:00:10.400 --> 00:00:13.440]   and I'm excited to spend some time with you today
[00:00:13.440 --> 00:00:16.520]   as we encourage one another, learn together,
[00:00:16.520 --> 00:00:19.280]   and ponder the delights and challenges
[00:00:19.280 --> 00:00:22.560]   that make homeschooling the adventure of a lifetime.
[00:00:22.560 --> 00:00:24.720]   Whether you're just considering
[00:00:24.720 --> 00:00:27.000]   this homeschooling possibility
[00:00:27.000 --> 00:00:31.360]   or deep into the daily delight of family learning,
[00:00:31.360 --> 00:00:35.340]   I believe you'll enjoy thinking along with us.
[00:00:35.340 --> 00:00:40.200]   But don't forget, although this online community is awesome,
[00:00:40.200 --> 00:00:45.200]   you will find even closer support in a local CC community.
[00:00:45.200 --> 00:00:49.560]   So go to classicalconversations.com
[00:00:49.560 --> 00:00:53.660]   and find a community near you today.
[00:00:54.980 --> 00:00:59.400]   Well, listeners, I'm excited to welcome you to this episode.
[00:00:59.400 --> 00:01:03.740]   We are gonna talk about character study.
[00:01:03.740 --> 00:01:07.520]   And that sounds like a kind of a dry thing,
[00:01:07.520 --> 00:01:11.660]   but something that we as parents are very interested in.
[00:01:11.660 --> 00:01:14.360]   But we're gonna talk about character study
[00:01:14.360 --> 00:01:16.160]   from a different perspective,
[00:01:16.160 --> 00:01:19.960]   maybe than you've ever considered before.
[00:01:19.960 --> 00:01:21.400]   We're gonna marry that
[00:01:21.400 --> 00:01:24.320]   with a discussion of great literature.
[00:01:24.320 --> 00:01:29.320]   And why is it important to read books as a family
[00:01:29.320 --> 00:01:33.400]   and to discuss books with your children?
[00:01:33.400 --> 00:01:38.320]   And what can you do when you're talking about books,
[00:01:38.320 --> 00:01:41.200]   besides just say, what was the story about
[00:01:41.200 --> 00:01:43.540]   and what happened in the story
[00:01:43.540 --> 00:01:46.440]   and what did you learn at the end?
[00:01:46.440 --> 00:01:50.000]   Some of the best conversations come
[00:01:50.000 --> 00:01:54.040]   when you dive into the characters that you love
[00:01:54.040 --> 00:01:57.720]   or the characters that you hate in a book
[00:01:57.720 --> 00:02:02.720]   and try to pick apart what you can learn about yourself,
[00:02:02.720 --> 00:02:08.080]   about human nature and about making better decisions
[00:02:08.080 --> 00:02:09.640]   by reading books together.
[00:02:09.640 --> 00:02:13.120]   And I have a really great guest
