
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.800]   - Welcome back to a new week of episodes
[00:00:06.800 --> 00:00:08.800]   on the Ask Pastor John podcast.
[00:00:08.800 --> 00:00:10.040]   And for the first few days of this week,
[00:00:10.040 --> 00:00:12.120]   we're gonna be joined by Dr. Don Whitney again,
[00:00:12.120 --> 00:00:14.240]   professor of biblical spirituality
[00:00:14.240 --> 00:00:16.440]   and associate dean of the School of Theology
[00:00:16.440 --> 00:00:20.640]   at the Southern Baptist Theological Seminary in Louisville.
[00:00:20.640 --> 00:00:22.640]   He is well known for his classic book,
[00:00:22.640 --> 00:00:25.040]   Spiritual Disciplines for the Christian Life,
[00:00:25.040 --> 00:00:28.060]   a book originally published in 1991
[00:00:28.060 --> 00:00:31.640]   and then revised and expanded in 2014.
[00:00:31.640 --> 00:00:33.920]   I know a number of listeners are familiar with his book
[00:00:33.920 --> 00:00:36.040]   and he's also the author of a new book from Crossway,
[00:00:36.040 --> 00:00:38.400]   which is titled, Praying the Bible.
[00:00:38.400 --> 00:00:42.520]   Dr. Whitney, onto the next question on my list,
[00:00:42.520 --> 00:00:44.800]   sort of the common questions that we get
[00:00:44.800 --> 00:00:47.880]   on the disciplines here in our inbox.
[00:00:47.880 --> 00:00:50.840]   And this one is really foundational and important
[00:00:50.840 --> 00:00:52.980]   because there's a lot of questions
[00:00:52.980 --> 00:00:55.080]   about why Christians are called
[00:00:55.080 --> 00:00:58.140]   to practice the spiritual disciplines in the first place
[00:00:58.140 --> 00:01:00.140]   or how do we know if we're doing
[00:01:00.140 --> 00:01:01.900]   the spiritual disciplines right?
[00:01:01.900 --> 00:01:03.380]   What should be the goal of it all?
[00:01:03.380 --> 00:01:05.640]   What should we be seeing in our lives?
[00:01:05.640 --> 00:01:09.580]   But essentially, why do we do them in the first place?
[00:01:09.580 --> 00:01:11.540]   - Well, we are to practice the spiritual disciplines,
[00:01:11.540 --> 00:01:14.300]   first of all, because they are commanded in scripture.
[00:01:14.300 --> 00:01:15.980]   First Timothy 4, 7 says,
[00:01:15.980 --> 00:01:20.540]   "Discipline yourself for the purpose of godliness."
[00:01:20.540 --> 00:01:24.120]   And the practical ways that we carry those out,
[00:01:24.120 --> 00:01:26.020]   we call the spiritual disciplines.
