
[00:00:00.000 --> 00:00:02.360]   [silence]
[00:00:02.360 --> 00:00:04.600]   There are now a lot of data supporting the idea
[00:00:04.600 --> 00:00:08.060]   that acupuncture of all things can be very beneficial
[00:00:08.060 --> 00:00:10.880]   for improving both female and male fertility
[00:00:10.880 --> 00:00:13.160]   and should a woman get pregnant
[00:00:13.160 --> 00:00:15.500]   for improving the quality of outcomes.
[00:00:15.500 --> 00:00:18.000]   That is the likelihood that there will be
[00:00:18.000 --> 00:00:21.800]   a successful pregnancy that is carried to term,
[00:00:21.800 --> 00:00:24.640]   not premature and so on and so forth.
[00:00:24.640 --> 00:00:26.200]   Now, for some of you out there, you might think,
[00:00:26.200 --> 00:00:27.400]   oh, of course, acupuncture.
[00:00:27.400 --> 00:00:29.960]   Acupuncture has been known to work for thousands of years.
[00:00:29.960 --> 00:00:32.400]   And therefore, it's not surprising
[00:00:32.400 --> 00:00:35.560]   that it would assist with fertility and pregnancy.
[00:00:35.560 --> 00:00:37.400]   For many of you out there, however,
[00:00:37.400 --> 00:00:38.680]   probably thinking acupuncture,
[00:00:38.680 --> 00:00:40.680]   that seems kind of like fringe science.
[00:00:40.680 --> 00:00:42.240]   But what I can assure you
[00:00:42.240 --> 00:00:45.080]   is that there are now quite a few clinical trials
[00:00:45.080 --> 00:00:46.520]   funded by government agencies
[00:00:46.520 --> 00:00:49.040]   like the National Institutes of Health
[00:00:49.040 --> 00:00:51.600]   showing that acupuncture is a very effective treatment
[00:00:51.600 --> 00:00:52.960]   for a number of different things,
[00:00:52.960 --> 00:00:55.000]   including fertility and pregnancy,
[00:00:55.000 --> 00:00:58.280]   but for hormone status, for stress relief,
[00:00:58.280 --> 00:01:01.200]   but even for chronic illnesses of different kinds,
[00:01:01.200 --> 00:01:02.820]   including autoimmune illnesses.
[00:01:02.820 --> 00:01:05.040]   So this is no longer considered fringe science.
[00:01:05.040 --> 00:01:07.600]   In fact, one of the best laboratories in the world
