
[00:00:00.000 --> 00:00:01.600]   (upbeat music)
[00:00:01.600 --> 00:00:04.640]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.640 --> 00:00:07.200]   a show about upgrading your life, money and travel.
[00:00:07.200 --> 00:00:08.480]   I'm your host, Chris Hutchins,
[00:00:08.480 --> 00:00:11.160]   and this week I went way down the rabbit hole
[00:00:11.160 --> 00:00:12.320]   on cell phone plans.
[00:00:12.320 --> 00:00:15.360]   I probably spent dozens of hours doing research
[00:00:15.360 --> 00:00:17.960]   to try to pull together all the information I could,
[00:00:17.960 --> 00:00:20.880]   primarily so that we could pick the best plan for ourselves
[00:00:20.880 --> 00:00:22.840]   and really feel confident in that decision
[00:00:22.840 --> 00:00:24.720]   and save as much money as possible.
[00:00:24.720 --> 00:00:27.360]   So I'm gonna share all the research I went into,
[00:00:27.360 --> 00:00:28.960]   all the tips, all the tricks,
[00:00:28.960 --> 00:00:30.760]   all the way to get your price down,
[00:00:30.760 --> 00:00:33.320]   your features up and get the best deal possible.
[00:00:33.320 --> 00:00:36.000]   So let's just jump right into it right after this.
[00:00:36.000 --> 00:00:39.440]   Do you all remember episode 122
[00:00:39.440 --> 00:00:41.480]   when I spoke to chef David Chang
[00:00:41.480 --> 00:00:43.600]   about leveling up your cooking at home?
[00:00:43.600 --> 00:00:46.020]   If not, definitely go back and give it a listen,
[00:00:46.020 --> 00:00:49.480]   but one of his top hacks was using the microwave more.
[00:00:49.480 --> 00:00:51.800]   I'll admit I was a skeptic at first,
[00:00:51.800 --> 00:00:54.480]   but after getting a full set of microwave cookware
[00:00:54.480 --> 00:00:56.880]   from Anyday, I'm a total convert
[00:00:56.880 --> 00:00:59.120]   and I'm excited to partner with them for this episode.
[00:00:59.120 --> 00:01:01.920]   Anyday is glass cookware specifically designed
[00:01:01.920 --> 00:01:05.040]   to make delicious food from scratch in the microwave.
[00:01:05.040 --> 00:01:08.280]   And honestly, using it feels like a kitchen cheat code
[00:01:08.280 --> 00:01:11.960]   because it speeds up and simplifies the process so much.
[00:01:11.960 --> 00:01:14.320]   The cookware is 100% plastic free
[00:01:14.320 --> 00:01:17.080]   and you can cook, serve, store, and reheat
[00:01:17.080 --> 00:01:20.360]   all in the same dish that happens to be dishwasher,
