
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:07.000]   Hey Cal, this is Adam again.
[00:00:07.000 --> 00:00:10.000]   My question is related to others about strategic planning,
[00:00:10.000 --> 00:00:14.000]   which for me is kind of the last component to my system that I'm trying to get going.
[00:00:14.000 --> 00:00:18.000]   Long story short, I'm sitting in a big chair the other night with my favorite ambient music
[00:00:18.000 --> 00:00:23.000]   and an oil burning lamp, and I start to list the values that are important to my personal and professional lives.
[00:00:23.000 --> 00:00:25.000]   And then things get out of hand.
[00:00:25.000 --> 00:00:30.000]   Perfectionism takes over, and I'm looking at a crazy long list of values
[00:00:30.000 --> 00:00:34.000]   that seems impossible to wrangle into the projects I have going already.
[00:00:34.000 --> 00:00:39.000]   I know you've addressed perfectionism and personal/strategic planning separately,
[00:00:39.000 --> 00:00:45.000]   but do you have any recommendations for not overloading my first value plan and strategic plans?
[00:00:45.000 --> 00:00:47.000]   Thanks.
[00:00:47.000 --> 00:00:50.000]   Well, Adam, I appreciate the oil burning lamp.
[00:00:50.000 --> 00:00:55.000]   I think we need one right behind me in the HQ.
[00:00:55.000 --> 00:00:58.000]   I should do all of my recording.
[00:00:58.000 --> 00:01:00.000]   I think we made a mistake with black curtains.
[00:01:00.000 --> 00:01:08.000]   I should be in a leather chair, in a smoking jacket, with a pipe, with like a gas lamp or oil burning lamp.
[00:01:08.000 --> 00:01:13.000]   And also, and Jesse, this is just what's called good production values, right?
[00:01:13.000 --> 00:01:21.000]   Because every time we start a new clip, I should look up and say, "Oh, I didn't notice you walk in there. Welcome."
[00:01:21.000 --> 00:01:23.000]   Just again and again.
[00:01:23.000 --> 00:01:25.000]   This is going to be our signature piece.
[00:01:25.000 --> 00:01:32.000]   I'll be like typing on a typewriter or something and look over and look, "Oh, I didn't see you come in there. Welcome."
[00:01:32.000 --> 00:01:33.000]   It'll be great.
[00:01:33.000 --> 00:01:36.000]   This is all just about production values.
[00:01:36.000 --> 00:01:38.000]   So, Adam, here's what I'm going to recommend.
[00:01:38.000 --> 00:01:40.000]   I have the same issue, first of all.
[00:01:40.000 --> 00:01:44.000]   I can get in my head in the planning, and I have an obsessive brain.
[00:01:44.000 --> 00:01:45.000]   You might have this too, Adam.
[00:01:45.000 --> 00:01:52.000]   It serves me well in my career as a writer, but it can be pretty torturous in my everyday life.
[00:01:52.000 --> 00:02:01.000]   My brain has a very sharp, instinctual feel about whether what I'm thinking about clicks or if something's not quite right.
[00:02:01.000 --> 00:02:03.000]   And so it's really useful, right?
[00:02:03.000 --> 00:02:05.000]   Like if I'm doing math proofs, it's really useful.
[00:02:05.000 --> 00:02:06.000]   It's like this isn't quite right.
[00:02:06.000 --> 00:02:12.000]   It's an instinctual feeling of disgust or dislike, and so I can feel when things click.
[00:02:12.000 --> 00:02:21.000]   And same thing with my writing is why I have this kind of crystal clear underlying structure to my writing is because if it's not, I feel literally sick.
[00:02:21.000 --> 00:02:26.000]   And so I can get here with my planning where I'm like, "This isn't quite right," and I can get obsessive.
[00:02:26.000 --> 00:02:28.000]   Here's my recommendation.
[00:02:28.000 --> 00:02:33.000]   First of all, tame your values in your value plan with roles.
[00:02:33.000 --> 00:02:35.000]   It's an idea I stole from Stephen Covey.
[00:02:35.000 --> 00:02:37.000]   Here are the roles in my life.
[00:02:37.000 --> 00:02:39.000]   I am a writer.
[00:02:39.000 --> 00:02:41.000]   I am a father and husband.
[00:02:41.000 --> 00:02:43.000]   I am a community member, whatever it is.
[00:02:43.000 --> 00:02:45.000]   Here are my main roles in life.
[00:02:45.000 --> 00:02:49.000]   And describe for each role, like what am I aiming for here?
[00:02:49.000 --> 00:02:57.000]   And I actually will have an expository little description of what it would mean to run this role successfully that captures the values inside of it, or you can list values under it.
