
[00:00:00.000 --> 00:00:05.000]   [music]
[00:00:05.000 --> 00:00:08.120]   Our next question comes from JK.
[00:00:08.120 --> 00:00:13.200]   JK asks, "How do you plan your day or week or time block
[00:00:13.200 --> 00:00:16.080]   when you have a job that has reactive parts
[00:00:16.080 --> 00:00:18.720]   and parts requiring deep work?"
[00:00:18.720 --> 00:00:22.400]   JK elaborates, "I'm a pharmacist manager
[00:00:22.400 --> 00:00:25.200]   working in a busy hospital environment
[00:00:25.200 --> 00:00:28.160]   managing a team of 15 to 20 people at any one time.
[00:00:28.160 --> 00:00:29.960]   This means I can be interrupted with questions
[00:00:29.960 --> 00:00:31.840]   at any time of the day by my staff
[00:00:31.840 --> 00:00:34.520]   as well as by other hospital staff outside of my team.
[00:00:34.520 --> 00:00:37.400]   These interruptions sometimes can be delayed,
[00:00:37.400 --> 00:00:39.360]   but mostly they are in the moment questions
[00:00:39.360 --> 00:00:40.640]   requiring an answer for them
[00:00:40.640 --> 00:00:42.920]   to proceed with their hands-on work.
[00:00:42.920 --> 00:00:44.480]   At the same time, I have non-reactive
[00:00:44.480 --> 00:00:47.320]   and deep-thinking work that needs to get done,
[00:00:47.320 --> 00:00:50.000]   but that gets pushed aside due to mental overload
[00:00:50.000 --> 00:00:51.400]   or lack of time."
[00:00:51.400 --> 00:00:53.920]   She gives examples like doing quality improvement work,
[00:00:53.920 --> 00:00:55.520]   analyzing data, et cetera.
[00:00:56.560 --> 00:01:01.960]   Well, JK, this is a problem in general with the medical field
[00:01:01.960 --> 00:01:03.640]   and in particular hospital work.
[00:01:03.640 --> 00:01:09.120]   I have given talks to hospitals in person virtually.
[00:01:09.120 --> 00:01:12.240]   I have worked with various hospital administrators
[00:01:12.240 --> 00:01:15.000]   on this problem. So just to lay out that foundation,
[00:01:15.000 --> 00:01:16.600]   you are not alone in this issue.
[00:01:16.600 --> 00:01:18.560]   There is a fundamental reactive nature
[00:01:18.560 --> 00:01:21.040]   about the way that hospitals run right now,
[00:01:21.040 --> 00:01:24.800]   which is quite degrading to the cognitive capacity
[00:01:24.800 --> 00:01:26.320]   of the individual practitioners,
[00:01:26.320 --> 00:01:27.760]   and it is a real problem.
[00:01:27.760 --> 00:01:29.400]   We do need more structure,
[00:01:29.400 --> 00:01:31.960]   and a lot of hospitals are thinking about this.
[00:01:31.960 --> 00:01:33.680]   So let me just lay that out there now.
[00:01:33.680 --> 00:01:34.880]   It's a big problem that hospitals
[00:01:34.880 --> 00:01:36.440]   are starting to think about.
[00:01:36.440 --> 00:01:39.200]   In terms of what you can do before those solutions
[00:01:39.200 --> 00:01:44.200]   actually happen is, number one, I would go easy on yourself.
[00:01:44.200 --> 00:01:48.040]   You aren't going to be able to do a lot of deep work
[00:01:48.040 --> 00:01:49.760]   in this environment.
[00:01:49.760 --> 00:01:52.640]   The cognitive context switching created
[00:01:52.640 --> 00:01:54.760]   by all these interruptions is draining.
