
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.920]   - You're listening to Let's Talk Jobs,
[00:00:08.920 --> 00:00:12.580]   where we give you practical insights into jobs and careers.
[00:00:12.580 --> 00:00:15.400]   I'm Tim Chen, and today we're talking about
[00:00:15.400 --> 00:00:17.360]   how to be an insight sales rep
[00:00:17.360 --> 00:00:20.240]   and the importance of social selling.
[00:00:20.240 --> 00:00:23.240]   Now, many studies have shown that customers buy a product
[00:00:23.240 --> 00:00:26.120]   if they have a good experience with the sales rep.
[00:00:26.120 --> 00:00:29.280]   In other words, inbound sales is the first experience
[00:00:29.280 --> 00:00:30.800]   someone has with your brand.
[00:00:30.800 --> 00:00:32.860]   And based on the interaction alone,
[00:00:32.860 --> 00:00:36.120]   you either earn or lose that business.
[00:00:36.120 --> 00:00:38.340]   Now, that's a huge responsibility,
[00:00:38.340 --> 00:00:39.920]   and it's why I have a deep respect
[00:00:39.920 --> 00:00:41.360]   for my partners in sales,
[00:00:41.360 --> 00:00:44.000]   and why I'm extra motivated as a marketer
[00:00:44.000 --> 00:00:47.860]   to set them up for success and send them high quality leads.
[00:00:47.860 --> 00:00:49.080]   Just think about it.
[00:00:49.080 --> 00:00:52.040]   If you recently made a large purchase for organization,
[00:00:52.040 --> 00:00:53.760]   and you're assigned an account rep,
[00:00:53.760 --> 00:00:56.120]   and something goes horribly wrong with onboarding
[00:00:56.120 --> 00:00:57.800]   or the product experience,
[00:00:57.800 --> 00:00:59.960]   who is the first person you call?
[00:00:59.960 --> 00:01:02.120]   For me, I call my sales rep
[00:01:02.120 --> 00:01:04.440]   because they have already built that trust with me,
[00:01:04.440 --> 00:01:06.560]   and I know they will help pull in the right people
[00:01:06.560 --> 00:01:08.220]   to figure it out.
[00:01:08.220 --> 00:01:09.680]   Nine times out of 10,
[00:01:09.680 --> 00:01:11.320]   that is a quicker path to escalation
[00:01:11.320 --> 00:01:12.720]   than going through my account rep
[00:01:12.720 --> 00:01:14.600]   at the start of a relationship.
[00:01:14.600 --> 00:01:17.720]   So today, we're going to have a chat with Laura Erdem.
[00:01:17.720 --> 00:01:20.200]   She leads a US sales team at DreamData,
[00:01:20.200 --> 00:01:21.520]   and is a good example of someone
[00:01:21.520 --> 00:01:24.400]   who is able to quickly build rapport with prospects,
[00:01:24.400 --> 00:01:26.800]   turn difficult conversations into deals,
[00:01:26.800 --> 00:01:29.280]   and is a master at social selling.
[00:01:29.280 --> 00:01:33.200]   In this video, she's going to give us practical insights
[00:01:33.200 --> 00:01:37.720]   into topics like how to upsell while also building trust,
[00:01:37.720 --> 00:01:42.000]   how social selling is a must have, and how to do it,
[00:01:42.000 --> 00:01:45.380]   and the importance of customer first selling.
[00:01:45.380 --> 00:01:46.320]   Now on that note,
[00:01:46.320 --> 00:01:48.320]   if you haven't read "The Challenger Sale"
[00:01:48.320 --> 00:01:50.480]   by Matthew Dixon and Brent Adamson,
[00:01:50.480 --> 00:01:52.240]   I highly recommend it.
[00:01:52.240 --> 00:01:53.880]   They provide a great practical structure
[00:01:53.880 --> 00:01:57.200]   on how to create a customer-centric sales approach.
[00:01:57.200 --> 00:01:58.760]   All right, let's get started.
[00:01:58.760 --> 00:02:00.720]   Hey guys.
[00:02:00.720 --> 00:02:04.200]   Today, we're talking about how to be a sales executive.
[00:02:04.200 --> 00:02:05.760]   Joining us is Laura Erdem.
[00:02:05.760 --> 00:02:07.280]   Laura, how are you doing?
[00:02:07.280 --> 00:02:08.160]   - I'm doing great.
[00:02:08.160 --> 00:02:10.200]   Thank you so much for having me, Tim.
[00:02:10.200 --> 00:02:11.360]   - Cool. I'm so glad you're here.
[00:02:11.360 --> 00:02:13.880]   You know, the sales organization in general,
[00:02:13.880 --> 00:02:14.800]   coming from marketing,
[00:02:14.800 --> 00:02:17.640]   is one area that kind of has a soft spot in my heart.
[00:02:17.640 --> 00:02:20.080]   So I'm definitely looking forward to this conversation.
[00:02:20.080 --> 00:02:22.120]   Can you tell us a little bit about what you're doing today
[00:02:22.120 --> 00:02:24.040]   and how long you've been doing it?
[00:02:24.040 --> 00:02:24.880]   - Absolutely.
[00:02:24.880 --> 00:02:28.280]   So I am a senior account executive at DreamData.
[00:02:28.280 --> 00:02:30.360]   So I basically do sales,
[00:02:30.360 --> 00:02:33.600]   the full funnel sales of our prospects
[00:02:33.600 --> 00:02:36.840]   coming inbound to DreamData and then closing them,
[00:02:36.840 --> 00:02:39.200]   only purely working on new business,
[00:02:39.200 --> 00:02:42.460]   and then it's passed over to customer success.
[00:02:42.460 --> 00:02:44.140]   Before DreamData,
[00:02:44.140 --> 00:02:46.760]   I used to work in much larger organizations.
[00:02:46.760 --> 00:02:51.220]   So first I was working at Red Hat for three years.
[00:02:51.220 --> 00:02:53.280]   Then I jumped over to Gartner.
[00:02:53.280 --> 00:02:55.880]   So I've been working a lot with enterprises
[00:02:55.880 --> 00:02:59.540]   that have very stable and set sales processes
[00:02:59.540 --> 00:03:03.160]   because they perfectly know their ideal customer profile,
[00:03:03.160 --> 00:03:04.000]   who they're selling to.
[00:03:04.000 --> 00:03:06.220]   You get a set accounts you're working on.
[00:03:06.220 --> 00:03:09.320]   So most of the work is actually farming than hunting.
[00:03:09.320 --> 00:03:13.200]   And when I joined DreamData, it was a totally new thing.
[00:03:13.200 --> 00:03:16.920]   And I still, till the day today, think like,
