
[00:00:00.000 --> 00:00:02.080]   A riddle for you before we move on.
[00:00:02.080 --> 00:00:02.360]   Yes.
[00:00:02.360 --> 00:00:11.500]   We'll do Salesforce, Netflix, Square, Amazon, Palo Alto Networks, Facebook, Snap, Proofpoint, NetSuite, and CoreWeave have in common.
[00:00:11.500 --> 00:00:13.320]   No idea.
[00:00:13.320 --> 00:00:14.840]   They all broke issue.
[00:00:14.840 --> 00:00:16.280]   Oh, wow.
[00:00:28.560 --> 00:00:29.700]   And we're back.
[00:00:29.700 --> 00:00:30.660]   Bill, great to see you.
[00:00:30.660 --> 00:00:31.660]   Good to be seen.
[00:00:31.660 --> 00:00:38.160]   I mean, you have to be pretty stoked coming off those wins last weekend in San Francisco.
[00:00:38.160 --> 00:00:40.980]   Yeah, I'm repping the Gator hat still.
[00:00:40.980 --> 00:00:45.580]   I'd say we kind of eked by for those that did watch the game.
[00:00:45.580 --> 00:00:49.040]   That was an incredible final few minutes.
[00:00:49.040 --> 00:00:49.680]   Explain it.
[00:00:49.680 --> 00:00:51.440]   Take us through the final few minutes.
[00:00:51.440 --> 00:00:54.280]   Well, I mean, to be honest, I was afraid.
[00:00:54.520 --> 00:01:03.000]   Like, I didn't think there was a chance at this point because they were behind by so much as you were heading into the end of the game.
[00:01:03.000 --> 00:01:10.260]   And they basically, you know, scored four three-pointers, you know, against zero from the other side.
[00:01:10.420 --> 00:01:13.820]   They intentionally fouled and had missed free throws.
[00:01:13.820 --> 00:01:24.960]   So, I think someone said the Yahoo game predictor had it at, like, 98% Texas Tech with, like, very little time left on the clock.
[00:01:24.960 --> 00:01:26.380]   And they somehow eked it out.
[00:01:26.600 --> 00:01:30.560]   Now, the bullish people will say, oh, you lived through something like that.
[00:01:30.560 --> 00:01:33.100]   Now, you have confidence to deal with anything.
[00:01:33.100 --> 00:01:38.140]   But, you know, the odds makers have put Duke in front of Florida at this point.
[00:01:38.140 --> 00:01:40.460]   And that started in the opposite place.
[00:01:40.460 --> 00:01:41.980]   So, anyway, one game at a time.
[00:01:41.980 --> 00:01:43.240]   Super exciting.
[00:01:43.240 --> 00:01:45.560]   I was out in San Francisco at the Chase Center.
[00:01:45.560 --> 00:01:49.360]   Got to hang out with the coach a bit and some of the players' parents.
[00:01:49.840 --> 00:01:51.880]   And it was a good trip.
[00:01:51.880 --> 00:01:56.760]   And now, since I'm in Austin, it's right down the street here to San Antonio.
[00:01:56.760 --> 00:01:58.600]   So, a lot of friends coming in.
[00:01:58.600 --> 00:02:00.420]   And we'll see what happens.
[00:02:00.420 --> 00:02:02.680]   It's going to be a heck of a weekend.
[00:02:02.680 --> 00:02:08.520]   And maybe if a certain couple teams end up in the championship game, I'll sneak in there on Monday night.
[00:02:08.520 --> 00:02:15.080]   I guess as long as we're repping and rolling, you know, I have two degrees, one from Florida and one from Texas.
[00:02:15.080 --> 00:02:18.980]   The Texas ladies are playing in the Final Four in Tampa.
[00:02:19.160 --> 00:02:20.680]   So, a lot of good stuff happening.
[00:02:20.680 --> 00:02:27.080]   Speaking of a lot of good stuff happening, I think there are some people in the world that think a lot of not-so-great stuff is happening
[00:02:27.080 --> 00:02:31.700]   based upon market reaction to the president's announcements of these tariffs.
[00:02:31.700 --> 00:02:34.260]   So, why don't we kick it off talking about Liberation Day?
[00:02:34.260 --> 00:02:34.580]   Yeah.
[00:02:34.580 --> 00:02:38.200]   So, we're recording this right after Trump's presentation.
[00:02:38.200 --> 00:02:41.280]   I think you and I both watched it and then we jumped on the pod.
[00:02:41.280 --> 00:02:43.440]   You've been talking about this.
[00:02:43.440 --> 00:02:47.020]   It's obviously been choreographed that this was coming.
[00:02:47.680 --> 00:02:55.300]   And, you know, you've been saying for a very long time that Trump and his team are very serious about this,
[00:02:55.300 --> 00:03:02.880]   rather than the argument that, oh, it's just a means to an end, you know, and a way to get a negotiation started.
[00:03:02.880 --> 00:03:09.140]   You have made the point that you believe that they believe this is actually where we need to take the economy.
[00:03:09.140 --> 00:03:14.700]   And as such, you've been conservative and worried about where this would go.
[00:03:14.700 --> 00:03:18.860]   You gave a presentation last week on how to think about this.
[00:03:18.860 --> 00:03:20.280]   What did you talk about there?
[00:03:20.400 --> 00:03:22.460]   I think it was at the J.P. Morgan Tech Conference.
[00:03:22.460 --> 00:03:26.640]   It was pretty clear to me and you, we were talking about it in early Feb.
[00:03:26.640 --> 00:03:28.240]   You know, this was doctrinal.
[00:03:28.240 --> 00:03:35.680]   This is, you know, there was a philosophical belief around trade that they wanted to, you know, create a more fair and level playing field.
[00:03:35.680 --> 00:03:39.400]   And the real debate, you know, has been going on is like how big?
[00:03:39.400 --> 00:03:40.560]   And there are a couple of different camps.
[00:03:40.640 --> 00:03:44.680]   And so J.P. Morgan had this great event in Montana last week, 100 tech CEOs.
[00:03:44.680 --> 00:03:52.420]   But, you know, they had Howard Lutnick, Elon Sachs, Doug Bergram, all talking about, you know, various aspects of this.
[00:03:52.420 --> 00:03:56.180]   And they asked me to do a little bit of a presentation on decoding the Trump economic agenda.
[00:03:56.180 --> 00:03:58.760]   And really, it boils down to this, Bill.
[00:03:58.760 --> 00:04:05.960]   You know, at the top, I think that all the CEOs in the room are pretty excited about the golden age that people have been talking about.
[00:04:05.960 --> 00:04:12.820]   You know, a pro-growth administration, pro-business, pro-investment, lower taxes, less regulation, pro-M&A.
[00:04:12.820 --> 00:04:16.640]   We've seen this M&A flywheel starting to kick up, this AI super cycle.
[00:04:16.640 --> 00:04:19.520]   But everybody's been pretty terrified about these tariffs.
[00:04:19.520 --> 00:04:31.960]   And the real question going into today, Liberation Day, was were tariffs going to land closer to the $600 billion trillion tariff level that Peter Navarro had been talking about and Howard Lutnick had been talking about?
[00:04:31.960 --> 00:04:39.220]   Or maybe at a little bit lower end of the spectrum, which we heard a little bit more from Scott Bessent and Kevin Hassett.
[00:04:39.220 --> 00:04:41.240]   And I think everybody was holding their breath.
[00:04:41.240 --> 00:04:42.400]   Well, we got the answer.
[00:04:42.400 --> 00:04:44.100]   We got the answer today.
[00:04:44.100 --> 00:04:47.600]   And so I was framing that, you know, at the JP Morgan conference.
[00:04:47.600 --> 00:04:49.460]   I showed this slide you'll get a kick out of.
[00:04:49.460 --> 00:04:55.260]   You know, I ended the presentation, you know, with two planes coming in for landing.
[00:04:55.400 --> 00:05:02.800]   They both actually land, believe it or not, but it's like the glide path that we land here with tariffs and budget cuts matter a lot.
[00:05:02.800 --> 00:05:05.620]   And so, you know, we got the news tonight.
[00:05:05.620 --> 00:05:06.320]   You're right.
[00:05:06.320 --> 00:05:11.120]   We just we just listened to the president talk, you know, and he came in on the larger end of this.
[00:05:11.120 --> 00:05:12.840]   I mean, there's no other way to slice it.
[00:05:12.980 --> 00:05:24.320]   There was a there was a headline that hit right after the market closed from the Wall Street Journal, I believe, that it was 10 percent across the board and the markets jumped up like two and a half percent.
[00:05:24.320 --> 00:05:25.360]   Right.
[00:05:25.360 --> 00:05:28.980]   And then as the presentation started unfolding, they started coming in.
[00:05:28.980 --> 00:05:37.580]   People saw this chart that they presented on reciprocal tariffs, right, where they say tariffs on China going to 54 percent.
