
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:09.000]   Today's episode is mature in its theme, so heads up to parents with young ears in the
[00:00:09.000 --> 00:00:11.400]   car or in the house around.
[00:00:11.400 --> 00:00:15.040]   It's mature in its themes, and I say that not simply because we're talking about sexual
[00:00:15.040 --> 00:00:16.040]   sin today.
[00:00:16.040 --> 00:00:17.040]   That's part of it.
[00:00:17.040 --> 00:00:20.680]   It's also mature because we're going to be talking about the revolting nature of sexual
[00:00:20.680 --> 00:00:24.080]   sin and what it says about us as sinners.
[00:00:24.080 --> 00:00:28.600]   So if you don't think that sexual sin degrades our human dignity, or if you don't think that
[00:00:28.600 --> 00:00:35.080]   sexual sins insult God, then you too are likely not mature enough for this episode either.
[00:00:35.080 --> 00:00:39.920]   That's also what I mean when I say that this episode is for a mature audience.
[00:00:39.920 --> 00:00:41.720]   Our question comes from a young man.
[00:00:41.720 --> 00:00:43.920]   He doesn't give us his name, but here's what he writes.
[00:00:43.920 --> 00:00:49.240]   "Dear Pastor John, I've come to a sad point in my life where I am willing to sin without
[00:00:49.240 --> 00:00:50.240]   repenting.
[00:00:50.240 --> 00:00:55.400]   I've fallen into the sin of having sex out of marriage, of my own selfish wants and desires.
[00:00:55.400 --> 00:01:00.680]   This has caused me to seek out sexual pleasure through pornography and other people in private.
[00:01:00.680 --> 00:01:05.040]   Though I realize the mental, emotional, physical, and spiritual damage it does to me, and I've
[00:01:05.040 --> 00:01:10.240]   seen these effects very clearly in my life, I don't seem to have the will to stop.
[00:01:10.240 --> 00:01:15.360]   I've read on excommunication throughout Scripture in Matthew 18, 1 Timothy 1, 1 Corinthians
[00:01:15.360 --> 00:01:20.560]   5, and I realize it's mainly a last resort for the church to discipline a believer.
[00:01:20.560 --> 00:01:24.640]   I have not been contributing to my local church nor the body of Christ as a whole.
[00:01:24.640 --> 00:01:30.560]   My question is, should I take the first steps in resigning and excommunicating myself from
[00:01:30.560 --> 00:01:33.560]   the church because of my own sin?
[00:01:33.560 --> 00:01:37.580]   Though this breaks my heart to think about, I would rather dwell in my sin alone than
[00:01:37.580 --> 00:01:43.680]   claim Christ in public, all the while still blaspheming his name in my heart."
[00:01:43.680 --> 00:01:48.320]   Let me try to come at this question from two different angles.
[00:01:48.320 --> 00:01:55.120]   The first is a simple and straightforward answer to the question, "Should I take the
[00:01:55.120 --> 00:02:02.780]   first steps in resigning and excommunicating myself from the church because of my sin?"
[00:02:02.780 --> 00:02:13.180]   The second angle I want to come at it from is a plea and a warning, an urgent warning
[00:02:13.180 --> 00:02:20.820]   that I want to give to this young man and to many like him who are sinning and describe
[00:02:20.820 --> 00:02:26.160]   themselves as not having the will to stop.
[00:02:26.160 --> 00:02:34.240]   And I want to make this wider appeal and give a wider warning because in recent weeks I
[00:02:34.240 --> 00:02:41.640]   have received several other communications besides this question where men are describing
[00:02:41.640 --> 00:02:48.920]   themselves as victims of the power of temptation over which they cannot triumph.
[00:02:48.920 --> 00:02:56.480]   In this particular case, he describes, hear his words, the mental, emotional, physical,
[00:02:56.480 --> 00:03:05.120]   and spiritual damage he's doing to himself, he says, and even goes so far as to say that
[00:03:05.120 --> 00:03:12.960]   he's blaspheming the Lord's name in his behavior, in his heart attitude, and it's
[00:03:12.960 --> 00:03:15.960]   all sin and he knows it.
[00:03:15.960 --> 00:03:19.840]   So those are the two angles from which I want to address this man.
[00:03:19.840 --> 00:03:27.760]   So first, a simple, I think straightforward answer to the question, "Should I excommunicate
[00:03:27.760 --> 00:03:29.680]   myself from the church?"
[00:03:29.680 --> 00:03:32.280]   And the answer is no, you shouldn't.
[00:03:32.280 --> 00:03:34.520]   That's not what you should do.
[00:03:34.520 --> 00:03:41.380]   You should, number one, make no provision for the flesh, Romans 13, 14.
[00:03:41.380 --> 00:03:44.360]   You know how the enemy approaches you.
[00:03:44.360 --> 00:03:47.920]   Cut off his path before he gets there.
[00:03:47.920 --> 00:03:50.840]   Block him before he arrives.
[00:03:50.840 --> 00:03:57.100]   Don't walk along the precipice where you know he pushes you over.
[00:03:57.100 --> 00:04:04.500]   Get out of the river before the current surges toward that deadly rapids that he's drugged
[00:04:04.500 --> 00:04:07.280]   you through so often.
[00:04:07.280 --> 00:04:15.580]   Second, go to your pastors and tell them everything that you are doing, all the sin.
[00:04:15.580 --> 00:04:20.040]   Just tell them, "Confess your sins," the Bible says, "to one another."
[00:04:20.040 --> 00:04:25.880]   Ask them to help you and pray for you and fight with you.
[00:04:25.880 --> 00:04:33.760]   And if you remain in sin, it's their responsibility to lead the church to excommunicate you, not
[00:04:33.760 --> 00:04:34.760]   yourself.
[00:04:34.760 --> 00:04:36.760]   It's not your job.
[00:04:36.760 --> 00:04:40.160]   The goal is not to get excommunicated.
[00:04:40.160 --> 00:04:45.720]   The goal is victory over destructive sin.
[00:04:45.720 --> 00:04:46.720]   You do your part.
[00:04:46.720 --> 00:04:49.800]   Let them do their part.
[00:04:49.800 --> 00:04:53.000]   That's my first angle.
[00:04:53.000 --> 00:04:59.200]   Straightforward answer, no, self-excommunication is not what you should do.
[00:04:59.200 --> 00:05:10.800]   But mainly I want to say to this brother and so many like him, it is not noble to be a
[00:05:10.800 --> 00:05:21.560]   slave or a dog returning to his vomit or a washed pig rolling around in the mud.
[00:05:21.560 --> 00:05:28.040]   That's not noble or admirable or cool.
[00:05:28.040 --> 00:05:29.240]   Let that sink in.
[00:05:29.240 --> 00:05:32.000]   Just say that to yourself.
[00:05:32.000 --> 00:05:40.160]   In 2 Peter 2.19, it says, "Those who promise freedom through sin are themselves slaves
[00:05:40.160 --> 00:05:47.800]   of corruption, for whatever overcomes a person, to that he is enslaved."
[00:05:47.800 --> 00:05:51.840]   Slaves, slaves.
[00:05:51.840 --> 00:05:54.120]   Let it sink in, brother.
[00:05:54.120 --> 00:05:55.120]   Slaves.
[00:05:55.120 --> 00:06:00.480]   Is that the identity that you want that has power over you?
[00:06:00.480 --> 00:06:01.480]   I'm a slave.
[00:06:01.480 --> 00:06:03.360]   Hey, everybody, listen up.
[00:06:03.360 --> 00:06:05.880]   I'm a slave.
[00:06:05.880 --> 00:06:13.680]   And three verses later, Peter gets even more graphic and says, "The dog returns to his
