
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:08.000]   Pastor John, you are a language guy, and I love that.
[00:00:08.000 --> 00:00:15.000]   But given the profound connections between marital intimacy and the relationship of Christ with the church in Ephesians chapter 5,
[00:00:15.000 --> 00:00:19.000]   you said recently of marital intimacy in episode 278, quote,
[00:00:19.000 --> 00:00:27.000]   "We should be amazed that our Savior chose to describe His relationship with the church with a parable of such exquisite pleasure." End quote.
[00:00:27.000 --> 00:00:35.000]   So given that, just how valuable is the Song of Solomon in articulating the intimate language of the church's relationship to Christ?
[00:00:35.000 --> 00:00:37.000]   Or is this a misuse of the text?
[00:00:37.000 --> 00:00:44.000]   This is risky to make statements about the Song of Solomon.
[00:00:44.000 --> 00:00:53.000]   In the history of the church, it has been treated mainly as an allegory of Christ's love for the church and God's love for His people.
[00:00:53.000 --> 00:01:07.000]   In modern times, where our sensibilities are a little different, it has been treated mainly as a very sensuous love song between Solomon and his bride.
[00:01:07.000 --> 00:01:14.000]   What makes it so risky is how explicit the sensuousness is.
[00:01:14.000 --> 00:01:25.000]   "Your navel is a rounded bowl that never lacks mixed wine. Your belly is a heap of wheat encircled by lilies.
[00:01:25.000 --> 00:01:32.000]   Your two breasts are like fawns, twins of a gazelle." Chapter 4, verse 5.
[00:01:32.000 --> 00:01:38.000]   "Your stature is like a palm tree, and your breasts are like its clusters.
[00:01:38.000 --> 00:01:44.000]   I say I will climb the palm tree and lay hold of its fruit."
[00:01:44.000 --> 00:01:53.000]   That's pretty... I mean, this is unmistakable pictures of the sexual delights between a man and his wife.
[00:01:53.000 --> 00:01:57.000]   There's no escaping that.
[00:01:57.000 --> 00:02:15.000]   But let's just make sure we don't isolate this kind of language in the Song of Solomon as if it must be allegorical because that kind of language is used in Proverbs as a command to young husbands.
[00:02:15.000 --> 00:02:29.000]   Chapter 5, verse 18. "Rejoice in the wife of your youth, a lovely dear, a graceful doe. Let her breasts fill you at all times with delight. Be intoxicated always in her love."
[00:02:29.000 --> 00:02:34.000]   Why would you be intoxicated, my son, with a forbidden woman and embrace the bosom of an adulteress?
[00:02:34.000 --> 00:02:36.000]   So that's Proverbs.
