
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.760]   - Happy Friday, everyone.
[00:00:05.760 --> 00:00:08.160]   We are back to talk about education,
[00:00:08.160 --> 00:00:11.900]   specifically how do we pursue education in this world
[00:00:11.900 --> 00:00:13.120]   without getting taken captive
[00:00:13.120 --> 00:00:16.200]   by the thinking of this world?
[00:00:16.200 --> 00:00:17.960]   It's a question we get often from students
[00:00:17.960 --> 00:00:19.560]   navigating higher learning
[00:00:19.560 --> 00:00:22.040]   and wanting to do so with discernment,
[00:00:22.040 --> 00:00:25.120]   both in non-Christian and in Christian schools even.
[00:00:25.120 --> 00:00:28.120]   James, one listener, asks it this way.
[00:00:28.120 --> 00:00:30.840]   Hello, Pastor John, I'm a Christian studying philosophy
[00:00:30.840 --> 00:00:32.680]   at a secular university.
[00:00:32.680 --> 00:00:35.640]   What steps can I take to do, as Colossians 2:8 says,
[00:00:35.640 --> 00:00:38.860]   and avoid being taken captive by philosophy
[00:00:38.860 --> 00:00:41.220]   and empty the seat according to human tradition,
[00:00:41.220 --> 00:00:43.960]   according to the elemental spirit of the world,
[00:00:43.960 --> 00:00:46.040]   and not according to Christ?
[00:00:46.040 --> 00:00:47.880]   And the question comes from Michael as well.
[00:00:47.880 --> 00:00:50.040]   Hello, Pastor John, I'm about to begin my senior year
[00:00:50.040 --> 00:00:51.560]   as a philosophy major,
[00:00:51.560 --> 00:00:54.400]   and I am currently working on an honors thesis
[00:00:54.400 --> 00:00:56.640]   on Christian compatibilism.
[00:00:56.640 --> 00:00:59.600]   As I have felt God lead me to study philosophy
[00:00:59.600 --> 00:01:01.480]   and take great delight in what I study,
[00:01:01.480 --> 00:01:03.240]   I also recognize that Colossians 2:8
[00:01:03.240 --> 00:01:06.480]   challenges the study of this discipline as a whole.
[00:01:06.480 --> 00:01:08.760]   While I esteem the Word of God above all else,
[00:01:08.760 --> 00:01:10.880]   I also believe that the study of philosophy
[00:01:10.880 --> 00:01:13.180]   can be used for the church.
[00:01:13.180 --> 00:01:14.640]   The question that I would like to ask is,
[00:01:14.640 --> 00:01:17.500]   in your view, what is the role of Christian philosophy
[00:01:17.500 --> 00:01:19.200]   and where should one take care
[00:01:19.200 --> 00:01:21.240]   in the pursuit of this discipline?
[00:01:21.240 --> 00:01:23.080]   Is it okay to explore possibilities
[00:01:23.080 --> 00:01:25.340]   and things that Scripture does not directly deal with
[00:01:25.340 --> 00:01:28.320]   as long as one does not speak with authority
[00:01:28.320 --> 00:01:29.760]   on these issues?
[00:01:29.760 --> 00:01:31.800]   Pastor John, what would you say?
[00:01:31.800 --> 00:01:34.200]   - Well, thanks for the question.
[00:01:34.200 --> 00:01:36.320]   I was a literature major in college,
[00:01:36.320 --> 00:01:38.920]   but I did have a philosophy minor,
[00:01:38.920 --> 00:01:43.920]   so I had enough of a taste to be able to resonate positively,
[00:01:43.920 --> 00:01:47.960]   because of my experience at a Christian school,
[00:01:47.960 --> 00:01:50.380]   positively with what they're saying.
[00:01:50.380 --> 00:01:55.380]   The word philosophy occurs one time in the Bible,
[00:01:55.380 --> 00:01:58.240]   namely in Colossians 2:8, where it says,
[00:01:58.240 --> 00:02:03.120]   "See to it that no one takes you captive by philosophy
[00:02:03.120 --> 00:02:09.000]   "and empty deceit according to human tradition,
[00:02:09.000 --> 00:02:12.520]   "according to the elemental principles of the world,
[00:02:12.520 --> 00:02:16.080]   "and not according to Christ."
[00:02:16.080 --> 00:02:18.880]   So let's think about this verse for just a moment,
[00:02:18.880 --> 00:02:20.440]   and then we'll step back
[00:02:20.440 --> 00:02:25.440]   and think about the larger task of philosophy.
[00:02:25.440 --> 00:02:28.440]   The word philosophy, both in English and in Greek,
[00:02:28.440 --> 00:02:32.720]   literally means love, philos, of wisdom.
[00:02:32.720 --> 00:02:35.080]   Sophia, love of wisdom.
[00:02:35.080 --> 00:02:39.160]   It means thinking about the great issues of life.
[00:02:39.160 --> 00:02:41.100]   What is ultimate reality?
[00:02:41.100 --> 00:02:43.560]   How can you know it?
[00:02:43.560 --> 00:02:45.960]   What's right and wrong?
[00:02:45.960 --> 00:02:47.700]   What's the good life?
[00:02:48.600 --> 00:02:52.960]   In and of itself, therefore, one would, I think,
[00:02:52.960 --> 00:02:56.080]   be inclined to say, who could find fault with that?
[00:02:56.080 --> 00:02:58.000]   Like, loving wisdom?
[00:02:58.000 --> 00:03:01.320]   Well, of course, we should love wisdom
[00:03:01.320 --> 00:03:04.760]   and pursue it with all our might.
[00:03:04.760 --> 00:03:09.000]   In fact, this book of Colossians is filled
[00:03:09.000 --> 00:03:12.440]   with positive references to wisdom.
[00:03:12.440 --> 00:03:15.880]   Colossians 1:9, Paul prays that they would be filled
[00:03:15.880 --> 00:03:17.120]   with spiritual wisdom.
[00:03:17.120 --> 00:03:20.480]   Colossians 1:28, Paul says that he teaches everyone
[00:03:20.480 --> 00:03:22.160]   with all wisdom.
[00:03:22.160 --> 00:03:25.240]   Colossians 2:3, he says that in Christ are hidden
[00:03:25.240 --> 00:03:27.680]   all the treasures of wisdom.
[00:03:27.680 --> 00:03:30.400]   In Colossians 3:16, he tells us to teach
[00:03:30.400 --> 00:03:34.080]   and admonish one another with all wisdom.
[00:03:34.080 --> 00:03:37.840]   In Colossians 4, 5, he says, "Walk in wisdom."
[00:03:37.840 --> 00:03:42.280]   My goodness, it seems to me that in view of all that,
[00:03:42.280 --> 00:03:44.240]   just in Colossians, I mean, not to mention
[00:03:44.240 --> 00:03:46.720]   all the other places in the Bible,
[00:03:46.720 --> 00:03:50.080]   it seems to me that in view of all of that,
[00:03:50.080 --> 00:03:54.720]   it would be a sin not to love wisdom,
[00:03:54.720 --> 00:03:58.440]   not to be a philosopher in that sense, right?
[00:03:58.440 --> 00:04:00.080]   A wisdom lover.
[00:04:00.080 --> 00:04:04.800]   So if you just take the word philosophy,
[00:04:04.800 --> 00:04:09.800]   love of wisdom, by itself, it would surely be a good thing.
[00:04:09.800 --> 00:04:15.360]   But Colossians 2:8 says it's not a good thing.
[00:04:16.360 --> 00:04:17.960]   Why not?
[00:04:17.960 --> 00:04:22.960]   Paul says four things about philosophy in Colossians 2:8,
[00:04:22.960 --> 00:04:31.240]   and let's look at them to see what the problem is here.
[00:04:31.240 --> 00:04:35.200]   First, he says it is empty deceit.
