
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:08.260]   (upbeat music)
[00:00:08.260 --> 00:00:19.620]   - Welcome back to Portfolio Rescue.
[00:00:19.620 --> 00:00:21.760]   Each week we get questions into our inbox
[00:00:21.760 --> 00:00:23.400]   at askthecompoundshow@gmail.com.
[00:00:23.400 --> 00:00:25.400]   People reach out to us on social media.
[00:00:25.400 --> 00:00:26.640]   We get some YouTube questions.
[00:00:26.640 --> 00:00:29.080]   Sometimes people just shout at us on the street.
[00:00:29.080 --> 00:00:31.280]   And I think we hit a new all-time record
[00:00:31.280 --> 00:00:32.720]   for questions this week.
[00:00:32.720 --> 00:00:33.560]   This is unofficial.
[00:00:33.560 --> 00:00:35.000]   - There's a lot. - That's what I'm putting it in.
[00:00:35.000 --> 00:00:37.760]   And every single question touched on the exact same theme.
[00:00:37.760 --> 00:00:38.920]   Is my money safe?
[00:00:38.920 --> 00:00:40.920]   This is the kind of risk no one knew
[00:00:40.920 --> 00:00:42.160]   they needed to worry about.
[00:00:42.160 --> 00:00:43.120]   And I think that's why so many people
[00:00:43.120 --> 00:00:43.960]   are worried and freaked out
[00:00:43.960 --> 00:00:45.320]   because they thought, well, wait,
[00:00:45.320 --> 00:00:47.560]   this isn't something I ever thought I had to worry about.
[00:00:47.560 --> 00:00:49.680]   Little story here, Duncan.
[00:00:49.680 --> 00:00:52.320]   Six years ago this May, my twins were born.
[00:00:52.320 --> 00:00:53.720]   I have to admit the first three months or so
[00:00:53.720 --> 00:00:55.040]   were basically a blur,
[00:00:55.040 --> 00:00:57.120]   but I still vividly remember the day they were born.
[00:00:57.120 --> 00:00:58.320]   We had it all scheduled in advance
[00:00:58.320 --> 00:00:59.360]   'cause my wife had a C-section
[00:00:59.360 --> 00:01:02.480]   'cause of course there's two tiny infants in her stomach.
[00:01:02.480 --> 00:01:04.600]   So we're sitting in the hospital room beforehand
[00:01:04.600 --> 00:01:06.560]   and the anesthesiologist comes in.
[00:01:06.560 --> 00:01:07.600]   We're waiting to go on the OR
[00:01:07.600 --> 00:01:09.680]   and he has to go through his little checklist.
[00:01:09.680 --> 00:01:11.160]   I don't know if they have to tell you this or what,
[00:01:11.160 --> 00:01:13.800]   but here's your potential side effects
[00:01:13.800 --> 00:01:16.160]   from the anesthesia and the surgery, right?
[00:01:16.160 --> 00:01:19.480]   Headache, numbness, nausea, vomiting, whatever.
[00:01:19.480 --> 00:01:22.480]   Itching, it's a bunch of other stuff that's way worse.
[00:01:22.480 --> 00:01:24.600]   - I'm already passed out on the ground at this point.
[00:01:24.600 --> 00:01:26.080]   - Well, he walks us through the probabilities.
[00:01:26.080 --> 00:01:27.520]   Yeah, I'm not good in hospitals either.
[00:01:27.520 --> 00:01:29.320]   One out of every 40,000 people this happens to,
[00:01:29.320 --> 00:01:31.560]   one out of every 5,000 people this happens to,
[00:01:31.560 --> 00:01:33.920]   and he left us with a great line though.
[00:01:33.920 --> 00:01:35.360]   He said, "Listen, I know there's a ton of stuff
[00:01:35.360 --> 00:01:36.960]   "to worry about that could go wrong today,
[00:01:36.960 --> 00:01:38.400]   "but the riskiest thing you ever did
[00:01:38.400 --> 00:01:39.720]   "was drive to the hospital."
[00:01:39.720 --> 00:01:40.920]   He's like, "You guys made it through that.
[00:01:40.920 --> 00:01:42.720]   "You're far more likely to get in an accident
[00:01:42.720 --> 00:01:45.080]   "and have something go wrong in a car
[00:01:45.080 --> 00:01:46.480]   "than in the hospital."
[00:01:46.480 --> 00:01:48.120]   I almost laughed because it reminded me
[00:01:48.120 --> 00:01:50.000]   of the Lloyd Christmas "Dumb and Dumber" line
[00:01:50.000 --> 00:01:52.400]   to Mary Swanson on the way to the airport.
[00:01:52.400 --> 00:01:53.760]   You're, Mary, you're much more likely
[00:01:53.760 --> 00:01:55.760]   to get killed on the way to the airport.
[00:01:56.720 --> 00:01:59.680]   And it kind of reframed the risk for us
[00:01:59.680 --> 00:02:02.080]   of worrying about the stuff that we were worried about,
[00:02:02.080 --> 00:02:04.040]   all the possible things that could go wrong.
[00:02:04.040 --> 00:02:06.240]   I liked the Carl Richards quote he wrote once,
[00:02:06.240 --> 00:02:07.480]   "That risk is what's left over
[00:02:07.480 --> 00:02:09.000]   "after you've thought of everything."
[00:02:09.000 --> 00:02:11.440]   It kind of seems like that's what this week feels like.
[00:02:11.440 --> 00:02:14.640]   There's the old saying, "We make plans and God laughs."
[00:02:14.640 --> 00:02:16.680]   I think it's the financial version of this
[00:02:16.680 --> 00:02:19.720]   is Wall Street strategists make an annual outlook
[00:02:19.720 --> 00:02:21.720]   and God laughs because people are writing
[00:02:21.720 --> 00:02:25.040]   the "What to Expect for 2023" reports.
[00:02:25.040 --> 00:02:26.800]   No one had bank runs listed, right?
[00:02:26.800 --> 00:02:29.120]   Bank failures, bank runs, potential financial crisis
[00:02:29.120 --> 00:02:30.760]   in the finance sector.
[00:02:30.760 --> 00:02:32.360]   And of course, regular people weren't planning
[00:02:32.360 --> 00:02:35.120]   on worrying about the amount of money in their bank account.
[00:02:35.120 --> 00:02:37.760]   We had people, regular people email us in and say,
[00:02:37.760 --> 00:02:40.760]   "Listen, I was supposed to get paid on Friday,
[00:02:40.760 --> 00:02:44.580]   "but my paycheck is administered through SVB Bank, right?
[00:02:44.580 --> 00:02:46.120]   "And I didn't get paid.
[00:02:46.120 --> 00:02:47.620]   "I had to wait till Monday or Tuesday to get paid
[00:02:47.620 --> 00:02:49.200]   "until things got figured out."
[00:02:49.200 --> 00:02:50.520]   So based on the amount of questions
[00:02:50.520 --> 00:02:51.340]   that came pouring in this week,
[00:02:51.340 --> 00:02:53.720]   a lot of people are worried about the safety of their cash.
[00:02:53.720 --> 00:02:55.000]   So we're gonna go through a bunch of those today.
[00:02:55.000 --> 00:02:56.060]   So let's get into it.
[00:02:56.060 --> 00:03:02.640]   - Okay, so first up today, we have a question from Sean.
[00:03:02.640 --> 00:03:06.240]   Did VCs really cause the SVB bank run via Twitter?
[00:03:06.240 --> 00:03:08.280]   What impact does this have on trust in banks?
[00:03:08.280 --> 00:03:10.020]   And this, I threw this part in
[00:03:10.020 --> 00:03:11.460]   because this is what we were talking about.
[00:03:11.460 --> 00:03:13.300]   Is causing a bank run a criminal offense
[00:03:13.300 --> 00:03:14.960]   or is there any culpability here?
[00:03:14.960 --> 00:03:19.820]   - Okay, let's bring in some help right away on this.
[00:03:19.820 --> 00:03:22.620]   - Yeah, I really demand to be heard on this topic.
[00:03:24.840 --> 00:03:27.460]   - Wait, I do have stuff to say on this.
[00:03:27.460 --> 00:03:29.360]   Can we go back one topic though?
[00:03:29.360 --> 00:03:32.720]   I like that story that you told, Ben.
[00:03:32.720 --> 00:03:36.280]   So the doctor was like, "Listen, as risky as this is,
[00:03:36.280 --> 00:03:38.880]   "it's nothing compared to driving on the highway."
[00:03:38.880 --> 00:03:40.520]   I think that's a really...
[00:03:40.520 --> 00:03:43.080]   You know, Barry does all those slides in his presentation
[00:03:43.080 --> 00:03:47.240]   about like, you're more likely to be bit and killed
[00:03:47.240 --> 00:03:49.080]   by a mosquito than a shark.
[00:03:49.080 --> 00:03:52.240]   And like all the risks that are clear and present
[00:03:52.240 --> 00:03:55.000]   right in front of our face are not necessarily
[00:03:55.000 --> 00:03:58.200]   the risks most likely to put us away.
[00:03:58.200 --> 00:04:01.160]   I think that's a really good, it's a really good analog.
[00:04:01.160 --> 00:04:02.680]   The biggest risk I ever took
[00:04:02.680 --> 00:04:07.120]   was going to a Mexican hospital during spring break.
