
[00:00:00.000 --> 00:00:03.440]   you know, we should not think we're at the end of moral progress and we should not think,
[00:00:03.440 --> 00:00:08.240]   "Oh, we should lock in the kind of Western values we have now." Instead, we should think,
[00:00:08.240 --> 00:00:12.240]   "We want to ensure that we spend like a lot of time trying to figure out what's actually morally
[00:00:12.240 --> 00:00:17.200]   right so that the future is guided by the right values rather than merely whichever happened to
[00:00:17.200 --> 00:00:22.080]   win out." Perhaps if the Industrial Revolution had happened in India rather than in Western Europe,
[00:00:22.080 --> 00:00:26.560]   then perhaps we wouldn't have wide-scale factory farming. And then academia, I think, has just
[00:00:26.560 --> 00:00:32.800]   developed a culture where you don't tackle such problems in academia. Partly that's because they
[00:00:32.800 --> 00:00:37.760]   fall through cracks of different disciplines and partly because they just seem too big or too grand
[00:00:37.760 --> 00:00:43.120]   or too speculative. The idea of long reflection is getting society into a state that before we
[00:00:43.120 --> 00:00:48.800]   take any drastic actions that might lock in a particular set of values, we allow this force
[00:00:48.800 --> 00:00:54.880]   of reason and empathy and debate and good-hearted kind of moral inquiry to guide which values we
[00:00:54.880 --> 00:01:07.600]   end up with. Okay, today I have the pleasure of interviewing William McCaskill. Will is one of
[00:01:07.600 --> 00:01:13.200]   the founders of the Effective Altruist Movement and most recently the author of the upcoming book
[00:01:13.200 --> 00:01:17.760]   "What We Owe the Future." Will, thanks for coming on the podcast. Thanks so much for having me on.
[00:01:17.760 --> 00:01:22.880]   So my first question is, what is the high-level explanation for the success of the Effective
[00:01:22.880 --> 00:01:26.480]   Altruist Movement? Is it itself an example of the contingencies you talk about in the book?
[00:01:26.480 --> 00:01:32.960]   Yeah, I think it probably is kind of contingent. Maybe not on the order of, like,
[00:01:32.960 --> 00:01:39.680]   this would never have happened, but at least on the order of decades. Evidence for the reason why
[00:01:39.680 --> 00:01:45.280]   Effective Altruism is somewhat contingent is just that similar ideas have been promoted many times
[00:01:45.280 --> 00:01:51.040]   during history and not taken on. So we can go all the way back to ancient China. The Mohists
[00:01:51.040 --> 00:01:57.200]   defended a kind of impartial view of morality and took very strategic actions to try and help all
[00:01:57.200 --> 00:02:04.240]   people, in particular providing defensive assistance to cities under siege. Then, of course,
[00:02:04.240 --> 00:02:08.080]   there were the early utilitarians. Effective Altruism is broader than utilitarianism but
[00:02:08.080 --> 00:02:15.280]   has some similarities. And then even Peter Singer in the 70s, he had been promoting the idea that we
[00:02:15.280 --> 00:02:20.560]   should be giving most of our income to help the very poor and hadn't had a lot of traction until,
