
[00:00:00.000 --> 00:00:03.320]   [MUSIC PLAYING]
[00:00:03.320 --> 00:00:04.520]   Well, hello, everyone.
[00:00:04.520 --> 00:00:07.760]   I'm really excited to be moderating today's panel
[00:00:07.760 --> 00:00:10.240]   on large language models.
[00:00:10.240 --> 00:00:14.520]   I'm Chris Van Pelt, co-founder of Weights and Biases.
[00:00:14.520 --> 00:00:17.000]   And I'd like to start by just going around the room
[00:00:17.000 --> 00:00:19.840]   and having the panelists introduce themselves
[00:00:19.840 --> 00:00:22.840]   and share a little bit about what they're working on.
[00:00:22.840 --> 00:00:24.840]   Yes, so I am Jay Alamar.
[00:00:24.840 --> 00:00:29.100]   I work at Cohere, which is a provider of large language
[00:00:29.100 --> 00:00:33.480]   models and NLP tools for developers.
[00:00:33.480 --> 00:00:36.120]   I am director and engineering fellow.
[00:00:36.120 --> 00:00:38.840]   And I help the developer community and enterprises
[00:00:38.840 --> 00:00:42.600]   figure out the best use cases for these models
[00:00:42.600 --> 00:00:45.040]   and just connect the dots between model capabilities
[00:00:45.040 --> 00:00:47.400]   and, let's say, business use cases.
[00:00:47.400 --> 00:00:50.320]   I'm also just fascinated about machine learning and NLP
[00:00:50.320 --> 00:00:50.880]   as a whole.
[00:00:50.880 --> 00:00:53.680]   So I maintain an active blog that
[00:00:53.680 --> 00:00:57.320]   explains a lot of these concepts between transformers, BERT,
[00:00:57.320 --> 00:00:59.680]   GPT models.
[00:00:59.680 --> 00:01:02.120]   My latest write-up was on stable diffusion.
[00:01:02.120 --> 00:01:04.160]   Excited to be here.
[00:01:04.160 --> 00:01:04.720]   Very cool.
[00:01:04.720 --> 00:01:07.160]   Excited to have you, Jay.
[00:01:07.160 --> 00:01:08.320]   Hanlin.
[00:01:08.320 --> 00:01:09.800]   Yeah, great to meet you all.
[00:01:09.800 --> 00:01:11.360]   My name's Hanlin Tang.
[00:01:11.360 --> 00:01:14.200]   I'm the CTO and co-founder of Mosaic ML.
[00:01:14.200 --> 00:01:16.160]   We build software and tooling that
[00:01:16.160 --> 00:01:19.600]   enables companies to easily train their own large AI
[00:01:19.600 --> 00:01:22.040]   models, such as LLMs, on their own data
[00:01:22.040 --> 00:01:24.480]   and inside their secure environments.
[00:01:24.480 --> 00:01:26.240]   We built a stack that makes training
[00:01:26.240 --> 00:01:29.000]   these large models for quote, unquote, "just work."
[00:01:29.000 --> 00:01:31.680]   I'm a computational neuroscientist by training.
[00:01:31.680 --> 00:01:33.520]   So I have been working with neural networks,
[00:01:33.520 --> 00:01:37.480]   both artificial and live, for many years now.
[00:01:37.480 --> 00:01:38.840]   Very cool.
[00:01:38.840 --> 00:01:41.640]   Last but not least, Boris.
[00:01:41.640 --> 00:01:43.320]   Yeah, I'm Boris Tehima.
[00:01:43.320 --> 00:01:45.600]   So what I do, I'm continuously learning
[00:01:45.600 --> 00:01:49.840]   about how to use those language models and training new models.
[00:01:49.840 --> 00:01:52.760]   I learn a lot with your blogs, Jay, by the way,
[00:01:52.760 --> 00:01:55.880]   but the illustrated transformer and all that,
[00:01:55.880 --> 00:01:58.280]   I don't know how many times I opened it
[00:01:58.280 --> 00:02:01.560]   until I actually understood what it really worked.
[00:02:01.560 --> 00:02:02.680]   But I really like that.
[00:02:02.680 --> 00:02:07.440]   And at the moment, I work a lot on generative AI,
[00:02:07.440 --> 00:02:11.040]   in particular images, like the alumini and now crayon.
[00:02:11.040 --> 00:02:14.040]   I have a lot of fun writing dumb things
[00:02:14.040 --> 00:02:16.320]   and have some image coming up.
[00:02:16.320 --> 00:02:20.360]   So that's what I do now.
[00:02:20.360 --> 00:02:20.960]   Very cool.
[00:02:20.960 --> 00:02:25.480]   It's been a heck of a year for AI/ML,
[00:02:25.480 --> 00:02:27.800]   and especially these large language models.
[00:02:27.800 --> 00:02:30.080]   Boris, I remember when you released crayon.
[00:02:30.080 --> 00:02:33.720]   This was before stable diffusion, before chat GPT,
[00:02:33.720 --> 00:02:38.120]   and all of this p-type.
[00:02:38.120 --> 00:02:41.720]   I guess a question for the group.
[00:02:41.720 --> 00:02:44.800]   Clearly, there's a lot of hype around AI/ML
[00:02:44.800 --> 00:02:47.360]   in general in these large language models.
[00:02:47.360 --> 00:02:48.720]   Is it overhyped?
[00:02:48.720 --> 00:02:49.640]   How do we feel?
[00:02:49.640 --> 00:02:53.600]   What's the temperature on the general sentiment
[00:02:53.600 --> 00:02:56.800]   here towards what we've all been doing for many, many years,
[00:02:56.800 --> 00:03:00.080]   but now the rest of the world is really excited about?
[00:03:00.080 --> 00:03:01.440]   I guess I can kick it off.
[00:03:01.440 --> 00:03:03.920]   I usually try to avoid the hype as much as possible
[00:03:03.920 --> 00:03:06.360]   and focus on the business and the use cases.
[00:03:06.360 --> 00:03:10.200]   But it's hard to not get excited.
[00:03:10.200 --> 00:03:16.400]   We work with a lot of startups and tinkers out there.
[00:03:16.400 --> 00:03:18.320]   And yeah, it's hard not to get excited
[00:03:18.320 --> 00:03:21.360]   by the absolute creativity that these folks are now building.
[00:03:21.360 --> 00:03:24.760]   And we have almost the privilege of observing.
[00:03:24.760 --> 00:03:28.360]   Folks bring language models to motion,
[00:03:28.360 --> 00:03:31.680]   AI-powered 3D design tools, financial customers
[00:03:31.680 --> 00:03:32.960]   deploying them today.
[00:03:32.960 --> 00:03:34.960]   Even though I try to stay grounded in use cases,
[00:03:34.960 --> 00:03:37.320]   it's really hard to actually not feel
[00:03:37.320 --> 00:03:41.000]   excited with everything that's going on now.
[00:03:41.000 --> 00:03:44.000]   Yeah, I think to me, it's fun.
[00:03:44.000 --> 00:03:45.840]   Because for example, on the Alimini,
[00:03:45.840 --> 00:03:50.120]   I was having fun just training it and sharing the training,
[00:03:50.120 --> 00:03:51.400]   the results going on and all.
[00:03:51.400 --> 00:03:55.160]   And there was a few tiny user base still playing with it.
[00:03:55.160 --> 00:03:57.560]   There was the Discord of DalipyTorch.
[00:03:57.560 --> 00:03:59.080]   People would play with it.
[00:03:59.080 --> 00:04:00.640]   And suddenly, it exploded.
[00:04:00.640 --> 00:04:04.440]   And I had that tiny demo that people could just toy with.
[00:04:04.440 --> 00:04:10.480]   And there was maybe 10 users on it, me included and my friends.
[00:04:10.480 --> 00:04:13.920]   And suddenly, it became so big that the demo couldn't handle
[00:04:13.920 --> 00:04:14.880]   the traffic anymore.
[00:04:14.880 --> 00:04:18.480]   And the focus moved from training these models
[00:04:18.480 --> 00:04:19.920]   to serving them.
[00:04:19.920 --> 00:04:22.640]   And I think it was cool to see that.
[00:04:22.640 --> 00:04:25.960]   I was excited on it by myself before.
[00:04:25.960 --> 00:04:29.560]   And seeing that other people find that it's cool,
[00:04:29.560 --> 00:04:30.960]   it's always nice.
[00:04:30.960 --> 00:04:35.840]   It motivates you more into building these models.
[00:04:35.840 --> 00:04:38.480]   Yeah, I would echo that by saying there's something
[00:04:38.480 --> 00:04:40.280]   really special happening here.
[00:04:40.280 --> 00:04:43.560]   In what's happening in AI, the developments
[00:04:43.560 --> 00:04:46.880]   in the last few years, it's really astounding.
[00:04:46.880 --> 00:04:48.880]   And it's really pushing software to do things
[00:04:48.880 --> 00:04:51.280]   that we never thought were possible.
[00:04:51.280 --> 00:04:53.560]   So the idea that you can write a sentence
[00:04:53.560 --> 00:04:55.800]   and have a model create an image for it,
[00:04:55.800 --> 00:04:59.680]   or write a full essay, or understand things
[00:04:59.680 --> 00:05:01.400]   is something--
[00:05:01.400 --> 00:05:03.520]   if you were building software five years ago,
[00:05:03.520 --> 00:05:06.840]   you'd think this is the closest thing to science fiction.
[00:05:06.840 --> 00:05:10.120]   So there is definitely a lot to be excited about.
[00:05:10.120 --> 00:05:13.800]   A lot of that is very applicable and, let's say,
[00:05:13.800 --> 00:05:17.600]   directly related to products that
[00:05:17.600 --> 00:05:19.680]   can be improved in the market, but also
[00:05:19.680 --> 00:05:21.960]   completely new categories that are now just
