
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:12.000]   Today on the podcast we look at God's love to us, and we're going to look at His love to us when life hurts the most.
[00:00:12.000 --> 00:00:21.000]   This is one of those areas that proves especially challenging for us to grasp, but we must learn this lesson, and we do in the life and the ministry of our Savior.
[00:00:21.000 --> 00:00:28.000]   Because it's relatively easy to see and feel God's love when things are going well in life.
[00:00:28.000 --> 00:00:39.000]   But what about when sickness hits? What about when we feel weak? What about when we come to the end of our resources?
[00:00:39.000 --> 00:00:46.000]   Even as we approach the end of life, how do we feel God's love and His purposes in our deepest pain?
[00:00:46.000 --> 00:00:54.000]   For that answer, we turn to Jesus and watch how He handled the sickness of His good friend Lazarus in John 11, verses 1-6.
[00:00:54.000 --> 00:01:04.000]   There are lessons here for all of God's people, and to explain what they are, here's Pastor John from a 2019 sermon preached in Northern Ireland. Here he is.
[00:01:04.000 --> 00:01:15.000]   Verse 1 again. "Now a certain man was ill, Lazarus of Bethany, a village of Mary and her sister Martha.
[00:01:15.000 --> 00:01:28.000]   It was Mary who anointed the Lord with ointment and wiped His feet with her hair, whose brother Lazarus was ill.
[00:01:28.000 --> 00:01:37.000]   So the sister sent to him, saying, 'Lord, he whom you love is ill.'
[00:01:37.000 --> 00:01:57.000]   And when Jesus heard it, He said, 'This illness does not lead to death; it is for the glory of God, so that the Son of God may be glorified through it.'
[00:01:57.000 --> 00:02:15.000]   Now, Jesus loved Martha and her sister and Lazarus, so when He heard that Lazarus was ill, He stayed two days longer in the place where he was."
[00:02:15.000 --> 00:02:18.000]   Focus on verses 1 and 2 just for a moment.
[00:02:18.000 --> 00:02:23.000]   "Now a certain man was ill, Lazarus of Bethany, a village of Mary and her sister Martha.
[00:02:23.000 --> 00:02:30.000]   It was Mary who anointed the Lord with ointment and wiped His feet with her hair, whose brother Lazarus was ill."
[00:02:30.000 --> 00:02:37.000]   The striking thing about verse 2 is that hasn't happened yet in the Gospel of John.
[00:02:37.000 --> 00:02:44.000]   That's odd. That's going to happen in chapter 12, verse 3. One chapter later, that event.
