
[00:00:00.000 --> 00:00:02.480]   [silence]
[00:00:02.480 --> 00:00:05.040]   We all think of caffeine as a stimulant that we drink.
[00:00:05.040 --> 00:00:07.080]   I certainly drink coffee and yerba mate,
[00:00:07.080 --> 00:00:09.200]   the occasional energy drink, things of that sort.
[00:00:09.200 --> 00:00:11.680]   Caffeine does many things besides stimulate
[00:00:11.680 --> 00:00:12.680]   our central nervous system
[00:00:12.680 --> 00:00:15.080]   and make us feel less sleepy, however.
[00:00:15.080 --> 00:00:17.060]   One of the things that caffeine does
[00:00:17.060 --> 00:00:20.840]   is it is a fairly potent PDE inhibitor.
[00:00:20.840 --> 00:00:24.080]   By being a potent PDE inhibitor,
[00:00:24.080 --> 00:00:26.960]   it indirectly stimulates IGF-1.
[00:00:26.960 --> 00:00:27.800]   Why?
[00:00:27.800 --> 00:00:32.200]   Well, because PDE can suppress IGF-1
[00:00:32.200 --> 00:00:34.520]   and by ingesting caffeine
[00:00:34.520 --> 00:00:38.440]   or by applying topical caffeine ointment
[00:00:38.440 --> 00:00:40.360]   or cream to the scalp,
[00:00:40.360 --> 00:00:44.520]   you can suppress PDE sufficiently enough to increase IGF-1
[00:00:44.520 --> 00:00:45.680]   and increase some hair growth
[00:00:45.680 --> 00:00:49.120]   or at least maintain hair growth in that region.
[00:00:49.120 --> 00:00:50.600]   This may come as a shock,
[00:00:50.600 --> 00:00:52.560]   it might seem a little bit esoteric
[00:00:52.560 --> 00:00:55.720]   or even outside the margins of typical treatments,
[00:00:55.720 --> 00:00:58.640]   but head-to-head topical caffeine application
[00:00:58.640 --> 00:01:01.560]   can be as effective as minoxidil application
[00:01:01.560 --> 00:01:04.240]   without actually lowering things like blood pressure
[00:01:04.240 --> 00:01:07.280]   and potentially increasing prolactin
[00:01:07.280 --> 00:01:09.200]   and some of the other negative,
[00:01:09.200 --> 00:01:10.020]   let's call them negative
[00:01:10.020 --> 00:01:12.860]   because they are side effects of minoxidil.
[00:01:12.860 --> 00:01:15.480]   So caffeine ointments and caffeine
[00:01:15.480 --> 00:01:18.900]   present in various hair treatments and creams, et cetera,
[00:01:18.900 --> 00:01:21.960]   is starting to become a more prominent theme out there.
[00:01:21.960 --> 00:01:24.480]   I will include a reference to caffeine
[00:01:24.480 --> 00:01:26.520]   and its uses for offsetting hair loss.
[00:01:26.520 --> 00:01:28.360]   Keep in mind that topical caffeine ointments
[00:01:28.360 --> 00:01:30.920]   shouldn't necessarily be applied every single day.
[00:01:30.920 --> 00:01:33.480]   So this is the sort of thing you might do three times a week.
[00:01:33.480 --> 00:01:35.400]   The concentration of caffeine in different ointments
[00:01:35.400 --> 00:01:36.800]   varies tremendously.
[00:01:36.800 --> 00:01:40.160]   Most of the studies of caffeine on the stem cell niches
[00:01:40.160 --> 00:01:41.180]   that control hair growth
[00:01:41.180 --> 00:01:43.560]   and extension of the antigen phase of hair growth
[00:01:43.560 --> 00:01:45.560]   have been performed in vitro in a dish.
[00:01:45.560 --> 00:01:48.880]   Although there are some clinical studies exploring this,
[00:01:48.880 --> 00:01:51.880]   they are not nearly as extensive in number or duration
[00:01:51.880 --> 00:01:53.280]   as the studies of minoxidil
[00:01:53.280 --> 00:01:55.000]   because this approach just hasn't been around
[00:01:55.000 --> 00:01:56.000]   quite as long.
