
[00:00:00.000 --> 00:00:03.000]   [MUSIC]
[00:00:03.000 --> 00:00:07.500]   There's plenty of physics that you can do in the world, as far as I understand it,
[00:00:07.500 --> 00:00:11.800]   that doesn't involve having access to a super collider or things like that.
[00:00:11.800 --> 00:00:16.700]   And similarly, I believe that there are and will continue to be a lot of machine
[00:00:16.700 --> 00:00:21.400]   learning that doesn't rely on having access to collider scale resources for
[00:00:21.400 --> 00:00:22.660]   machine learning.
[00:00:22.660 --> 00:00:25.000]   >> You're listening to Gradient Dissent,
[00:00:25.000 --> 00:00:27.740]   a show about machine learning in the real world.
[00:00:27.740 --> 00:00:30.540]   And I'm your host, Lukas Biewald.
[00:00:30.540 --> 00:00:34.360]   I was recently introduced to Dee Scully as the new CEO of Kaggle,
[00:00:34.360 --> 00:00:37.460]   which is obviously an amazing site that we all love.
[00:00:37.460 --> 00:00:41.800]   But I later learned that he was the author of Machine Learning,
[00:00:41.800 --> 00:00:46.280]   the High Interest Credit Card of Technical Debt, which is a paper that inspired so
[00:00:46.280 --> 00:00:50.400]   many people, including myself, to go out and start machine learning tools companies.
[00:00:50.400 --> 00:00:53.540]   So could not be more excited to talk to him today.
[00:00:53.540 --> 00:00:58.040]   A note to our listeners, this conversation took place in August 2022.
[00:00:58.040 --> 00:01:00.600]   Since then, Kaggle has only continued to grow.
[00:01:00.600 --> 00:01:04.640]   All right, well, it's great to talk to you.
[00:01:04.640 --> 00:01:09.240]   And I think the impetus for talking was you taking over Kaggle,
[00:01:09.240 --> 00:01:12.640]   which is a really important website in the machine learning community and
[00:01:12.640 --> 00:01:18.120]   important to a lot of our listeners and users at Weights and Biases.
[00:01:18.120 --> 00:01:21.840]   But I realized in researching you, which I should have realized that you were
[00:01:21.840 --> 00:01:26.640]   the author of the Machine Learning High Interest Technical Debt paper,
[00:01:26.640 --> 00:01:31.120]   which I think inspired a lot of people and
[00:01:31.120 --> 00:01:33.960]   really resonated when it came out with me.
[00:01:33.960 --> 00:01:36.720]   And so I thought maybe you could start for
[00:01:36.720 --> 00:01:40.040]   people who haven't read this paper by kind of summarizing it.
[00:01:40.040 --> 00:01:46.080]   And I'm also curious if anything has changed since that paper was written.
[00:01:46.080 --> 00:01:50.040]   I'm trying to remember now, this must be like 2016 or 2017 that I think it came out.
[00:01:50.040 --> 00:01:51.280]   >> It was 2015, yeah.
[00:01:51.280 --> 00:01:51.960]   >> 2015.
[00:01:51.960 --> 00:01:53.600]   >> If I remember right.
[00:01:53.600 --> 00:01:56.000]   >> Right. >> It feels like a million years ago.
[00:01:56.000 --> 00:01:59.480]   >> But yeah, maybe before we get into it, I think a lot of people have read the paper,
[00:01:59.480 --> 00:02:02.240]   but for those who haven't, if you could kind of summarize the paper,
[00:02:02.240 --> 00:02:03.360]   that would be a great place to start.
[00:02:03.360 --> 00:02:04.800]   >> Yeah, sure.
[00:02:04.800 --> 00:02:08.040]   So, first of all, hi, thanks for having me.
[00:02:08.040 --> 00:02:09.000]   I really appreciate being here.
[00:02:09.000 --> 00:02:14.640]   Yeah, so my journey in machine learning,
[00:02:14.640 --> 00:02:18.280]   it's been a couple decades at this point.
[00:02:18.280 --> 00:02:21.320]   I spent a long time at Google working in production systems.
[00:02:21.320 --> 00:02:27.440]   So some of Google's most production critical ML systems for
[00:02:27.440 --> 00:02:32.280]   many years led some of Google's that click through PCDR systems for a while.
[00:02:32.280 --> 00:02:38.640]   And during that time, I gained a really clear appreciation for
[00:02:38.640 --> 00:02:42.080]   the importance of machine learning
[00:02:42.080 --> 00:02:48.120]   as a critical part of larger important systems.
[00:02:48.640 --> 00:02:52.880]   And got to experience firsthand all the different ways that things can
[00:02:52.880 --> 00:02:55.920]   go in unexpected directions.
[00:02:55.920 --> 00:03:02.360]   And these were systems that obviously had been around for a long time.
[00:03:02.360 --> 00:03:05.080]   At the time that we're talking about, I guess 2015 or so,
[00:03:05.080 --> 00:03:09.560]   the systems had already been in use in production,
[00:03:09.560 --> 00:03:13.440]   one form or fashion for more than a decade.
[00:03:13.440 --> 00:03:18.920]   And so at that time, I feel like my team and
[00:03:18.920 --> 00:03:24.400]   I had some insights into how things work in machine learning systems over the long
[00:03:24.400 --> 00:03:28.560]   term that not too many other people were in a position to be able to reflect on,
[00:03:28.560 --> 00:03:31.440]   just because it's a relatively new field at that point.
[00:03:31.440 --> 00:03:36.520]   So I thought it was useful to sort of write some of the things down that we
[00:03:36.520 --> 00:03:37.680]   were seeing.
[00:03:37.680 --> 00:03:41.440]   And using the metaphor of technical debt,
[00:03:41.440 --> 00:03:44.640]   I think was a useful way to frame some of those things.
[00:03:44.640 --> 00:03:48.760]   Because when we think about technical debt from a software engineering
[00:03:48.760 --> 00:03:53.920]   perspective, we think about the kinds of costs that you incur
[00:03:53.920 --> 00:03:55.640]   when you're moving fast.
[00:03:55.640 --> 00:03:59.200]   And you probably know something about moving fast in startup land and
[00:03:59.200 --> 00:04:06.680]   maybe having to make some tough calls between getting something out the door now
[00:04:06.680 --> 00:04:10.600]   versus adding in another six layers of integration testing or
[00:04:10.600 --> 00:04:13.240]   whatever the trade off might be.
[00:04:13.240 --> 00:04:15.560]   So there are really good reasons to move fast.
[00:04:15.560 --> 00:04:21.040]   It's sometimes unavoidable, but in doing so,
[00:04:21.040 --> 00:04:24.360]   we create some costs for ourselves over time that need to be paid down.
[00:04:24.360 --> 00:04:26.320]   It's not that we can never take those costs on, but
[00:04:26.320 --> 00:04:29.800]   we better be honest with ourselves about what those costs are.
[00:04:29.800 --> 00:04:35.440]   And at the time, I think it was underappreciated
[00:04:37.120 --> 00:04:42.360]   how much technical debt can be incurred through the use of machine learning.
[00:04:42.360 --> 00:04:48.160]   And so it's kind of obvious to sort of see that a machine learning stack
[00:04:48.160 --> 00:04:50.960]   is built on code, and so
[00:04:50.960 --> 00:04:54.400]   it has all of the technical debt opportunities that normal code has.
[00:04:54.400 --> 00:05:01.000]   But then it also has these system level behaviors that emerge over time
[00:05:01.000 --> 00:05:04.560]   that have nothing to do with sort of code level checks, but
[00:05:04.560 --> 00:05:09.040]   do in fact create costs that needs to be down.
[00:05:09.040 --> 00:05:11.840]   So even the simplest things you can think of,
[00:05:11.840 --> 00:05:15.720]   like when you're first building a model, oftentimes if you're in a hurry,
[00:05:15.720 --> 00:05:17.480]   you rush and you put a whole bunch of features in the model.
[00:05:17.480 --> 00:05:21.760]   Everything you can think of, you put it in there, accuracy is 0.9.
[00:05:21.760 --> 00:05:25.000]   You're like, okay, that's pretty good, but I can think of another 20 features and
[00:05:25.000 --> 00:05:27.800]   you put all those 20 new features in and now it's 0.92.
[00:05:27.800 --> 00:05:30.520]   And then you're like, well, it's pretty good, but
[00:05:30.520 --> 00:05:35.120]   if I put another 20 features in, then I get 0.93.
[00:05:35.120 --> 00:05:40.680]   And so we're sort of in this regime of diminishing returns to some degree.
[00:05:40.680 --> 00:05:44.000]   It's not necessarily clear when we're throwing all these features into a model
[00:05:44.000 --> 00:05:47.520]   what the value of each one is.
[00:05:47.520 --> 00:05:51.360]   And it's possible that we're putting a lot of features into a model that aren't
[00:05:51.360 --> 00:05:54.840]   particularly informative or where the information is being usefully conveyed
[00:05:54.840 --> 00:05:56.520]   already by some other feature or things like that.
[00:05:56.520 --> 00:05:58.760]   It's sort of like a bundled approach.
[00:05:58.760 --> 00:06:01.520]   It's typical of sort of early development in a machine learning pipeline.
[00:06:01.520 --> 00:06:06.720]   So we've made accuracy go up, but what could be the problem, right?
[00:06:06.720 --> 00:06:12.080]   So as I'm sure you've seen, every time you add a feature into a model,
[00:06:12.080 --> 00:06:14.240]   you create a dependency.
[00:06:14.240 --> 00:06:21.040]   You now have a dependency on some behavior observation in the outside world.
[00:06:21.040 --> 00:06:24.000]   And this means that you have a vulnerability
[00:06:24.000 --> 00:06:27.720]   if that behavior in the outside world changes.
[00:06:27.720 --> 00:06:31.360]   And it could change because people in the outside world change.
[00:06:31.360 --> 00:06:36.440]   It could change because the upstream producer of that signal changes.
[00:06:36.440 --> 00:06:40.880]   Maybe they create an upgrade, which sounds to them like a really great thing,
[00:06:40.880 --> 00:06:43.000]   but your model has learned not on the upgrade signal.
[00:06:43.000 --> 00:06:45.400]   It's learned all the weird errors and it's learned around them.
[00:06:45.400 --> 00:06:50.080]   So you could get some weird behaviors at upgrade time.
[00:06:50.080 --> 00:06:53.600]   Maybe they get sick of creating your nice feature and turn it off.
[00:06:53.600 --> 00:06:55.880]   That's not going to be a good day in the production system.
[00:06:57.080 --> 00:07:00.600]   And so it's really important that when we're thinking about model development,
[00:07:00.600 --> 00:07:05.160]   that we're thinking about the long-term costs of adding system complexity
[00:07:05.160 --> 00:07:08.120]   and model complexity and data complexity
[00:07:08.120 --> 00:07:10.800]   at the same time as we're thinking about improving accuracy.
[00:07:10.800 --> 00:07:16.440]   And I guess you've really experienced this firsthand.
[00:07:16.440 --> 00:07:20.080]   Is there any specific things that happened where you really thought like,
[00:07:20.080 --> 00:07:22.440]   "Ooh, that drives this point home"?
[00:07:22.440 --> 00:07:27.000]   Well, so I'm not going to tell any tales out of school, of course,
[00:07:27.000 --> 00:07:31.080]   but I will use the phrase, "You can imagine a lot."
[00:07:31.080 --> 00:07:33.240]   And you can imagine why.
[00:07:33.240 --> 00:07:39.920]   But you can imagine that if you had a model that was using,
[00:07:39.920 --> 00:07:44.040]   let's say, a topic model from some upstream producer,
[00:07:44.040 --> 00:07:49.080]   maybe that topic model that takes text and returns a sort of low-dimensional representation
[00:07:49.080 --> 00:07:52.520]   and sort of the topicality of that given piece of text,
[00:07:52.520 --> 00:07:55.360]   maybe in the early days of development of that topic model at night,
[00:07:55.360 --> 00:08:00.200]   it might not have had great coverage of non-English languages.
[00:08:00.200 --> 00:08:11.400]   And so if you're training a model to take that topic model as an input feature,
[00:08:11.400 --> 00:08:17.200]   then it might learn that the topics reported for certain low-coverage languages
[00:08:17.200 --> 00:08:21.440]   aren't particularly reliable for whatever reason.
[00:08:21.440 --> 00:08:25.000]   Maybe it assigns them a slight negative weight or something like that.
[00:08:26.000 --> 00:08:30.360]   And it's not too important because they just don't fire very often,
[00:08:30.360 --> 00:08:33.240]   so it doesn't show up in sort of aggregate metrics.
