
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.980]   - Welcome friends to this episode
[00:00:05.980 --> 00:00:08.640]   of the "Everyday Educator" podcast.
[00:00:08.640 --> 00:00:10.340]   I'm your host, Lisa Bailey,
[00:00:10.340 --> 00:00:13.640]   and I'm excited to spend some time with you today
[00:00:13.640 --> 00:00:16.980]   as we encourage one another, learn together,
[00:00:16.980 --> 00:00:19.540]   and ponder the delights and challenges
[00:00:19.540 --> 00:00:22.900]   that make homeschooling the adventure of a lifetime.
[00:00:22.900 --> 00:00:24.900]   Whether you're just considering
[00:00:24.900 --> 00:00:26.980]   this homeschooling possibility
[00:00:26.980 --> 00:00:30.860]   or deep into the daily delight of family learning,
[00:00:30.860 --> 00:00:34.200]   I believe you'll enjoy thinking along with us.
[00:00:34.200 --> 00:00:35.480]   But don't forget,
[00:00:35.480 --> 00:00:38.560]   although this online community is awesome,
[00:00:38.560 --> 00:00:43.480]   you'll find even closer support in a local CC community.
[00:00:43.480 --> 00:00:47.560]   So go to classicalconversations.com
[00:00:47.560 --> 00:00:51.120]   and find a community near you today.
[00:00:51.120 --> 00:00:55.720]   Well, listeners, I'm happy to welcome you to this episode.
[00:00:55.720 --> 00:00:59.040]   We are gonna talk about Memory Master.
[00:00:59.040 --> 00:01:02.700]   Those of you who may be new to classical conversations
[00:01:02.700 --> 00:01:06.240]   and the foundations program may have,
[00:01:06.240 --> 00:01:10.120]   as the fall wears on, has worn on,
[00:01:10.120 --> 00:01:13.800]   you guys may have started hearing the words,
[00:01:13.800 --> 00:01:17.080]   the phrase Memory Master bandied about
[00:01:17.080 --> 00:01:19.000]   in your foundations community day.
[00:01:19.000 --> 00:01:22.080]   And maybe some of the students
[00:01:22.080 --> 00:01:25.440]   in your child's foundations group
[00:01:25.440 --> 00:01:28.160]   have already started working on Memory Master.
[00:01:28.160 --> 00:01:31.480]   And you're wondering what in the world is Memory Master
[00:01:31.480 --> 00:01:33.000]   and why should I care?
[00:01:33.000 --> 00:01:35.640]   And should I press my student to do that?
[00:01:35.640 --> 00:01:37.160]   And what does it look like?
[00:01:37.160 --> 00:01:40.840]   Now, some of you have been in foundations communities
[00:01:40.840 --> 00:01:43.600]   long enough to know what Memory Master is,
[00:01:43.600 --> 00:01:45.840]   but maybe you've never stuck your toe in the water,
[00:01:45.840 --> 00:01:47.360]   or you're just wondering,
[00:01:47.360 --> 00:01:49.780]   "Mm, it's a lot of pressure."
[00:01:49.780 --> 00:01:51.800]   I mean, is it a lot of pressure?
[00:01:51.800 --> 00:01:53.380]   Does my child want to do that?
[00:01:53.380 --> 00:01:55.140]   Do I want to do that?
[00:01:55.140 --> 00:01:56.920]   I have got somebody here
[00:01:56.920 --> 00:01:59.120]   who can answer all of your questions.
[00:01:59.120 --> 00:02:02.720]   And she loves Memory Master,
[00:02:02.720 --> 00:02:05.440]   but more than loving Memory Master,
[00:02:05.440 --> 00:02:08.320]   she loves children and families,
[00:02:08.320 --> 00:02:11.840]   and she loves equipping them to learn together.
[00:02:11.840 --> 00:02:14.920]   So welcome Kelly Wilt today.
[00:02:14.920 --> 00:02:16.100]   Kelly, thank you so much
[00:02:16.100 --> 00:02:19.760]   for sharing your Memory Master magic with us.
[00:02:19.760 --> 00:02:23.680]   - Oh, friend, it is a rainy, gray November day here
[00:02:23.680 --> 00:02:26.580]   where I am, but it is pure sunshine to talk to you.
[00:02:26.580 --> 00:02:27.420]   - Oh, that's so sweet.
[00:02:27.420 --> 00:02:29.360]   - But I have something near and dear to my heart.
[00:02:29.360 --> 00:02:32.060]   So I am excited to be here today
[00:02:32.060 --> 00:02:34.600]   and to discuss these things with you
[00:02:34.600 --> 00:02:37.320]   at what could be a critical time
[00:02:37.320 --> 00:02:40.000]   for a lot of families who are trying to make that decision
[00:02:40.000 --> 00:02:44.680]   about is Memory Master for us this year or not?
[00:02:44.680 --> 00:02:47.780]   So it's good for us to have this conversation
[00:02:47.780 --> 00:02:50.900]   because hopefully it will encourage families
[00:02:50.900 --> 00:02:52.060]   who are on the fence,
[00:02:52.060 --> 00:02:54.700]   and also maybe give a new perspective
[00:02:54.700 --> 00:02:56.820]   about the purpose of Memory Master
[00:02:56.820 --> 00:02:58.820]   and what it can mean for them and their families.
[00:02:58.820 --> 00:03:00.060]   - That's really good.
[00:03:00.060 --> 00:03:02.340]   You guys, Kelly knows all about Memory Master.
[00:03:02.340 --> 00:03:04.420]   You might recognize her voice,
[00:03:04.420 --> 00:03:07.380]   well, maybe from podcasts or other recordings,
[00:03:07.380 --> 00:03:09.540]   but also if you have been
[00:03:09.540 --> 00:03:14.540]   to the National Memory Master competition before,
[00:03:14.540 --> 00:03:17.100]   Kelly Wilt serves as the emcee.
[00:03:17.100 --> 00:03:21.260]   So she knows all the ins and outs of Memory Master
[00:03:21.260 --> 00:03:23.220]   on the grand stage.
[00:03:23.220 --> 00:03:26.740]   But I'm here to tell you, that's not all there is.
[00:03:26.740 --> 00:03:30.220]   You do not have to commit to being part
[00:03:30.220 --> 00:03:33.700]   of the National Memory Master competition,
[00:03:33.700 --> 00:03:36.140]   which is like Memory Master on steroids,
[00:03:36.140 --> 00:03:38.940]   in order for you and your family
[00:03:38.940 --> 00:03:42.660]   to benefit from learning together
[00:03:42.660 --> 00:03:46.740]   and practicing Memory Master at the community level.
[00:03:46.740 --> 00:03:49.500]   So that's most of what we're gonna talk about today.
[00:03:49.500 --> 00:03:51.700]   If you came on this podcast thinking,
[00:03:51.700 --> 00:03:53.500]   oh, I'm gonna learn all the tips and tricks
[00:03:53.500 --> 00:03:56.260]   for National Memory Master, you need to wait.
[00:03:56.260 --> 00:03:59.700]   We're gonna do that episode in a little bit.
[00:03:59.700 --> 00:04:03.700]   But today, this is just about families
[00:04:03.700 --> 00:04:05.940]   who might be sticking their toe
[00:04:05.940 --> 00:04:08.700]   into the water of National Memory Master.
[00:04:08.700 --> 00:04:10.700]   So Kelly, I wanna start out just,
[00:04:10.700 --> 00:04:14.540]   and this is actually good for everybody to consider.
[00:04:14.540 --> 00:04:17.100]   This first question I wanna ask you,
[00:04:17.100 --> 00:04:21.580]   how can I inspire my child
[00:04:21.580 --> 00:04:25.060]   to want to do Memory Master?
[00:04:25.060 --> 00:04:29.820]   And the question a lot of us as parents are asking right now,
[00:04:29.820 --> 00:04:32.340]   is it too late for this cycle?
[00:04:32.340 --> 00:04:33.620]   So two part question.
[00:04:33.620 --> 00:04:36.420]   - Two part question, and I'm gonna answer it in reverse.
[00:04:36.420 --> 00:04:41.780]   It's definitely not too late for this cycle,
[00:04:41.780 --> 00:04:43.660]   but I will say this,
[00:04:43.660 --> 00:04:48.660]   the sooner that you have a conversation with your child,
[00:04:48.660 --> 00:04:52.940]   and you make it a priority for your family for this cycle,
[00:04:52.940 --> 00:04:56.140]   the more time you will have to practice.
[00:04:56.140 --> 00:05:01.140]   And we like to say, practice makes progress.
[00:05:01.140 --> 00:05:04.980]   And one of the keys to achieving Memory Master
[00:05:04.980 --> 00:05:08.020]   is understanding that a large portion of this
[00:05:08.020 --> 00:05:11.100]   is mastery, not perfection.
[00:05:11.100 --> 00:05:13.900]   We don't expect as parents perfection from ourselves,
[00:05:13.900 --> 00:05:15.540]   and we can't expect it from our children,
[00:05:15.540 --> 00:05:19.180]   but we can expect them to take steps
[00:05:19.180 --> 00:05:23.020]   toward mastering difficult things.
[00:05:23.020 --> 00:05:27.060]   And so, I think it is key to inspire our children
[00:05:27.060 --> 00:05:30.580]   to want to do Memory Master by first of all,
[00:05:30.580 --> 00:05:32.700]   being honest with them,
[00:05:32.700 --> 00:05:34.020]   having a conversation about,
[00:05:34.020 --> 00:05:37.380]   you know what, this is gonna be a challenging thing,
[00:05:37.380 --> 00:05:40.220]   but I have confidence in you.
[00:05:40.220 --> 00:05:42.220]   We can do this together.
[00:05:42.220 --> 00:05:44.020]   And that togetherness,
[00:05:44.020 --> 00:05:47.780]   as a parent communicating that to your child is key,
[00:05:47.780 --> 00:05:50.620]   because then immediately your child knows
[00:05:50.620 --> 00:05:53.820]   that he or she has a support base
[00:05:53.820 --> 00:05:57.820]   for accomplishing this challenging thing.
[00:05:57.820 --> 00:06:01.540]   And so, I think part of inspiration is honesty.
[00:06:01.540 --> 00:06:04.900]   I think part of inspiration is also
[00:06:04.900 --> 00:06:09.900]   being a ready source of encouragement for your child.
[00:06:09.940 --> 00:06:13.820]   - You know, I think about some of the long-term goals
[00:06:13.820 --> 00:06:17.620]   that I've tried to achieve in my life in the past,
[00:06:17.620 --> 00:06:20.340]   and at some point it is very likely
[00:06:20.340 --> 00:06:22.780]   that you might hit a plateau,
[00:06:22.780 --> 00:06:26.700]   or you just might be burned out with reaching an end goal.
[00:06:26.700 --> 00:06:29.500]   And it's always wonderful to have that one person
[00:06:29.500 --> 00:06:34.380]   in your life who looks you eye to eye in those moments
[00:06:34.380 --> 00:06:37.460]   and says, you know what, this is tough,
[00:06:37.460 --> 00:06:40.220]   but I have confidence in you.
[00:06:40.220 --> 00:06:41.140]   You can do it.
[00:06:41.140 --> 00:06:44.940]   Keep going, keep pressing forward,
[00:06:44.940 --> 00:06:47.620]   and you will accomplish this.
[00:06:47.620 --> 00:06:51.340]   And as parents, we have to be that for our children
[00:06:51.340 --> 00:06:55.100]   when they are taking steps to achieve a goal,
[00:06:55.100 --> 00:06:58.220]   a long-term goal like Memory Master.
[00:06:58.220 --> 00:07:00.420]   - That's really good.
[00:07:00.420 --> 00:07:03.580]   I love, love, love what you said.
[00:07:04.700 --> 00:07:09.700]   As parents, maybe the best inspiration for our child
[00:07:09.700 --> 00:07:14.140]   is to be their chief cheerleader.
[00:07:14.140 --> 00:07:15.060]   I like this.
[00:07:15.060 --> 00:07:20.060]   Be honest, be encouraging, and be available.
[00:07:20.060 --> 00:07:23.940]   That will inspire your child.
[00:07:23.940 --> 00:07:25.260]   Because you're right,
[00:07:25.260 --> 00:07:27.500]   our children need us to be honest with them.
[00:07:27.500 --> 00:07:31.020]   This may not be the easiest thing you do this year.
[00:07:31.020 --> 00:07:35.340]   This may be hard.
[00:07:35.340 --> 00:07:37.340]   This may be sometimes discouraging
[00:07:37.340 --> 00:07:40.020]   if you get to that set of math facts
[00:07:40.020 --> 00:07:41.180]   that for some reason,
[00:07:41.180 --> 00:07:43.580]   you just can't make them stick in your head.
[00:07:43.580 --> 00:07:45.700]   Or if there's a history sentence,
[00:07:45.700 --> 00:07:50.100]   the wording of which keeps tripping your tongue up.
[00:07:50.100 --> 00:07:54.180]   But that encouragement that you can do it,
[00:07:54.180 --> 00:07:58.340]   you can do hard things, keep going, that's really good.
[00:07:58.340 --> 00:07:59.580]   I like that.
[00:07:59.580 --> 00:08:00.460]   I like that.
[00:08:00.460 --> 00:08:03.140]   Do you think it's encouraging to children
[00:08:03.140 --> 00:08:07.300]   to think that they might have a partner and a parent?
[00:08:07.300 --> 00:08:11.380]   - You know, I know for me, in difficult tasks,
[00:08:11.380 --> 00:08:13.300]   it always is encouraging to know
[00:08:13.300 --> 00:08:15.100]   that there's someone else there.
[00:08:15.100 --> 00:08:17.780]   And I think, especially in homeschooling,
[00:08:17.780 --> 00:08:21.660]   for our children to see that we are right alongside them,
[00:08:21.660 --> 00:08:25.180]   and that we are not going to basically
[00:08:25.180 --> 00:08:26.540]   throw this off on them
[00:08:26.540 --> 00:08:28.820]   to accomplish this hard thing by themselves,
[00:08:28.820 --> 00:08:30.740]   and then be incredibly disappointed
[00:08:30.740 --> 00:08:32.180]   when they don't accomplish it.
[00:08:32.180 --> 00:08:33.060]   - Yes.
[00:08:33.060 --> 00:08:36.660]   - That's not a good relationship builder.
[00:08:36.660 --> 00:08:39.780]   I think that is a discouragement to children.
[00:08:39.780 --> 00:08:43.740]   I know a lot of parents really take this to heart,
[00:08:43.740 --> 00:08:46.540]   and they actually commit themselves
[00:08:46.540 --> 00:08:49.620]   to learning all of our foundation's memory work,
[00:08:49.620 --> 00:08:50.860]   which I think is fantastic.
[00:08:50.860 --> 00:08:51.700]   - Man.
[00:08:51.700 --> 00:08:54.020]   - We've had some parents who in the past have joked
[00:08:54.020 --> 00:08:57.540]   that we need to have a parent national memory master.
[00:08:58.460 --> 00:09:02.540]   They want to model that dedication for their children.
[00:09:02.540 --> 00:09:04.420]   And you know, that's not for everyone.
[00:09:04.420 --> 00:09:05.260]   - Right.
[00:09:05.260 --> 00:09:06.180]   - I think as parents,
[00:09:06.180 --> 00:09:09.900]   we can commit to demonstrating for our children
[00:09:09.900 --> 00:09:13.620]   that we also are willing to do hard things alongside them.
[00:09:13.620 --> 00:09:14.460]   - Yes, yes.
[00:09:14.460 --> 00:09:15.940]   - And complete the way.
[00:09:15.940 --> 00:09:17.100]   - And I think, you know,
[00:09:17.100 --> 00:09:19.420]   for the parents who have bitten that off
[00:09:19.420 --> 00:09:22.140]   and are chewing on it with their child,
[00:09:22.140 --> 00:09:24.620]   I think it can be very eye-opening for children
[00:09:24.620 --> 00:09:28.420]   to see that we as parents also struggle,
[00:09:28.420 --> 00:09:30.900]   and that in some ways,
[00:09:30.900 --> 00:09:33.420]   our kids are sometimes quote-unquote better at it
[00:09:33.420 --> 00:09:34.260]   than we are.
[00:09:34.260 --> 00:09:38.100]   I remember memorizing the timeline with my girls years ago,
[00:09:38.100 --> 00:09:39.820]   and I was keeping pace with them.
[00:09:39.820 --> 00:09:42.220]   I was feeling pretty darn good about myself
[00:09:42.220 --> 00:09:43.860]   for like the first five weeks.
[00:09:43.860 --> 00:09:48.180]   And then after we got up and we had bukus of cards,
[00:09:48.180 --> 00:09:51.180]   they were way faster than I am.
[00:09:51.180 --> 00:09:54.780]   Now, my husband and I, who are now grandparents, okay,
[00:09:54.780 --> 00:09:56.780]   and our grandchildren are not old enough
[00:09:56.780 --> 00:09:58.500]   to do foundations yet,
[00:09:58.500 --> 00:10:01.300]   but we are preparing ourselves.
[00:10:01.300 --> 00:10:04.180]   So we have decided that we are gonna start working
[00:10:04.180 --> 00:10:06.540]   on the timeline cards now.
[00:10:06.540 --> 00:10:07.380]   - Love it.
[00:10:07.380 --> 00:10:11.060]   - So that when our grandson is ready to tackle that,
[00:10:11.060 --> 00:10:12.180]   we'll be able to keep up.
[00:10:12.180 --> 00:10:14.100]   So, wish us luck.
[00:10:14.100 --> 00:10:14.940]   - Thank you.
[00:10:14.940 --> 00:10:15.780]   - Wish us luck.
[00:10:15.780 --> 00:10:16.900]   All right, so listen,
[00:10:16.900 --> 00:10:20.580]   why is Memory Master important?
[00:10:20.580 --> 00:10:24.500]   Would you say that Memory Master is important
[00:10:24.500 --> 00:10:26.220]   for foundation students?
[00:10:26.220 --> 00:10:30.140]   And if you think it is important for those students,
[00:10:30.140 --> 00:10:32.380]   why is it so important?
[00:10:32.380 --> 00:10:34.460]   - That's a really great question.
[00:10:34.460 --> 00:10:36.940]   Yes, I would say it is important,
[00:10:36.940 --> 00:10:38.540]   but for reasons,
[00:10:38.540 --> 00:10:42.740]   different reasons than what might be typically thought of.
[00:10:42.740 --> 00:10:43.860]   - Okay, awesome.
[00:10:43.860 --> 00:10:46.420]   - So in our family's homeschooling journey,
[00:10:46.420 --> 00:10:48.940]   we have graduated two of our three children
[00:10:48.940 --> 00:10:50.660]   through Challenge Four.
[00:10:50.660 --> 00:10:54.340]   And looking back, I think when they were in foundations,
[00:10:54.340 --> 00:10:57.140]   I didn't recognize how important
[00:10:57.140 --> 00:11:00.380]   committing information to memory would be
[00:11:00.380 --> 00:11:02.140]   for their future success.
[00:11:02.140 --> 00:11:06.380]   I think I sort of had a view that Memory Master
[00:11:06.380 --> 00:11:09.700]   was a cool thing that they could do and they could achieve.
[00:11:09.700 --> 00:11:12.940]   And we could look at that as a recognition
[00:11:12.940 --> 00:11:16.900]   of what a great job we were doing as foundations families.
[00:11:16.900 --> 00:11:19.900]   - Right, in those early years, we did this great thing.
[00:11:19.900 --> 00:11:23.820]   - Yes, and truly Lisa, now looking back,
[00:11:23.820 --> 00:11:27.140]   I don't think I realized that that foundation's memory work
[00:11:27.140 --> 00:11:29.340]   is truly foundational.
[00:11:29.340 --> 00:11:30.180]   - Yes.
[00:11:30.180 --> 00:11:32.700]   - Not only in giving children the memory pegs
[00:11:32.700 --> 00:11:35.780]   that they'll later use to hang information on
[00:11:35.780 --> 00:11:37.500]   through their years in challenge.
[00:11:37.500 --> 00:11:38.340]   - Yes.
[00:11:38.340 --> 00:11:41.980]   - But also, we are basically doing brain training.
[00:11:41.980 --> 00:11:42.820]   - Yes, absolutely.
[00:11:42.820 --> 00:11:47.820]   - Brain training, even in the youngest of foundation students.
[00:11:47.820 --> 00:11:53.340]   And so, as we, I can say if I went to the gym
[00:11:53.340 --> 00:11:55.620]   and someone handed me a 200-pound barbell
[00:11:55.620 --> 00:11:57.340]   and said, "Lisa's brain,"
[00:11:57.340 --> 00:11:59.980]   I can assure you that would not be happening.
[00:11:59.980 --> 00:12:00.820]   But--
[00:12:00.820 --> 00:12:03.540]   - Let me tell you, there are not 200-pound barbells.
[00:12:03.540 --> 00:12:08.540]   But maybe a 200-pound deadlift bar or something.
[00:12:08.540 --> 00:12:10.220]   - There you go, there you go.
[00:12:10.220 --> 00:12:13.060]   Ooh, yeah, that's true, that's true.
[00:12:13.060 --> 00:12:18.060]   But you know, if I took time to lift weights bit by bit
[00:12:18.060 --> 00:12:21.740]   and increase my strength, it would be much more likely
[00:12:21.740 --> 00:12:24.580]   that I would be able to lift that heavy weight
[00:12:24.580 --> 00:12:28.500]   with more ease without injuring myself, maybe.
[00:12:28.500 --> 00:12:31.180]   - Yes, yes, absolutely, you're right.
[00:12:31.180 --> 00:12:33.060]   - Yeah, and it's kind of that way, I think,
[00:12:33.060 --> 00:12:36.540]   for our foundation students who, in these younger years,
[00:12:36.540 --> 00:12:40.620]   are getting a taste of that brain training
[00:12:40.620 --> 00:12:44.700]   as they commit all of these facts to memory,
[00:12:44.700 --> 00:12:48.420]   as they commit these geographical locations to memory,
[00:12:48.420 --> 00:12:52.660]   or timeline events, they are essentially starting
[00:12:52.660 --> 00:12:57.020]   to lift those smaller weights and then heavier weights
[00:12:57.020 --> 00:13:00.820]   so that when they are in challenge and beyond,
[00:13:00.820 --> 00:13:05.660]   their memory is outstanding, that they commit to memory
[00:13:05.660 --> 00:13:10.380]   more than just facts and information, but stories
[00:13:10.380 --> 00:13:15.380]   and poems and build up a library of the mind.
[00:13:16.100 --> 00:13:19.140]   So, you know, this is kind of the foundation's memory master
[00:13:19.140 --> 00:13:22.820]   is kind of the mental strength equivalent of, you know,
[00:13:22.820 --> 00:13:25.620]   looking at picture books with your child
[00:13:25.620 --> 00:13:28.740]   and having them recite back that picture book.
[00:13:28.740 --> 00:13:29.940]   - That is so true.
[00:13:29.940 --> 00:13:32.620]   - Yeah, and so as they grow,
[00:13:32.620 --> 00:13:37.020]   their ability to remember should also grow.
[00:13:37.020 --> 00:13:40.620]   - Mm-hmm, I will tell you a little short story,
[00:13:40.620 --> 00:13:45.620]   an anecdote that really showed me that this was true.
[00:13:45.860 --> 00:13:48.340]   My older daughter only did two years of foundations
[00:13:48.340 --> 00:13:51.660]   'cause we didn't find CC in our early days
[00:13:51.660 --> 00:13:54.860]   of homeschooling, but she was a great,
[00:13:54.860 --> 00:13:56.780]   she did memory master both of the years
[00:13:56.780 --> 00:13:59.180]   that she was in foundations.
[00:13:59.180 --> 00:14:02.300]   She had a great memory that just got better.
[00:14:02.300 --> 00:14:04.860]   But when she was in college, she had one class,
[00:14:04.860 --> 00:14:06.660]   it was some kind of political science class,
[00:14:06.660 --> 00:14:08.620]   and she had to memorize.
[00:14:08.620 --> 00:14:11.820]   It was like the top, for 15 countries,
[00:14:11.820 --> 00:14:15.380]   she had to memorize their gross national product,
[00:14:15.380 --> 00:14:18.740]   in order, and several other categories.
[00:14:18.740 --> 00:14:21.260]   And I was just, it was just a bunch of numbers
[00:14:21.260 --> 00:14:24.780]   and percentages, and it just seemed horrifying to me.
[00:14:24.780 --> 00:14:27.900]   And she was like, "Oh no, I'm done with that part."
[00:14:27.900 --> 00:14:29.100]   And I'm like, "How in the world?"
[00:14:29.100 --> 00:14:30.980]   And she said, "It's like way easier
[00:14:30.980 --> 00:14:32.060]   "than memory master, Mom."
[00:14:32.060 --> 00:14:34.620]   She said, and she told me all the tricks
[00:14:34.620 --> 00:14:38.420]   that she had learned about cycling the information,
[00:14:38.420 --> 00:14:40.580]   about grouping it, about how to practice
[00:14:40.580 --> 00:14:43.300]   and when to practice, and mind palaces,
[00:14:43.300 --> 00:14:45.100]   and tricks that she had learned,
[00:14:45.100 --> 00:14:48.340]   that she had held on to as a college student
[00:14:48.340 --> 00:14:51.260]   from her foundations days.
[00:14:51.260 --> 00:14:54.620]   And the one thing that impressed me the most,
[00:14:54.620 --> 00:14:56.100]   not that she could memorize it all,
[00:14:56.100 --> 00:14:57.660]   'cause I knew she had a sharp mind,
[00:14:57.660 --> 00:15:01.100]   what impressed me the most was her confidence
[00:15:01.100 --> 00:15:04.220]   that that would not be a stumbling block at all.
[00:15:04.220 --> 00:15:07.180]   And so I love what you said, it does build brain muscle,
[00:15:07.180 --> 00:15:10.500]   but it also builds confidence, confidence.
