
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:09.000]   Pastor John, one important question we get occasionally through email is about Christian role models.
[00:00:09.000 --> 00:00:15.000]   If Christ is our example, and of course He's much more than a moral example, but He's no less than a moral example,
[00:00:15.000 --> 00:00:19.000]   and if this is the case, do we need any other role models at all?
[00:00:19.000 --> 00:00:28.000]   Most of these thoughts, Tony, come from reflecting yesterday on Philippians 3.17, which says,
[00:00:28.000 --> 00:00:40.000]   "Brothers, join in imitating me, and keep your eyes on those who walk according to the example that you have in us."
[00:00:40.000 --> 00:00:46.000]   And what struck me and started all these reflections was,
[00:00:46.000 --> 00:00:52.000]   "Keep your eyes on those who walk according to the example that you have in us."
[00:00:52.000 --> 00:00:58.000]   In other words, it's not just me you're supposed to look at, not just Christ you're supposed to look at,
[00:00:58.000 --> 00:01:01.000]   but look at the people that are looking at me while I look to Christ.
[00:01:01.000 --> 00:01:09.000]   And that just struck me as so removed from Christ, and why Paul would say that.
[00:01:09.000 --> 00:01:15.000]   I know that when he says, "Be imitators of me," he means to the degree that I'm an imitator of Christ,
[00:01:15.000 --> 00:01:22.000]   because he says that in 1 Corinthians 11, "Be imitators of me as I am of Christ."
[00:01:22.000 --> 00:01:27.000]   And yet it just struck me, my goodness, there's all these degrees of separation.
[00:01:27.000 --> 00:01:33.000]   In fact, if you count it all the way back into the Trinity, at this point, there's five of them.
[00:01:33.000 --> 00:01:38.000]   There's the Father, who imitates nobody. He's the origin of everything.
[00:01:38.000 --> 00:01:47.000]   And then there's the Son, who imitates the Father, John 5, 19, where it says, "I only do what I see the Father doing."
[00:01:47.000 --> 00:01:51.000]   And then there's Paul, who imitates Jesus, who imitates the Father.
[00:01:51.000 --> 00:01:59.000]   And then here in verse 17 of Philippians 3, there's those who walk according to the example that you have in us.
[00:01:59.000 --> 00:02:05.000]   And then there's the fifth generation, the readers, me, as I'm reading it, he's saying,
[00:02:05.000 --> 00:02:11.000]   "Now you look to those who are looking to me as I look to Christ, who looks to the Father."
[00:02:11.000 --> 00:02:18.000]   And I thought, "This is amazing. This really relates to, like, your book on Newton.
[00:02:18.000 --> 00:02:26.000]   Why is Tony Ranke, for goodness sakes, writing a whole book on the Christian life as lived and taught by John Newton?
[00:02:26.000 --> 00:02:31.000]   Why don't you write a book on Jesus, for goodness sakes, who really knows what it's all about?"
[00:02:31.000 --> 00:02:34.000]   And Paul's answer would be, "I told you to."
[00:02:34.000 --> 00:02:35.000]   Exactly.
[00:02:35.000 --> 00:02:40.000]   "I told you, 'Look at those who are looking at me as I look to Christ.'"
[00:02:40.000 --> 00:02:45.000]   And Newton was just a great looker at the Gospel and at Paul.
[00:02:45.000 --> 00:02:51.000]   And it's my love for biography, why I do these biographies year after year at the Pastors Conference.
[00:02:51.000 --> 00:02:54.000]   Why would you do that? Why don't you read your Bible, for goodness sakes,
[00:02:54.000 --> 00:03:00.000]   instead of reading about the saints who are looking at Paul, who's looking at Jesus?
[00:03:00.000 --> 00:03:04.000]   And the answer is because Philippians 3.17 told me to.
[00:03:04.000 --> 00:03:10.000]   "Keep your eyes on those who walk according to the example that you have in us."
[00:03:10.000 --> 00:03:14.000]   Which raised kind of a deeper question for me.
[00:03:14.000 --> 00:03:19.000]   Why don't we all just look to Jesus?
[00:03:19.000 --> 00:03:23.000]   I mean, isn't that the right thing to say?
[00:03:23.000 --> 00:03:26.000]   If you want to know how to live the Christian life, if you want to know what the Gospel is,
[00:03:26.000 --> 00:03:32.000]   if you want to be transformed into the image of Christ, look at Christ, look at Christ.
[00:03:32.000 --> 00:03:40.000]   So what's all this talk from Paul about not only looking at him, but looking at those who look at him?
[00:03:40.000 --> 00:03:48.000]   And surely the answer is something like, "God didn't just create Christ and you."
[00:03:48.000 --> 00:03:53.000]   If God just created Christ and you, then for goodness sakes, look at Jesus only.
