
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.360]   - Welcome friends to this episode
[00:00:06.360 --> 00:00:08.940]   of the "Everyday Educator" podcast.
[00:00:08.940 --> 00:00:10.500]   I'm your host, Lisa Bailey,
[00:00:10.500 --> 00:00:13.800]   and I'm excited to spend some time with you today
[00:00:13.800 --> 00:00:17.320]   as we encourage one another, learn together,
[00:00:17.320 --> 00:00:20.180]   and ponder the delights and challenges
[00:00:20.180 --> 00:00:23.480]   that make homeschooling the adventure of a lifetime.
[00:00:23.480 --> 00:00:25.720]   Whether you're just considering
[00:00:25.720 --> 00:00:27.760]   this homeschooling possibility
[00:00:27.760 --> 00:00:31.940]   or deep into the daily delight of family learning,
[00:00:31.940 --> 00:00:35.680]   I believe you'll enjoy thinking along with us.
[00:00:35.680 --> 00:00:37.120]   But don't forget,
[00:00:37.120 --> 00:00:40.540]   although this online community is awesome,
[00:00:40.540 --> 00:00:45.540]   you'll find even closer support in a local CC community.
[00:00:45.540 --> 00:00:50.100]   So go to classicalconversations.com
[00:00:50.100 --> 00:00:53.740]   and find a community near you today.
[00:00:54.840 --> 00:00:57.800]   Well, friends, as we kind of draw near
[00:00:57.800 --> 00:01:01.200]   to the end of another academic year,
[00:01:01.200 --> 00:01:06.200]   I know that lots of you are thinking about the milestones
[00:01:06.200 --> 00:01:10.000]   that you have passed
[00:01:10.000 --> 00:01:14.400]   and the milestones that are coming up on your journey.
[00:01:14.400 --> 00:01:17.680]   And lots of us are thinking about celebrations
[00:01:17.680 --> 00:01:22.380]   that are ahead at the end of our homeschooling year.
[00:01:22.380 --> 00:01:24.940]   Things that we are joyously celebrating,
[00:01:24.940 --> 00:01:28.760]   some things that we are maybe reluctantly celebrating,
[00:01:28.760 --> 00:01:30.300]   some things that might be joyful
[00:01:30.300 --> 00:01:33.340]   and reluctantly celebrated by your family.
[00:01:33.340 --> 00:01:37.860]   Today, I have one of my favorite podcast friends with me,
[00:01:37.860 --> 00:01:42.180]   Kelly Wilt, and Kelly and I are going to talk about
[00:01:42.180 --> 00:01:47.000]   how we celebrate milestones the classical way.
[00:01:47.000 --> 00:01:49.980]   So Kelly, thank you so much for being with me
[00:01:49.980 --> 00:01:51.900]   and tackling this topic.
[00:01:51.900 --> 00:01:53.060]   - Absolutely, Lisa.
[00:01:53.060 --> 00:01:56.660]   This is one of my favorite things to discuss
[00:01:56.660 --> 00:01:58.340]   because I think as homeschoolers,
[00:01:58.340 --> 00:02:01.700]   we should always be in a spirit of celebration
[00:02:01.700 --> 00:02:03.580]   for the good things that God is doing
[00:02:03.580 --> 00:02:05.060]   in and through our homeschools.
[00:02:05.060 --> 00:02:07.620]   So I am so excited to talk about this.
[00:02:07.620 --> 00:02:08.500]   - That is so neat.
[00:02:08.500 --> 00:02:11.940]   You know, when I started thinking about this,
[00:02:11.940 --> 00:02:15.300]   your face jumped to mind immediately
[00:02:15.300 --> 00:02:20.300]   because I know that you are a natural celebrator.
[00:02:21.460 --> 00:02:23.700]   Have you always been that way?
[00:02:23.700 --> 00:02:24.780]   - I think so.
[00:02:24.780 --> 00:02:25.820]   I think so.
[00:02:25.820 --> 00:02:27.720]   Part of that might be because my birthday
[00:02:27.720 --> 00:02:29.660]   comes right before Christmas.
[00:02:29.660 --> 00:02:34.220]   And so I have always, always been one for a party
[00:02:34.220 --> 00:02:36.220]   and for celebrating.
[00:02:36.220 --> 00:02:40.980]   And there is just a spirit of joyfulness
[00:02:40.980 --> 00:02:44.820]   that typically accompanies times of celebration.
[00:02:44.820 --> 00:02:48.380]   And I just am so drawn to that.
[00:02:48.380 --> 00:02:51.080]   And just that feeling of remembrance
[00:02:51.080 --> 00:02:53.900]   for, like I said, those good things,
[00:02:53.900 --> 00:02:55.260]   to me is so heartwarming.
[00:02:55.260 --> 00:02:57.820]   So yes, I think I would answer that question.
[00:02:57.820 --> 00:03:00.540]   I have always been a natural celebrator.
[00:03:00.540 --> 00:03:05.100]   - Yeah, and I love what you just said,
[00:03:05.100 --> 00:03:10.100]   that part of celebrating is the sheer joy of accomplishment,
[00:03:10.100 --> 00:03:14.660]   but part of celebrating is remembering
[00:03:14.660 --> 00:03:17.260]   what brought you to this point of celebration.
[00:03:17.260 --> 00:03:20.500]   And let's be real, you and I have homeschooled a long time.
[00:03:20.500 --> 00:03:23.420]   What brings us to the point of celebration,
[00:03:23.420 --> 00:03:26.140]   every little piece is not always joyful.
[00:03:26.140 --> 00:03:27.900]   - Oh, amen, amen.
[00:03:27.900 --> 00:03:32.580]   - I mean, I said that, and as I heard myself say that,
[00:03:32.580 --> 00:03:33.900]   I thought, "Oh, maybe I shouldn't say that."
[00:03:33.900 --> 00:03:36.880]   What I really mean is that all of the things
