
[00:00:00.000 --> 00:00:03.360]   [MUSIC PLAYING]
[00:00:03.360 --> 00:00:09.760]   So on the WMB platform outline, you
[00:00:09.760 --> 00:00:14.240]   can see here we've got modular tools from having data sets
[00:00:14.240 --> 00:00:17.520]   that you're preprocessing and preparing through experiment
[00:00:17.520 --> 00:00:21.520]   tracking for developing new models, all the way to plans
[00:00:21.520 --> 00:00:25.560]   to build tools for managing models that are in production
[00:00:25.560 --> 00:00:27.520]   and governance on that end.
[00:00:27.520 --> 00:00:30.640]   And so what this more complete picture gives us
[00:00:30.640 --> 00:00:34.200]   is a set of modular tools that can solve pain
[00:00:34.200 --> 00:00:36.640]   points across the ML lifecycle.
[00:00:36.640 --> 00:00:38.880]   And so within this vision, today I'm
[00:00:38.880 --> 00:00:42.280]   going to highlight the model management component.
[00:00:42.280 --> 00:00:44.200]   And this is our key focus right now
[00:00:44.200 --> 00:00:47.280]   for improving the way people can manage the models that they're
[00:00:47.280 --> 00:00:50.400]   already logging to us, make it easier to coordinate
[00:00:50.400 --> 00:00:54.720]   and collaborate centrally, and ultimately have an automation
[00:00:54.720 --> 00:00:56.960]   cycle where you can automatically retrain a model
[00:00:56.960 --> 00:00:59.440]   when you have new data, or you can automatically
[00:00:59.440 --> 00:01:03.840]   evaluate and test a model once you have a new good candidate
[00:01:03.840 --> 00:01:06.080]   that you might want to replace the current model that's
[00:01:06.080 --> 00:01:07.560]   in production with.
[00:01:07.560 --> 00:01:11.000]   So what are the key pain points that we're hearing?
[00:01:11.000 --> 00:01:12.780]   Well, when we're talking to customers,
[00:01:12.780 --> 00:01:15.320]   a key theme of collaboration reproducibility
[00:01:15.320 --> 00:01:16.800]   consistently comes up.
[00:01:16.800 --> 00:01:20.160]   So issues like siloed projects, it's hard to discover.
[00:01:20.160 --> 00:01:22.280]   What are the existing relevant models
[00:01:22.280 --> 00:01:25.040]   that people have already trained my team?
[00:01:25.040 --> 00:01:27.960]   And how can I pull them down and use them?
[00:01:27.960 --> 00:01:31.120]   And if I can find those models, it's often not clear
[00:01:31.120 --> 00:01:34.640]   how to reproduce and reuse those previous pieces of work
[00:01:34.640 --> 00:01:37.520]   without something like a model card.
[00:01:37.520 --> 00:01:40.320]   We also have issues around governance and lineage
[00:01:40.320 --> 00:01:41.680]   frequently come up.
[00:01:41.680 --> 00:01:45.880]   So problems like having ad hoc handoffs between teams,
[00:01:45.880 --> 00:01:48.560]   where there's no standard process where, say,
[00:01:48.560 --> 00:01:51.400]   a researcher hands off a model to an ML engineer
[00:01:51.400 --> 00:01:53.520]   to then productionize.
[00:01:53.520 --> 00:01:55.960]   Sometimes that's even like sending a Slack message
[00:01:55.960 --> 00:01:59.720]   to say something is in the S3 bucket and go look at it.
[00:01:59.720 --> 00:02:03.280]   Now, that process also potentially
[00:02:03.280 --> 00:02:05.000]   causes unclear lineage.
[00:02:05.000 --> 00:02:07.560]   If there's this ad hoc handoff, then maybe it's
[00:02:07.560 --> 00:02:10.500]   not clear where a model really came from.
[00:02:10.500 --> 00:02:13.800]   What's the exact history, the code, the data set versions,
[00:02:13.800 --> 00:02:15.480]   everything that happened upstream
[00:02:15.480 --> 00:02:18.080]   to produce a given set of model weights?
[00:02:18.080 --> 00:02:21.720]   So governance and lineage was a key theme that we kept hearing.
[00:02:21.720 --> 00:02:25.960]   And over here on the right, I've got this funny screenshot
[00:02:25.960 --> 00:02:30.840]   that I love from an ODSC article, where it's basically
[00:02:30.840 --> 00:02:35.760]   a handoff point that's a finder file system with an iPy
[00:02:35.760 --> 00:02:38.720]   notebook training a model.
[00:02:38.720 --> 00:02:41.320]   We've got a scraper notebook and then
[00:02:41.320 --> 00:02:44.880]   a bunch of different experiments and models loosely in here.
[00:02:44.880 --> 00:02:47.760]   And I've seen before folks basically say, hey,
[00:02:47.760 --> 00:02:48.880]   I got a new job.
[00:02:48.880 --> 00:02:51.560]   Here's my desktop with a bunch of notebooks
[00:02:51.560 --> 00:02:52.520]   and all of my research.
[00:02:52.520 --> 00:02:53.400]   Good luck.
[00:02:53.400 --> 00:02:55.480]   Here's all the stuff that I've been working on.
[00:02:55.480 --> 00:02:57.880]   And without that standardized process
[00:02:57.880 --> 00:02:59.840]   for tracking where something came from
[00:02:59.840 --> 00:03:01.600]   and then organized way of communicating
[00:03:01.600 --> 00:03:03.920]   then how to use it, it ends up becoming
[00:03:03.920 --> 00:03:07.480]   kind of a soup of different models.
[00:03:07.480 --> 00:03:10.280]   So the last theme that we're really hearing here
[00:03:10.280 --> 00:03:12.520]   is automation and CI/CD.
[00:03:12.520 --> 00:03:15.200]   So right now, there's often a lot of manual testing.
[00:03:15.200 --> 00:03:17.320]   Even once you have a model in production
[00:03:17.320 --> 00:03:19.880]   and are iterating on it, there's still--
[00:03:19.880 --> 00:03:22.600]   a lot of team members are manually running ad hoc scripts
[00:03:22.600 --> 00:03:24.520]   to test new candidate models, hopefully
[00:03:24.520 --> 00:03:26.080]   on the latest evaluation data set.
[00:03:26.080 --> 00:03:29.640]   But sometimes it's not clear if the model in production
[00:03:29.640 --> 00:03:31.600]   was evaluated on the same test set
[00:03:31.600 --> 00:03:34.960]   as the model of the new candidate that you're testing.
