
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:19.400]   - Welcome back to Portfolio Rescue.
[00:00:19.400 --> 00:00:23.240]   I'm on location today in the home office in New York City.
[00:00:23.240 --> 00:00:25.220]   I'm actually in the office with Duncan today.
[00:00:25.220 --> 00:00:26.060]   - Yeah.
[00:00:26.060 --> 00:00:26.880]   - Duncan, I need to offer-
[00:00:26.880 --> 00:00:27.720]   - Not in the same room again though.
[00:00:27.720 --> 00:00:29.300]   We can't make that same mistake again.
[00:00:29.300 --> 00:00:31.240]   - No, we learned our lesson.
[00:00:31.240 --> 00:00:33.340]   I need to offer a mea culpa from last week.
[00:00:33.340 --> 00:00:36.480]   So last week we talked about Series I savings bonds.
[00:00:36.480 --> 00:00:38.500]   There was some very strong proponents
[00:00:38.500 --> 00:00:40.040]   of Series I savings bonds,
[00:00:40.040 --> 00:00:41.760]   and a lot of people put me in my place.
[00:00:41.760 --> 00:00:43.740]   They told me, I think I said,
[00:00:43.740 --> 00:00:46.160]   "It's not as easy to just automate investments through those."
[00:00:46.160 --> 00:00:47.940]   A lot of people put me in my place and said,
[00:00:47.940 --> 00:00:48.960]   "Actually, you can.
[00:00:48.960 --> 00:00:51.200]   "You can automate Series I savings bonds.
[00:00:51.200 --> 00:00:53.960]   "Credit to me for admitting my mistakes when I'm wrong."
[00:00:53.960 --> 00:00:54.920]   - Yeah, yeah, I mean-
[00:00:54.920 --> 00:00:56.680]   - So that is something you actually can do.
[00:00:56.680 --> 00:00:59.620]   I think you can do it on a monthly or quarterly basis.
[00:00:59.620 --> 00:01:01.820]   - As long as you can give a treasury direct site to work.
[00:01:01.820 --> 00:01:02.700]   - So here's what I remember.
[00:01:02.700 --> 00:01:03.540]   So I actually, yes,
[00:01:03.540 --> 00:01:05.620]   I actually had some Series I savings bonds.
[00:01:05.620 --> 00:01:07.980]   I set it up on an automatic thing, autopilot,
[00:01:07.980 --> 00:01:10.060]   five minute wait to talk to someone.
[00:01:10.060 --> 00:01:12.260]   And they don't even have the option to hit a button
[00:01:12.260 --> 00:01:13.180]   to say, "We'll call you back."
[00:01:13.180 --> 00:01:15.660]   It's just like, "Just wait here like an idiot
[00:01:15.660 --> 00:01:16.900]   "and see what happens."
[00:01:16.900 --> 00:01:17.740]   - Right.
[00:01:17.740 --> 00:01:19.740]   - So yes, they still, I was right on that one.
[00:01:19.740 --> 00:01:21.340]   They still are a little antiquated
[00:01:21.340 --> 00:01:23.180]   in how they help with customer service.
[00:01:23.180 --> 00:01:25.160]   The website stinks.
[00:01:25.160 --> 00:01:26.000]   - Yeah.
[00:01:26.000 --> 00:01:28.060]   I saw someone actually was like complimenting
[00:01:28.060 --> 00:01:29.540]   their like bare bones website.
[00:01:29.540 --> 00:01:31.860]   So I mean, I guess, you know, that's like you say,
[00:01:31.860 --> 00:01:33.340]   that's what makes a market, I guess.
[00:01:33.340 --> 00:01:34.700]   - It looked like the original Amazon one
[00:01:34.700 --> 00:01:37.220]   from like when Bezos was in his garage.
