
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.080]   Well, occasionally on this podcast,
[00:00:06.080 --> 00:00:07.920]   we talk about podcasting.
[00:00:07.920 --> 00:00:11.160]   And particularly, we have talked about how dangerous
[00:00:11.160 --> 00:00:15.760]   this podcast can be to you if you use it unwisely.
[00:00:15.760 --> 00:00:17.880]   A pair of episodes comes to mind on this point,
[00:00:17.880 --> 00:00:21.780]   Seven Ways This Podcast Will Kill Your Joy.
[00:00:21.780 --> 00:00:24.240]   That's ABJ 1277.
[00:00:24.240 --> 00:00:26.640]   And we followed that with an episode titled,
[00:00:26.640 --> 00:00:29.400]   When to Stop Listening to This Podcast.
[00:00:29.400 --> 00:00:31.800]   That was ABJ 1382.
[00:00:31.800 --> 00:00:34.880]   But today we talk about podcasting more generally
[00:00:34.880 --> 00:00:38.320]   in a question that comes to us from a listener named Joel.
[00:00:38.320 --> 00:00:40.240]   Pastor John, thank you for this podcast.
[00:00:40.240 --> 00:00:43.240]   It seems that podcasting is more and more prevalent
[00:00:43.240 --> 00:00:45.840]   these days, specifically as a Christian.
[00:00:45.840 --> 00:00:49.240]   I see podcasts hosted by other professing Christians.
[00:00:49.240 --> 00:00:51.280]   The same information is often rehashed
[00:00:51.280 --> 00:00:52.820]   and recycled over and over again.
[00:00:52.820 --> 00:00:55.620]   And much of the information focuses on the demise
[00:00:55.620 --> 00:00:59.260]   of another Christian personality or denomination
[00:00:59.260 --> 00:01:00.880]   or school.
[00:01:00.880 --> 00:01:03.000]   This grieves me and I am concerned.
[00:01:03.000 --> 00:01:05.980]   What dangers do you see in Christians pursuing
[00:01:05.980 --> 00:01:08.480]   Christian podcasts for information, learning,
[00:01:08.480 --> 00:01:12.440]   quote unquote discernment, or simply for entertainment?
[00:01:12.440 --> 00:01:15.040]   I see dangers everywhere.
[00:01:15.040 --> 00:01:17.040]   But that's not unique to podcasting.
[00:01:17.040 --> 00:01:19.200]   I see dangers everywhere, everywhere,
[00:01:19.200 --> 00:01:20.880]   because sin is everywhere.
[00:01:20.880 --> 00:01:23.200]   The devil is everywhere.
[00:01:23.200 --> 00:01:26.200]   The spirit of this world is everywhere.
[00:01:26.200 --> 00:01:30.500]   So when I point out the dangers of podcasting,
