
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:13.140]   - Welcome back to Ask the Compound.
[00:00:13.140 --> 00:00:16.100]   Every week people email us at askthecompoundshow@gmail.com.
[00:00:16.100 --> 00:00:17.080]   Duncan, I was looking this week
[00:00:17.080 --> 00:00:20.280]   and we have 43 pages of questions to go through.
[00:00:20.280 --> 00:00:21.240]   - Yeah.
[00:00:21.240 --> 00:00:23.040]   - A lot of details, we don't mind those details sometimes.
[00:00:23.040 --> 00:00:24.460]   Could use a TLDR sometimes,
[00:00:24.460 --> 00:00:26.760]   but we like the fact that people share everything with us.
[00:00:26.760 --> 00:00:28.120]   So gotta have a good question
[00:00:28.120 --> 00:00:29.840]   if you wanna make it to the top of the heap, right?
[00:00:29.840 --> 00:00:30.680]   - That's true, yeah.
[00:00:30.680 --> 00:00:31.980]   - Today's Ask the Compound
[00:00:31.980 --> 00:00:33.720]   is sponsored by Foundation Source.
[00:00:33.720 --> 00:00:35.200]   We get a lot of not to brags
[00:00:35.200 --> 00:00:37.740]   in terms of people's net worth, how much money they have.
[00:00:37.740 --> 00:00:39.880]   We don't talk much about giving back though.
[00:00:39.880 --> 00:00:41.920]   Foundation Source empowers people and companies
[00:00:41.920 --> 00:00:43.740]   to create a better world through philanthropy.
[00:00:43.740 --> 00:00:45.240]   They're the nation's largest provider
[00:00:45.240 --> 00:00:46.760]   of foundation management services,
[00:00:46.760 --> 00:00:49.880]   trusted source for philanthropic expertise.
[00:00:49.880 --> 00:00:51.200]   Also have industry leading technology.
[00:00:51.200 --> 00:00:52.560]   I worked in the foundation space
[00:00:52.560 --> 00:00:53.960]   most of my career for nonprofits.
[00:00:53.960 --> 00:00:56.620]   That is one thing the US does better than any country
[00:00:56.620 --> 00:00:59.000]   probably in the world, is we give a lot back.
[00:00:59.000 --> 00:01:01.040]   And I've worked a lot of nonprofits.
[00:01:01.040 --> 00:01:02.660]   Foundation Source can actually help you,
[00:01:02.660 --> 00:01:06.400]   family offices, CPAs, attorneys, set up a foundation,
[00:01:06.400 --> 00:01:07.840]   manage it yourself, work through the tax,
[00:01:07.840 --> 00:01:09.680]   all the tax stuff that goes with it.
[00:01:09.680 --> 00:01:11.240]   We have a description.
[00:01:11.240 --> 00:01:13.520]   We'll see the description and a link below.
[00:01:13.520 --> 00:01:16.320]   Click on that and you can figure out
[00:01:16.320 --> 00:01:17.400]   what best describes your goals
[00:01:17.400 --> 00:01:18.760]   and how Foundation Source can help.
[00:01:18.760 --> 00:01:21.720]   Really cool, really cool, cool organization.
[00:01:21.720 --> 00:01:23.400]   - Yeah, very cool.
[00:01:23.400 --> 00:01:26.720]   - All right, I am doing today's show live from Montreal.
[00:01:26.720 --> 00:01:30.480]   I spoke for a banking conference this morning
[00:01:30.480 --> 00:01:32.300]   in front of a few hundred bankers.
[00:01:32.300 --> 00:01:34.600]   You know, the stereotype of Canadian people is true.
[00:01:34.600 --> 00:01:37.200]   Just some of the warmest, nicest people in the world.
[00:01:37.200 --> 00:01:38.200]   They really are, you know.
[00:01:38.200 --> 00:01:39.040]   I come from the Midwest
[00:01:39.040 --> 00:01:40.440]   where people are generally pretty nice.
[00:01:40.440 --> 00:01:43.240]   People in Canada just blow us out of the water.
[00:01:43.240 --> 00:01:44.660]   I've never been to Montreal before
[00:01:44.660 --> 00:01:46.680]   and dunk in my one way of figuring out
[00:01:46.680 --> 00:01:48.880]   when I come to a new city, I wanna explore a little bit.
[00:01:48.880 --> 00:01:51.040]   I walked around and had dinner last night.
[00:01:51.040 --> 00:01:53.480]   And this morning I went for a jog.
[00:01:53.480 --> 00:01:55.200]   And anytime I go for a run in a new city,
[00:01:55.200 --> 00:01:56.560]   it's a way to explore,
[00:01:56.560 --> 00:01:58.480]   but it's also a nice way to find water
[00:01:58.480 --> 00:01:59.480]   and find if there's a good trail.
[00:01:59.480 --> 00:02:01.920]   And they have a trail right along the water, beautiful,
[00:02:01.920 --> 00:02:04.480]   just a gorgeous city, really clean too.
[00:02:04.480 --> 00:02:05.360]   That's what I like about it.
[00:02:05.360 --> 00:02:08.320]   So I double thumbs up for Montreal.
[00:02:08.320 --> 00:02:10.040]   - Have you heard a lot of people say eh?
[00:02:10.040 --> 00:02:11.120]   Is that a real thing?
[00:02:11.120 --> 00:02:13.000]   - Well, people have the French here
[00:02:13.000 --> 00:02:15.640]   because we're in Quebec, so it's more French.
[00:02:15.640 --> 00:02:16.960]   There's a lot of French and yeah,
[00:02:16.960 --> 00:02:18.880]   it's a very beautiful, beautiful city.
[00:02:18.880 --> 00:02:21.880]   So let's get into questions for today.
[00:02:21.880 --> 00:02:26.040]   - Okay, up first today, we have a question from Doug.
[00:02:26.040 --> 00:02:28.440]   After living through 0% interest rates for years
[00:02:28.440 --> 00:02:30.840]   and being a relatively risk-averse 62 year old
[00:02:30.840 --> 00:02:32.160]   approaching retirement,
[00:02:32.160 --> 00:02:35.600]   I was thrilled to see 5% T-bill yields this year.
[00:02:35.600 --> 00:02:39.480]   I de-risked my portfolio from roughly 75/25 stocks to bonds
[00:02:39.480 --> 00:02:41.960]   to more like 60/40 late last year.
[00:02:41.960 --> 00:02:44.000]   Now the stock market is up double digits this year
[00:02:44.000 --> 00:02:46.160]   and I feel like I made a terrible decision.
[00:02:46.160 --> 00:02:47.320]   Help talk me off the ledge here
[00:02:47.320 --> 00:02:49.680]   so I don't regret making an asset allocation change
[00:02:49.680 --> 00:02:51.360]   at the wrong time.
[00:02:51.360 --> 00:02:53.600]   - All right, Doug, I'll talk you off the ledge.
[00:02:53.600 --> 00:02:56.160]   I don't find much fault in here.
[00:02:56.160 --> 00:02:57.200]   There were definitely a lot of people
[00:02:57.200 --> 00:02:58.960]   when it was 0% interest rates who said,
[00:02:58.960 --> 00:03:02.360]   "Geez, I should be 60/40, but I'm gonna go 75/25
[00:03:02.360 --> 00:03:03.760]   'cause I'm getting nothing from my bonds."
[00:03:03.760 --> 00:03:05.400]   And that made sense.
[00:03:05.400 --> 00:03:06.720]   The two things you could have done back then
[00:03:06.720 --> 00:03:08.360]   were make a change to your portfolio allocation
[00:03:08.360 --> 00:03:10.200]   or just change your expectations.
[00:03:10.200 --> 00:03:12.680]   And I feel like, but this is a good segue
[00:03:12.680 --> 00:03:14.240]   into understanding the two reasons
[00:03:14.240 --> 00:03:16.080]   that market timing is hard.
[00:03:16.080 --> 00:03:18.280]   One is, of course, you could be wrong, right?
[00:03:18.280 --> 00:03:20.400]   You could make a decision, the market goes against you.
[00:03:20.400 --> 00:03:22.440]   If you go all in and the market falls,
[00:03:22.440 --> 00:03:23.600]   you feel like an idiot.
[00:03:23.600 --> 00:03:25.920]   If you go out of the market, the market rises,
[00:03:25.920 --> 00:03:27.800]   you feel like an idiot, or you could be right.
[00:03:27.800 --> 00:03:28.680]   Then what, right?
[00:03:28.680 --> 00:03:30.360]   Then are you stuck in cash forever?
[00:03:30.360 --> 00:03:31.280]   It's hard to get back in?
[00:03:31.280 --> 00:03:32.680]   Like, what is your time to get back in?
[00:03:32.680 --> 00:03:35.520]   That's one of the reasons market timing is so hard, but--
[00:03:35.520 --> 00:03:37.000]   - That's the title of today's show.
[00:03:37.000 --> 00:03:37.840]   - That's right.
[00:03:37.840 --> 00:03:39.280]   And we heard from a lot of people
[00:03:39.280 --> 00:03:41.560]   that they were really excited about 5% T-bill yields.
[00:03:41.560 --> 00:03:43.720]   Again, we got so many questions on this
[00:03:43.720 --> 00:03:45.120]   and a lot of people asked us what made sense.
[00:03:45.120 --> 00:03:46.400]   Should I shift some of my equity allocation?
[00:03:46.400 --> 00:03:49.320]   And I said, you know, that sounds good in a world
[00:03:49.320 --> 00:03:51.600]   where the stock market isn't a bear market, we're down 20%.
[00:03:51.600 --> 00:03:53.040]   When the stock market is up 20%,
[00:03:53.040 --> 00:03:56.080]   those 5% T-bill yields don't sound quite as good.
[00:03:56.080 --> 00:03:58.600]   So this is why I wasn't a big fan
[00:03:58.600 --> 00:04:00.480]   of making a sweeping change to your portfolio.
[00:04:00.480 --> 00:04:04.240]   Now, what Doug did here, that's different, right?
[00:04:04.240 --> 00:04:07.960]   Doug sounds to me like he took a look at his risk profile
[00:04:07.960 --> 00:04:10.640]   and time horizon asset allocation and said,
[00:04:10.640 --> 00:04:11.640]   now that I'm earning some yield,
[00:04:11.640 --> 00:04:13.240]   I think I'm gonna go back to where I should have been.
[00:04:13.240 --> 00:04:14.720]   So that makes sense to me.
[00:04:14.720 --> 00:04:17.880]   And I think you have to think in terms of process
[00:04:17.880 --> 00:04:21.000]   over outcomes when making these kinds of decisions, right?
[00:04:21.000 --> 00:04:24.440]   What if you make a decision to buy or sell stocks
[00:04:24.440 --> 00:04:25.640]   or bonds in your portfolio
[00:04:25.640 --> 00:04:27.280]   because of your circumstantial change
[00:04:27.280 --> 00:04:28.120]   and not because of the market?
[00:04:28.120 --> 00:04:30.560]   'Cause you can never time these things perfectly, right?
[00:04:30.560 --> 00:04:34.280]   As long as you went from 75 to 25 to 60, 40
[00:04:34.280 --> 00:04:35.360]   for the right reasons, that's fine,
[00:04:35.360 --> 00:04:40.320]   but you can't go 75, 25, 60, 40, 75, 25, 60, 40.
[00:04:40.320 --> 00:04:41.280]   Oh no, I did something wrong again.
[00:04:41.280 --> 00:04:42.120]   That's the problem.
[00:04:42.120 --> 00:04:42.960]   If you're going back and forth,
[00:04:42.960 --> 00:04:45.400]   if you're gonna stick there because your risk profile,
[00:04:45.400 --> 00:04:48.480]   time horizon or circumstances or goals changed,
[00:04:48.480 --> 00:04:49.920]   that to me is not timing the market.
[00:04:49.920 --> 00:04:51.600]   That's just timing your own life.
[00:04:51.600 --> 00:04:52.880]   That makes sense to me.
[00:04:52.880 --> 00:04:54.320]   I mean, the one way you could do it
[00:04:54.320 --> 00:04:56.320]   to maybe ease a little of the pain and the regret
[00:04:56.320 --> 00:04:59.200]   is slowly do it instead of doing it all at once.
[00:04:59.200 --> 00:05:02.040]   But then you could still be wrong there because, well,
[00:05:02.040 --> 00:05:04.120]   I look back and I dollar cost average out of the market,
[00:05:04.120 --> 00:05:07.440]   but now what if I would've just done it on one lump sum?
[00:05:07.440 --> 00:05:08.280]   I would've been better.
[00:05:08.280 --> 00:05:11.360]   So it's always making these high probability decisions
[00:05:11.360 --> 00:05:13.280]   when understanding that you can and will be wrong.
[00:05:13.280 --> 00:05:15.040]   Sometimes the market just goes against you.
[00:05:15.040 --> 00:05:15.880]   It's not very much fun.
[00:05:15.880 --> 00:05:19.160]   So I think everyone is wrong at some point.
[00:05:19.160 --> 00:05:20.440]   When investing, I think the best you can do
[00:05:20.440 --> 00:05:22.400]   is just plan for a wide range of outcomes.
[00:05:22.400 --> 00:05:23.840]   That's why I think it's so important
[00:05:23.840 --> 00:05:26.240]   to give every asset class or strategy in your portfolio
[00:05:26.240 --> 00:05:27.820]   a job in the first place.
[00:05:27.820 --> 00:05:30.120]   So when you have some cash come in,
[00:05:30.120 --> 00:05:31.400]   you don't have to think about it.
[00:05:31.400 --> 00:05:33.960]   You just know, okay, I'm putting cash
[00:05:33.960 --> 00:05:36.240]   based on this asset allocation
[00:05:36.240 --> 00:05:37.200]   and I'm putting it in there now
[00:05:37.200 --> 00:05:38.040]   and I'm not thinking about it.
[00:05:38.040 --> 00:05:38.880]   So you don't have to get,
[00:05:38.880 --> 00:05:41.160]   you have a cash for some reason, a bonus,
[00:05:41.160 --> 00:05:43.120]   or you sold something and you sold a house
[00:05:43.120 --> 00:05:44.400]   or whatever, you have money.
[00:05:44.400 --> 00:05:46.080]   You're not thinking, jeez, should I,
[00:05:46.080 --> 00:05:47.360]   what's the best investment opportunity?
[00:05:47.360 --> 00:05:49.200]   T-bills or bonds or stocks.
[00:05:49.200 --> 00:05:50.920]   If you have a plan in place already,
[00:05:50.920 --> 00:05:51.920]   you don't even have to think about it.
[00:05:51.920 --> 00:05:52.920]   You just do it.
[00:05:52.920 --> 00:05:55.720]   That's the whole reason you have a plan in the first place.
[00:05:55.720 --> 00:05:56.640]   - Yeah, I made a note here,
[00:05:56.640 --> 00:05:58.880]   but it kind of reminds me exactly what you're talking about.
[00:05:58.880 --> 00:06:01.360]   It reminds me of driving on snow or ice
[00:06:01.360 --> 00:06:04.100]   and how where you really get into trouble is snap steering
[00:06:04.100 --> 00:06:05.720]   and trying to like over-correct.
[00:06:05.720 --> 00:06:07.760]   That's what causes wrecks and crashes.
[00:06:07.760 --> 00:06:09.680]   - The very first time I drove in snow,
[00:06:09.680 --> 00:06:11.920]   I had a 1989 Honda Accord.
[00:06:11.920 --> 00:06:13.240]   Tires were basically bald,
[00:06:13.240 --> 00:06:15.320]   which was great for driving on Northern Michigan.
[00:06:15.320 --> 00:06:16.620]   And I didn't have anti-lock brakes.
[00:06:16.620 --> 00:06:18.520]   They didn't exist on that car yet.
[00:06:18.520 --> 00:06:21.120]   And the first time we had a light dusting,
[00:06:21.120 --> 00:06:23.320]   I slammed the brakes and went right into a ditch.
[00:06:23.320 --> 00:06:24.960]   Very first time.
[00:06:24.960 --> 00:06:26.320]   I was like a block from home.
[00:06:26.320 --> 00:06:28.920]   - You're basically an F1 driver if you don't have,
[00:06:28.920 --> 00:06:29.760]   if you don't have anti-lock brakes.
[00:06:29.760 --> 00:06:31.700]   - Yeah, I'm, yeah.
[00:06:31.700 --> 00:06:32.720]   All right, next question.
[00:06:32.720 --> 00:06:34.280]   So yeah, Doug, I don't think you market time.
[00:06:34.280 --> 00:06:36.000]   I think you made the decision
[00:06:36.000 --> 00:06:39.000]   with all the information at the time that you had.
[00:06:39.000 --> 00:06:40.280]   I'm sure you're kicking yourself off.
[00:06:40.280 --> 00:06:41.280]   I would've just waited a little longer,
[00:06:41.280 --> 00:06:42.920]   but the reason you set an asset allocation
[00:06:42.920 --> 00:06:45.360]   in the first place is because you want to stick with it.
[00:06:45.360 --> 00:06:46.440]   - Yeah, good advice.
[00:06:46.440 --> 00:06:51.220]   Okay, up next, we have a question from Chris.
[00:06:51.220 --> 00:06:54.560]   Does rebalancing essentially lock in losses?
[00:06:54.560 --> 00:06:57.120]   I have a robo-advised Roth IRA
[00:06:57.120 --> 00:06:59.760]   that seemingly rebalances every other day.
[00:06:59.760 --> 00:07:01.760]   Will I ever get back to break even?
[00:07:01.760 --> 00:07:04.580]   And when do I stop buying the stock market on sale?
[00:07:04.580 --> 00:07:08.200]   - Rebalancing is actually supposed to be
[00:07:08.200 --> 00:07:09.760]   more of a value type of strategy.
[00:07:09.760 --> 00:07:11.640]   It's like counter-cyclical approach to investing.
[00:07:11.640 --> 00:07:13.760]   So it's a process of trimming some of your winners
[00:07:13.760 --> 00:07:15.260]   to buy some of your losers, right?
[00:07:15.260 --> 00:07:17.080]   That's the whole idea.
[00:07:17.080 --> 00:07:18.160]   So let's look at an example
[00:07:18.160 --> 00:07:20.040]   to see how rebalancing works in practice.
[00:07:20.040 --> 00:07:23.000]   So let's say you took 60% of your money
[00:07:23.000 --> 00:07:25.520]   and you put it in stocks in the US stock market,
[00:07:25.520 --> 00:07:27.560]   40% of your money in 10-year treasuries.
[00:07:27.560 --> 00:07:28.480]   So if we go back,
[00:07:28.480 --> 00:07:31.200]   if we look over the longterm, the past 95 years,
