
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:10.320]   When you hear someone say that they're a marketing generalist
[00:00:10.320 --> 00:00:11.400]   what's your first impression?
[00:00:11.400 --> 00:00:12.720]   Is it a good thing?
[00:00:12.720 --> 00:00:14.360]   Is it bad?
[00:00:14.360 --> 00:00:16.640]   Do you assume they make more or less money
[00:00:16.640 --> 00:00:18.040]   than a specialist?
[00:00:18.040 --> 00:00:20.280]   Let me ask you another question.
[00:00:20.280 --> 00:00:24.200]   Which one sounds like it would give you more job stability?
[00:00:24.200 --> 00:00:26.480]   I recently did a poll on LinkedIn.
[00:00:26.480 --> 00:00:30.440]   45% of respondents said that being a marketing generalist
[00:00:30.440 --> 00:00:33.420]   is great for early career individuals.
[00:00:33.420 --> 00:00:36.640]   Now 30% said that it's better for late careers
[00:00:36.640 --> 00:00:38.960]   and the remaining 25% said that it's better
[00:00:38.960 --> 00:00:42.980]   to have broad skill sets than being a pure specialist.
[00:00:42.980 --> 00:00:45.260]   So which is it?
[00:00:45.260 --> 00:00:48.860]   The truth is both a specialist and generalist
[00:00:48.860 --> 00:00:52.380]   can provide great stability and both have the potential
[00:00:52.380 --> 00:00:56.240]   to result in very positive personal economic gain.
[00:00:56.240 --> 00:00:57.880]   So let's break this down.
[00:00:57.880 --> 00:01:01.400]   What does it mean to be a marketing generalist?
[00:01:01.400 --> 00:01:03.280]   If you've allowed yourself to experience
[00:01:03.280 --> 00:01:05.960]   different job functions, being a generalist means
[00:01:05.960 --> 00:01:08.220]   you know just enough about all the various functions
[00:01:08.220 --> 00:01:10.760]   around you and you package that together
[00:01:10.760 --> 00:01:14.860]   and bring all that wisdom and influence into your work.
[00:01:14.860 --> 00:01:17.160]   You're that proverbial jack of all trades
[00:01:17.160 --> 00:01:20.140]   that could be the fabric that holds everything together.
[00:01:20.140 --> 00:01:23.560]   At this stage of my career, I would describe myself
[00:01:23.560 --> 00:01:27.440]   as a marketing generalist with a specialty in web marketing.
[00:01:27.440 --> 00:01:29.600]   Being a generalist has allowed me to be proactive
[00:01:29.600 --> 00:01:31.560]   and productive in meetings and take on
[00:01:31.560 --> 00:01:33.920]   that connective tissue role where I understand
[00:01:33.920 --> 00:01:36.040]   enough of the context of the meeting
[00:01:36.040 --> 00:01:39.280]   just to ask the right questions at the right time
[00:01:39.280 --> 00:01:42.900]   and really be that translator between various specialists
[00:01:42.900 --> 00:01:45.620]   and sometimes even leading cross-functional tiger teams
[00:01:45.620 --> 00:01:48.280]   that have nothing to do with my direct line of work.
[00:01:48.280 --> 00:01:52.000]   So today, we'll be joined by Ashley Foss.
[00:01:52.000 --> 00:01:54.120]   She's the head of Lifecycle Marketing Portfolio
[00:01:54.120 --> 00:01:55.600]   at Atlassian.
[00:01:55.600 --> 00:01:59.440]   Not only is she a hilarious and a passionate individual,
[00:01:59.440 --> 00:02:02.480]   but she shares some great examples about the power
[00:02:02.480 --> 00:02:04.800]   of being a marketing generalist.
[00:02:04.800 --> 00:02:07.440]   In this video, she'll cover topics such as
[00:02:07.440 --> 00:02:09.960]   how to be the bridge builder that aligns teams
[00:02:09.960 --> 00:02:12.920]   to a common outcome, how a generalist equips you
[00:02:12.920 --> 00:02:15.140]   with skills to propel your career,
[00:02:15.140 --> 00:02:19.240]   and tips on how to become an effective marketing generalist.
[00:02:19.240 --> 00:02:21.020]   All right, let's get started.
[00:02:21.020 --> 00:02:21.860]   - Hey, everyone.
[00:02:21.860 --> 00:02:24.560]   Today, we're talking about the power of a general marketer
[00:02:24.560 --> 00:02:26.080]   and joining us is Ashley Foss.
[00:02:26.080 --> 00:02:27.400]   Ashley, how are you doing?
[00:02:27.400 --> 00:02:28.220]   - Hey, I'm good.
[00:02:28.220 --> 00:02:29.400]   I'm excited to talk about this.
[00:02:29.400 --> 00:02:30.760]   I'm real passionate about this topic.
[00:02:30.760 --> 00:02:33.400]   - And I can't wait to dive in with you.
[00:02:33.400 --> 00:02:35.480]   Can you maybe just tell us a little bit about yourself
[00:02:35.480 --> 00:02:37.120]   before we get started?
[00:02:37.120 --> 00:02:37.940]   - Sure.
[00:02:37.940 --> 00:02:41.080]   So my name is Ashley and I am a marketer, writer,
[00:02:41.080 --> 00:02:43.480]   and speaker by day, and a singer, actor,
[00:02:43.480 --> 00:02:45.760]   and fitness fiend by night.
[00:02:45.760 --> 00:02:47.600]   - That is awesome.
[00:02:47.600 --> 00:02:49.720]   - We're gonna dive right into the whole generalist thing.
[00:02:49.720 --> 00:02:51.500]   Go straight. - Yeah, I don't know.
[00:02:51.500 --> 00:02:55.300]   You know, what I hear is like well-rounded, balanced life,
[00:02:55.300 --> 00:02:56.500]   work, and after.
[00:02:56.500 --> 00:02:59.220]   So I love everything you just said.
[00:02:59.220 --> 00:03:01.460]   And I think that's actually quite often,
[00:03:01.460 --> 00:03:03.340]   quite frankly, the theme of today.
[00:03:03.340 --> 00:03:06.820]   You know, I think the idea of a general marketer,
[00:03:06.820 --> 00:03:09.580]   which we're gonna kind of ask you what your take on it is,
[00:03:09.580 --> 00:03:12.020]   but like given today's market, you know,
[00:03:12.020 --> 00:03:13.940]   it's a very unstable time, right?
[00:03:13.940 --> 00:03:17.660]   And people are actually equipped with a lot of skills.
[00:03:17.660 --> 00:03:20.720]   And the question is how do you put all those skills to use?
[00:03:20.720 --> 00:03:22.920]   Or how do you find an entry point
[00:03:22.920 --> 00:03:25.420]   that allows you to branch off into many things?
[00:03:25.420 --> 00:03:28.240]   'Cause I think listeners to this particular podcast
[00:03:28.240 --> 00:03:29.200]   are just dying to know,
[00:03:29.200 --> 00:03:30.280]   especially if they're at a point
[00:03:30.280 --> 00:03:32.160]   where they wanna pivot their careers,
[00:03:32.160 --> 00:03:33.480]   or maybe they're at the starting point
[00:03:33.480 --> 00:03:34.560]   and they just graduated.
[00:03:34.560 --> 00:03:36.640]   It's like, where do I go from here?
[00:03:36.640 --> 00:03:38.800]   So kind of turn to Ashley, like to you,
[00:03:38.800 --> 00:03:41.340]   like what does a general marketer mean to you?
[00:03:41.340 --> 00:03:44.720]   - So I think of a generalist.
[00:03:44.720 --> 00:03:46.040]   There's a couple of different frameworks
[00:03:46.040 --> 00:03:48.160]   that I've used over the years
[00:03:48.160 --> 00:03:49.600]   to kind of frame up this thinking
[00:03:49.600 --> 00:03:51.440]   that are pretty popular in the market.
[00:03:51.440 --> 00:03:54.680]   One is the concept of the T-shaped marketer.
[00:03:54.680 --> 00:03:58.300]   So it's basically looking at some of the adjacent disciplines
[00:03:58.300 --> 00:04:00.660]   and skills and crafts within marketing
[00:04:00.660 --> 00:04:02.960]   and being broad across the top,
[00:04:02.960 --> 00:04:06.100]   and then eventually going deep in one area.
[00:04:06.100 --> 00:04:08.200]   But looking at that, again,
[00:04:08.200 --> 00:04:10.120]   from an adjacent crafts perspective,
[00:04:10.120 --> 00:04:11.660]   not just a single area.
[00:04:11.660 --> 00:04:13.140]   So that's one that I like.
[00:04:13.140 --> 00:04:15.520]   The other one that I've heard that I think is interesting,
[00:04:15.520 --> 00:04:18.120]   it talks about the I-shaped marketer.
[00:04:18.120 --> 00:04:20.080]   So it's similar to the T-shaped marketer,
[00:04:20.080 --> 00:04:22.980]   except that it has this bottom foundation
[00:04:22.980 --> 00:04:26.800]   of leadership skills or communication skills
[00:04:26.800 --> 00:04:29.940]   or team management skills or project management skills,
[00:04:29.940 --> 00:04:32.840]   like kind of basic things you need to do
[00:04:32.840 --> 00:04:33.680]   if you're gonna be a leader
[00:04:33.680 --> 00:04:36.960]   or you're gonna be a professional as that foundation,
[00:04:36.960 --> 00:04:38.620]   that no matter what craft you're in,
[00:04:38.620 --> 00:04:40.480]   there's some core skills that go across the bottom.
[00:04:40.480 --> 00:04:42.560]   So those are two that I really like.
[00:04:42.560 --> 00:04:44.680]   I think the biggest thing for me is,
