
[00:00:00.400 --> 00:00:04.740]   So one of the things I love to do as a computer science professor who also thinks more broadly
[00:00:04.740 --> 00:00:10.600]   about how we live and work in the modern digital environment, is to draw connections between
[00:00:10.600 --> 00:00:15.160]   these two worlds of mine, the computer science and the advice world.
[00:00:15.160 --> 00:00:19.540]   So I went to a talk the other day, it was given by a computer security researcher from
[00:00:19.540 --> 00:00:23.900]   around this area, and it sparked in my mind an interesting thought about one of the reasons
[00:00:23.900 --> 00:00:29.080]   why we often feel so exhausted and unhappy with contemporary knowledge work.
[00:00:29.080 --> 00:00:31.960]   So what I want to do here is try this out for size.
[00:00:31.960 --> 00:00:38.580]   I am going to connect a very narrow computer security issue with the very broad question
[00:00:38.580 --> 00:00:41.320]   of how do we make our work less exhausting?
[00:00:41.320 --> 00:00:43.760]   All right, so let's get into it.
[00:00:43.760 --> 00:00:49.520]   I pulled up on the screen here for people who are watching instead of just listening a meme
[00:00:49.520 --> 00:00:51.620]   that gets at a clear computer security issue.
[00:00:51.620 --> 00:00:56.980]   So here's what this meme is, there's someone at a computer, and here's the text, "Sorry,
[00:00:56.980 --> 00:01:02.360]   that your password must contain an uppercase letter, a number, a haiku, a gang sign, a
[00:01:02.360 --> 00:01:04.480]   hieroglyph, and the blood of a virgin."
[00:01:04.480 --> 00:01:08.480]   All right, so does this sound familiar?
[00:01:08.480 --> 00:01:14.860]   Starting in the early 2000s and picking up with increasingly urgency has been these ever-escalating
[00:01:14.860 --> 00:01:24.400]   requests from software and security ops to make your password increasingly better from a hard-to-crack
[00:01:24.400 --> 00:01:27.200]   or security perspective.
[00:01:27.200 --> 00:01:31.580]   And the way this sort of process unfolded was like at first there were sort of suggestions,
[00:01:31.580 --> 00:01:34.900]   like, "Hey, a good password, you know, should have this."
[00:01:34.900 --> 00:01:35.900]   People ignored that.
[00:01:35.900 --> 00:01:40.040]   And so then they started educating, like, "Well, we're going to give you some like information
[00:01:40.040 --> 00:01:44.720]   about like why you want a better password or what makes a better password."
[00:01:44.720 --> 00:01:45.580]   That was largely ignored.
[00:01:45.580 --> 00:01:50.180]   And then the software and security operators finally just begin forcing people, like, "Your
[00:01:50.180 --> 00:01:53.240]   password has to obey all these rules or we're not going to accept it."
[00:01:53.240 --> 00:01:57.420]   So you have to figure this out when you set up your password.
[00:01:57.420 --> 00:01:58.420]   There's other rules as well.
[00:01:58.420 --> 00:02:00.240]   It's not just what a new password has to do.
[00:02:00.240 --> 00:02:03.880]   They begin adding rules about, like, "We looked at your last passwords as well, and it can't
[00:02:03.880 --> 00:02:06.760]   be too similar to your most recent password."
[00:02:06.760 --> 00:02:11.240]   Also rules about, like, "You have to change this password roughly like once every 18 minutes."
[00:02:11.240 --> 00:02:14.660]   I see, it seems roughly what they seem to request.
[00:02:14.660 --> 00:02:23.400]   So from a security operation perspective, it's as if their mindset is, "Why are users resisting
[00:02:23.400 --> 00:02:24.880]   these rules?
[00:02:24.880 --> 00:02:30.240]   Having more complicated passwords objectively makes these systems safer and harder to crack,
[00:02:30.240 --> 00:02:34.020]   and it's bad if these systems get hacked into and cracked."
[00:02:34.020 --> 00:02:41.160]   And from the security people's perspective, it's not like these rules are somehow super onerous,
[00:02:41.160 --> 00:02:45.540]   like, people don't know how to do them or it requires some sort of complex skill that people
[00:02:45.540 --> 00:02:46.540]   don't have.
[00:02:46.540 --> 00:02:50.160]   It's just coming up with a password that matches these various rules.
[00:02:50.160 --> 00:02:54.040]   Like, we're not making that big of an ask, and it's, like, important for passwords not
[00:02:54.040 --> 00:02:55.040]   to be cracked.
[00:02:55.040 --> 00:02:56.040]   All right.
[00:02:56.040 --> 00:02:59.660]   So this is like a mindset in the security world.
[00:02:59.660 --> 00:03:02.760]   I'm going to give it a name.
[00:03:02.760 --> 00:03:08.500]   The mindset behind this approach to computer passwords, I'm going to call the isolated optimal
[00:03:08.500 --> 00:03:11.080]   mindset.
[00:03:11.080 --> 00:03:14.620]   I'm going to try to generalize this mindset, and then we're going to bring it out of computer
[00:03:14.620 --> 00:03:16.340]   security here in a second.
[00:03:16.340 --> 00:03:23.140]   But the isolated optimal mindset looks at specific behaviors in isolation and asks, "What's the
[00:03:23.140 --> 00:03:26.960]   optimal thing for a person to do in this situation?"
[00:03:26.960 --> 00:03:32.220]   So let's just look in isolation setting up a password for this IT system at our company.
[00:03:32.220 --> 00:03:35.220]   What is the optimal thing for a user to do here?
[00:03:35.220 --> 00:03:41.500]   Oh, to give a password that we know will be largely resistant to brute force cracking attempts.
[00:03:41.500 --> 00:03:45.640]   And the way that this isolated optimal mindset unfolds is, like, look, if the optimal thing
[00:03:45.640 --> 00:03:52.900]   you're going to do here is not crazy, like, okay, you need to go on a quest of ever increasing,
[00:03:52.900 --> 00:03:53.900]   you know, difficult obstacles.
[00:03:53.900 --> 00:03:57.700]   And when you make it back on the other end of the quest, you'll have your password.
[00:03:57.700 --> 00:04:01.960]   As long as it's not crazy like that, or something that people just won't know how to do, right?
[00:04:01.960 --> 00:04:05.620]   So you're not saying, "Yeah, we just need you to write, like, a quick C# script and let's
[00:04:05.620 --> 00:04:10.660]   just have it do an auto-generation of your password and make sure that it has, like, proper polymorphism
[00:04:10.660 --> 00:04:11.660]   on its objects."
[00:04:11.660 --> 00:04:16.440]   Actually, I don't know if C# is object-oriented, so that reference might have just upset.
[00:04:16.440 --> 00:04:22.060]   Jesse got really upset when I referenced a property of object-oriented programming when
[00:04:22.060 --> 00:04:28.680]   referencing C#, or famously, you would use C++ more often than C# for object-oriented programming.
[00:04:28.680 --> 00:04:31.040]   And Jesse, he just, like, rolled his eyes and shook his head.
[00:04:31.040 --> 00:04:32.040]   He gets really mad.
[00:04:32.040 --> 00:04:35.540]   Would you say that's true when I mess up computer programming references?
[00:04:35.540 --> 00:04:39.420]   All I can think of is, like, Neil Stevenson's cryptography books when you're talking about
[00:04:39.420 --> 00:04:41.600]   all this, and I'm like, "I don't understand any of this."
[00:04:41.600 --> 00:04:47.040]   If there's one thing that upsets Jesse, is when we're talking about polymorphism in objects
[00:04:47.040 --> 00:04:53.040]   and object-oriented programming, not correctly referencing the ingrained polymorphism support
[00:04:53.040 --> 00:04:54.820]   in various language classes.
[00:04:54.820 --> 00:04:56.280]   We fight about this all the time.
[00:04:56.280 --> 00:05:00.120]   But anyways, all right, so trust me, we're leaving the nerd world in a second.
[00:05:00.120 --> 00:05:01.120]   But we're starting in computer science.
[00:05:01.120 --> 00:05:04.620]   And we're going to move to the world that 99% of you care about.
[00:05:04.620 --> 00:05:08.380]   So this is the mindset that drives all that annoying password stuff, the isolated optimal
[00:05:08.380 --> 00:05:12.120]   mindset, which, again, is just, hey, what would be the optimal thing for someone to do
[00:05:12.120 --> 00:05:13.120]   here?
[00:05:13.120 --> 00:05:16.960]   And if that answer isn't crazily complicated or onerous, then, like, why won't they just
[00:05:16.960 --> 00:05:18.960]   do this?
[00:05:18.960 --> 00:05:26.960]   I think this mindset explains a lot of the expectations in the broader world of work that
[00:05:26.960 --> 00:05:28.960]   tend to exhaust us as well.
[00:05:28.960 --> 00:05:35.020]   So this mindset and security, which I heard and talked about in a talk the other day, got
[00:05:35.020 --> 00:05:36.460]   me thinking about, you know what?
[00:05:36.460 --> 00:05:40.960]   And this is the mindset in the world of work more generally that is causing some problems.
[00:05:40.960 --> 00:05:45.700]   I want to give you two concrete examples to try to make this more clear what I mean.
[00:05:45.700 --> 00:05:47.460]   Consider all the issues surrounding email.
[00:05:47.460 --> 00:05:53.460]   And let's apply the isolated optimal mindset to help explain these issues.
[00:05:53.460 --> 00:06:00.460]   Isolated in the moment, if I send you an email with like a question, the optimal behavior is
[00:06:00.460 --> 00:06:02.460]   for you to just to respond right away.
[00:06:02.460 --> 00:06:03.460]   Right?
[00:06:03.460 --> 00:06:09.640]   Because think about it, if you would just respond to my message right away, it gives me a lot
[00:06:09.640 --> 00:06:14.260]   more flexibility and ease in how I do my work.
[00:06:14.260 --> 00:06:18.640]   Like when I need information, I can get it much in the same way that when, you know, I need
[00:06:18.640 --> 00:06:22.180]   information from the internet, Google will just give me that answer.
[00:06:22.180 --> 00:06:28.120]   And if I look at this behavior in isolation, you answering my email, it passes the test of
[00:06:28.120 --> 00:06:30.180]   this is not super onerous.
[00:06:30.180 --> 00:06:33.180]   I'm not asking you to go do something really hard or beyond your ability.
[00:06:33.180 --> 00:06:35.180]   In fact, it will probably just take you three minutes.
[00:06:35.180 --> 00:06:36.180]   Right?
[00:06:36.180 --> 00:06:38.180]   You just have to look this thing up and get me back an answer.
[00:06:38.180 --> 00:06:44.680]   So the isolated optimal mindset says, yeah, just respond to my email right away when I
[00:06:44.680 --> 00:06:46.480]   send it.
[00:06:46.480 --> 00:06:53.260]   But out of this comes that culture of responsiveness that we know creates a lot of problems.
[00:06:53.260 --> 00:06:55.980]   Let me give you another example of this at play in the world of work.
[00:06:55.980 --> 00:06:58.500]   Think about meetings.
[00:06:58.500 --> 00:07:03.220]   But in the moment, if you could just agree to a meeting when I need to get a group of
[00:07:03.220 --> 00:07:09.760]   people together to make a decision or to gather information or better yet, as is they're trying
[00:07:09.760 --> 00:07:12.500]   to make the norm in certain parts of my university right now.
[00:07:12.500 --> 00:07:18.860]   Better yet, just have your calendar made public so that other people can just see all your free
[00:07:18.860 --> 00:07:23.580]   time and just choose a time that works on everyone's schedule and just have a meeting invite show
[00:07:23.580 --> 00:07:24.580]   up.
[00:07:24.580 --> 00:07:29.300]   So I don't even have to interact with you to pull you into a meeting.
[00:07:29.300 --> 00:07:30.300]   We don't even have to talk about when you're available.
[00:07:30.300 --> 00:07:34.300]   If you would just do this, it would make my life easier.
[00:07:34.300 --> 00:07:38.580]   It would be optimal in isolation because I have this thing and I need feedback from these
[00:07:38.580 --> 00:07:39.580]   three people on it.
[00:07:39.580 --> 00:07:41.300]   That would be a good way to make progress on it.
[00:07:41.300 --> 00:07:46.020]   And if I could just, without having to do much else, just have a meeting go on the books and
[00:07:46.020 --> 00:07:49.540]   we'll all get together at the next available time, we can all get together and talk about it.
[00:07:49.540 --> 00:07:52.580]   That makes life easier.
[00:07:52.580 --> 00:07:56.420]   It seems optimal in isolation and it's not super onerous.
[00:07:56.420 --> 00:07:59.620]   Like, what do you care if like some meetings show up on your calendar?
[00:07:59.620 --> 00:08:00.100]   It's work.
[00:08:00.100 --> 00:08:02.260]   Work has meetings and your time was free.
[00:08:02.260 --> 00:08:02.900]   And like, what's the problem?
[00:08:02.900 --> 00:08:04.100]   I'm not asking to do something onerous.
[00:08:04.100 --> 00:08:07.700]   So the optimal isolated mindset says, yeah, we should just be able to like auto schedule
[00:08:07.700 --> 00:08:08.980]   people in the meetings when we need them.
[00:08:08.980 --> 00:08:14.900]   This of course creates that culture of meeting availability, which itself leads to all sorts
[00:08:14.900 --> 00:08:16.900]   of problems in practice.
[00:08:16.900 --> 00:08:20.260]   So what is the alternative?
[00:08:20.260 --> 00:08:23.140]   Well, this is where I want to go back to the world of computer security,
[00:08:23.780 --> 00:08:27.860]   because that approach the passwords is now something that's getting a lot of pushback.
[00:08:27.860 --> 00:08:32.500]   And if we look at how the computer security world is beginning to push back
[00:08:32.500 --> 00:08:37.220]   on the, give me the super complicated password because it's going to make our system more secure.
[00:08:37.220 --> 00:08:40.980]   If we look at how the computer security world is starting to push back on that narrow issue,
[00:08:40.980 --> 00:08:44.420]   we can see that that solution is going to generalize to our broad work issues as well.
[00:08:44.420 --> 00:08:47.780]   So we're going to get some insight about how to fix the world of work more broadly.
[00:08:47.780 --> 00:08:50.260]   So this was the talk I was hearing about computer security.
[00:08:50.900 --> 00:08:57.700]   there is a new subfield within this broader topic that's known as human-centric security.
[00:08:57.700 --> 00:09:00.260]   And this subfield does something interesting.
[00:09:00.260 --> 00:09:07.220]   They work with, talk to, and observe at their actual jobs, real people.
[00:09:08.260 --> 00:09:16.100]   So they're not just sitting back and saying, for example, what level of complexity of a password
[00:09:16.100 --> 00:09:23.540]   means that like these cracking software we have is going to struggle? Like what's the technically,
[00:09:23.540 --> 00:09:28.580]   what's going to be the thresholds we need in our standards that's going to make it hard for a hash
[00:09:28.580 --> 00:09:35.300]   attack to, you know, crack it. They're actually watching real people. Hey, what's going on in the day
[00:09:35.860 --> 00:09:40.260]   when you get a request to set up a password? What else are you doing? What do you do with this
[00:09:40.260 --> 00:09:44.740]   password? Why aren't you setting up this password? Like what else is happening? What's your concerns
[00:09:44.740 --> 00:09:50.820]   here? So they actually talk to real people and they figure out the context in which these individual
[00:09:50.820 --> 00:09:56.580]   decisions are being made. So instead of using the isolated mindset of just in isolation, this would be
[00:09:56.580 --> 00:10:00.900]   the optimal way to set up a password. They say, no, what's the whole context of this person's like life and
[00:10:00.900 --> 00:10:07.700]   day and IT situation when they're asked to do that. And what they realized when they did this type of
[00:10:07.700 --> 00:10:12.180]   human centric research was like, well, wait a second, users are dealing with all sorts of different IT
[00:10:12.180 --> 00:10:15.940]   systems, both in their professional life and their personal life. And all the time they have to set up
[00:10:15.940 --> 00:10:20.500]   accounts and all these accounts are making these demands. And the problem is the number one problem
[00:10:20.500 --> 00:10:25.540]   users have is not that they couldn't come up with a password that meets those demands. They worry about
[00:10:25.540 --> 00:10:33.140]   forgetting them. They're not memorable. And if you forget it, it's a problem. Now you've added a big
[00:10:33.140 --> 00:10:37.860]   time overhead of having to get your password recovered. And that can be stressful that like,
[00:10:37.860 --> 00:10:42.660]   what if the system doesn't even let me do that? Now, the IT professional might say like, well, there's
[00:10:42.660 --> 00:10:48.900]   these like password managers you can use, but that's not obvious. And people have different systems they're
[00:10:48.900 --> 00:10:55.220]   using. Like, well, I use this computer at work and this phone is not for work, but also use it sometimes
[00:10:55.220 --> 00:11:00.180]   for work. And my computer at home is both. And this system, though, I might want to access it on both
[00:11:00.180 --> 00:11:07.140]   systems. It's not obvious if you're not much more in the weeds on these type of computer security systems.
[00:11:07.140 --> 00:11:11.540]   And I hate to say this, computer researchers, but these password managers you talk about are not so
[00:11:11.540 --> 00:11:15.620]   obvious, especially when you have many devices of different operating systems used and owned for many
[00:11:15.620 --> 00:11:20.100]   different types of purposes. People aren't that confident about how do I set up these passwords?
[00:11:20.100 --> 00:11:23.380]   They don't necessarily trust those things. They say, well, why is this any more secure? Like,
[00:11:23.380 --> 00:11:27.860]   what if that gets hacked? All my passwords are there. You might say instead, well, write it down somewhere,
[00:11:27.860 --> 00:11:31.300]   but that's really fraud as well. Where am I writing this down? What if someone gets access to that?
