
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:00:02.180 --> 00:00:09.800]   (upbeat music)
[00:00:09.800 --> 00:00:19.540]   - Welcome back to Portfolio Rescue.
[00:00:19.540 --> 00:00:22.180]   We get questions all the time from people on Twitter,
[00:00:22.180 --> 00:00:24.020]   email, YouTube, where else?
[00:00:24.020 --> 00:00:26.120]   Some people shout at Duncan on the street.
[00:00:26.120 --> 00:00:29.740]   Remember our email here is askthecompoundshow@gmail.com.
[00:00:29.740 --> 00:00:32.020]   We're gonna try to answer all their questions today.
[00:00:32.020 --> 00:00:32.980]   John, throw up our first one,
[00:00:32.980 --> 00:00:34.500]   which is just to follow up.
[00:00:34.500 --> 00:00:36.020]   Someone asked on Twitter, actually.
[00:00:36.020 --> 00:00:37.780]   I told you to get us from anywhere.
[00:00:37.780 --> 00:00:42.060]   Oh no, just the first Treasury Yield one, John.
[00:00:42.060 --> 00:00:42.940]   There we go.
[00:00:42.940 --> 00:00:44.020]   Someone asked us this.
[00:00:44.020 --> 00:00:47.780]   Keeping with the theme that we've had in the last,
[00:00:47.780 --> 00:00:48.740]   ah, three or four months.
[00:00:48.740 --> 00:00:50.940]   Lots of bond questions, lots of tax questions.
[00:00:50.940 --> 00:00:52.880]   We're gonna get to a lot of those today.
[00:00:52.880 --> 00:00:54.020]   Someone on Twitter asked,
[00:00:54.020 --> 00:00:55.740]   what are some examples of bond ETFs
[00:00:55.740 --> 00:00:56.560]   that would lock in these rates
[00:00:56.560 --> 00:00:58.680]   for three-month to two-year time frames?
[00:00:58.680 --> 00:01:00.220]   Is there such a thing as an index one for these?
[00:01:00.220 --> 00:01:01.500]   So people are trying to figure out,
[00:01:01.500 --> 00:01:03.600]   how do I invest in T-bills?
[00:01:03.600 --> 00:01:04.580]   Kind of hard to believe,
[00:01:04.580 --> 00:01:06.700]   considering they've basically been zero for so long.
[00:01:06.700 --> 00:01:08.940]   You can see six-month T-bills over 5%,
[00:01:08.940 --> 00:01:10.780]   12-month T-bills around 5%.
[00:01:10.780 --> 00:01:12.020]   Anything two years and under
[00:01:12.020 --> 00:01:13.660]   is looking pretty good right now.
[00:01:13.660 --> 00:01:15.060]   The good thing is,
[00:01:15.060 --> 00:01:17.300]   Duncan, what did you say your checking account is?
[00:01:17.300 --> 00:01:18.140]   Over 4%?
[00:01:18.140 --> 00:01:18.980]   You're not willing to go to T-bills yet?
[00:01:18.980 --> 00:01:21.780]   - 4.27% in my checking account.
[00:01:21.780 --> 00:01:23.700]   - Okay, see, I think they do the weird numbers
[00:01:23.700 --> 00:01:25.740]   just to get people to look at it,
[00:01:25.740 --> 00:01:26.580]   'cause it's different.
[00:01:26.580 --> 00:01:27.820]   They don't round up or down.
[00:01:27.820 --> 00:01:30.480]   So the good news about T-bills is there's a ton of ETFs.
[00:01:30.480 --> 00:01:31.720]   So it's easy to Google them,
[00:01:31.720 --> 00:01:34.420]   but iShares has a one- to three-month T-bill.
[00:01:34.420 --> 00:01:37.400]   State Street has a one- to three-month T-bill.
[00:01:37.400 --> 00:01:40.320]   Fidelity has a T-bill index fund.
[00:01:40.320 --> 00:01:42.800]   Vanguard has an ultra-short bond ETF.
[00:01:42.800 --> 00:01:46.880]   Charles Schwab has a U.S. Treasury short-term ETF.
[00:01:46.880 --> 00:01:48.400]   There's also this new ETF provider
[00:01:48.400 --> 00:01:49.560]   called U.S. Benchmark Series
[00:01:49.560 --> 00:01:50.600]   that tries to give you exposure
[00:01:50.600 --> 00:01:52.880]   to single-security U.S. Treasuries,
[00:01:52.880 --> 00:01:55.480]   so you can get three-month or 12-month or two-year,
[00:01:55.480 --> 00:01:57.400]   and it basically just rolls it over every month
[00:01:57.400 --> 00:01:58.960]   into one specific security,
[00:01:58.960 --> 00:02:01.680]   so you're kind of constantly in that thing.
[00:02:01.680 --> 00:02:02.760]   I think the big thing to remember
[00:02:02.760 --> 00:02:04.120]   if you're trying to invest in these
[00:02:04.120 --> 00:02:06.000]   is just to look at the average maturity
[00:02:06.000 --> 00:02:07.360]   and the average yield to maturity
[00:02:07.360 --> 00:02:08.640]   on whatever fund you end up buying,
[00:02:08.640 --> 00:02:10.480]   and kind of compare that to what the T-bill yields are
[00:02:10.480 --> 00:02:11.600]   to make sure you understand what you're getting at,
[00:02:11.600 --> 00:02:14.000]   'cause some of these, check the holdings by sector, too.
[00:02:14.000 --> 00:02:15.320]   Some of these funds hold all Treasuries.
[00:02:15.320 --> 00:02:17.120]   Some of them might have some corporate bonds.
[00:02:17.120 --> 00:02:19.240]   So no right or wrong answer in terms of getting exposure,
[00:02:19.240 --> 00:02:21.680]   but it's really easy, and also it just shows
[00:02:21.680 --> 00:02:23.640]   how much this market has changed
[00:02:23.640 --> 00:02:25.240]   over the past two or three years.
[00:02:25.240 --> 00:02:26.600]   Before, everyone was, "How do you invest
[00:02:26.600 --> 00:02:30.240]   "in three-times-levered technology innovation stocks?"
[00:02:30.240 --> 00:02:31.800]   And now it's, "How do I get into T-bills?"
[00:02:31.800 --> 00:02:34.200]   - Right, from offering different cryptos
[00:02:34.200 --> 00:02:38.280]   and altcoins and stuff to now, "Oh, we offer T-bills."
[00:02:38.280 --> 00:02:40.080]   - Yes, they're the sexiest thing around right now.
[00:02:40.080 --> 00:02:43.600]   And it's kind of mind-boggling that we had 15 years
[00:02:43.600 --> 00:02:47.160]   of more or less zero rates for a long time,
[00:02:47.160 --> 00:02:49.320]   and now we immediately went from zero to 5%,
[00:02:49.320 --> 00:02:50.640]   and people kind of are trying to figure out,
[00:02:50.640 --> 00:02:51.560]   "What does this mean?"
[00:02:51.560 --> 00:02:52.960]   - Well, it also makes me understand
[00:02:52.960 --> 00:02:55.440]   the zero-coupon bonds even less now.
[00:02:55.440 --> 00:02:57.640]   I was already kind of confused by those back in the day,
[00:02:57.640 --> 00:02:59.160]   but now I'm very confused.
[00:02:59.160 --> 00:03:01.720]   - Well, a T-bill is essentially a zero-coupon bond, Duncan.
[00:03:01.720 --> 00:03:03.820]   So again, if you buy a T-bill,
[00:03:03.820 --> 00:03:05.800]   you're not getting paid an interest rate,
[00:03:05.800 --> 00:03:07.920]   'cause these things are three-months, six-months, 12-months.
[00:03:07.920 --> 00:03:09.320]   You buy it at a discount.
[00:03:09.320 --> 00:03:12.440]   So let's say the par value is $1,000.
[00:03:12.440 --> 00:03:15.040]   You buy it for 900, and then when it matures,
[00:03:15.040 --> 00:03:16.920]   you get 1,000, depending on what the yield is.
[00:03:16.920 --> 00:03:18.280]   That's a very simple example.
[00:03:18.280 --> 00:03:19.120]   That's how it works.
[00:03:19.120 --> 00:03:21.640]   So you're not being paid a periodic yield on a T-bill.
[00:03:21.640 --> 00:03:23.240]   You're buying at a lower amount,
[00:03:23.240 --> 00:03:25.400]   and then the difference is your yield.
[00:03:25.400 --> 00:03:26.240]   - I see.
[00:03:26.240 --> 00:03:27.080]   All right. - Right?
[00:03:27.080 --> 00:03:28.420]   - Learn something new every day.
[00:03:28.420 --> 00:03:29.260]   - Here we go.
[00:03:29.260 --> 00:03:30.640]   All right, let's get into some questions.
[00:03:30.640 --> 00:03:33.400]   - Okay, up first today-- - Speaking of bonds.
[00:03:33.400 --> 00:03:34.640]   - Yeah, up first today, we have,
[00:03:34.640 --> 00:03:36.280]   "Can we get a breakdown of the pros and cons
[00:03:36.280 --> 00:03:38.000]   "of long-term versus short-term bonds?
[00:03:38.000 --> 00:03:39.520]   "I like it, short and sweet."
[00:03:39.520 --> 00:03:40.400]   - I think this one actually came
[00:03:40.400 --> 00:03:41.920]   from another good Twitter question.
[00:03:41.920 --> 00:03:42.920]   - Johnny on Twitter.
[00:03:42.920 --> 00:03:46.560]   - All right, so again, I think I've received more questions
[00:03:46.560 --> 00:03:48.200]   about bonds in the last six months
[00:03:48.200 --> 00:03:49.760]   than I have in the last six years.
[00:03:49.760 --> 00:03:51.480]   I think part of it is because
[00:03:51.480 --> 00:03:53.200]   so many people got wrecked in bonds last year.
[00:03:53.200 --> 00:03:56.840]   If you had any sort of duration on in your bond portfolio,
[00:03:56.840 --> 00:03:58.720]   you know, intermediate-term bonds fell 15%,
[00:03:58.720 --> 00:04:00.480]   long-term bonds fell 30%.
[00:04:00.480 --> 00:04:01.320]   We'll get into that a little bit.
[00:04:01.320 --> 00:04:02.720]   Let's look at the little pros and cons for each.
[00:04:02.720 --> 00:04:04.600]   So long-term bonds.
[00:04:04.600 --> 00:04:07.620]   Remember, just simple math, Duncan.
[00:04:07.620 --> 00:04:10.320]   Prices and rates are inversely related, right?
[00:04:10.320 --> 00:04:13.000]   So if rates go up, prices go down.
[00:04:13.000 --> 00:04:16.100]   If rates, and if rates go down, prices go up, right?
[00:04:16.100 --> 00:04:17.040]   Inversely related.
[00:04:17.040 --> 00:04:18.920]   The longer your duration of maturity,
[00:04:18.920 --> 00:04:20.620]   the more variability you're going to have
[00:04:20.620 --> 00:04:22.720]   to those rate changes.
[00:04:22.720 --> 00:04:25.440]   So if rates go up a lot,
[00:04:25.440 --> 00:04:26.960]   your long-term bonds are gonna get crushed.
[00:04:26.960 --> 00:04:27.800]   If rates go down a lot,
[00:04:27.800 --> 00:04:29.480]   your long-term bonds are gonna do much better.
[00:04:29.480 --> 00:04:31.820]   So the long-term bond pros include,
[00:04:31.820 --> 00:04:33.440]   you're gonna get more bang for your buck when rates fall.
[00:04:33.440 --> 00:04:36.460]   So that's like recession and deflation protection.
[00:04:36.460 --> 00:04:38.520]   You can lock in your yields for much longer.
[00:04:38.520 --> 00:04:41.940]   These 5% short-term T-bill yields are great right now,
[00:04:41.940 --> 00:04:43.360]   but if we go into recession,
[00:04:43.360 --> 00:04:44.960]   they could easily go away tomorrow, right?
[00:04:44.960 --> 00:04:46.680]   The Fed could drop rates back,
[00:04:46.680 --> 00:04:48.440]   and those 5% yields are gone
[00:04:48.440 --> 00:04:49.280]   with longer-term bonds.
[00:04:49.280 --> 00:04:50.540]   You can lock them in for longer.
[00:04:50.540 --> 00:04:53.500]   You also should earn higher expected returns
[00:04:53.500 --> 00:04:54.840]   for taking more risk, right?
[00:04:54.840 --> 00:04:56.920]   You're lending your money for the government for longer.
[00:04:56.920 --> 00:04:58.360]   That means more economic regimes,
[00:04:58.360 --> 00:05:00.860]   more interest rate movements, more inflation movements.
[00:05:00.860 --> 00:05:03.240]   All these things you should expect to earn higher returns,
[00:05:03.240 --> 00:05:05.200]   even though you can't right now.
[00:05:05.200 --> 00:05:06.600]   Cons for long-term bonds.
[00:05:06.600 --> 00:05:08.600]   They can get crushed when rates rise and inflation rises.
[00:05:08.600 --> 00:05:09.920]   That's what happened last year, right?
[00:05:09.920 --> 00:05:12.520]   There's way more volatility in terms of inflation.
[00:05:12.520 --> 00:05:13.840]   I think we've already seen long-term bonds
[00:05:13.840 --> 00:05:15.120]   be up like 10% this year,
[00:05:15.120 --> 00:05:17.160]   and now they're flat on the year
[00:05:17.160 --> 00:05:18.000]   because rates are moving so much.
[00:05:18.000 --> 00:05:19.880]   - They're the meme stock.
[00:05:19.880 --> 00:05:20.840]   - Kind of.
[00:05:20.840 --> 00:05:22.160]   Zero-coupon bonds are even worse
[00:05:22.160 --> 00:05:24.760]   because that's the longest-duration asset.
[00:05:24.760 --> 00:05:26.760]   And then you're locked into lower yields for longer
[00:05:26.760 --> 00:05:28.080]   if rates rise, right?
[00:05:28.080 --> 00:05:29.720]   Shorter-term bonds mature much quicker,
[00:05:29.720 --> 00:05:31.720]   so you can roll those over into new, higher yields.
[00:05:31.720 --> 00:05:33.200]   Long-term bonds, you can't do that.
[00:05:33.200 --> 00:05:34.400]   So short-term bonds are the opposite.
[00:05:34.400 --> 00:05:35.640]   There's little to no interest rate risk.
[00:05:35.640 --> 00:05:36.960]   I mean, if you go one to two years out,
[00:05:36.960 --> 00:05:37.780]   there's a little bit,
[00:05:37.780 --> 00:05:39.600]   but trucking three or six-month T-bills,
[00:05:39.600 --> 00:05:41.200]   there's basically nothing.
[00:05:41.200 --> 00:05:43.200]   That's great during periods of rising rates,
[00:05:43.200 --> 00:05:44.400]   again, 'cause you can,
[00:05:44.400 --> 00:05:45.880]   once they mature, you roll them over
[00:05:45.880 --> 00:05:46.920]   and reinvest at higher rates.
[00:05:46.920 --> 00:05:48.280]   There's much less volatility.
[00:05:48.280 --> 00:05:49.760]   It's pretty steady-idy,
[00:05:49.760 --> 00:05:50.960]   and then there's less reinvestment risk
[00:05:50.960 --> 00:05:52.680]   because, again, those bonds mature faster.
[00:05:52.680 --> 00:05:54.680]   The cons, you can't lock in those higher rates
[00:05:54.680 --> 00:05:56.120]   for short-term bonds, right?
[00:05:56.120 --> 00:05:57.360]   Yields can change in a hurry.
[00:05:57.360 --> 00:05:58.240]   That's a good thing when they rise,
[00:05:58.240 --> 00:05:59.760]   a bad thing when they fall.
[00:05:59.760 --> 00:06:00.960]   You should have lower expected returns
[00:06:00.960 --> 00:06:02.000]   'cause you're not taking as much risk.
[00:06:02.000 --> 00:06:06.040]   If you lend your money out to someone for three months,
[00:06:06.040 --> 00:06:07.640]   that should be a lower return
[00:06:07.640 --> 00:06:10.320]   than lending someone out for 30 years, right?
[00:06:10.320 --> 00:06:12.640]   Obviously, the yield curve doesn't reflect that right now,
[00:06:12.640 --> 00:06:14.360]   but that's a normal state of affairs.
[00:06:14.360 --> 00:06:16.800]   And then if we have a recession or deflation protection,
[00:06:16.800 --> 00:06:18.240]   short-term bonds aren't gonna help as much
[00:06:18.240 --> 00:06:20.680]   because if rates fall to the floor,
[00:06:20.680 --> 00:06:21.840]   you don't get that price bump
[00:06:21.840 --> 00:06:23.960]   that other bonds get that are longer-term.
[00:06:23.960 --> 00:06:27.480]   So it kinda comes down to risk-reward and your appetite.
[00:06:27.480 --> 00:06:28.680]   Now, a lot of people fell in love
[00:06:28.680 --> 00:06:29.840]   with the idea of long-term bonds
[00:06:29.840 --> 00:06:30.880]   over the past 20 to 30 years
[00:06:30.880 --> 00:06:33.480]   'cause they generally provided much higher returns,
[00:06:33.480 --> 00:06:34.320]   and they cushioned the blow
[00:06:34.320 --> 00:06:37.000]   during most market sell-offs until last year, of course.
[00:06:37.000 --> 00:06:39.160]   So John, throw up the chart.
[00:06:39.160 --> 00:06:40.640]   This is just 2022,
[00:06:40.640 --> 00:06:42.200]   and I looked at a bunch of different durations.
[00:06:42.200 --> 00:06:43.600]   So long-term bonds got crushed.
[00:06:43.600 --> 00:06:45.960]   They were down 30%, more than 30%.
[00:06:45.960 --> 00:06:47.800]   That was worse than the stock market.
[00:06:47.800 --> 00:06:50.200]   Intermediate-term bonds, this is talking seven to 10 years.
[00:06:50.200 --> 00:06:52.000]   That was down 15%.
[00:06:52.000 --> 00:06:54.280]   Short-term, one to three years were down a little bit,
[00:06:54.280 --> 00:06:55.120]   less than 4%.
[00:06:55.120 --> 00:06:56.760]   That's like a bad day in the stock market.
[00:06:56.760 --> 00:06:59.760]   And then T-bills, one to three months, were up 1.4%.
[00:06:59.760 --> 00:07:01.400]   You can see they barely move at all.
[00:07:01.400 --> 00:07:02.720]   You're just kind of getting that yield.
[00:07:02.720 --> 00:07:04.200]   So this is what happened last year
[00:07:04.200 --> 00:07:07.400]   in a very high-rate environment
[00:07:07.400 --> 00:07:08.480]   where rates went up really fast.
[00:07:08.480 --> 00:07:10.440]   Inflation goes up, that's what happens.
[00:07:10.440 --> 00:07:13.080]   But that's one year, right?
[00:07:13.080 --> 00:07:14.040]   Anything can happen in one year.
[00:07:14.040 --> 00:07:15.880]   Let's look at the historical performance
[00:07:15.880 --> 00:07:16.960]   on a much longer timeframe.
[00:07:16.960 --> 00:07:18.920]   So this is, my basic thought is,
[00:07:18.920 --> 00:07:20.200]   over the last 100 years or so,
[00:07:20.200 --> 00:07:22.040]   we've had three interest rate regimes.
[00:07:22.040 --> 00:07:24.480]   So I've got the data, this is 10-year Treasuries.
[00:07:24.480 --> 00:07:26.760]   From the 1920s to the early 1950s,
[00:07:26.760 --> 00:07:30.240]   it was basically range-bound from two to 4%.
[00:07:30.240 --> 00:07:32.160]   Rates didn't go much higher or lower than that.
[00:07:32.160 --> 00:07:35.200]   Then from 1950 to 1980, rates went sky high.
[00:07:35.200 --> 00:07:39.120]   We're talking 2% to 15%, basically, in a 30-year period.
[00:07:39.120 --> 00:07:41.440]   Ever since then, we've had falling rates.
[00:07:41.440 --> 00:07:43.800]   And that's basically the three long-term,
[00:07:43.800 --> 00:07:46.200]   like, secular phases, right?
[00:07:46.200 --> 00:07:50.000]   And, okay, what happened in those terms,
[00:07:50.000 --> 00:07:50.840]   in terms of performance?
[00:07:50.840 --> 00:07:52.120]   John, let's do the next one.
[00:07:52.120 --> 00:07:54.760]   So I looked at the returns for long bonds,
[00:07:54.760 --> 00:07:56.360]   five-year Treasuries, and one-month T-bills.
[00:07:56.360 --> 00:07:57.600]   Basically, the longest you can get,
[00:07:57.600 --> 00:07:59.680]   the shortest you can get, and then intermediate term.
[00:07:59.680 --> 00:08:01.880]   So in that range-bound market, long bonds did okay.
[00:08:01.880 --> 00:08:03.160]   We're talking 4% per year.
[00:08:03.160 --> 00:08:05.400]   They beat five-year Treasuries and one-month T-bills,
[00:08:05.400 --> 00:08:06.240]   which gave you 1%.
[00:08:06.240 --> 00:08:08.760]   One-month T-bills is basically a good proxy for cash.
[00:08:08.760 --> 00:08:11.440]   In a rising-rate environment, 1950 to 1980,
[00:08:11.440 --> 00:08:13.240]   when rates went to double digits,
[00:08:13.240 --> 00:08:15.400]   now we're talking cash actually was the best performer.
[00:08:15.400 --> 00:08:18.280]   It beat intermediate-term bonds and long-term bonds,
[00:08:18.280 --> 00:08:20.040]   and it beat long-term bonds by quite a bit.
[00:08:20.040 --> 00:08:21.440]   Then you had the falling-rate environment
[00:08:21.440 --> 00:08:23.240]   from 1980 to 2020.
[00:08:23.240 --> 00:08:25.000]   Then you had those higher starting yields that happened
[00:08:25.000 --> 00:08:25.920]   because they moved so high.
[00:08:25.920 --> 00:08:27.840]   Long bonds did amazing.
[00:08:27.840 --> 00:08:31.080]   We're talking 7% to 10%, basically,
[00:08:31.080 --> 00:08:34.360]   for five-year Treasuries to long-term bonds for 40 years.
[00:08:34.360 --> 00:08:35.840]   That might be one of the greatest bull markets
[00:08:35.840 --> 00:08:37.800]   we'll ever see, certainly in fixed income.
[00:08:37.800 --> 00:08:39.400]   You'd be hard-pressed to see an environment
[00:08:39.400 --> 00:08:40.440]   that would match that.
[00:08:40.440 --> 00:08:42.480]   And then the COVID times, you see long bonds, again,
[00:08:42.480 --> 00:08:44.880]   get crushed, five-year Treasuries have fallen.
[00:08:44.880 --> 00:08:45.800]   Cash has held up well.
[00:08:45.800 --> 00:08:49.120]   Over the long-term, long bonds have the best
[00:08:49.120 --> 00:08:50.360]   long-term returns, but they don't beat
[00:08:50.360 --> 00:08:51.400]   five-year Treasuries by much.
[00:08:51.400 --> 00:08:52.880]   So you experience a lot more volatility.
