
[00:00:00.000 --> 00:00:04.000]   [Silence]
[00:00:04.000 --> 00:00:10.000]   Along the lines of choice, I'd like to shift gears slightly and talk about free will,
[00:00:10.000 --> 00:00:14.000]   about our ability to make choices at all.
[00:00:14.000 --> 00:00:22.000]   Well, my personal way out and left field inflammatory stance is
[00:00:22.000 --> 00:00:26.000]   I don't think we have a shred of free will.
[00:00:26.000 --> 00:00:34.000]   Despite 95% of philosophers and I think probably the majority of neuroscientists
[00:00:34.000 --> 00:00:38.000]   saying that we have free will in at least some circumstances,
[00:00:38.000 --> 00:00:41.000]   I don't think there's any at all.
[00:00:41.000 --> 00:00:49.000]   The reason for this is you do something, you behave, you make a choice, whatever,
[00:00:49.000 --> 00:00:56.000]   and to understand why you did that, where did that intention come from,
[00:00:56.000 --> 00:01:01.000]   part of it was due to the sensory environment you were in in the previous minute.
[00:01:01.000 --> 00:01:05.000]   Some of it is from the hormone levels in your bloodstream that morning.
[00:01:05.000 --> 00:01:11.000]   Some of it is from whether you had a wonderful or stressful last three months
[00:01:11.000 --> 00:01:13.000]   and what sort of neuroplasticity happened.
[00:01:13.000 --> 00:01:18.000]   Part of it is what hormone levels you were exposed to as a fetus.
[00:01:18.000 --> 00:01:21.000]   Part of it is what culture your ancestors came up with
[00:01:21.000 --> 00:01:25.000]   and thus how you were parented when you were a kid.
[00:01:25.000 --> 00:01:29.000]   All of those are in there and you can't understand where behavior is coming from
[00:01:29.000 --> 00:01:32.000]   without incorporating all of those.
[00:01:32.000 --> 00:01:41.000]   And at that point, not only are there all of these relevant factors,
[00:01:41.000 --> 00:01:44.000]   but they're ultimately all one factor.
[00:01:44.000 --> 00:01:48.000]   If you're talking about what evolution has to do with your behavior,
[00:01:48.000 --> 00:01:51.000]   by definition you're also talking about genetics.
[00:01:51.000 --> 00:01:54.000]   If you're talking about what your genes have to do with behavior,
[00:01:54.000 --> 00:01:58.000]   by definition you're talking about how your brain was constructed
[00:01:58.000 --> 00:02:00.000]   or what proteins are coded for.
[00:02:00.000 --> 00:02:05.000]   If you're talking about like your mood disorder now,
[00:02:05.000 --> 00:02:09.000]   you're talking about the sense of efficacy you were getting as a five-year-old.
[00:02:09.000 --> 00:02:14.000]   They're all intertwined and when you look at all those influences,
[00:02:14.000 --> 00:02:21.000]   basically the challenge is show me a neuron that just caused that behavior
[00:02:21.000 --> 00:02:25.000]   or show me a network of neurons that just caused that behavior
[00:02:25.000 --> 00:02:30.000]   and show me that nothing about what they just did was influenced
[00:02:30.000 --> 00:02:34.000]   by anything from the sensory environment one second ago
