
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:09.000]   It's one of the most important questions that can ever be asked.
[00:00:09.000 --> 00:00:11.000]   What must I believe to be saved?
[00:00:11.000 --> 00:00:15.000]   It was asked of Pastor John a few years back in a Q&A setting.
[00:00:15.000 --> 00:00:17.000]   Here's how Pastor John answered the question.
[00:00:17.000 --> 00:00:22.000]   Well, Paul says, "Believe on the Lord Jesus Christ and you will be saved."
[00:00:22.000 --> 00:00:26.000]   He says, "If you confess with your lips that Jesus is Lord,
[00:00:26.000 --> 00:00:33.000]   and in your heart that God raised Him from the dead, you will be saved."
[00:00:33.000 --> 00:00:44.000]   So I take text like that, and I would say, "You begin at this core of the death of Jesus.
[00:00:44.000 --> 00:00:50.000]   He died for our sins, which means I must believe I'm a sinner."
[00:00:50.000 --> 00:00:54.000]   A person that doesn't believe he's a sinner can't be saved.
[00:00:54.000 --> 00:00:57.000]   If there's nothing to forgive, He didn't do anything for me.
[00:00:57.000 --> 00:01:00.000]   If He didn't do anything for me, I'm not believing Him for salvation.
[00:01:00.000 --> 00:01:02.000]   If I'm not believing Him for salvation, I'm not saved.
[00:01:02.000 --> 00:01:04.000]   So you must believe that you are a sinner.
[00:01:04.000 --> 00:01:11.000]   You must believe that there's a God who has created the possibility for sin.
[00:01:11.000 --> 00:01:17.000]   That is, sin only has meaning as the falling short of the expectations of your Creator.
[00:01:17.000 --> 00:01:22.000]   So there has to be a Creator God out there who has expectations of humans
[00:01:22.000 --> 00:01:29.000]   that they trust Him, love Him, live for Him, and we fail, and therefore we're under His--
[00:01:29.000 --> 00:01:35.000]   that'd be the third thing now--we're under His holy--call it different things--judgment, wrath.
[00:01:35.000 --> 00:01:37.000]   You've got to believe that.
[00:01:37.000 --> 00:01:43.000]   If you're a sinner, and there's a holy God, and you're defining sin as a falling short of that God,
[00:01:43.000 --> 00:01:46.000]   then in order to understand what He's doing to solve that,
[00:01:46.000 --> 00:01:50.000]   you've got to understand that He's angry about that.
[00:01:50.000 --> 00:01:52.000]   He's just. He's a good judge.
