
[00:00:00.000 --> 00:00:06.440]   I'm Cal Newport and this is deep questions episode 205
[00:00:06.440 --> 00:00:13.560]   I'm here in my deep work
[00:00:13.560 --> 00:00:16.240]   HQ and by myself no, Jesse
[00:00:16.240 --> 00:00:19.040]   Jesse's on vacation down in Florida
[00:00:19.040 --> 00:00:22.840]   Quick public service announcement just about what to expect
[00:00:23.640 --> 00:00:30.740]   For the midsummer episodes of this show Jesse is gone today. So he's not going to be here on this taping
[00:00:30.740 --> 00:00:33.180]   Then I'm going on vacation once he returns
[00:00:33.180 --> 00:00:40.320]   So what you should expect if all goes well and I'm knocking on wood here in the HQ is
[00:00:40.320 --> 00:00:47.240]   Next week's episode will be recorded by me in an undisclosed location up in the
[00:00:47.240 --> 00:00:51.920]   Mountains of New England. I'm bringing a microphone with me. I'm going to try to
[00:00:52.880 --> 00:00:54.880]   record
[00:00:54.880 --> 00:00:57.960]   Outside what's the painting expression plin d'air?
[00:00:57.960 --> 00:01:04.920]   French expression gonna record outside. Maybe I'll have some meditations on life in the woods or something similarly deep or
[00:01:04.920 --> 00:01:10.120]   More likely it'll be like a normal episode but with worse sound quality and a lot of annoying
[00:01:10.120 --> 00:01:13.080]   Animal sounds in the background then the week after that
[00:01:13.080 --> 00:01:19.280]   There is a an interview I recorded actually back in December. It's a digital
[00:01:20.040 --> 00:01:25.760]   Minimalism case study. It's a two-part interview. I combined kind of an interesting experimental idea. I had for an episode
[00:01:25.760 --> 00:01:30.560]   Jesse's editing that up and and we're gonna release that two weeks from now and
[00:01:30.560 --> 00:01:34.520]   Going forward from there. It'll just be normal episodes
[00:01:34.520 --> 00:01:38.320]   Recorded back in the HQ with Jesse. Sorry
[00:01:38.320 --> 00:01:41.680]   so this is one of three episodes will be a little bit different because of
[00:01:41.680 --> 00:01:46.560]   Vacations now what I like to do when Jesse is not here is try things different
[00:01:46.560 --> 00:01:52.840]   It's a time to experiment and what I thought I would do for today's episode is let's get back to basics
[00:01:52.840 --> 00:01:59.920]   I don't know how to operate all the fancy stuff. Jesse does so no news reactions. No split screens. No calls. I gathered ten
[00:01:59.920 --> 00:02:04.620]   Questions ten questions one, two, three, four, five, six, seven, eight nine ten
[00:02:04.620 --> 00:02:11.180]   I just want to rock and roll through ten questions one after another and see if we can do some damage get back to our roots
[00:02:11.180 --> 00:02:16.700]   It's just seeing question answer question see question answer question. So that is my challenge in
[00:02:16.700 --> 00:02:19.180]   today's episode
[00:02:19.180 --> 00:02:23.260]   Is to get through ten questions. All right, let me talk briefly about a sponsor
[00:02:23.260 --> 00:02:30.100]   That's going to make this cavalcade of question answering possible and that is our good friends at my body
[00:02:30.100 --> 00:02:31.660]   tutor
[00:02:31.660 --> 00:02:38.620]   My body tutor is a 100% online coaching program that solves the biggest problem in health and fitness
[00:02:38.620 --> 00:02:40.620]   which is the lack of
[00:02:41.020 --> 00:02:42.300]   consistency
[00:02:42.300 --> 00:02:49.740]   They do this by simplifying the process into practical sustainable behaviors and then giving you daily accountability and support
[00:02:49.740 --> 00:02:53.340]   So you stick with your plan when you use my body tutor?
[00:02:53.340 --> 00:02:59.180]   you are assigned a coach this coach comes up with a plan for you and
[00:02:59.180 --> 00:03:06.840]   Your goals for eating for exercise for movement you then log your food log your exercise
[00:03:07.100 --> 00:03:12.260]   In an app every day the coach sees it gets back to you gives you feedback gives you encouragement
[00:03:12.260 --> 00:03:18.580]   Helps you stay on the right path. It is a great way to get in shape
[00:03:18.580 --> 00:03:22.740]   Now here's the thing. I've known Adam Gilbert the founder of my body tutor for a long time
[00:03:22.740 --> 00:03:26.940]   He used to be the fitness advice guy on my study hacks blog years ago
[00:03:26.940 --> 00:03:30.420]   So because of that he is going to give deep questions
[00:03:30.660 --> 00:03:36.300]   Listeners $50 off their first month if you mentioned a podcast when you join
[00:03:36.300 --> 00:03:39.780]   All right, so mention deep questions when you join and Adam will give you
[00:03:39.780 --> 00:03:42.580]   $50 off your first month
[00:03:42.580 --> 00:03:48.020]   Now, of course, what is the point of trying to get in shape if you're not sleeping?
[00:03:48.020 --> 00:03:51.500]   Well, this is where our sponsor ate sleep is
[00:03:51.500 --> 00:03:54.580]   Something that can help
[00:03:55.260 --> 00:04:01.960]   More than 30% of Americans struggle with sleep and temperature is one of their main concerns. It is certainly a concern of mine
[00:04:01.960 --> 00:04:03.780]   I have a hard time
[00:04:03.780 --> 00:04:07.820]   Sleeping when I'm hot on our vacation. We're leaving for in a couple days. I will be bringing
[00:04:07.820 --> 00:04:13.620]   Many fans to help ensure that I am NOT too hot when I sleep
[00:04:13.620 --> 00:04:21.060]   If you like me are a hot sleeper, then I need to recommend the eight sleep pod pro cover
[00:04:21.060 --> 00:04:23.460]   It is the most advanced solution on the market for
[00:04:24.500 --> 00:04:31.740]   Regulation it pairs dynamic cooling and heating with biometric tracking you can add the cover to any mattress and start sleeping as cool as 55 degrees
[00:04:31.740 --> 00:04:34.180]   Or as hot as 100 and agree 10 degrees
[00:04:34.180 --> 00:04:36.820]   Fahrenheit you can even adjust
[00:04:36.820 --> 00:04:44.900]   Both sides of your bed differently in case your partner has different preferences than you with that sleep temperature
[00:04:44.900 --> 00:04:48.460]   It sleep users fall asleep up to 32% faster
[00:04:48.460 --> 00:04:54.460]   Their sleep interruptions are reduced by 40% and they get overall more restful sleep
[00:04:54.460 --> 00:04:59.100]   I am a fan of eight sleep because I am a fan of sleeping cool
[00:04:59.100 --> 00:05:05.900]   So go to eight sleep comm slash deep to check out the pod pro cover and you will save
[00:05:05.900 --> 00:05:10.660]   $150 at checkout, but that's only if you go to eight sleep comm
[00:05:10.660 --> 00:05:16.340]   Deep eight sleep currently ships within the US Canada and the UK
[00:05:16.340 --> 00:05:23.100]   All right, let us get into it with some questions
[00:05:23.740 --> 00:05:25.740]   Question number one comes from Dan
[00:05:25.740 --> 00:05:33.020]   Dan says I'm currently pursuing a degree in computer science and I'm having trouble finding time to do a much-needed
[00:05:33.020 --> 00:05:35.860]   self-study in
[00:05:35.860 --> 00:05:40.620]   Parentheses Dan says what I learned in college is nowhere near enough in parentheses
[00:05:40.620 --> 00:05:44.860]   How much self-studying do you recommend and how do you fit in with all of the schoolwork?
[00:05:44.860 --> 00:05:47.980]   without getting
[00:05:47.980 --> 00:05:50.300]   overwhelmed
[00:05:50.300 --> 00:05:52.380]   Okay. Well
[00:05:52.380 --> 00:05:53.700]   I'm
[00:05:53.700 --> 00:05:55.700]   Not exactly sure
[00:05:55.700 --> 00:06:02.020]   What self-study refers to here? Do you mean you're not learning enough in the classroom to actually?
[00:06:02.020 --> 00:06:08.780]   Succeed in your computer science classes or do you mean there is topics you want to learn in general and you're not able to satisfy
[00:06:08.780 --> 00:06:11.660]   That through your college curriculum
[00:06:11.660 --> 00:06:14.460]   either way
[00:06:14.460 --> 00:06:17.060]   Either way, we have a more general challenge here
[00:06:17.060 --> 00:06:24.540]   Which is you have an intellectual pursuit that is separate from your direct course responsibilities that you want to fit into your college life
[00:06:24.540 --> 00:06:26.540]   I am familiar with this. I
[00:06:26.540 --> 00:06:28.980]   had my share of
[00:06:28.980 --> 00:06:36.140]   Independent intellectual pursuits when I was a college student. I wrote my first book how to become know how to win at college
[00:06:36.140 --> 00:06:40.660]   How to win at college. I wrote that during my senior year at Dartmouth
[00:06:40.660 --> 00:06:44.100]   I also edited a magazine and was a opinion columnist for a while
[00:06:44.660 --> 00:06:52.180]   While at school, so I'm used to this idea of having non class intellectual but non class related work to do while in college
[00:06:52.180 --> 00:06:57.900]   And so here's a few things to recommend to make that work one. Keep your course load reasonable. I
[00:06:57.900 --> 00:07:01.220]   Used to do a lot of work on
[00:07:01.220 --> 00:07:08.420]   student stress and reducing student stress and I can tell you one of the biggest cause of student stress, especially at elite schools is students had
[00:07:08.420 --> 00:07:11.140]   Course loads that were too heavy
[00:07:12.020 --> 00:07:18.860]   Double majors major into minors trying to fit in an extra course three or four really hard courses push together
[00:07:18.860 --> 00:07:22.380]   This is a problem if
[00:07:22.380 --> 00:07:25.820]   Your schedule is too hard your entire semester is going to be difficult
[00:07:25.820 --> 00:07:31.340]   so you want to have the most reasonable possible schedule in terms of both the overall difficulty and the
[00:07:31.340 --> 00:07:33.740]   diversity of different course types
[00:07:33.740 --> 00:07:36.260]   not all quantitative not all
[00:07:37.540 --> 00:07:40.860]   Humanities focused balance types keep the course load
[00:07:40.860 --> 00:07:42.420]   reasonable
[00:07:42.420 --> 00:07:44.780]   If you have a lot of credits coming into college
[00:07:44.780 --> 00:07:45.620]   I did some of this
[00:07:45.620 --> 00:07:50.580]   Cash that in later in your career to maybe have an independent study or just to take a lighter course load one year
[00:07:50.580 --> 00:07:57.220]   Keep your course loads reasonable. It is the most effective thing you can do to reduce stress. I think students get
[00:07:57.220 --> 00:08:01.540]   What I used to call heart attack semesters on my study hacks blog back in the day
[00:08:01.540 --> 00:08:04.740]   They would get into these hard scheduling situations either because they weren't paying attention
[00:08:06.380 --> 00:08:08.900]   When they're setting up their schedule there's trying to solve problems
[00:08:08.900 --> 00:08:12.100]   Well, I need this requirement and dad. Why don't I get this out of my way? That sounds interesting
[00:08:12.100 --> 00:08:14.540]   there's not paying attention to the impact of
[00:08:14.540 --> 00:08:17.260]   their choices or
[00:08:17.260 --> 00:08:22.780]   They're laboring under the delusion that the harder their schedule somehow the more
[00:08:22.780 --> 00:08:27.140]   Impressive that will make them a lot of college students labor under this delusion that there is a
[00:08:27.140 --> 00:08:34.020]   College admission style committee in their future that's going to look at their schedule and say how many things did Dan do how hard was?
[00:08:34.020 --> 00:08:37.500]   Dan scheduled to figure out whether or not to let them in that doesn't happen after college
[00:08:37.500 --> 00:08:42.380]   That's not the way job interviews work. That's not the way you move through the professional world. No one cares that your
[00:08:42.380 --> 00:08:49.820]   Sophomore fall semester was really difficult. No one will even notice you suffer that pain you get very few benefits for it
[00:08:49.820 --> 00:08:55.500]   So make your course load easier Dan if you want to do extra work
[00:08:55.500 --> 00:08:59.540]   If you're doing extra work treat it like a major extracurricular
[00:09:00.420 --> 00:09:04.740]   Meaning don't have many other major extracurricular pursuits. This should be one of them
[00:09:04.740 --> 00:09:08.260]   don't be trying to edit a magazine and
[00:09:08.260 --> 00:09:13.100]   Writing for the paper and being a part of the dance team and do major self-study
[00:09:13.100 --> 00:09:16.580]   You actually have to treat it with respect if it's one of the things you're working on
[00:09:16.580 --> 00:09:20.500]   Don't put too many other extracurriculars onto your schedule and finally
[00:09:20.500 --> 00:09:23.820]   leverage autopilot schedules
[00:09:23.820 --> 00:09:28.780]   Big piece of advice I give the college students for every work that happens regularly. I
[00:09:29.940 --> 00:09:35.660]   Always have this reading assignment in this English class. I always have a weekly problem set in this computer science class
[00:09:35.660 --> 00:09:38.300]   For work that happens regularly
[00:09:38.300 --> 00:09:44.460]   Figure out when and where each week that work gets done this day this time then this location
[00:09:44.460 --> 00:09:49.420]   That's when I do the first half of my reading this day this time this location. That's when I do the second half
[00:09:49.420 --> 00:09:53.860]   My problem set I always do one hour right after the class when it's assigned
[00:09:53.860 --> 00:09:58.500]   I go to the library right next to the classroom and I prep it I go through the problems
[00:09:58.500 --> 00:10:00.660]   I see which ones I know how to solve which ones look hard
[00:10:00.660 --> 00:10:05.820]   Then I have a meeting with my problem set group. We always do that the next night at 7
[00:10:05.820 --> 00:10:10.100]   Here in the study room that we have a reservation for and then I have a two-hour block
[00:10:10.100 --> 00:10:14.460]   I always put together the next morning to clean up what we did and write it up
[00:10:14.460 --> 00:10:18.140]   Whatever. These are sample schedules, but it's the same time same day same places
[00:10:18.140 --> 00:10:23.340]   It's an autopilot schedule because it makes you not have to actually
[00:10:23.340 --> 00:10:27.480]   Think and make decisions about when and where you're going to work. Should I work now?
[00:10:27.480 --> 00:10:29.480]   What should I work on today? It's all made
[00:10:29.480 --> 00:10:32.020]   automatic
[00:10:32.020 --> 00:10:36.200]   Automatic so autopilot schedule your schoolwork add the self-studying to the autopilot schedule
