
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:09.180]   - You're listening to Let's Talk Jobs,
[00:00:09.180 --> 00:00:12.420]   where we give you practical insights into jobs and careers.
[00:00:12.420 --> 00:00:14.440]   Today, Jesse, Troy and I sit down
[00:00:14.440 --> 00:00:16.140]   and talk about this tough economy
[00:00:16.140 --> 00:00:18.580]   and its impact on employment
[00:00:18.580 --> 00:00:21.740]   and small businesses who are struggling to survive
[00:00:21.740 --> 00:00:25.420]   because customers' budgets are now more guarded than ever.
[00:00:25.420 --> 00:00:27.180]   We talk about the lessons we've learned
[00:00:27.180 --> 00:00:28.780]   and some key takeaways.
[00:00:28.780 --> 00:00:30.220]   All right, let's get started.
[00:00:30.220 --> 00:00:33.620]   - My dad once said to me,
[00:00:33.620 --> 00:00:38.160]   "Don't ever think you're unreplaceable."
[00:00:38.160 --> 00:00:42.180]   And it seemed like a cold thing to say
[00:00:42.180 --> 00:00:44.980]   because he said that to me during a time
[00:00:44.980 --> 00:00:47.680]   where I was at the company, I was at a peak,
[00:00:47.680 --> 00:00:50.580]   and thinking I'm so valuable.
[00:00:50.580 --> 00:00:53.260]   And I think it was you who said earlier, Troy,
[00:00:53.260 --> 00:00:55.700]   that there is a business side of things
[00:00:55.700 --> 00:00:57.220]   and some things you have control over,
[00:00:57.220 --> 00:00:58.100]   some things you don't.
[00:00:58.100 --> 00:00:59.900]   And some of those factors are dictated
[00:00:59.900 --> 00:01:02.180]   by macroeconomic economics, right?
[00:01:02.180 --> 00:01:05.180]   Which might impact your employment.
[00:01:05.180 --> 00:01:07.900]   And it's a very cold thing to say,
[00:01:07.900 --> 00:01:12.900]   but it helped me separate work life from personal life.
[00:01:12.900 --> 00:01:20.100]   And this is not to say that you're unloyal to a company,
[00:01:20.100 --> 00:01:21.920]   but it's realizing that end of the day,
[00:01:21.920 --> 00:01:24.100]   you are still a number.
[00:01:24.100 --> 00:01:26.740]   And so some of these decisions around employment,
[00:01:26.740 --> 00:01:29.460]   especially in this current economic state,
[00:01:29.460 --> 00:01:31.700]   it's not personal.
[00:01:31.700 --> 00:01:34.860]   And it's hard being the recipient of that.
[00:01:34.860 --> 00:01:36.620]   And I think maybe this is a good time
[00:01:36.620 --> 00:01:39.660]   to maybe shift to dealing with unemployment, right?
[00:01:39.660 --> 00:01:41.340]   'Cause I've gone through it twice.
[00:01:41.340 --> 00:01:42.780]   There are two periods of my time where I was doing that.
[00:01:42.780 --> 00:01:44.860]   And right now, a lot of people are doing it,
[00:01:44.860 --> 00:01:47.860]   dealing with it, as you mentioned, Jesse, from the pandemic.
[00:01:47.860 --> 00:01:52.100]   My first time was after the agency.
[00:01:52.100 --> 00:01:53.060]   And the question is,
[00:01:53.060 --> 00:01:56.240]   what do you do during your time of employment?
[00:01:56.240 --> 00:01:59.260]   And the complexity multiplies.
[00:01:59.260 --> 00:02:01.900]   Like if you have kids, if you have mortgage,
[00:02:01.900 --> 00:02:04.740]   or if you're in need of health insurance for yourself,
[00:02:04.740 --> 00:02:07.180]   or if you're covering aging parents, right?
[00:02:07.180 --> 00:02:09.740]   So like the complexity and a need for income
[00:02:09.740 --> 00:02:11.340]   just builds and builds and builds.
[00:02:11.340 --> 00:02:14.580]   And that stress and anxiety, it impacts you.
[00:02:14.580 --> 00:02:20.660]   When my first instance of unemployment
[00:02:20.820 --> 00:02:22.580]   after the agency, before Logitech,
[00:02:22.580 --> 00:02:26.380]   my mindset was, I'm gonna hit the ground running.
[00:02:26.380 --> 00:02:28.860]   I'm gonna hit as many jobs as I possibly can.
[00:02:28.860 --> 00:02:30.260]   And that would be similar
[00:02:30.260 --> 00:02:32.100]   to what I would have experienced today, right?
[00:02:32.100 --> 00:02:35.260]   Where it's like, I'm gonna go through all of the,
[00:02:35.260 --> 00:02:36.180]   I'm gonna file unemployment.
[00:02:36.180 --> 00:02:37.580]   You guys have to do that.
[00:02:37.580 --> 00:02:41.180]   It doesn't matter how senior your job is.
[00:02:41.180 --> 00:02:44.580]   The amount you get is based on a percentage
[00:02:44.580 --> 00:02:45.580]   of your last paycheck.
[00:02:45.580 --> 00:02:47.460]   And so if you're a VP,
[00:02:47.460 --> 00:02:49.260]   or if you're an individual contributor,
[00:02:49.260 --> 00:02:51.620]   like file for unemployment.
[00:02:51.620 --> 00:02:53.860]   Now you may get rejected.
[00:02:53.860 --> 00:02:54.900]   In some cases it's happened,
[00:02:54.900 --> 00:02:59.580]   but if you don't apply, then you'll never get it, right?
[00:02:59.580 --> 00:03:01.500]   So I played for unemployment.
[00:03:01.500 --> 00:03:03.540]   I had a mortgage at the time.
[00:03:03.540 --> 00:03:08.500]   So I did was I went through the California state,
[00:03:08.500 --> 00:03:11.540]   the job listings held by the government.
[00:03:11.540 --> 00:03:13.220]   And every day I was doing job searches, right?
[00:03:13.220 --> 00:03:16.540]   And in order to maintain your unemployment status,
[00:03:16.540 --> 00:03:21.300]   you have to provide a log of the proves
[00:03:21.300 --> 00:03:22.780]   that you've been job searching, right?
[00:03:22.780 --> 00:03:24.020]   And so whether it's submitting through your site
[00:03:24.020 --> 00:03:26.340]   or whatnot, you always had to provide a record of that.
[00:03:26.340 --> 00:03:28.340]   And remember at that time,
[00:03:28.340 --> 00:03:31.980]   I had so many random odd jobs.
[00:03:31.980 --> 00:03:36.100]   And it was important because it made me realize
[00:03:36.100 --> 00:03:38.820]   that no job is ever beneath me.
[00:03:38.820 --> 00:03:44.060]   Doesn't matter if I am doing VP level work,
[00:03:44.060 --> 00:03:45.700]   if I'm doing barista work,
[00:03:45.700 --> 00:03:48.980]   nothing is invaluable
[00:03:48.980 --> 00:03:51.100]   if you know what you wanna get out of the experience.
[00:03:51.100 --> 00:03:52.780]   And I think that was a first time work.
[00:03:52.780 --> 00:03:55.500]   Again, coming out of the agency experience,
[00:03:55.500 --> 00:03:57.900]   I'm struggling with my sense of identity.
[00:03:57.900 --> 00:04:00.220]   So I was retrying to build myself.
[00:04:00.220 --> 00:04:03.780]   And so I made it a goal to take every opportunity
[00:04:03.780 --> 00:04:05.580]   and all of them were temporary jobs.
[00:04:05.580 --> 00:04:09.300]   And in one case it was like,
[00:04:09.300 --> 00:04:10.580]   I'm gonna learn how to deal with rejection.
[00:04:10.580 --> 00:04:14.700]   So one of those temp jobs was all around cold calling.
[00:04:15.620 --> 00:04:18.980]   I had a job around, I type fast,
[00:04:18.980 --> 00:04:21.980]   but sometimes at that point, maybe accuracy,
[00:04:21.980 --> 00:04:24.300]   maybe like 80%, let's say.
[00:04:24.300 --> 00:04:26.140]   And I'm much higher now.
[00:04:26.140 --> 00:04:28.300]   But so my goal for that was I had data entry job.
[00:04:28.300 --> 00:04:30.580]   So I was like, my goal is to bang out
[00:04:30.580 --> 00:04:32.020]   however it works per minute
[00:04:32.020 --> 00:04:33.940]   and I'll have like 95% accuracy
[00:04:33.940 --> 00:04:37.620]   'cause it's a measurable way to show improvement.
[00:04:37.620 --> 00:04:39.540]   I did all these oddball jobs.
[00:04:39.540 --> 00:04:44.540]   I took a lot of volunteer work from nonprofits,
[00:04:44.620 --> 00:04:46.380]   from my local church, wherever it is.
[00:04:46.380 --> 00:04:48.260]   And the whole point of that was
[00:04:48.260 --> 00:04:51.380]   the next time I go into an interview,
[00:04:51.380 --> 00:04:55.740]   the best way for me to help them understand who I am
[00:04:55.740 --> 00:04:57.820]   and who they're trying to hire
[00:04:57.820 --> 00:04:59.260]   is to help them understand my mindset
[00:04:59.260 --> 00:05:00.740]   through this whole thing.
[00:05:00.740 --> 00:05:01.860]   So it's a story of resilience.
[00:05:01.860 --> 00:05:03.020]   It's about being scrappy.
[00:05:03.020 --> 00:05:06.940]   It's around finding purpose in any work
[00:05:06.940 --> 00:05:08.740]   and proving through examples
[00:05:08.740 --> 00:05:12.460]   that I can make meaningful gain
[00:05:12.460 --> 00:05:15.460]   on either skillset building or whatever it is.
[00:05:15.460 --> 00:05:18.860]   And that actually helped me land the contract job
[00:05:18.860 --> 00:05:22.780]   at Logitech because I was able to demonstrate scrappiness.
[00:05:22.780 --> 00:05:25.140]   And at that time, the web team,
[00:05:25.140 --> 00:05:26.780]   they're about to go through a site redesign.
[00:05:26.780 --> 00:05:29.180]   And so I was able to kind of pull that together.
[00:05:29.180 --> 00:05:34.420]   The most recent unemployment I had was a little different
[00:05:34.420 --> 00:05:37.180]   'cause I was so burnt out from the previous experience
[00:05:38.780 --> 00:05:43.500]   that I just, I gave myself a month
[00:05:43.500 --> 00:05:46.180]   to just recharge and relax, man, honestly.
[00:05:46.180 --> 00:05:48.980]   I knew that the economy was tough
[00:05:48.980 --> 00:05:51.140]   and I was taking a huge risk
[00:05:51.140 --> 00:05:53.820]   by giving myself time to breathe.
[00:05:53.820 --> 00:05:58.820]   But in this instance, I knew that if I couldn't recharge
[00:05:58.820 --> 00:06:01.780]   in all the interviews I do,
[00:06:01.780 --> 00:06:04.540]   they would not get the best version of me.
[00:06:04.540 --> 00:06:07.140]   And thankfully in this scenario,
[00:06:07.140 --> 00:06:08.700]   my wife and I both work.
[00:06:08.700 --> 00:06:12.340]   Now, single-based income out of California,
[00:06:12.340 --> 00:06:14.300]   it would only get us so far.
[00:06:14.300 --> 00:06:16.420]   And so how we processed that was
[00:06:16.420 --> 00:06:19.060]   we looked at our finances between mortgage,
[00:06:19.060 --> 00:06:22.540]   any debts that we owed, unemployment,
[00:06:22.540 --> 00:06:23.420]   and then her income.
[00:06:23.420 --> 00:06:26.220]   And we calculated how much runway we would have.
[00:06:26.220 --> 00:06:29.100]   And of course we ate very conservatively.
[00:06:29.100 --> 00:06:31.140]   So that's how I was able to calculate
[00:06:31.140 --> 00:06:33.820]   I have a month maximum.
[00:06:33.820 --> 00:06:36.340]   After that, I really needed to get myself together.
[00:06:36.340 --> 00:06:38.860]   So that's how I got myself
[00:06:38.860 --> 00:06:41.300]   through this current pandemic unemployment.
[00:06:41.300 --> 00:06:46.020]   Leveraging connections was really, really important.
[00:06:46.020 --> 00:06:49.340]   And actually landing my job at Fortinet,
[00:06:49.340 --> 00:06:53.580]   it was fortuitous because my hiring manager
[00:06:53.580 --> 00:06:56.260]   reached out to me prior to joining A10,
[00:06:56.260 --> 00:06:57.140]   which is my previous job.
[00:06:57.140 --> 00:06:58.300]   So two jobs ago, he reached out to me
[00:06:58.300 --> 00:07:00.140]   and it just didn't line up.
[00:07:00.140 --> 00:07:02.660]   And so I had sent out,
[00:07:02.660 --> 00:07:04.740]   actually this whole podcast actually wouldn't have happened
[00:07:04.740 --> 00:07:05.580]   if I wasn't unemployed.
[00:07:05.580 --> 00:07:07.940]   I'm actually talking about like silver linings.
[00:07:07.940 --> 00:07:09.660]   'Cause at that time I put out a message on LinkedIn.
[00:07:09.660 --> 00:07:11.220]   Hey, look, I'm unemployed,
[00:07:11.220 --> 00:07:12.460]   but I'm just trying to help people.
[00:07:12.460 --> 00:07:15.660]   So let's have a conversation if you need a sounding board.
[00:07:15.660 --> 00:07:19.860]   So that message resonated with a lot of hiring managers.
[00:07:19.860 --> 00:07:21.860]   And so I put myself out there.
[00:07:21.860 --> 00:07:23.860]   And one of those conversations just happened to be
[00:07:23.860 --> 00:07:25.420]   with my current hiring manager.
[00:07:25.420 --> 00:07:27.300]   And that kind of turned things around.
[00:07:27.300 --> 00:07:28.140]   How about you guys?
