
[00:00:00.000 --> 00:00:02.040]   (upbeat music)
[00:00:02.040 --> 00:00:04.880]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.880 --> 00:00:07.480]   a show about upgrading your life, money, and travel.
[00:00:07.480 --> 00:00:09.360]   If you're new here, I'm your host, Chris Hutchins,
[00:00:09.360 --> 00:00:11.720]   and one of the areas I love optimizing the most
[00:00:11.720 --> 00:00:13.040]   is my travel.
[00:00:13.040 --> 00:00:15.940]   So today we're gonna talk about everything you need to know
[00:00:15.940 --> 00:00:17.120]   for a trip to France,
[00:00:17.120 --> 00:00:19.840]   the world's most popular tourist destination.
[00:00:19.840 --> 00:00:22.540]   We'll dig into some of the unique off the beaten path spots,
[00:00:22.540 --> 00:00:24.440]   talk about how to have lunch like a local,
[00:00:24.440 --> 00:00:26.680]   and we'll run through all the top regions to visit
[00:00:26.680 --> 00:00:28.540]   with a deep dive on Paris.
[00:00:28.540 --> 00:00:30.360]   I've been to France about five times,
[00:00:30.360 --> 00:00:32.600]   but I couldn't think of a better guest to join me
[00:00:32.600 --> 00:00:36.200]   than Lindsay Tramuta, who's been living there since 2006.
[00:00:36.200 --> 00:00:37.800]   She's a culture and travel journalist
[00:00:37.800 --> 00:00:40.360]   who's written for the New York Times, Eater, Food & Wine,
[00:00:40.360 --> 00:00:42.460]   Condé Nast Traveler, and a lot more.
[00:00:42.460 --> 00:00:44.440]   She's also written a bunch of books about Paris,
[00:00:44.440 --> 00:00:46.500]   The New Paris, The New Parisienne,
[00:00:46.500 --> 00:00:47.920]   including a restaurant guide,
[00:00:47.920 --> 00:00:51.200]   and even has her own podcast called The New Paris Podcast.
[00:00:51.200 --> 00:00:53.360]   So whether you're thinking about your first trip to France
[00:00:53.360 --> 00:00:55.200]   or you already know you'll be going back,
[00:00:55.200 --> 00:00:57.000]   I think you'll love this episode.
[00:00:57.000 --> 00:00:59.200]   So let's jump in right after this.
[00:00:59.200 --> 00:01:03.500]   I love helping you answer all the toughest questions
[00:01:03.500 --> 00:01:06.000]   about life, money, and so much more,
[00:01:06.000 --> 00:01:08.600]   but sometimes it's helpful to talk to other people
[00:01:08.600 --> 00:01:10.040]   in your situation,
[00:01:10.040 --> 00:01:12.640]   which actually gets harder as you build your wealth.
[00:01:12.640 --> 00:01:15.900]   So I wanna introduce you to today's sponsor, Long Angle.
[00:01:15.900 --> 00:01:18.760]   Long Angle is a community of high net worth individuals
[00:01:18.760 --> 00:01:20.920]   with backgrounds in everything from technology,
[00:01:20.920 --> 00:01:23.000]   finance, medicine, to real estate,
[00:01:23.000 --> 00:01:25.440]   law, manufacturing, and more.
[00:01:25.440 --> 00:01:26.840]   I'm a member of Long Angle.
[00:01:26.840 --> 00:01:28.800]   I've loved being a part of the community,
[00:01:28.800 --> 00:01:31.120]   and I've even had one of the founders, Tad Fallows,
[00:01:31.120 --> 00:01:33.240]   join me on all the hacks in episode 87
[00:01:33.240 --> 00:01:35.600]   to talk about alternative investments.
[00:01:35.600 --> 00:01:37.320]   Now, the majority of Long Angle members
[00:01:37.320 --> 00:01:39.120]   are first generation wealth,
[00:01:39.120 --> 00:01:41.200]   young, highly successful individuals
[00:01:41.200 --> 00:01:43.340]   who join the community to share knowledge
[00:01:43.340 --> 00:01:44.680]   and learn from each other
[00:01:44.680 --> 00:01:47.280]   in a confidential, unbiased setting.
[00:01:47.280 --> 00:01:49.560]   On top of that, members also get access
[00:01:49.560 --> 00:01:52.900]   to some unique private market investment opportunities.
[00:01:52.900 --> 00:01:54.320]   Like I said, I'm a member
[00:01:54.320 --> 00:01:56.480]   and I've gotten so much value from the community
[00:01:56.480 --> 00:01:58.440]   because you're getting advice and feedback
[00:01:58.440 --> 00:02:00.920]   from people in a similar situation to you
[00:02:00.920 --> 00:02:03.360]   on everything from your investment portfolio,
[00:02:03.360 --> 00:02:04.720]   to your children's education,
[00:02:04.720 --> 00:02:07.040]   to finding a concierge doctor.
[00:02:07.040 --> 00:02:08.480]   So many of these conversations
[00:02:08.480 --> 00:02:10.700]   aren't happening anywhere else online.
[00:02:10.700 --> 00:02:14.360]   So if you have more than 2.2 million in investable assets,
[00:02:14.360 --> 00:02:16.220]   which is their minimum for membership,
[00:02:16.220 --> 00:02:18.400]   I encourage you to check out Long Angle,
[00:02:18.400 --> 00:02:20.480]   and it's totally free to join.
[00:02:20.480 --> 00:02:23.600]   Just go to longangle.com to learn more.
[00:02:23.600 --> 00:02:25.120]   And if you choose to apply,
[00:02:25.120 --> 00:02:28.080]   be sure to let them know you heard about it here.
[00:02:28.080 --> 00:02:32.160]   Again, that's longangle, A-N-G-L-E.com.
[00:02:32.160 --> 00:02:35.960]   Lindsey, thank you for being here.
[00:02:35.960 --> 00:02:37.200]   Thanks for having me.
[00:02:37.200 --> 00:02:38.240]   I am excited.
[00:02:38.240 --> 00:02:40.360]   France is one of the most popular, not one,
[00:02:40.360 --> 00:02:43.520]   it is the most popular tourist destination in the world.
[00:02:43.520 --> 00:02:46.160]   I expect most people listening have either been,
[00:02:46.160 --> 00:02:48.940]   considered going, or even have a trip on the horizon.
[00:02:48.940 --> 00:02:49.920]   So I'm gonna start us off.
[00:02:49.920 --> 00:02:50.880]   I have two questions for you.
[00:02:50.880 --> 00:02:53.680]   One, why do you think France is number one?
[00:02:53.680 --> 00:02:55.920]   And what do you think the 100 million people
[00:02:55.920 --> 00:02:58.360]   who come each year might be missing when they go?
[00:02:58.360 --> 00:03:00.120]   That's a very good starter question.
[00:03:00.120 --> 00:03:02.560]   I think the sort of enduring popularity
[00:03:02.560 --> 00:03:05.460]   has to do with the way France continues
[00:03:05.460 --> 00:03:07.780]   to enter popular culture.
[00:03:07.780 --> 00:03:09.840]   So whether it's through books, through film,
[00:03:09.840 --> 00:03:11.880]   through television shows, I mean,
[00:03:11.880 --> 00:03:14.220]   generations of this sort of myth-making
[00:03:14.220 --> 00:03:18.160]   and fantasy building about France as a destination
[00:03:18.160 --> 00:03:20.980]   really goes far deeper than a lot of other cultures.
[00:03:20.980 --> 00:03:22.760]   Also, you have to remember the long relationship
[00:03:22.760 --> 00:03:25.840]   between the US, obviously France is a global destination,
[00:03:25.840 --> 00:03:28.240]   but when we think about how much it appeals
[00:03:28.240 --> 00:03:30.120]   to Americans in particular,
[00:03:30.120 --> 00:03:34.760]   that relates to the long history between the two countries.
