
[00:00:00.000 --> 00:00:03.280]   [silence]
[00:00:03.280 --> 00:00:04.660]   There's an additional category
[00:00:04.660 --> 00:00:07.100]   that I want to highlight, of course,
[00:00:07.100 --> 00:00:10.140]   and this is vitally important to state,
[00:00:10.140 --> 00:00:11.520]   even though it's obvious,
[00:00:11.520 --> 00:00:14.340]   which is that people who are pregnant
[00:00:14.340 --> 00:00:18.020]   should absolutely not consume alcohol.
[00:00:18.020 --> 00:00:22.180]   Fetal alcohol syndrome is well-known and established.
[00:00:22.180 --> 00:00:23.260]   It's terrible.
[00:00:23.260 --> 00:00:27.080]   Fetuses experience diminished brain development
[00:00:27.080 --> 00:00:30.040]   that's often permanent, diminished limb development,
[00:00:30.040 --> 00:00:31.960]   diminished organ development in the periphery,
[00:00:31.960 --> 00:00:34.580]   meaning the heart, the lungs, the liver, et cetera.
[00:00:34.580 --> 00:00:37.800]   Ingesting alcohol while pregnant is simply a bad idea.
[00:00:37.800 --> 00:00:40.800]   And the reason I say this at all is,
[00:00:40.800 --> 00:00:42.240]   first of all, it's important to include
[00:00:42.240 --> 00:00:43.160]   in an episode like this,
[00:00:43.160 --> 00:00:46.840]   but also because we can look at two things.
[00:00:46.840 --> 00:00:48.340]   First of all, we can look at mechanism,
[00:00:48.340 --> 00:00:50.920]   and then we can also look at some of the lore
[00:00:50.920 --> 00:00:53.840]   that still sadly exists out there.
[00:00:53.840 --> 00:00:57.320]   Let's take care of the lore that sadly exists first.
[00:00:57.320 --> 00:00:59.680]   If you look online,
[00:00:59.680 --> 00:01:03.380]   you will sometimes be able to find, sadly,
[00:01:03.380 --> 00:01:07.440]   that some people believe that certain kinds of alcohol
[00:01:07.440 --> 00:01:09.280]   are not detrimental to fetuses.
[00:01:09.280 --> 00:01:11.440]   They'll say, well, champagne is safe
[00:01:11.440 --> 00:01:14.260]   for a pregnant mother to drink, but beer is not.
[00:01:14.260 --> 00:01:17.320]   That is absolutely categorically false.
[00:01:17.320 --> 00:01:19.240]   Alcohol is alcohol.
[00:01:19.240 --> 00:01:20.920]   There is no evidence whatsoever
[00:01:20.920 --> 00:01:22.640]   that consuming certain types of alcohol
[00:01:22.640 --> 00:01:24.500]   is safer for fetuses than others.
[00:01:24.500 --> 00:01:25.560]   Alcohol is a toxin,
[00:01:25.560 --> 00:01:28.080]   and the reason fetal alcohol syndrome exists
[00:01:28.080 --> 00:01:30.920]   is because the ability of that toxin
[00:01:30.920 --> 00:01:33.100]   to disrupt cellular processes.
[00:01:33.100 --> 00:01:36.240]   Remember tumor growth and the way that alcohol
[00:01:36.240 --> 00:01:39.680]   can accelerate tumor growth by proliferation of cells,
[00:01:39.680 --> 00:01:42.480]   the wrong cells, the ones you don't want to proliferate?
[00:01:42.480 --> 00:01:44.320]   Well, all of embryonic development,
[00:01:44.320 --> 00:01:47.280]   all of fetal development, it's not the growth of a tumor.
[00:01:47.280 --> 00:01:48.880]   It's obviously the growth of an embryo,
[00:01:48.880 --> 00:01:52.360]   and it's done in a very orchestrated way.
[00:01:52.360 --> 00:01:54.040]   I started off studying brain development.
[00:01:54.040 --> 00:01:56.660]   That's where I got my beginnings in neurobiology,
[00:01:56.660 --> 00:01:59.620]   and I still teach embryology to medical students
[00:01:59.620 --> 00:02:01.400]   and graduate students.
[00:02:01.400 --> 00:02:05.380]   The set of coordinated processes that has to take place
[00:02:05.380 --> 00:02:08.040]   from conception to birth in order to give rise
[00:02:08.040 --> 00:02:12.180]   to a healthy embryo is so, so dynamically controlled
[00:02:12.180 --> 00:02:15.640]   and so exquisitely precise with checkpoints
[00:02:15.640 --> 00:02:18.240]   and recovery mechanisms and redundancy
[00:02:18.240 --> 00:02:19.840]   in the genes that are expressed to make sure
