
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.200]   - Hi, I'm Carrie Phelps, Director of Product.
[00:00:08.200 --> 00:00:10.720]   At Weights & Biases, our mission is to build
[00:00:10.720 --> 00:00:13.080]   the best tools for machine learning.
[00:00:13.080 --> 00:00:15.880]   We're constantly getting new insights
[00:00:15.880 --> 00:00:19.680]   from the real world ML teams who are using WMB
[00:00:19.680 --> 00:00:22.360]   to get better models in production.
[00:00:22.360 --> 00:00:24.680]   We worked with experts at OpenAI
[00:00:24.680 --> 00:00:26.940]   and other industry leading teams
[00:00:26.940 --> 00:00:29.960]   to understand their key pain points.
[00:00:29.960 --> 00:00:33.820]   Every industry is starting to build machine learning teams
[00:00:33.820 --> 00:00:35.840]   in every vertical.
[00:00:35.840 --> 00:00:38.920]   This diagram is from a few years ago.
[00:00:38.920 --> 00:00:42.980]   The latest diagram of companies using ML in the real world
[00:00:42.980 --> 00:00:46.180]   is so large, it hardly fits on this slide.
[00:00:46.180 --> 00:00:50.180]   The industry is exploding,
[00:00:50.180 --> 00:00:53.960]   but standardized tools and workflows aren't keeping up.
[00:00:53.960 --> 00:00:58.700]   There's a tectonic shift between the software workflow
[00:00:58.700 --> 00:01:00.100]   and the ML workflow.
[00:01:00.100 --> 00:01:04.980]   There are tools for every stage of software development,
[00:01:04.980 --> 00:01:09.680]   but there are no clear standard tools for the ML workflow.
[00:01:09.680 --> 00:01:14.100]   We're missing a standardized industry process
[00:01:14.100 --> 00:01:17.980]   for moving models from training through production.
[00:01:17.980 --> 00:01:21.880]   What does a sample machine learning workflow look like?
[00:01:21.880 --> 00:01:25.400]   In the data curation stage,
[00:01:25.400 --> 00:01:27.480]   teams are starting with collecting
[00:01:27.480 --> 00:01:29.160]   and labeling raw data,
[00:01:29.160 --> 00:01:33.640]   then exploring and cleaning the data.
[00:01:33.640 --> 00:01:37.200]   Then they're preparing and transforming that data
[00:01:37.200 --> 00:01:39.280]   into trainable sets.
[00:01:39.280 --> 00:01:41.960]   There is critical metadata produced
[00:01:41.960 --> 00:01:44.760]   from the process of data curation.
[00:01:44.760 --> 00:01:47.520]   You want to be able to track the raw data,
[00:01:47.520 --> 00:01:49.640]   the pre-processing code.
[00:01:49.640 --> 00:01:53.180]   It's important to see when that pre-processing code changes
[00:01:53.180 --> 00:01:56.160]   because it has implications on the format
[00:01:56.160 --> 00:01:58.280]   and content of the datasets
[00:01:58.280 --> 00:02:00.720]   that then feed into the rest of the pipeline.
[00:02:00.720 --> 00:02:03.880]   You care about the training dataset
[00:02:03.880 --> 00:02:06.900]   that was produced by the dataset pre-processing step.
[00:02:06.900 --> 00:02:11.500]   When you split the data into training and evaluation,
[00:02:11.500 --> 00:02:15.080]   you want to capture the exact evaluation set
[00:02:15.080 --> 00:02:19.720]   so those examples aren't leaked to the model during training.
[00:02:19.720 --> 00:02:23.840]   The next stage after data curation is modeling.
[00:02:23.840 --> 00:02:27.720]   That starts with quick iterative experimentation.
[00:02:27.720 --> 00:02:29.680]   A machine learning practitioner
[00:02:29.680 --> 00:02:31.680]   is hacking around in a notebook,
[00:02:31.680 --> 00:02:34.240]   trying different architectures and hyperparameters
[00:02:34.240 --> 00:02:36.420]   and running lots of experiments.
[00:02:36.420 --> 00:02:41.100]   Then they're evaluating and optimizing those trained models,
[00:02:41.100 --> 00:02:45.720]   seeing how they perform on different held out test sets
[00:02:45.720 --> 00:02:48.920]   and running hyperparameter sweeps to optimize the model
[00:02:48.920 --> 00:02:52.640]   and squeeze out a next level of model performance.
[00:02:52.640 --> 00:02:55.820]   That process also produces data exhaust.
[00:02:55.820 --> 00:02:58.800]   This includes training metrics,
[00:02:58.800 --> 00:03:01.040]   which compares how models perform.
[00:03:01.040 --> 00:03:05.960]   Model checkpoints to capture each stage of training
[00:03:05.960 --> 00:03:10.200]   and associate the exact model weights with the metrics.
[00:03:10.200 --> 00:03:13.880]   Engineered features with custom transformations of raw data
[00:03:13.880 --> 00:03:15.920]   that might change as the team learns more
[00:03:15.920 --> 00:03:19.380]   about the problem space and iterates on features.
[00:03:19.380 --> 00:03:21.960]   The environment where the model was trained,
[00:03:21.960 --> 00:03:25.240]   including hardware, Python version,
[00:03:25.240 --> 00:03:27.240]   any installed requirements.
[00:03:27.240 --> 00:03:31.180]   Terminal logs are often lost to terminal history,
[00:03:31.180 --> 00:03:35.240]   but especially when debugging, it can be very useful.
[00:03:35.240 --> 00:03:37.800]   You want to be able to scroll back for a given model
[00:03:37.800 --> 00:03:41.280]   and view all the command line messages and warnings.
[00:03:41.280 --> 00:03:44.480]   System metrics can help identify opportunities
[00:03:44.480 --> 00:03:46.920]   for optimizing model training.
