
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:14.000]   Josh writes in to ask this, "Pastor John, is it possible to intellectually believe the Bible and all the truths of Christianity and accept them as 100% true?
[00:00:14.000 --> 00:00:23.000]   To want to love Jesus and to be saved from God's wrath and yet to not be one of the elect. Is that possible, Pastor John?"
[00:00:23.000 --> 00:00:42.000]   I want to say no. But to make plain, I want to make plain why I need to dig in for a minute to what I mean, what it means to quote, "accept all the Bible as 100% truth."
[00:00:42.000 --> 00:00:46.000]   That's what Josh is saying, accept all the Bible as 100% truth.
[00:00:46.000 --> 00:01:02.000]   I have often said, and maybe this is why Josh is asking this, I have often said that the devil knows more truth than most theologians and the reason he's not saved is that he hates it.
[00:01:02.000 --> 00:01:06.000]   James says the devils believe and tremble.
[00:01:06.000 --> 00:01:14.000]   They believe many facts about God are true, but they're not saved because they hate those facts.
[00:01:14.000 --> 00:01:29.000]   But I'm not sure I can really say that someone could affirm all the Bible as 100% truth and be lost, not be saved.
[00:01:29.000 --> 00:01:47.000]   And here's the reason. The Bible is filled with statements, not just of facts, but also statements about the worth and the beauty and the desirability of those facts.
[00:01:47.000 --> 00:02:13.000]   So it doesn't just say God is powerful, but that God is glorious and great in glory and beautiful, that he's infinitely, transcendently valuable, that Jesus not only exists, but that he has all these attributes that make him more precious than the greatest pearl and more valuable than the greatest treasure.
[00:02:13.000 --> 00:02:22.000]   And Paul himself, remember, said that he found more satisfaction in knowing Christ than he did in all other reality.
[00:02:22.000 --> 00:02:34.000]   So what would it mean to say you believed that, but did not embrace him as beautiful or valuable or supremely pleasant?
[00:02:34.000 --> 00:02:39.000]   And I think most people would say, "You don't mean it."
[00:02:39.000 --> 00:02:55.000]   You say you believe he is infinitely valuable. You say you believe he's supremely precious. You say you believe he's all satisfying, and you don't embrace him as all satisfying?
[00:02:55.000 --> 00:02:56.000]   You don't mean that.
[00:02:56.000 --> 00:03:13.000]   And so I can't bring myself to say that a person would really affirm all those value statements of the Bible and still be lost, because if they really affirm those value statements, they would embrace those values.
[00:03:13.000 --> 00:03:30.000]   In fact, I think the way the human mind works is that when the heart prefers one thing over another thing, the mind inevitably joins the heart in finding ways to justify the heart's preference.
[00:03:30.000 --> 00:03:51.000]   So it would be doubly unlikely that anyone would or could honestly say, "I believe the whole Bible is 100% true," and yet go on rejecting Jesus as less precious, less valuable, less beautiful than their earthly treasure.
[00:03:51.000 --> 00:04:00.000]   In other words, their mind wouldn't be doing that if they wanted to value the world over God, the creation over the Creator.
[00:04:00.000 --> 00:04:09.000]   If they want that bad enough, their mind is probably not going to go to the Bible and say, "Well, this is really true. All these value statements are really true."
[00:04:09.000 --> 00:04:19.000]   The mind is going to wind up saying, "No, this is probably mythological," or, "It's probably got errors in it," or, "The text was corrupted," or, "There are contradictions everywhere."
[00:04:19.000 --> 00:04:26.000]   That's what the mind is going to do in order to protect the heart's treasure in man rather than in God.
[00:04:26.000 --> 00:04:28.000]   So that's my main reason for saying no.
[00:04:28.000 --> 00:04:36.000]   You can't believe the Bible is 100% true and still be lost if what I'm saying is on track.
[00:04:36.000 --> 00:04:50.000]   If you really believe that Jesus is the supreme value and beauty and truth in the universe, you're going to embrace Him because that's what it means to believe Him as supremely beautiful and satisfying.
[00:04:50.000 --> 00:05:05.000]   So maybe the last thing I should ask is, what about those folks in Matthew 7 where it says, "Not everyone who says to me, 'Lord, Lord,' will enter the kingdom of heaven, but the one who does the will of my Father who is in heaven, on that day many will say to me,
[00:05:05.000 --> 00:05:18.000]   'Lord, Lord, did we not prophesy in your name and cast out demons in your name and do many mighty works in your name?' And then I will declare to them, 'I never knew you. Depart from me, you workers of lawlessness.'"
[00:05:18.000 --> 00:05:23.000]   So these folks say, "I believe Jesus is Lord."
[00:05:23.000 --> 00:05:27.000]   They're calling Him Lord, but they're not saved.
[00:05:27.000 --> 00:05:30.000]   Why aren't they saved?
[00:05:30.000 --> 00:05:35.000]   And the answer Jesus gives is because they're hypocrites.
[00:05:35.000 --> 00:05:37.000]   They were workers of lawlessness.
[00:05:37.000 --> 00:05:40.000]   They call Him Lord, but they're workers of lawlessness.
[00:05:40.000 --> 00:05:42.000]   They were like the Pharisees.
