
[00:00:00.000 --> 00:00:06.080]   Welcome back everyone.
[00:00:06.080 --> 00:00:08.220]   This is the 10th and final screencast in
[00:00:08.220 --> 00:00:10.520]   our series on contextual representation.
[00:00:10.520 --> 00:00:12.460]   I'd like to just briefly wrap up.
[00:00:12.460 --> 00:00:14.520]   In doing that, I'd like to do three things.
[00:00:14.520 --> 00:00:17.280]   First, just take stock of what we did a little bit.
[00:00:17.280 --> 00:00:19.460]   Second, I'd like to make amends for
[00:00:19.460 --> 00:00:21.320]   really interesting architectures and
[00:00:21.320 --> 00:00:22.880]   innovations that I didn't have time
[00:00:22.880 --> 00:00:24.640]   to mention in the core series.
[00:00:24.640 --> 00:00:26.960]   Then finally, I'd like to look to the future,
[00:00:26.960 --> 00:00:30.600]   both for the course and also for the field.
[00:00:30.600 --> 00:00:34.000]   Let me start by trying to make amends a little bit for
[00:00:34.000 --> 00:00:37.500]   some noteworthy architectures that I didn't have time for.
[00:00:37.500 --> 00:00:40.280]   Transformer XL is an early and
[00:00:40.280 --> 00:00:43.680]   very innovative attempt to bring in long contexts.
[00:00:43.680 --> 00:00:46.400]   It does this by essentially caching
[00:00:46.400 --> 00:00:48.840]   earlier parts of a long sequence,
[00:00:48.840 --> 00:00:51.640]   and then recreating some recurrent connections
[00:00:51.640 --> 00:00:53.760]   across those cache states into
[00:00:53.760 --> 00:00:56.360]   the computation for the current set of states.
[00:00:56.360 --> 00:00:58.680]   Very innovative. The ideas for
[00:00:58.680 --> 00:01:01.960]   Transformer XL were carried forward into ExcelNet.
[00:01:01.960 --> 00:01:04.760]   The core of ExcelNet is the goal of having
[00:01:04.760 --> 00:01:07.280]   bidirectional context while nonetheless
[00:01:07.280 --> 00:01:10.600]   having an autoregressive language modeling loss.
[00:01:10.600 --> 00:01:13.920]   They do this in this really interesting way of
[00:01:13.920 --> 00:01:17.400]   sampling different sequence orders so that you process
[00:01:17.400 --> 00:01:19.820]   left to right while nonetheless sampling
[00:01:19.820 --> 00:01:22.080]   enough sequence orders that you essentially have
[00:01:22.080 --> 00:01:25.480]   the power of bidirectional context.
[00:01:25.480 --> 00:01:28.720]   Then de Berta is really interesting from
[00:01:28.720 --> 00:01:31.800]   the perspective of our discussion of positional encoding.
[00:01:31.800 --> 00:01:34.400]   In that screencast, I expressed a concern that
[00:01:34.400 --> 00:01:37.840]   the positional encoding representations were exerting,
[00:01:37.840 --> 00:01:40.120]   in some cases, too much influence
[00:01:40.120 --> 00:01:42.600]   on the representations of words.
[00:01:42.600 --> 00:01:45.000]   De Berta can be seen as an attempt to
[00:01:45.000 --> 00:01:47.520]   decouple word from position somewhat.
[00:01:47.520 --> 00:01:50.920]   It does that by decoupling those core representations and then
[00:01:50.920 --> 00:01:55.200]   having distinct attention mechanisms to those two parts.
[00:01:55.200 --> 00:01:59.440]   My guiding intuition here is that de Berta will allow words to have more of
[00:01:59.440 --> 00:02:02.000]   their wordhood separate from where they might
[00:02:02.000 --> 00:02:04.840]   have appeared in the input string.
[00:02:04.840 --> 00:02:07.320]   That seems very healthy to me.
