
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.300]   - Welcome friends to this episode
[00:00:06.300 --> 00:00:09.160]   of the "Everyday Educator" podcast.
[00:00:09.160 --> 00:00:10.980]   I'm your host, Lisa Bailey,
[00:00:10.980 --> 00:00:15.000]   and I'm excited to spend some time with you today
[00:00:15.000 --> 00:00:18.280]   as we encourage one another, learn together,
[00:00:18.280 --> 00:00:21.480]   and ponder the delights and challenges
[00:00:21.480 --> 00:00:24.840]   that make homeschooling the adventure of a lifetime.
[00:00:24.840 --> 00:00:27.000]   Whether you're just considering
[00:00:27.000 --> 00:00:30.600]   this homeschooling possibility or deep into
[00:00:30.600 --> 00:00:33.400]   the daily delight of family learning,
[00:00:33.400 --> 00:00:37.880]   I believe you'll enjoy thinking along with us.
[00:00:37.880 --> 00:00:42.880]   But don't forget, although this online community is awesome,
[00:00:42.880 --> 00:00:48.000]   you'll find even closer support in a local CC community.
[00:00:48.000 --> 00:00:52.600]   So go to classicalconversations.com
[00:00:52.600 --> 00:00:56.520]   and find a community near you today.
[00:00:57.440 --> 00:00:59.360]   Well, listeners, I'm super excited
[00:00:59.360 --> 00:01:01.480]   that we are in the midst of summer
[00:01:01.480 --> 00:01:04.640]   and in the midst of our summer book club,
[00:01:04.640 --> 00:01:09.160]   and I have enjoyed reading stories along with you
[00:01:09.160 --> 00:01:12.040]   from the readers that will go along
[00:01:12.040 --> 00:01:16.840]   with our Cycle One Foundation's memory work in the fall.
[00:01:16.840 --> 00:01:21.320]   It's somehow fun to get a jump on things
[00:01:21.320 --> 00:01:26.320]   that we will be learning together, learning about together,
[00:01:26.640 --> 00:01:29.920]   in the fall, and it's kind of fun to get a preview
[00:01:29.920 --> 00:01:33.000]   of those stories so that some of the characters
[00:01:33.000 --> 00:01:36.320]   and some of the situations will be familiar
[00:01:36.320 --> 00:01:39.480]   when we approach them again together in the fall.
[00:01:39.480 --> 00:01:41.680]   But even more than that, you guys,
[00:01:41.680 --> 00:01:45.200]   I just really love reading aloud as a family,
[00:01:45.200 --> 00:01:49.560]   and I really enjoy encouraging young moms and dads
[00:01:49.560 --> 00:01:53.360]   and older moms and dads and young and old kids alike
[00:01:53.360 --> 00:01:56.700]   to take some time to read aloud together
[00:01:56.700 --> 00:01:58.260]   over the summer months.
[00:01:58.260 --> 00:02:04.240]   Now, I know that some people have a different idea
[00:02:04.240 --> 00:02:06.180]   of reading than I do,
[00:02:06.180 --> 00:02:11.180]   and maybe reading sounds like a passive activity
[00:02:11.180 --> 00:02:16.440]   to some people, and maybe you are not fond
[00:02:16.440 --> 00:02:18.840]   of slow, passive activities,
[00:02:18.840 --> 00:02:22.800]   or maybe your kids are not really fond of that
[00:02:22.800 --> 00:02:25.520]   and they really wanna use the summer to be active
[00:02:25.520 --> 00:02:28.400]   and to run around and to do something and to play things
[00:02:28.400 --> 00:02:31.320]   and to do different things.
[00:02:31.320 --> 00:02:32.960]   I'm here to tell you
[00:02:32.960 --> 00:02:37.000]   that reading does not have to be passive.
[00:02:37.000 --> 00:02:41.720]   I know it conjures up for some the picture
[00:02:41.720 --> 00:02:46.520]   of quietly sitting, turning pages as needed,
[00:02:46.520 --> 00:02:48.540]   but not moving much otherwise.
[00:02:49.800 --> 00:02:54.800]   Even reading aloud where one person is making noise,
[00:02:54.800 --> 00:03:00.480]   reading aloud might sound like a low-movement moment.
[00:03:00.480 --> 00:03:03.280]   For some kids and some families,
[00:03:03.280 --> 00:03:07.720]   that makes reading together less appealing.
[00:03:07.720 --> 00:03:10.360]   While snuggling in with a book and a fire
[00:03:10.360 --> 00:03:15.080]   and some hot cocoa sounds pretty good on a cold winter day,
[00:03:15.080 --> 00:03:19.480]   reading aloud might sound like too much stillness
[00:03:19.480 --> 00:03:20.720]   for summer.
[00:03:20.720 --> 00:03:25.720]   But who says reading aloud means sitting still?
[00:03:25.720 --> 00:03:31.840]   I would like to suggest some active listening ideas
[00:03:31.840 --> 00:03:35.920]   for those of you who struggle to sell read aloud time
[00:03:35.920 --> 00:03:37.600]   to your active kids,
[00:03:37.600 --> 00:03:42.600]   or even to your make-the-most-of-summer selves.
[00:03:42.600 --> 00:03:46.280]   Listen, reading can be done anywhere.
[00:03:46.280 --> 00:03:48.160]   It can be inside, sure,
[00:03:48.160 --> 00:03:51.380]   but it can be outside, on the porch,
[00:03:51.380 --> 00:03:54.960]   on a swing, at the zoo,
[00:03:54.960 --> 00:03:58.040]   with your feet dangling in the creek,
[00:03:58.040 --> 00:04:00.120]   eating ice cream in the park.
[00:04:00.120 --> 00:04:04.480]   Look, my point is take your book with you
[00:04:04.480 --> 00:04:06.840]   wherever you're going,
[00:04:06.840 --> 00:04:10.840]   whatever you're planning to do during the day,
[00:04:10.840 --> 00:04:12.680]   take your book with you.
[00:04:12.680 --> 00:04:16.840]   Finding a different venue for your story
[00:04:16.840 --> 00:04:19.560]   makes reading aloud something new to do.
[00:04:19.560 --> 00:04:24.560]   It gives you all something new to see as you listen,
[00:04:24.560 --> 00:04:29.680]   and who knows, might provoke new thoughts in your listeners.
[00:04:29.680 --> 00:04:32.920]   So take your books on vacation.
[00:04:32.920 --> 00:04:36.340]   Take your books when you run errands.
[00:04:36.340 --> 00:04:40.720]   Take your books when you're gonna meet somebody at the park.
[00:04:40.720 --> 00:04:43.040]   You know that there's always gonna be a moment
[00:04:43.040 --> 00:04:46.800]   when everybody is too hot to breathe,
[00:04:46.800 --> 00:04:49.060]   too tired to play another game,
[00:04:49.060 --> 00:04:51.040]   and everybody just needs a rest.
[00:04:51.040 --> 00:04:52.520]   Whip out your story.
[00:04:52.520 --> 00:04:54.100]   Whip out your book.
[00:04:54.100 --> 00:04:58.480]   Invite your listeners into a story
[00:04:58.480 --> 00:05:01.080]   and take a moment to read.
[00:05:01.080 --> 00:05:02.480]   Another thing,
[00:05:02.480 --> 00:05:08.840]   your kids can, I mean, usually listen to a story
[00:05:10.000 --> 00:05:12.120]   while they do something else.
[00:05:12.120 --> 00:05:15.920]   My kids used to like to listen to stories
[00:05:15.920 --> 00:05:19.280]   that I read to them while they were doing chores.
[00:05:19.280 --> 00:05:24.280]   I don't know if it just made the chore less unappealing,
[00:05:24.280 --> 00:05:27.200]   made the time pass faster,
[00:05:27.200 --> 00:05:29.560]   gave their mind something to chew on
[00:05:29.560 --> 00:05:32.120]   as they did a mindless task,
[00:05:32.120 --> 00:05:34.840]   but I can remember sitting in the hall,
[00:05:34.840 --> 00:05:37.480]   in the hallway between their two rooms
[00:05:37.480 --> 00:05:40.040]   when they were cleaning their room,
[00:05:40.040 --> 00:05:43.280]   and I would read aloud as they cleaned.
[00:05:43.280 --> 00:05:48.280]   And I would read only as long as they were moving.
[00:05:48.280 --> 00:05:52.440]   So if I looked in and they had become lost in thought
[00:05:52.440 --> 00:05:55.160]   or lost in the story, I stopped reading.
[00:05:55.160 --> 00:05:58.600]   So as long as they were moving, I kept reading.
[00:05:58.600 --> 00:06:00.160]   Look, here's the truth.
[00:06:00.160 --> 00:06:04.640]   Some kids listen better
[00:06:04.640 --> 00:06:08.400]   when they have some way to get the wiggles out.
[00:06:08.400 --> 00:06:11.720]   You can let them ride a bike or a tricycle
[00:06:11.720 --> 00:06:16.320]   around in a circle while they're listening.
[00:06:16.320 --> 00:06:20.160]   You can let them or encourage them
[00:06:20.160 --> 00:06:23.640]   to doodle or draw on paper.
[00:06:23.640 --> 00:06:26.120]   Shoot, you can have them hop on one leg
[00:06:26.120 --> 00:06:27.520]   and then on the other leg
[00:06:27.520 --> 00:06:30.440]   while they're listening to a short fable.
[00:06:30.440 --> 00:06:33.440]   You can have your kids dig in the sandbox
[00:06:33.440 --> 00:06:36.920]   or dig in a flower pot or dig in the yard.
[00:06:36.920 --> 00:06:39.880]   Depending on what you're reading,
[00:06:39.880 --> 00:06:43.600]   I mean, it might be a fairy tale or a fable.
[00:06:43.600 --> 00:06:45.640]   It might be a nature journal.
[00:06:45.640 --> 00:06:47.120]   It might be a cookbook.
[00:06:47.120 --> 00:06:48.920]   Depending on what you're reading,
[00:06:48.920 --> 00:06:52.440]   you can actually make what they're doing
[00:06:52.440 --> 00:06:55.520]   part of what they're hearing.
[00:06:55.520 --> 00:06:59.520]   I mean, they could design a fairy creature house
[00:06:59.520 --> 00:07:02.200]   on paper or with chalk.
[00:07:02.200 --> 00:07:07.200]   They could watch ants build a mound.
[00:07:07.200 --> 00:07:12.640]   They could stir up the cupcakes that you are describing.
[00:07:12.640 --> 00:07:18.020]   You'll be able to tell if they're still listening
[00:07:18.020 --> 00:07:21.160]   as you learn to ask questions along the way
[00:07:21.160 --> 00:07:24.600]   and as you enjoy some conversation
[00:07:24.600 --> 00:07:27.920]   after the reading is done.
[00:07:27.920 --> 00:07:30.080]   This summer, we've been working together
[00:07:30.080 --> 00:07:34.240]   on ways to prime that conversational pump
[00:07:34.240 --> 00:07:38.400]   and continue the pleasure of the stories
[00:07:38.400 --> 00:07:40.160]   that we're reading together.
[00:07:40.160 --> 00:07:44.560]   So today, let's listen to a few more stories
[00:07:44.560 --> 00:07:49.560]   from our Copper Lodge Library Edition, Kings of Rome.
[00:07:49.560 --> 00:07:54.600]   And then I'm gonna give you a few more suggestions
[00:07:54.600 --> 00:07:57.600]   for great conversations.
[00:07:57.600 --> 00:08:00.160]   So the stories that I want to read you today,
[00:08:00.160 --> 00:08:03.000]   they're three stories and they're short.
[00:08:03.000 --> 00:08:05.160]   And this is what I want you to realize.
[00:08:05.160 --> 00:08:08.320]   Some of these stories are super short.
[00:08:08.320 --> 00:08:13.320]   They might only be a page or two in the Kings of Rome book
[00:08:13.320 --> 00:08:16.080]   and you can read them one at a time
[00:08:16.080 --> 00:08:20.760]   or you can bundle two or three together as we'll do today.
[00:08:20.760 --> 00:08:26.880]   We have already read a couple, maybe three weeks ago,
[00:08:26.880 --> 00:08:29.800]   we read a couple of stories
[00:08:29.800 --> 00:08:33.360]   from the beginning of Kings of Rome.
[00:08:33.360 --> 00:08:38.360]   And we had already met the characters, Romulus and Remus.
[00:08:38.360 --> 00:08:43.200]   And we had discovered that they had been sort of banished
[00:08:43.200 --> 00:08:46.000]   and they are actually, though they are princes,
[00:08:46.000 --> 00:08:49.880]   have been serving as shepherds.
[00:08:49.880 --> 00:08:50.960]   Yep, shepherds.
[00:08:50.960 --> 00:08:55.960]   And their grandfather, who had been the king,
[00:08:56.960 --> 00:09:00.880]   has been kind of exiled himself.
[00:09:00.880 --> 00:09:05.640]   And so we're picking up the threads of the story today.
[00:09:05.640 --> 00:09:10.640]   Numitor recognizes his grandsons.
[00:09:10.640 --> 00:09:13.800]   Okay, here we go.
