
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:10.000]   - This episode is brought to you by Smiles Northwest.
[00:00:10.000 --> 00:00:11.560]   When you say hello to someone,
[00:00:11.560 --> 00:00:14.120]   one of the first things they notice is your smile.
[00:00:14.120 --> 00:00:15.600]   That's why having a dentist you can trust
[00:00:15.600 --> 00:00:17.180]   is really important.
[00:00:17.180 --> 00:00:19.520]   At Smiles Northwest, they have you covered,
[00:00:19.520 --> 00:00:23.000]   whether that's cleaning, restorative, cosmetic,
[00:00:23.000 --> 00:00:25.160]   orthodontics, or implants,
[00:00:25.160 --> 00:00:27.480]   they are focused on providing the best comprehensive care
[00:00:27.480 --> 00:00:29.680]   to you and your family.
[00:00:29.680 --> 00:00:32.800]   Smiles Northwest always invests in the latest technology,
[00:00:32.800 --> 00:00:35.020]   has their own in-office dental lab,
[00:00:35.020 --> 00:00:36.480]   and are constantly training their team
[00:00:36.480 --> 00:00:38.840]   in the newest advancements in dentistry.
[00:00:38.840 --> 00:00:42.000]   Visit smilesnw.com and book an appointment today.
[00:00:42.000 --> 00:00:45.320]   You're listening to Let's Talk Jobs,
[00:00:45.320 --> 00:00:48.360]   where we give you practical insights into jobs and careers.
[00:00:48.360 --> 00:00:49.800]   Today, we're talking about building
[00:00:49.800 --> 00:00:51.560]   your own international creative agency,
[00:00:51.560 --> 00:00:53.080]   and joining us is Andre Oliveira.
[00:00:53.080 --> 00:00:54.160]   Andre, how you doing?
[00:00:54.160 --> 00:00:57.400]   - Hey Tim, doing well and you,
[00:00:57.400 --> 00:00:59.360]   thank you so much for having me.
[00:00:59.360 --> 00:01:02.400]   - Yeah, you know, you and I have worked a lot in the past,
[00:01:02.400 --> 00:01:03.440]   but maybe just get us started,
[00:01:03.440 --> 00:01:04.640]   like what is it you're doing,
[00:01:04.640 --> 00:01:06.600]   and what are you doing at Pixel Matters?
[00:01:06.600 --> 00:01:10.680]   - Yeah, so we are a digital product studio.
[00:01:10.680 --> 00:01:13.800]   We basically partner with tech companies
[00:01:13.800 --> 00:01:15.360]   from all over the world,
[00:01:15.360 --> 00:01:20.360]   but especially U.S. based to basically
[00:01:20.360 --> 00:01:23.480]   to elevate their products into a whole new level,
[00:01:23.480 --> 00:01:27.360]   being a website, a web app, or a mobile app.
[00:01:27.360 --> 00:01:30.760]   And yeah, we have been doing it for 10 years now.
[00:01:30.760 --> 00:01:32.960]   We are roughly a team of 60,
[00:01:32.960 --> 00:01:41.680]   we try to differentiate ourselves
[00:01:41.680 --> 00:01:45.000]   by the level of quality of the work,
[00:01:45.000 --> 00:01:48.160]   and process, and communication that we have,
[00:01:48.160 --> 00:01:51.800]   and our culture around all of those things.
[00:01:51.800 --> 00:01:53.640]   - Cool, and I probably should have introduced
[00:01:53.640 --> 00:01:54.480]   even better earlier,
[00:01:54.480 --> 00:01:56.640]   you're the CEO and founder of Pixel Matters,
[00:01:56.640 --> 00:01:59.360]   and Andrei, I'm kind of curious,
[00:01:59.360 --> 00:02:01.720]   did you, were you always creative?
[00:02:01.720 --> 00:02:05.560]   Like coming out of school, like what led you here?
[00:02:05.560 --> 00:02:10.200]   - Yeah, so to answer that,
[00:02:10.200 --> 00:02:14.400]   I maybe have to go back to my roots.
[00:02:14.400 --> 00:02:16.200]   So I don't know about,
[00:02:16.200 --> 00:02:18.040]   I'm not sure how it is in the U.S.,
[00:02:18.040 --> 00:02:20.880]   but here in Portugal, where I'm from,
[00:02:20.880 --> 00:02:22.640]   and where we are based,
[00:02:24.640 --> 00:02:28.080]   when you are at the ninth grade,
[00:02:28.080 --> 00:02:30.280]   and before you switch to the 10th,
[00:02:30.280 --> 00:02:34.160]   you have to basically pick like a course, right?
[00:02:34.160 --> 00:02:36.640]   Like something to study.
[00:02:36.640 --> 00:02:40.880]   And back then, as the majority of the kids of that age,
[00:02:40.880 --> 00:02:43.800]   maybe 14, 15, something like that,
[00:02:43.800 --> 00:02:48.800]   I really didn't knew what I wanted to do for my life.
[00:02:48.800 --> 00:02:52.280]   Like I was too young,
[00:02:52.280 --> 00:02:56.320]   and sometimes school doesn't necessarily
[00:02:56.320 --> 00:03:01.280]   like gives you a good indicator of what your path may be.
[00:03:01.280 --> 00:03:05.040]   So the only thing that really I valued back then
[00:03:05.040 --> 00:03:07.720]   was the fact, or I highlighted back then,
[00:03:07.720 --> 00:03:12.000]   was the fact that I had like a whole computer
[00:03:12.000 --> 00:03:15.400]   in which I played some games like Counter-Strike.
[00:03:15.400 --> 00:03:16.240]   - Oh yeah.
[00:03:16.240 --> 00:03:18.320]   - Call of Duty, things like that, you know?
[00:03:18.320 --> 00:03:19.200]   - Yes.
[00:03:19.200 --> 00:03:22.720]   - And so it felt like, I'm not studying informatics.
[00:03:22.720 --> 00:03:25.760]   And I went on to study informatics.
[00:03:25.760 --> 00:03:30.480]   I did the 10th grade of informatics,
[00:03:30.480 --> 00:03:34.520]   but the problem was that it had too much code.
[00:03:34.520 --> 00:03:39.520]   Like, and it was too much math to my brain,
[00:03:39.520 --> 00:03:44.040]   let's call it that way.
[00:03:44.040 --> 00:03:48.920]   And so I switched to a multimedia course,
[00:03:48.920 --> 00:03:51.120]   not because I knew what I wanted to do,
[00:03:51.120 --> 00:03:55.160]   but simply I had a friend that switched to that same course,
[00:03:55.160 --> 00:03:58.520]   and I wanted like to keep studying with that friend.
[00:03:58.520 --> 00:04:01.360]   So these are like the, I mean,
[00:04:01.360 --> 00:04:04.480]   there is luck along the way, right?
[00:04:04.480 --> 00:04:06.720]   Of course, there is a lot of hard work,
[00:04:06.720 --> 00:04:08.600]   but there is also some luck,
[00:04:08.600 --> 00:04:10.960]   and this is an example of that.
[00:04:10.960 --> 00:04:13.600]   And so with that multimedia course,
[00:04:13.600 --> 00:04:16.240]   what I basically found out was my passion.
