
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:09.000]   Well, of course, it is right and fitting for us to talk about praising and glorifying God.
[00:00:09.000 --> 00:00:12.000]   That's our calling and our great delight.
[00:00:12.000 --> 00:00:19.000]   Our greatest joy is found in magnifying God, so that those two things, our joy and God's glory,
[00:00:19.000 --> 00:00:23.000]   are not two things, but one mutual aim.
[00:00:23.000 --> 00:00:24.000]   They're wed together.
[00:00:24.000 --> 00:00:31.000]   God is most glorified in us when we are most satisfied in Him.
[00:00:31.000 --> 00:00:34.000]   That's what we call Christian hedonism around here.
[00:00:34.000 --> 00:00:39.000]   So then, is it possible for us to talk about God praising and glorifying us?
[00:00:39.000 --> 00:00:47.000]   This seems very awkward, but is it even biblical to go here, to say that God will praise and glorify us?
[00:00:47.000 --> 00:00:53.000]   It's a question because you caught off guard one watcher of your "Look at the Book" videos, Pastor John.
[00:00:53.000 --> 00:00:56.000]   Here's the email we got. No name was given.
[00:00:56.000 --> 00:01:03.000]   "Hello, Pastor John. I was watching one of your 2017 lab videos, the one titled 'To the Glory of God Alone.'
[00:01:03.000 --> 00:01:09.000]   I was really confused with something you said near the end of the session at the 15 minute and 47 second mark.
[00:01:09.000 --> 00:01:13.000]   There you said that 'we' will be praised and glorified.
[00:01:13.000 --> 00:01:16.000]   I was stunned. I had never heard that before.
[00:01:16.000 --> 00:01:19.000]   What did you mean that 'we' will be praised and glorified?
[00:01:19.000 --> 00:01:26.000]   Isn't this for God alone? If not, what Bible verses would help this make sense to me?"
[00:01:26.000 --> 00:01:31.000]   Let's begin with this biblical principle. It's very important. Listen carefully.
[00:01:31.000 --> 00:01:33.000]   This biblical principle.
[00:01:33.000 --> 00:01:43.000]   Just as God, in His mysterious providence, governs all the actions of non-Christians
[00:01:43.000 --> 00:01:54.000]   in such a way that their bad deeds are still blameworthy, so also He governs all the actions of Christians
[00:01:54.000 --> 00:02:00.000]   in such a way that their good deeds are still praiseworthy.
[00:02:00.000 --> 00:02:05.000]   That's not a presupposition that I bring to the Bible.
[00:02:05.000 --> 00:02:13.000]   That is a conclusion from thousands of hours of pondering what the Bible actually teaches.
