
[00:00:00.000 --> 00:00:06.100]   Welcome back everyone.
[00:00:06.100 --> 00:00:10.140]   This is part 2 in our series on analysis methods for NLP.
[00:00:10.140 --> 00:00:13.040]   We've come to our first method and that is probing.
[00:00:13.040 --> 00:00:15.380]   Here's an overview of how probing works.
[00:00:15.380 --> 00:00:18.580]   The core idea is that we're going to use supervised models,
[00:00:18.580 --> 00:00:20.120]   those are our probe models,
[00:00:20.120 --> 00:00:22.560]   to determine what is latently encoded in
[00:00:22.560 --> 00:00:25.380]   the hidden representations of our target models,
[00:00:25.380 --> 00:00:27.320]   the ones that we actually care about.
[00:00:27.320 --> 00:00:31.520]   Probing is often applied in the context of so-called Bertology,
[00:00:31.520 --> 00:00:33.520]   and I think Tenny et al 2019 is
[00:00:33.520 --> 00:00:36.040]   a really foundational contribution in this space.
[00:00:36.040 --> 00:00:37.200]   As I mentioned before,
[00:00:37.200 --> 00:00:40.480]   I think this was really eye-opening about the extent to which Bert
[00:00:40.480 --> 00:00:42.960]   is inducing interesting structure about
[00:00:42.960 --> 00:00:46.100]   language from its training regimes.
[00:00:46.100 --> 00:00:49.880]   Probing can be a source of valuable insights, I believe,
[00:00:49.880 --> 00:00:51.680]   but we do need to proceed with caution,
[00:00:51.680 --> 00:00:53.880]   and there are really two cautionary notes here.
[00:00:53.880 --> 00:00:57.160]   First, a very powerful probe might lead you
[00:00:57.160 --> 00:00:59.560]   to see things that aren't in your target model,
[00:00:59.560 --> 00:01:02.520]   but rather just stored in your probe model.
[00:01:02.520 --> 00:01:06.280]   It is after all a supervised model that you trained in some way.
[00:01:06.280 --> 00:01:10.000]   Second, and maybe more importantly for the current unit,
[00:01:10.000 --> 00:01:13.640]   probes cannot tell us about whether the information that we identify
[00:01:13.640 --> 00:01:18.240]   has any causal relationship with the target models input-output behavior.
[00:01:18.240 --> 00:01:21.960]   This is really concerning for me because what we're looking for from
[00:01:21.960 --> 00:01:24.320]   analysis methods is insights about
[00:01:24.320 --> 00:01:27.680]   the causal mechanisms that guide model behaviors.
[00:01:27.680 --> 00:01:31.640]   If probing falls short on offering us those causal insights,
[00:01:31.640 --> 00:01:36.080]   it's really intrinsically limited as an analysis method.
[00:01:36.080 --> 00:01:39.000]   I'm going to focus for this screencast
[00:01:39.000 --> 00:01:41.120]   on supervised probes to keep things simple,
[00:01:41.120 --> 00:01:44.800]   but I will mention unsupervised probes near the end.
[00:01:44.800 --> 00:01:48.200]   They don't suffer from the concern that they're overly powerful,
[00:01:48.200 --> 00:01:49.480]   but they do, I think,
[00:01:49.480 --> 00:01:53.680]   still fall short when it comes to offering causal insights.
[00:01:53.680 --> 00:01:58.680]   Let's start with a recipe for probing to be careful about this.
[00:01:58.680 --> 00:02:01.280]   The first step is that you state a hypothesis
[00:02:01.280 --> 00:02:04.360]   about an aspect of the target model's internal structure.
[00:02:04.360 --> 00:02:07.840]   You could hypothesize that it stores information about part of
[00:02:07.840 --> 00:02:11.720]   speech or named entities or dependency parses.
[00:02:11.720 --> 00:02:15.040]   You name it, the hypothesis space is open.
[00:02:15.040 --> 00:02:18.440]   You then need to choose a supervised task
[00:02:18.440 --> 00:02:21.360]   that is a proxy for the internal structure of interest.
[00:02:21.360 --> 00:02:23.140]   If you're going to look for part of speech,
[00:02:23.140 --> 00:02:24.880]   you need a part of speech dataset,
[00:02:24.880 --> 00:02:27.400]   and you're going to be dependent on that dataset when it
[00:02:27.400 --> 00:02:30.440]   comes to actually defining the probe itself.
[00:02:30.440 --> 00:02:33.640]   Then you identify a place in the model,
[00:02:33.640 --> 00:02:35.720]   a set of hidden representations where
[00:02:35.720 --> 00:02:38.280]   you believe the structure will be encoded,
[00:02:38.280 --> 00:02:41.960]   and you train a supervised probe on the chosen site.
[00:02:41.960 --> 00:02:45.700]   Then the extent to which your probe is successful is
[00:02:45.700 --> 00:02:47.640]   your estimate of the degree to which you were
[00:02:47.640 --> 00:02:50.680]   right about the underlying hypothesis.
[00:02:50.680 --> 00:02:52.720]   But there are some caveats there.
[00:02:52.720 --> 00:02:54.800]   Let's first walk through the core method.
[00:02:54.800 --> 00:02:58.920]   What I have on the slide now is a very cartoonish look at
[00:02:58.920 --> 00:03:02.000]   a BERT-like model with three layers and you can see
[00:03:02.000 --> 00:03:04.840]   these inputs have come in and we're going to
[00:03:04.840 --> 00:03:07.920]   target the hidden representation H to start.
[00:03:07.920 --> 00:03:11.400]   Let's suppose that's the site that we chose to probe.
