
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:09.200]   We open a new week with a leadership question, Pastor John.
[00:00:09.200 --> 00:00:13.160]   Does 1 Timothy 2.12 leave open the possibility
[00:00:13.160 --> 00:00:15.160]   that women are permitted to preach
[00:00:15.160 --> 00:00:18.320]   in the weekly gathering of a local church
[00:00:18.320 --> 00:00:21.600]   as an extension of the male elders of the church
[00:00:21.600 --> 00:00:26.600]   or as an expression under their governing authority?
[00:00:26.600 --> 00:00:30.200]   For example, is the wife of a pastor free to preach
[00:00:30.200 --> 00:00:31.480]   on Sunday morning?
[00:00:31.480 --> 00:00:33.080]   What would you say, Pastor John?
[00:00:33.080 --> 00:00:38.160]   Well, I don't wanna assume that any of our listeners
[00:00:38.160 --> 00:00:41.600]   have all the biblical foundations in place
[00:00:41.600 --> 00:00:45.680]   for doing this kind of refined application thinking.
[00:00:45.680 --> 00:00:47.960]   So let me put a few things in place
[00:00:47.960 --> 00:00:51.560]   and then I'll specifically answer the question.
[00:00:51.560 --> 00:00:55.240]   Here's the text that we're talking about.
[00:00:56.120 --> 00:00:58.360]   1 Timothy 2.11-14.
[00:00:58.360 --> 00:01:02.400]   Let a woman learn quietly with all submissiveness.
[00:01:02.400 --> 00:01:04.740]   I do not permit a woman to teach
[00:01:04.740 --> 00:01:07.520]   or to exercise authority over a man.
[00:01:07.520 --> 00:01:10.600]   Rather, she is to remain quiet.
[00:01:10.600 --> 00:01:13.720]   For Adam was formed first, then Eve,
[00:01:13.720 --> 00:01:17.160]   and Adam was not deceived, but the woman was deceived
[00:01:17.160 --> 00:01:19.600]   and became a transgressor.
[00:01:19.600 --> 00:01:22.240]   So let me work backward in that text
[00:01:22.240 --> 00:01:25.360]   toward my answer to the question.
[00:01:25.360 --> 00:01:29.440]   And I would remind the listeners
[00:01:29.440 --> 00:01:34.440]   that every one of these comments raises more questions.
[00:01:34.440 --> 00:01:36.920]   So there is a book, little book,
[00:01:36.920 --> 00:01:39.720]   called "50 Crucial Questions About Manhood and Womanhood"
[00:01:39.720 --> 00:01:41.180]   that Wayne Goodman and I did.
[00:01:41.180 --> 00:01:44.400]   And it's free online at DesiringGod.pdf.
[00:01:44.400 --> 00:01:46.080]   And if you have more questions,
[00:01:46.080 --> 00:01:47.880]   I hope they're answered there.
[00:01:47.880 --> 00:01:50.080]   At least some of them will be, I hope.
[00:01:50.080 --> 00:01:52.920]   So Paul gives two reasons,
[00:01:52.920 --> 00:01:54.320]   and they're not the only ones,
[00:01:54.320 --> 00:01:59.320]   for why he would limit the teaching and governing office
