
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:10.600]   I'm Cal Newport, and this is Deep Questions, episode 167.
[00:00:10.600 --> 00:00:18.040]   I'm here in my Deep Work HQ.
[00:00:18.040 --> 00:00:21.080]   No, Jesse again.
[00:00:21.080 --> 00:00:22.480]   No, I actually just talked to Jesse
[00:00:22.480 --> 00:00:26.600]   and he gave me permission to update you on what's going on.
[00:00:26.600 --> 00:00:28.160]   He's fine, here's what happened.
[00:00:28.160 --> 00:00:33.160]   Last week, he came for our weekly recording session.
[00:00:33.160 --> 00:00:37.400]   We do rapid COVID testing here at the Deep Work HQ.
[00:00:37.400 --> 00:00:39.680]   At least we're doing it now during the period
[00:00:39.680 --> 00:00:42.920]   where Omicron is high in the DC region.
[00:00:42.920 --> 00:00:46.320]   And our courageous esteemed producer tested positive,
[00:00:46.320 --> 00:00:47.800]   so he had to go home.
[00:00:47.800 --> 00:00:52.720]   He's almost done with his isolation period.
[00:00:52.720 --> 00:00:55.680]   So we considered, why don't we just record
[00:00:55.680 --> 00:01:00.320]   a little bit late this week, so that he could be here.
[00:01:00.320 --> 00:01:02.960]   But my schedule was such that I needed to stick
[00:01:02.960 --> 00:01:03.960]   with the existing schedule.
[00:01:03.960 --> 00:01:07.640]   So it just was bad timing that,
[00:01:07.640 --> 00:01:09.500]   we record two episodes at a time.
[00:01:09.500 --> 00:01:12.160]   Last week's recording session was actually pretty close
[00:01:12.160 --> 00:01:14.440]   to this week's recording session.
[00:01:14.440 --> 00:01:17.640]   So one COVID isolation period covered
[00:01:17.640 --> 00:01:19.720]   two weeks worth of recording sessions.
[00:01:19.720 --> 00:01:23.760]   But anyways, he will be out of isolation soon.
[00:01:23.760 --> 00:01:27.360]   He'll be back in the studio for next week's episodes.
[00:01:27.360 --> 00:01:29.560]   He's fine by the way, he feels fine.
[00:01:29.560 --> 00:01:31.640]   He's exercising all the time.
[00:01:31.640 --> 00:01:33.560]   I just saw him today.
[00:01:33.560 --> 00:01:37.920]   We had a weekly production meeting outside.
[00:01:37.920 --> 00:01:39.840]   So we're nice and safe, but I can attest
[00:01:39.840 --> 00:01:42.840]   that he is looking and feeling fine.
[00:01:42.840 --> 00:01:44.480]   Just working remotely on the show
[00:01:44.480 --> 00:01:46.280]   and we'll be back next week.
[00:01:46.280 --> 00:01:48.640]   All right, speaking of the show,
[00:01:48.640 --> 00:01:51.080]   we have an exciting announcement.
[00:01:52.400 --> 00:01:56.360]   Early on, early on in the history of the show,
[00:01:56.360 --> 00:01:59.860]   I began talking about this dream of we need video.
[00:01:59.860 --> 00:02:04.020]   And it became almost a running joke on the podcast
[00:02:04.020 --> 00:02:07.240]   because week after week, I would say video is coming soon.
[00:02:07.240 --> 00:02:09.400]   I'm recording things, video is coming soon.
[00:02:09.400 --> 00:02:11.360]   And it never did because it turns out actually,
[00:02:11.360 --> 00:02:13.000]   it's quite difficult to get this right.
[00:02:13.000 --> 00:02:17.760]   And I wanted to get it right, but we are finally there.
[00:02:17.760 --> 00:02:19.800]   As you hear this episode,
[00:02:20.680 --> 00:02:23.240]   Deep Questions video is available.
[00:02:23.240 --> 00:02:25.860]   You can go find it right now.
[00:02:25.860 --> 00:02:28.960]   Now I'll explain what video recording,
[00:02:28.960 --> 00:02:31.160]   why we're recording it, our philosophy,
[00:02:31.160 --> 00:02:32.280]   the plans for the video,
[00:02:32.280 --> 00:02:35.760]   but just so to get the logistics out of the way,
[00:02:35.760 --> 00:02:39.120]   right now the videos are being hosted on YouTube.
[00:02:39.120 --> 00:02:45.080]   We don't yet have a personalized URL
[00:02:45.080 --> 00:02:48.380]   because you have to, it's a chicken and the egg problem.
[00:02:48.380 --> 00:02:50.500]   I think you have to be around for a certain number of days
[00:02:50.500 --> 00:02:52.160]   and have a certain number of subscribers
[00:02:52.160 --> 00:02:54.560]   before they'll give you a simple URL.
[00:02:54.560 --> 00:02:56.320]   So what we've done is two things.
[00:02:56.320 --> 00:03:00.760]   One, there's a link in the show notes for this episode
[00:03:00.760 --> 00:03:02.000]   for the YouTube page
[00:03:02.000 --> 00:03:03.680]   that contains the Deep Questions videos.
[00:03:03.680 --> 00:03:05.480]   Also, there's a post on my blog.
